N	2gram	Medvedev_F_2	StatiiOP
162	как раз	6	3
163	не является	3	3
164	к которому	1	3
165	что для	2	3
166	одной стороны	1	3
167	до конца	2	3
168	бы совершенно	2	3
169	его как	2	3
170	в связи	10	3
171	конце концов	2	3
172	все они	1	3
173	к этому	4	3
174	в виде	1	3
175	в какой	3	3
176	самом деле	8	2
177	к своей	1	2
178	в чисто	1	2
179	той же	1	2
180	этой статье	2	2
181	в сущности	4	2
182	того же	1	2
183	поэтического слова	3	2
184	его отношение	1	2
185	во всех	5	2
186	то он	1	2
187	но как	2	2
188	только тогда	1	2
189	если в	3	2
190	вступают в	1	2
191	не просто	2	2
192	что они	4	2
193	что именно	2	2
194	более и	1	2
195	им в	1	2
196	его к	1	2
197	в самом	16	2
198	языка к	3	2
199	и тот	1	2
200	имеем в	1	2
201	так сказать	3	2
202	в статье	4	2
203	т д	5	2
204	не как	4	2
205	том чтобы	1	2
206	в плане	2	2
207	и по	2	2
208	но все	3	2
209	и может	3	2
210	связанным с	1	2
211	ее в	2	2
212	он и	3	2
213	мы не	3	2
214	в развитии	2	2
215	такой же	3	2
216	нас не	1	2
217	в такой	2	2
218	не столько	4	2
219	которые в	1	2
220	тем не	1	2
221	для этого	2	2
222	этапом в	1	2
223	не была	2	2
224	сам он	2	2
225	произведения и	3	2
226	этой области	1	2
227	если и	1	2
228	случае в	1	2
229	не менее	1	2
230	но они	1	2
231	что эта	2	2
232	самого начала	2	2
233	как о	4	2
234	и прочие	1	2
235	на котором	2	2
236	к этим	1	2
237	так чтобы	1	2
238	не имеет	2	2
239	никогда не	2	2
240	бы между	1	2
241	слова как	2	2
242	этих двух	2	2
243	в русском	1	2
244	могут быть	6	2
245	и такие	1	2
246	к тому	4	2
247	не встречается	1	2
248	для его	1	2
249	любопытно что	1	2
250	для того	3	2
251	должен быть	1	2
252	как мы	7	2
253	в виду	2	2
254	без всякого	1	2
255	в тюрьму	1	2
256	с самого	2	2
257	или в	3	2
258	времени и	2	2
259	и которые	1	2
260	во многом	1	2
261	это объясняется	1	2
262	произведения как	2	2
263	одного из	3	2
264	с одной	1	2
265	на что	1	2
266	что его	1	2
267	и во	1	2
268	от них	1	2
269	этому поводу	1	2
270	борьба с	2	2
271	в форме	1	2
272	и только	5	2
273	и других	2	2
274	движения в	1	2
275	все время	6	2
276	смысле является	1	2
277	отказ от	1	2
278	и ее	6	2
279	то и	3	2
280	что если	1	2
281	в поэзии	12	2
282	во втором	7	2
283	при помощи	2	2
284	вовсе не	11	2
285	должен был	2	2
286	пришли к	1	2
287	до сих	1	2
288	слово в	2	2
289	в предисловии	2	2
290	стал бы	2	2
291	что не	4	2
292	не на	1	2
293	что из	1	2
294	ни на	2	2
295	вместе с	6	2
296	в одной	2	2
297	но не	2	2
298	к такому	1	2
299	предисловии к	2	2
300	в сборнике	1	2
301	в последнем	1	2
302	здесь слово	1	2
303	это за	1	2
304	том смысле	3	2
305	этого слова	1	2
306	сих пор	1	2
307	один из	2	2
308	в результате	6	2
309	др но	1	2
310	этого термина	2	2
311	его не	2	2
312	пр в	1	2
313	и ни	1	2
314	к историческому	1	2
315	все более	2	2
316	одной из	1	2
317	в свою	1	2
318	в общих	1	2
319	к сожалению	2	2
320	гораздо более	1	2
321	как известно	1	1
322	являются выражением	1	1
323	вряд ли	2	1
324	за пределы	1	1
325	одним из	1	1
326	языка с	1	1
327	до него	1	1
328	начинается с	1	1
329	они представляют	1	1
330	е как	2	1
331	сам по	3	1
332	и то	2	1
333	на самом	3	1
334	идет о	2	1
335	делового и	1	1
336	тем же	3	1
337	и так	1	1
338	в первом	7	1
339	речи на	1	1
340	по преимуществу	5	1
341	и до	3	1
342	должна быть	5	1
343	собственном смысле	1	1
344	объясняется и	1	1
345	был и	2	1
346	есть не	1	1
347	на материале	1	1
348	при анализе	2	1
349	этого нет	1	1
350	чтобы почувствовать	1	1
351	вопрос о	1	1
352	из своих	1	1
353	стиля в	1	1
354	нам в	1	1
355	такие произведения	1	1
356	этом не	1	1
357	можно различить	1	1
358	совпадает с	2	1
359	и самим	1	1
360	установку на	1	1
361	всего этого	5	1
362	то теперь	1	1
363	или иначе	1	1
364	а тем	1	1
365	мы будем	1	1
366	и другие	2	1
367	в сторону	4	1
368	очевидно что	2	1
369	его развития	1	1
370	чем же	3	1
371	в истории	6	1
372	построение из	1	1
373	показать что	1	1
374	в своем	1	1
375	является слово	1	1
376	и нет	1	1
377	в одних	1	1
378	однако не	3	1
379	и где	1	1
380	применении к	2	1
381	целый ряд	1	1
382	и как	3	1
383	литературных произведениях	1	1
384	более или	1	1
385	это определение	1	1
386	от этого	3	1
387	поэтому и	1	1
388	тяготеет к	1	1
389	вещи но	1	1
390	них как	1	1
391	при таком	1	1
392	духа в	1	1
393	в литературном	1	1
394	так или	1	1
395	бы не	1	1
396	то я	1	1
397	его же	1	1
398	другим способом	1	1
399	думать что	1	1
400	в дальнейшем	4	1
401	всего необходимо	1	1
402	дело так	1	1
403	и поэтическим	2	1
404	как он	1	1
405	но на	1	1
406	всей его	1	1
407	языком в	1	1
408	в нем	13	1
409	связанные с	1	1
410	и больше	1	1
411	они в	1	1
412	этих авторов	2	1
413	он должен	1	1
414	же это	2	1
415	не к	2	1
416	поэта и	1	1
417	какой бы	1	1
418	смысле в	1	1
419	тем с	1	1
420	же касается	1	1
421	поэтическим языком	4	1
422	поэзии и	1	1
423	самим собой	1	1
424	литературного языка	3	1
425	подходит к	1	1
426	моменты в	1	1
427	и определение	1	1
428	язык по	5	1
429	в последующих	1	1
430	между отдельными	1	1
431	в ином	3	1
432	он является	1	1
433	рядом с	1	1
434	то как	1	1
435	а больше	1	1
436	русской почве	1	1
437	мы видели	4	1
438	не заметить	1	1
439	начинают говорить	1	1
440	мы знаем	3	1
441	чем в	1	1
442	здесь все	1	1
443	и некоторые	1	1
444	или менее	1	1
445	ориентировался на	1	1
446	в лирической	1	1
447	и при	1	1
448	сказать так	1	1
449	к истории	1	1
450	если можно	1	1
451	на фоне	4	1
452	мотива и	1	1
453	эта не	1	1
454	творчества и	1	1
455	друг другу	1	1
456	значения с	1	1
457	не могли	2	1
458	бы быть	1	1
459	к правильной	1	1
460	по себе	7	1
461	даже в	2	1
462	свою силу	1	1
463	особые приемы	1	1
464	не раз	1	1
465	о значении	1	1
466	иной раз	1	1
467	не о	4	1
468	дело в	1	1
469	на него	1	1
470	на русской	1	1
471	к изучению	1	1
472	родился в	1	1
473	и именно	1	1
474	иметь в	1	1
475	того чтобы	3	1
476	в узкой	1	1
477	смысле что	2	1
478	не могло	1	1
479	вытекает из	1	1
480	его от	4	1
481	возможно и	1	1
482	к вопросу	1	1
483	явление в	1	1
484	к определенному	1	1
485	как она	2	1
486	на те	1	1
487	ее с	2	1
488	такая же	1	1
489	а лишь	3	1
490	своей статье	3	1
491	элементы языка	4	1
492	и со	1	1
493	сравнить с	1	1
494	уже о	1	1
495	и другой	1	1
496	в сказках	1	1
497	примыкают к	1	1
498	является одним	1	1
499	его с	3	1
500	той или	1	1
501	здесь же	1	1
502	слова с	1	1
503	в работах	2	1
504	него как	1	1
505	для себя	1	1
506	как они	4	1
507	можно и	3	1
508	и оно	1	1
509	своего развития	3	1
510	и о	2	1
511	и образ	1	1
512	свою очередь	1	1
513	на нем	2	1
514	говоря уже	1	1
515	здесь не	4	1
516	с сохранением	1	1
517	в ее	2	1
518	только при	1	1
519	формы и	2	1
520	в собственном	1	1
521	существует такая	1	1
522	нет никакой	1	1
523	и этим	2	1
524	в произведении	1	1
525	во главе	1	1
526	в пределах	12	1
527	так в	3	1
528	приводит к	2	1
529	с языком	1	1
530	что основные	1	1
531	в рамки	2	1
532	чем шире	1	1
533	и сам	1	1
534	в годы	3	1
535	этот период	1	1
536	по аналогии	2	1
537	чтобы дать	1	1
538	можно было	1	1
539	эти факты	1	1
540	те же	1	1
541	ясно что	1	1
542	особенно в	3	1
543	она была	1	1
544	именно этот	1	1
545	русского литературного	2	1
546	отчасти в	1	1
547	том как	1	1
548	мы в	2	1
549	является в	2	1
550	был не	1	1
551	в эпоху	2	1
552	то возможно	1	1
553	с ним	2	1
554	стремление к	1	1
555	форме в	1	1
556	связанная с	1	1
557	образом в	1	1
558	находится в	2	1
559	все дело	3	1
560	этого языка	1	1
561	поэтический язык	21	1
562	в порядке	1	1
563	в применении	2	1
564	и должно	5	1
565	вот почему	1	1
566	известной степени	4	1
567	этого основного	1	1
568	в раннем	1	1
569	со словами	1	1
570	язык и	7	1
571	в значительной	3	1
572	о некоторых	1	1
573	соответствия между	1	1
574	вопросу о	1	1
575	должно было	3	1
576	пр но	3	1
577	на отдельные	1	1
578	что и	8	1
579	именно такое	1	1
580	этого периода	1	1
581	язык в	2	1
582	возникает вопрос	1	1
583	о единстве	1	1
584	именно в	5	1
585	из одних	1	1
586	имеется некоторые	1	1
587	общем смысле	2	1
588	форм как	1	1
589	важным этапом	1	1
590	и самые	1	1
591	статье о	2	1
592	это приводит	3	1
593	некоторых литературных	1	1
594	и естественно	1	1
595	его в	3	1
596	и значением	3	1
597	в поэтическом	7	1
598	как языка	1	1
599	и иными	1	1
600	он уже	1	1
601	самые разнообразные	1	1
602	к самим	1	1
603	между этими	3	1
604	или сам	1	1
605	нужно понимать	2	1
606	где они	1	1
607	характерной для	1	1
608	и полюсом	1	1
609	определения и	1	1
610	для всех	1	1
611	именно на	3	1
612	стихотворения и	1	1
613	конечно не	1	1
614	с нею	2	1
615	литературы в	1	1
616	не можем	1	1
617	указания на	1	1
618	в наслаждении	1	1
619	которого как	1	1
620	является не	2	1
621	за счет	4	1
622	от других	1	1
623	не из	1	1
624	то только	1	1
625	не дает	1	1
626	языка но	2	1
627	из них	4	1
628	от некоторых	1	1
629	и их	3	1
630	в известной	2	1
631	слова в	3	1
632	иногда и	1	1
633	как его	2	1
634	но что	1	1
635	идет в	1	1
636	того или	4	1
637	во всей	2	1
638	именно этой	1	1
639	но совершенно	2	1
640	в других	7	1
641	даже и	4	1
642	тем чем	1	1
643	чтобы показать	3	1
644	между полюсом	1	1
645	ней и	1	1
646	не теряя	1	1
647	имеет и	1	1
648	то это	3	1
649	был в	1	1
650	по своим	1	1
651	а именно	2	1
652	и создает	1	1
653	речи а	1	1
654	элементов в	2	1
655	характерно для	1	1
656	было и	2	1
657	являются лишь	1	1
658	могут иметь	1	1
659	системы и	3	1
660	и острое	1	1
661	говорит о	1	1
662	не говоря	1	1
663	же объясняется	1	1
664	к политической	1	1
665	он отличается	1	1
666	по тем	1	1
667	материал в	1	1
668	здесь дело	1	1
669	здесь были	1	1
670	именно так	1	1
671	языка не	2	1
672	о чем	1	1
673	он становится	3	1
674	и исторической	1	1
675	там где	4	1
676	совершенно очевидно	1	1
677	речи и	3	1
678	здесь следует	1	1
679	если не	1	1
680	как материал	1	1
681	с помощью	10	1
682	является совершенно	2	1
683	вступает в	1	1
684	и пушкин	1	1
685	самим автором	1	1
686	подхода к	2	1
687	что история	1	1
688	в историю	1	1
689	являются ли	1	1
690	требует от	1	1
691	в данном	1	1
692	в той	2	1
693	отказу от	1	1
694	и этот	1	1
695	смысле этого	1	1
696	что же	5	1
697	в литературе	1	1
698	по существу	7	1
699	об особенностях	1	1
700	должно быть	2	1
701	действуют в	1	1
702	эти вопросы	1	1
703	в контексте	1	1
704	не подвергались	1	1
705	ссылки на	1	1
706	о его	1	1
707	пушкина было	1	1
708	но для	1	1
709	в книге	1	1
710	однако и	3	1
711	всего с	1	1
712	тем и	2	1
713	п в	1	1
714	по принципу	3	1
715	лишь о	2	1
716	показать как	1	1
717	чтобы понять	1	1
718	например а	1	1
719	а к	2	1
720	совершенно иное	1	1
721	совершенно иной	2	1
722	последнего времени	1	1
723	для нас	1	1
724	особого рода	1	1
725	и все	3	1
726	собственно говоря	1	1
727	к отказу	1	1
728	места в	1	1
729	бы в	5	1
730	вообще в	1	1
731	в тенденции	1	1
732	хотя бы	6	1
733	укладывается в	1	1
734	поэзии но	1	1
735	и поэтического	4	1
736	с теми	2	1
737	а о	3	1
738	отношением к	1	1
739	является и	1	1
740	этого классического	1	1
741	или иного	5	1
742	и еще	1	1
743	перейти к	1	1
744	в трех	1	1
745	и третьего	1	1
746	жизни и	3	1
747	но эти	1	1
748	и эта	1	1
749	которая не	1	1
750	так же	1	1
751	они не	4	1
