N	2gram	Propp_Russ_2	Istorich
170	том как	1	3
171	иной мир	1	3
172	и действительно	1	3
173	в качестве	3	3
174	так что	4	3
175	при помощи	1	3
176	и других	3	3
177	ее не	1	3
178	далеко не	4	3
179	полного развития	1	3
180	но есть	1	3
181	от этого	1	3
182	не было	2	3
183	в него	2	3
184	предположить что	4	3
185	в данном	6	3
186	в тех	1	3
187	заключению что	1	3
188	как будто	1	3
189	что здесь	3	3
190	и от	3	3
191	кроме того	2	3
192	случаях когда	1	3
193	или в	7	3
194	вопрос о	4	3
195	на первый	3	3
196	а в	9	3
197	еще в	2	3
198	и эта	1	3
199	сказать что	1	3
200	из этого	2	3
201	этим объясняется	1	3
202	как на	1	3
203	в своих	2	3
204	к этому	5	3
205	наши наблюдения	2	2
206	ту же	1	2
207	говорилось выше	1	2
208	здесь и	1	2
209	в полночь	1	2
210	что эти	1	2
211	книге о	1	2
212	своих целях	1	2
213	отсюда видно	1	2
214	есть царство	1	2
215	водой и	1	2
216	представлением о	1	2
217	что иное	2	2
218	представляет собой	2	2
219	он был	1	2
220	из земли	4	2
221	но не	5	2
222	должны были	2	2
223	тогда как	2	2
224	а через	2	2
225	на то	1	2
226	относится к	1	2
227	в одной	1	2
228	с этим	2	2
229	в своем	1	2
230	что касается	1	2
231	перед нами	1	2
232	и как	2	2
233	в фольклоре	4	2
234	более древняя	1	2
235	увидим что	1	2
236	каким-то образом	1	2
237	так на	1	2
238	что это	3	2
239	в этой	3	2
240	то и	4	2
241	и до	1	2
242	но он	3	2
243	чтобы они	2	2
244	или другое	1	2
245	людей и	2	2
246	с этой	2	2
247	можно было	2	2
248	но все	1	2
249	интересами и	1	2
250	на этой	1	2
251	живет в	3	2
252	было бы	3	2
253	уже знаем	1	2
254	известно что	1	2
255	что смерть	1	2
256	обе стороны	2	2
257	здесь нет	1	2
258	смерть и	2	2
259	по всему	1	2
260	а потом	1	2
261	в царстве	1	2
262	в эту	3	2
263	или вообще	4	2
264	земли и	5	2
265	материалы показывают	1	2
266	человеком и	1	2
267	она в	1	2
268	в которых	4	2
269	своего рода	1	2
270	не будем	3	2
271	которые в	1	2
272	силу и	2	2
273	однако в	1	2
274	что этот	1	2
275	в древней	1	2
276	некоторых случаях	1	2
277	не имеет	3	2
278	одна из	11	2
279	на него	1	2
280	царстве мертвых	1	2
281	эти обряды	5	2
282	сообщает что	8	2
283	в руки	2	2
284	ее на	2	2
285	от нее	1	2
286	например на	1	2
287	что при	2	2
288	этот миф	1	2
289	здесь не	1	2
290	что у	1	2
291	с собой	1	2
292	этим в	1	2
293	когда в	1	2
294	в развитых	1	2
295	ничего не	1	2
296	сводится к	1	2
297	после того	2	2
298	можно сказать	1	2
299	как у	1	2
300	в форме	2	2
301	все время	1	2
302	того что	3	2
303	в народе	3	2
304	представления в	1	2
305	вод и	1	2
306	или же	5	2
307	не будут	1	2
308	не так	1	2
309	всяком случае	1	2
310	смерти и	2	2
311	царстве в	1	2
312	и свои	1	2
313	что они	1	2
314	приведенных материалах	2	2
315	а с	2	2
316	и др	1	2
317	в некоторых	9	2
318	а не	4	2
319	о чем	4	2
320	в одно	1	2
321	может иметь	1	2
322	него в	1	2
323	так же	4	2
324	к себе	1	2
325	на тот	1	2
326	когда мы	2	2
327	быть только	2	2
328	стороны и	1	2
329	видно что	2	2
330	речь будет	1	2
331	же представление	1	2
332	под названием	2	2
333	не представляет	1	2
334	для нас	6	2
335	с обрядами	2	2
336	мы должны	1	2
337	только что	1	2
338	в этих	3	2
339	будет ниже	1	2
340	еще очень	1	2
341	смерти в	2	2
342	в реках	2	2
343	е в	10	2
344	с ними	1	2
345	можно наблюдать	1	2
346	приводит нас	2	2
347	также не	1	2
348	во всяком	1	2
349	это неверно	1	1
350	соответствующие мифы	1	1
351	ли мы	1	1
352	вряд ли	2	1
353	также что	2	1
354	одним из	2	1
355	в русских	4	1
356	относится и	1	1
357	они представляют	2	1
358	на дереве	1	1
359	фрэзер iii	2	1
360	они вместе	1	1
361	он показывает	2	1
362	и есть	1	1
363	очень много	1	1
364	нас на	1	1
365	смерть в	1	1
366	фрэзер и	1	1
367	из воды	5	1
368	а как	1	1
369	другая более	1	1
370	превратились в	1	1
371	что если	1	1
372	и наш	1	1
373	с руками	1	1
374	рассказывается о	1	1
375	этом не	1	1
376	в пруд	1	1
377	в египетской	1	1
378	зеленин в	1	1
379	совпадает с	1	1
380	но она	2	1
381	еще с	1	1
382	в полной	1	1
383	на воду	1	1
384	не совсем	2	1
385	украшают себя	1	1
386	часто эти	1	1
387	месте в	1	1
388	может дать	1	1
389	по этому	2	1
390	и сами	1	1
391	на них	4	1
392	позднее привнесение	2	1
393	которые имели	1	1
394	что его	1	1
395	во всех	3	1
396	природы и	2	1
397	как правило	1	1
398	еще далеко	1	1
399	с умершим	1	1
400	и сл	4	1
401	только тогда	3	1
402	не все	4	1
403	состоял в	1	1
404	иногда и	2	1
405	распространена в	1	1
406	отличие от	3	1
407	не просто	1	1
408	на плодородие	2	1
409	это бросание	1	1
410	души умерших	1	1
411	что именно	1	1
412	место где	1	1
413	так называемая	1	1
414	некоторое время	1	1
415	народа в	1	1
416	постепенно развивается	1	1
417	можно предположить	3	1
418	и где	1	1
419	уже указывалось	2	1
420	хотя и	1	1
421	как уже	2	1
422	она живет	1	1
423	ясно почему	1	1
424	его к	1	1
425	и всем	2	1
426	более или	1	1
427	нет прямых	1	1
428	этой цели	2	1
429	ясно и	1	1
430	есть ли	1	1
431	в этот	10	1
432	куклу из	1	1
433	выше мы	3	1
434	эта стадия	1	1
435	он в	1	1
436	и бросали	4	1
437	представления не	3	1
438	с природой	1	1
439	прослеживается в	1	1
440	ее как	1	1
441	лица и	1	1
442	но на	1	1
443	и если	1	1
444	к выводу	1	1
445	место куда	1	1
446	тем не	2	1
447	фрэзер в	1	1
448	в первую	1	1
449	есть та	1	1
450	на третий	1	1
451	здесь говорится	1	1
452	ее и	2	1
453	воду в	1	1
454	на смерть	1	1
455	характер в	2	1
456	быть поставлен	1	1
457	подобно тому	3	1
458	на этом	3	1
459	иногда подчеркивается	1	1
460	на урожай	2	1
461	встречаются и	1	1
462	в одну	1	1
463	однако все	1	1
464	а затем	4	1
465	что все	1	1
466	связанные с	2	1
467	что никакого	1	1
468	и чтобы	1	1
469	иногда как	1	1
470	имеет с	1	1
471	на все	1	1
472	знает что	1	1
473	того или	1	1
474	египетской религии	1	1
475	очень древняя	1	1
476	месте и	1	1
477	стороны умерший	1	1
478	и должна	1	1
479	они по	1	1
480	в огонь	1	1
481	выходя из	1	1
482	по существу	4	1
483	он же	1	1
484	землю как	1	1
485	вырывают из	1	1
486	сказки о	2	1
487	в реку	3	1
488	три ночи	1	1
489	чем в	2	1
490	и целые	1	1
491	из круга	1	1
492	остается в	1	1
493	их на	1	1
494	особым интересом	1	1
495	и становится	1	1
496	одно из	2	1
497	или менее	1	1
498	от обряда	1	1
499	от религии	1	1
500	но если	3	1
501	и при	2	1
502	при изучении	1	1
503	этой связи	1	1
504	как воплощение	1	1
505	можно найти	1	1
506	глухую полночь	1	1
507	в котором	3	1
508	плодородия как	1	1
509	и народ	1	1
510	не столько	2	1
511	высокой ступени	1	1
512	на свою	1	1
513	не от	1	1
514	воду как	1	1
515	широко распространен	1	1
516	живут в	2	1
517	все это	10	1
518	и более	1	1
519	как от	1	1
520	стадия особенно	1	1
521	оно могло	1	1
522	из числа	1	1
523	и очень	1	1
524	что есть	1	1
525	с развитием	2	1
526	при всех	1	1
527	нечто вроде	2	1
528	не менее	2	1
529	к такой	1	1
530	другой на	1	1
531	третий день	1	1
532	в таких	3	1
533	а иногда	2	1
534	дереву оно	1	1
535	что с	2	1
536	считает что	1	1
537	принадлежат к	2	1
538	ее с	1	1
539	в основе	1	1
540	каждый день	1	1
541	что представление	1	1
542	но вместе	2	1
543	не составляет	1	1
544	когда они	2	1
545	на того	1	1
546	того чтобы	6	1
547	следовательно и	1	1
548	по представлению	2	1
549	этого обряда	2	1
550	есть уже	1	1
551	была сделана	1	1
552	можно видеть	1	1
553	где уже	1	1
554	к ней	2	1
555	по своей	1	1
556	такая же	1	1
557	представление об	1	1
558	только с	1	1
559	представления могут	1	1
560	что на	2	1
561	и оно	1	1
562	человека с	1	1
563	на фигуру	1	1
564	начиная с	2	1
565	некоторые детали	2	1
566	разницей что	1	1
567	хороший урожай	1	1
568	наоборот в	1	1
569	кто же	1	1
570	какая-то связь	1	1
571	все еще	1	1
572	на русском	1	1
573	почему именно	1	1
574	не единственный	1	1
575	в земледельческой	1	1
576	в сибири	2	1
577	обычно в	1	1
578	на верхушку	1	1
579	должен быть	2	1
580	и луга	1	1
581	и о	3	1
582	на нем	1	1
583	реки здесь	1	1
584	не могу	1	1
585	в ее	3	1
586	чем говорилось	1	1
587	огонь и	1	1
588	что подобные	1	1
589	приводит к	1	1
590	что души	1	1
591	и когда	1	1
592	этот обычай	4	1
593	по аналогии	1	1
594	не с	2	1
595	приписывается особая	1	1
596	это настолько	1	1
597	или на	8	1
598	особый интерес	1	1
599	из среды	1	1
600	не пускает	1	1
601	в воду	9	1
602	это только	1	1
603	могла быть	1	1
604	что от	3	1
605	жизнь и	2	1
606	для этого	5	1
607	не огонь	1	1
608	в обряде	6	1
609	хотя это	1	1
610	означает что	1	1
611	выводу что	1	1
612	об этом	2	1
613	образом в	2	1
614	находится в	1	1
615	а по	1	1
616	обряд иногда	1	1
617	иное как	2	1
618	держа в	1	1
619	и здесь	1	1
620	другом месте	1	1
621	в другом	1	1
622	при земледелии	2	1
623	и поэтому	1	1
624	более высокой	1	1
625	более поздняя	1	1
626	аналогии с	1	1
627	от земли	2	1
628	откуда идет	1	1
629	с того	1	1
630	видели также	1	1
631	можно встретить	2	1
632	должно было	3	1
633	к нему	4	1
634	между тем	3	1
635	теперь уже	1	1
636	не отличаются	1	1
637	в ряд	2	1
638	живой человек	2	1
639	это нужно	1	1
640	этих божеств	1	1
641	в древнем	1	1
642	также в	2	1
643	в свете	3	1
644	смерть есть	1	1
645	в земле	4	1
646	приведенных материалов	2	1
647	это приводит	1	1
648	античности к	1	1
649	он есть	2	1
650	в современной	1	1
651	быть и	1	1
652	с той	1	1
653	но с	1	1
654	землю и	1	1
655	думает что	1	1
656	идет по	1	1
657	к дереву	2	1
658	на другие	1	1
659	этот вопрос	2	1
660	пришел к	1	1
661	ли он	1	1
662	или другого	1	1
663	друг друга	3	1
664	по наблюдениям	1	1
665	те которые	1	1
666	стоящего на	1	1
667	их не	1	1
668	от них	1	1
669	боги боги	1	1
670	по всей	3	1
671	из которого	1	1
672	же и	1	1
673	есть в	2	1
674	можно установить	1	1
675	уже в	1	1
676	а это	1	1
677	не удастся	1	1
678	или даже	3	1
679	которых одна	2	1
680	пускаются в	1	1
681	по другим	1	1
682	мир в	1	1
683	был бы	1	1
684	для него	1	1
685	заключить что	1	1
686	обратно и	1	1
687	в землю	13	1
688	с молитвой	1	1
689	его у	1	1
690	отношение к	1	1
691	к ним	1	1
692	ту сторону	1	1
693	н п	2	1
694	как его	1	1
695	случае не	1	1
696	и пр	2	1
697	с обрядом	1	1
698	указание на	1	1
699	лишь разницей	1	1
700	для того	6	1
701	объясняются и	1	1
702	в особенности	1	1
703	говорится что	4	1
704	за этим	2	1
705	и даже	1	1
706	даже не	1	1
707	а на	9	1
708	леса и	3	1
709	и эту	1	1
710	такого мнения	1	1
711	именно в	4	1
712	природа в	1	1
713	о своем	1	1
714	заметить что	2	1
715	или под	2	1
716	в середине	1	1
717	на высоких	1	1
718	на ней	1	1
719	от другого	1	1
720	ниже когда	1	1
721	чем речь	1	1
722	на которых	1	1
723	воздействовать на	2	1
724	такие представления	2	1
725	как о	1	1
726	на эту	2	1
727	точности соответствует	1	1
728	или с	3	1
729	других местах	8	1
730	под влиянием	1	1
731	несмотря на	1	1
732	для этой	3	1
733	есть одно	1	1
734	этой же	1	1
735	что такие	2	1
736	нее как	1	1
737	в лесу	10	1
738	первый взгляд	1	1
739	связанных с	1	1
740	других случаях	1	1
741	относятся к	1	1
742	яйца на	1	1
743	бросают в	3	1
744	не удается	1	1
745	во всю	1	1
746	очень напоминают	1	1
747	они брали	1	1
748	природой он	1	1
749	этих случаях	4	1
750	это делается	1	1
751	не подтверждается	2	1
752	смысле этого	1	1
753	это так	1	1
754	тому как	3	1
755	несколько человек	1	1
756	девушку в	1	1
757	и такие	1	1
758	этого слова	1	1
759	и м	8	1
760	в огне	1	1
761	было ни	1	1
762	этот не	1	1
763	из тряпок	1	1
764	остановиться несколько	1	1
765	и была	1	1
766	в обрядах	1	1
767	по образцу	1	1
768	становится ясным	1	1
769	на горе	1	1
770	не является	1	1
771	древние времена	1	1
772	и для	2	1
773	целью воздействовать	1	1
774	ее но	1	1
775	указывалось выше	1	1
776	не объясняет	3	1
777	место для	1	1
778	ночью при	1	1
779	имели целью	1	1
780	там его	1	1
781	и вызывает	1	1
782	на которой	1	1
783	специально изучавший	1	1
784	воду и	2	1
785	из себя	1	1
786	тем более	1	1
787	его уже	1	1
788	будто бы	5	1
789	же в	6	1
790	имея в	1	1
791	знают только	1	1
792	чтобы обеспечить	3	1
793	болезней и	1	1
794	травами и	2	1
795	в свою	1	1
796	более поздний	1	1
797	той лишь	1	1
798	и молнии	1	1
799	в точности	1	1
800	это на	1	1
801	еще ясно	1	1
802	обряд и	2	1
803	не что	2	1
804	верят что	1	1
805	оно не	1	1
806	однако нет	1	1
807	время не	1	1
808	воды или	1	1
809	следующим образом	5	1
810	повлиять на	1	1
811	к этой	1	1
812	это в	2	1
813	в таком	4	1
