1	и в	22	43
364	а от	1	1
365	и ту	1	1
366	есть не	1	1
367	этот материал	1	1
368	с нею	1	1
369	одному из	1	1
370	или даже	1	1
371	как это	4	1
372	он у	2	1
373	которой он	1	1
374	на ней	5	1
375	один пример	1	1
376	они еще	1	1
377	и тем	1	1
378	и есть	2	1
379	дальше что	1	1
380	целого но	1	1
381	вместе с	9	1
382	это в	1	1
383	в другой	4	1
384	сами по	1	1
385	к этому	7	1
386	они не	4	1
387	вот он	1	1
388	а ты	3	1
389	от него	2	1
390	и потому	2	1
391	ничего общего	1	1
392	него и	2	1
393	один из	5	1
394	я все	1	1
395	так в	6	1
396	но тут	1	1
397	оно и	1	1
398	убедиться что	1	1
399	здесь имеет	1	1
400	над ним	1	1
401	но тем	2	1
402	на это	2	1
403	на этой	1	1
404	на ту	1	1
405	показывает нам	2	1
406	дана в	1	1
407	из своего	1	1
408	вследствие чего	2	1
409	связан с	2	1
410	в три	2	1
411	является в	1	1
412	хорошо и	1	1
413	в плане	1	1
414	друг другу	2	1
415	к сожалению	1	1
416	и по	1	1
417	никого не	3	1
418	не могла	2	1
419	таком случае	1	1
420	над всем	2	1
421	с отцом	1	1
422	но она	2	1
423	она в	1	1
424	в этой	5	1
425	и от	3	1
426	а я	2	1
427	живет в	5	1
428	не говорит	1	1
429	его собственной	1	1
430	говорит о	1	1
431	в некотором	1	1
432	в особом	2	1
433	же как	2	1
434	что она	5	1
435	которых мы	1	1
436	говорит следующее	1	1
437	во-вторых в	1	1
438	берет на	1	1
439	для рассмотрения	1	1
440	их может	1	1
441	в костюме	1	1
442	том числе	1	1
443	я тебя	2	1
444	имеет еще	1	1
445	и другие	4	1
446	которым пользуется	1	1
447	в качестве	2	1
448	или гораздо	1	1
449	много примеров	2	1
450	очень часто	3	1
451	но есть	2	1
452	были бы	1	1
453	как на	1	1
454	но можно	1	1
455	он важен	1	1
456	достаточно чтобы	2	1
457	это лишь	1	1
458	друг друга	6	1
459	ты не	2	1
460	которые здесь	2	1
461	отражает в	1	1
462	д как	1	1
463	и уже	2	1
464	этого места	1	1
465	меня не	1	1
466	и хочет	1	1
467	чего герой	3	1
468	не говорят	1	1
469	пор не	1	1
470	только с	1	1
471	приходит в	3	1
472	следует за	2	1
473	будем рассматривать	1	1
474	такое же	1	1
475	не исчерпывается	1	1
476	эти вопросы	1	1
477	или иначе	1	1
478	и поэтому	1	1
479	в начале	1	1
480	жизнь в	1	1
481	в других	4	1
482	в ином	6	1
483	но уже	1	1
484	героем и	1	1
485	этому мы	1	1
486	до того	1	1
487	все время	2	1
488	два вполне	1	1
489	отсюда и	1	1
490	на них	1	1
491	что здесь	6	1
492	с другими	1	1
493	нигде не	1	1
494	на которой	1	1
495	смысле этого	1	1
496	дома на	1	1
497	в каких	1	1
498	другое и	1	1
499	где он	1	1
500	в таких	1	1
501	в связи	3	1
502	одной из	1	1
503	нет и	1	1
504	превратиться в	1	1
505	будет сказать	1	1
506	но по	3	1
507	слова я	1	1
508	всяком случае	2	1
509	на дороге	2	1
510	далеко что	1	1
511	предмет и	1	1
512	в новом	1	1
513	форма в	1	1
514	он все	3	1
515	где же	1	1
516	на самом	2	1
517	в другие	1	1
518	на другое	1	1
519	на этом	4	1
520	об этой	2	1
521	не видит	2	1
522	функций в	1	1
523	этого он	1	1
524	для всего	1	1
525	дать ответ	2	1
526	обстоит дело	1	1
527	а именно	4	1
528	ответ этот	1	1
529	одним из	4	1
530	сюда же	2	1
531	связи с	6	1
532	теперь что	1	1
533	и сама	1	1
534	это те	1	1
535	вообще не	1	1
536	приведем еще	1	1
537	в мире	1	1
538	тем как	1	1
539	мы это	1	1
540	но иногда	1	1
541	эти явления	1	1
542	землю и	1	1
543	и эти	3	1
544	ему и	1	1
545	свою собственную	1	1
546	мы видим	8	1
547	все те	1	1
548	этой точки	1	1
549	и иногда	1	1
550	и через	1	1
551	материал как	1	1
552	слились в	1	1
553	за ним	3	1
554	не с	2	1
555	именно на	1	1
556	после того	2	1
557	явление в	1	1
558	должен был	3	1
559	мы знаем	2	1
560	говорит в	1	1
561	иначе обстоит	1	1
562	героев и	1	1
563	ней в	2	1
564	не входили	1	1
565	видеть в	1	1
566	с одной	2	1
567	принадлежит к	1	1
568	ну вот	1	1
569	мне и	1	1
570	вы не	1	1
571	не было	2	1
572	все еще	6	1
573	очень много	2	1
574	вступить в	3	1
575	и другой	1	1
576	не то	1	1
577	как один	1	1
578	или наоборот	2	1
579	во второй	1	1
580	не всегда	4	1
581	и тех	1	1
582	домой и	1	1
583	в корне	1	1
584	что как	1	1
585	не мог	2	1
586	им и	1	1
587	из которого	2	1
588	одна комната	1	1
589	такое положение	1	1
590	из этого	1	1
591	мы находим	1	1
592	самый факт	1	1
593	мы остановимся	1	1
594	от времени	1	1
595	а так	1	1
596	из этой	2	1
597	здесь есть	2	1
598	увидим дальше	1	1
599	ее с	1	1
600	что вся	1	1
601	для тебя	1	1
602	которые в	1	1
603	или несколько	2	1
604	мы рассмотрим	2	1
605	только не	2	1
606	дело конечно	1	1
607	живет здесь	1	1
608	но они	2	1
609	она может	1	1
610	она уже	1	1
611	можно сказать	2	1
612	человек не	1	1
613	эта форма	1	1
614	быть разрешен	1	1
615	и заставляет	1	1
616	находятся в	1	1
617	нам важно	2	1
618	она знает	2	1
619	жизни и	2	1
620	где они	2	1
621	это и	1	1
622	обращается к	1	1
623	в основном	1	1
624	на более	1	1
625	чем в	1	1
626	с ее	1	1
627	это может	1	1
628	за пределами	1	1
629	но как	1	1
630	то к	1	1
631	следующий за	1	1
632	что еще	2	1
633	правда все	1	1
634	отношения не	2	1
635	выходит из	1	1
636	так он	1	1
637	все равно	3	1
638	же ты	1	1
639	он берет	1	1
640	о чем	1	1
641	связано с	4	1
642	этим дело	1	1
643	необходимо указать	1	1
644	которая в	1	1
645	о них	1	1
646	так или	1	1
647	так далеко	1	1
648	же приводят	1	1
649	не при	1	1
650	и обратно	1	1
651	и функций	1	1
652	этот процесс	1	1
