N	2gram	Tiupa_Disk_2	Myshleni
228	ребенка мы	1	2
229	но с	1	2
230	для всех	1	2
231	только на	1	2
232	является не	2	2
233	в новом	1	2
234	на одном	1	2
235	из них	3	2
236	в одном	4	2
237	в других	1	2
238	были бы	1	2
239	ориентироваться на	1	2
240	с другой	5	2
241	и между	1	2
242	во второй	1	2
243	и др	1	2
244	более того	1	2
245	в любой	1	2
246	не на	2	2
247	между полюсами	1	2
248	в меру	1	2
249	по своему	1	2
250	в данном	7	2
251	и там	1	2
252	в ряду	2	2
253	этом случае	2	2
254	все это	2	2
255	об одном	3	2
256	известной степени	1	2
257	интерес к	2	2
258	именно поэтому	1	2
259	хотя в	1	2
260	а в	2	2
261	в новый	1	2
262	другой стороны	2	2
263	имеет место	1	2
264	из этого	1	2
265	ее в	1	2
266	это в	2	2
267	как действительного	1	1
268	тех же	1	1
269	принципиальное различие	1	1
270	и до	1	1
271	с таким	2	1
272	которое может	1	1
273	и могут	1	1
274	есть не	1	1
275	для своего	1	1
276	и само	1	1
277	это знание	1	1
278	в детских	1	1
279	только это	1	1
280	и родного	1	1
281	но даже	1	1
282	ему в	1	1
283	будет так	1	1
284	не нужно	2	1
285	на их	1	1
286	иного рода	1	1
287	точка зрения	1	1
288	не то	1	1
289	ответ на	1	1
290	уже как	2	1
291	не просто	1	1
292	друг от	1	1
293	из важнейших	2	1
294	до которого	1	1
295	за пределы	1	1
296	отнюдь не	6	1
297	речи именно	1	1
298	стороны и	2	1
299	что как	2	1
300	не требует	2	1
301	перед нами	3	1
302	просто как	1	1
303	в полном	2	1
304	собственно и	2	1
305	которых является	1	1
306	в этот	1	1
307	другого как	1	1
308	из той	1	1
309	лишний раз	1	1
310	с их	2	1
311	им в	1	1
312	ума что	1	1
313	к выводу	1	1
314	но именно	1	1
315	роли в	1	1
316	и еще	1	1
317	пределах одного	1	1
318	не как	1	1
319	качестве своего	1	1
320	одно и	2	1
321	но все	1	1
322	что является	1	1
323	то чтобы	1	1
324	и может	3	1
325	об этом	1	1
326	и с	2	1
327	входит в	2	1
328	пути от	1	1
329	уже сказано	1	1
330	приходит в	1	1
331	который по	2	1
332	ни в	7	1
333	но уже	2	1
334	и во-вторых	1	1
335	далеко не	2	1
336	меняет свой	1	1
337	первые два	1	1
338	ведет к	3	1
339	движется в	1	1
340	при изучении	1	1
341	где мы	1	1
342	за которым	2	1
343	не столько	3	1
344	на каждом	1	1
345	в отличие	12	1
346	с данным	1	1
347	сегодня в	1	1
348	в опыте	1	1
349	однако не	1	1
350	тем не	1	1
351	их в	2	1
352	и наоборот	1	1
353	не должно	1	1
354	же может	1	1
355	личного опыта	1	1
356	даже в	1	1
357	случае мы	1	1
358	проистекает из	1	1
359	сознании в	1	1
360	содержит в	2	1
361	но они	1	1
362	все три	1	1
363	с теми	1	1
364	дело в	2	1
365	одна из	1	1
366	или другие	1	1
367	к этим	1	1
368	это всегда	1	1
369	которого он	1	1
370	и именно	1	1
371	дело не	1	1
372	в игру	1	1
373	заключающимся в	1	1
374	а для	1	1
375	как новый	1	1
376	нечто большее	1	1
377	всего на	1	1
378	иными словами	1	1
379	словесного выражения	1	1
380	в наше	2	1
381	не принадлежит	1	1
382	каждый день	1	1
383	в специальном	2	1
384	начиная с	1	1
385	человека в	4	1
386	числе и	1	1
387	в самых	1	1
388	обращение к	2	1
389	т.е в	1	1
390	и это	2	1
391	опираясь на	1	1
392	вещами и	1	1
393	от друга	1	1
394	не для	1	1
395	подобно тому	2	1
396	в ее	1	1
397	данном случае	6	1
398	в собственном	1	1
399	чужой речи	1	1
400	знает он	1	1
401	ибо она	1	1
402	решающую роль	1	1
403	только через	1	1
404	по аналогии	1	1
405	не структурно	1	1
406	сказано выше	1	1
407	этих аспектов	1	1
408	раскрывается перед	1	1
409	ситуации и	2	1
410	о том	4	1
411	всем протяжении	1	1
412	для человека	1	1
413	никак не	1	1
414	не стоит	1	1
415	другому в	1	1
416	может не	1	1
417	самому себе	1	1
418	он его	1	1
419	между тем	2	1
420	цветок к	1	1
421	что же	2	1
422	в современной	1	1
423	мысли не	1	1
424	его жизнь	1	1
425	во всем	1	1
426	жизнь с	1	1
427	как нечто	1	1
428	в переживании	2	1
429	каждом шагу	1	1
430	не идет	1	1
431	может оказаться	1	1
432	одних и	1	1
433	и ее	3	1
434	об их	1	1
435	с одной	4	1
436	с которыми	1	1
437	оказывается в	1	1
438	на всем	1	1
439	уже не	3	1
440	и соотношений	1	1
441	и их	1	1
442	содержания и	1	1
443	вовсе не	1	1
444	как при	1	1
445	отличие от	12	1
446	не говорит	1	1
447	в случаях	1	1
448	к той	1	1
449	это по	1	1
450	известного рода	4	1
451	уступает место	1	1
452	и даже	1	1
453	или иной	3	1
454	как у	1	1
455	здесь в	3	1
456	с той	2	1
457	еще и	1	1
458	а с	5	1
459	может иметь	2	1
460	возвращаясь к	1	1
461	о чем	2	1
462	и слово	1	1
463	ближе к	1	1
464	он представляет	1	1
465	и во	1	1
466	к самому	1	1
467	из которых	1	1
468	к своему	2	1
469	ибо это	1	1
470	одной стороны	4	1
471	для первого	1	1
472	утверждая что	1	1
473	тому как	2	1
474	самого себя	1	1
475	происхождения и	1	1
476	в это	1	1
477	тенденцию к	1	1
478	на пути	1	1
479	в истории	1	1
480	аналогии с	1	1
481	этом и	1	1
482	возникает в	1	1
483	дома как	1	1
484	сложившийся в	1	1
485	глядит в	1	1
486	от той	1	1
487	с понятиями	1	1
488	включает в	1	1
489	в результате	2	1
490	как она	1	1
491	своей собственной	1	1
492	совершенно иной	1	1
493	на первый	2	1
494	особого рода	1	1
495	структурно а	1	1
496	той или	3	1
497	в динамике	1	1
498	на языке	2	1
499	это еще	2	1
500	в равной	1	1
501	но всегда	1	1
502	должен быть	1	1
503	может и	2	1
504	а о	1	1
505	слово в	1	1
506	состоянии решить	1	1
507	одновременно и	1	1
508	замещает ее	1	1
509	имеет не	1	1
510	только о	1	1
511	значение не	2	1
512	меняется на	1	1
513	строится на	1	1
514	в противоположную	1	1
515	противоположную сторону	1	1
516	к этому	4	1
517	от слова	1	1
518	том числе	1	1
