N	2gram	Berdyaev_M_1	Narrotol
143	его личности	3	2
144	от одного	1	2
145	это не	5	2
146	истории и	2	2
147	в самую	5	2
148	зрения и	1	2
149	есть всегда	1	2
150	вплоть до	1	2
151	а иногда	1	2
152	она не	4	2
153	в обоих	1	2
154	что иное	1	2
155	не могло	1	2
156	себе самом	1	2
157	не имеет	3	2
158	ничего не	3	2
159	и после	1	2
160	личности в	2	2
161	когда мы	2	2
162	оно не	1	2
163	приходит к	1	2
164	в пределах	1	2
165	приводит к	2	2
166	и когда	2	2
167	можно было	1	2
168	было в	1	2
169	быть может	7	2
170	с человеком	1	2
171	о своей	2	2
172	в значительной	1	2
173	нет у	3	2
174	во всей	1	2
175	и только	1	2
176	от всех	1	2
177	он уже	6	2
178	и ее	1	2
179	одно из	3	2
180	для него	11	2
181	событие в	1	2
182	к которому	1	2
183	и др	1	2
184	говорит о	1	2
185	не было	18	2
186	не на	1	2
187	его как	2	2
188	как ни	1	2
189	точек зрения	1	2
190	о чем	2	2
191	наряду с	1	2
192	что мы	1	2
193	вокруг него	1	2
194	и для	2	2
195	у нее	1	2
196	она может	2	2
197	мира и	5	2
198	и все	10	2
199	тем более	1	2
200	хотя в	1	2
201	все то	1	2
202	не от	1	2
203	это все	1	2
204	в иной	3	2
205	жизни а	1	2
206	не что	1	2
207	так же	1	2
208	они не	1	2
209	также и	2	1
210	и через	1	1
211	становится в	1	1
212	увидеть своего	1	1
213	на самом	1	1
214	и есть	14	1
215	подхода к	1	1
216	она все	1	1
217	с таким	1	1
218	есть не	4	1
219	бы уже	1	1
220	уже более	1	1
221	мир не	2	1
222	в первый	1	1
223	но она	1	1
224	не знают	3	1
225	себе а	1	1
226	есть акт	1	1
227	к ее	1	1
228	во всех	1	1
229	по своему	2	1
230	в духовном	1	1
231	в столь	1	1
232	одним словом	1	1
233	быть художественно	1	1
234	человеческих отношений	1	1
235	иногда и	1	1
236	быть так	1	1
237	некоторое преимущество	1	1
238	опыта к	1	1
239	почувствовал что	2	1
240	что как	1	1
241	о жизни	1	1
242	в различные	1	1
243	нельзя было	1	1
244	кто не	1	1
245	сознания в	1	1
246	и наконец	1	1
247	писателя как	1	1
248	и к	2	1
249	от этого	2	1
250	в смысл	1	1
251	в самом	11	1
252	человеческого сознания	2	1
253	идет не	1	1
254	процесса не	1	1
255	в мышлении	1	1
256	имеет для	1	1
257	в религиозном	1	1
258	он ни	2	1
259	человек не	10	1
260	раз когда	2	1
261	есть переход	1	1
262	в понимании	1	1
263	отношений между	1	1
264	бытия это	1	1
265	на земле	2	1
266	в плане	1	1
267	его от	1	1
268	и по	4	1
269	на этом	3	1
270	окружающего мира	1	1
271	в вечности	1	1
272	об этом	1	1
273	мы уже	1	1
274	была в	1	1
275	входит в	2	1
276	не отражает	1	1
277	который и	2	1
278	с начала	1	1
279	должен был	4	1
280	делает его	1	1
281	с богом	1	1
282	в них	4	1
283	достоевского и	10	1
284	церковь и	2	1
285	жизни то	1	1
286	он и	2	1
287	основывается на	1	1
288	оно имеет	1	1
289	с такой	1	1
290	мы не	1	1
291	он от	1	1
292	и ничего	1	1
293	с еще	1	1
294	несет в	1	1
295	в котором	8	1
296	в их	4	1
297	к одному	1	1
298	место в	2	1
299	все и	1	1
300	в которых	4	1
301	мысли и	2	1
302	до последнего	1	1
303	от его	2	1
304	всякий раз	1	1
305	обнаруживается в	1	1
306	есть его	1	1
307	но он	9	1
308	но во	1	1
309	в россии	2	1
310	и более	1	1
311	в конце	7	1
312	как от	1	1
313	тому чтобы	2	1
314	и то	1	1
315	бы но	1	1
316	между людьми	1	1
317	а от	1	1
318	без участия	1	1
319	человека есть	3	1
320	человек и	6	1
321	есть прежде	1	1
322	и сама	2	1
323	в русской	1	1
324	он еще	1	1
325	это еще	1	1
326	ему казалось	1	1
327	жизни не	1	1
328	оно есть	1	1
329	к концу	4	1
330	к ней	4	1
331	лишь в	6	1
332	такой строй	1	1
333	на природу	2	1
334	а лишь	1	1
335	мире и	1	1
336	потому что	16	1
337	к этим	2	1
338	наука или	1	1
339	свет и	2	1
340	в области	1	1
341	может показаться	1	1
342	а как	2	1
343	от того	1	1
344	у нас	5	1
345	бытия как	1	1
346	и оно	1	1
347	ни был	1	1
348	не могут	5	1
349	как для	2	1
350	но также	1	1
351	мысли о	2	1
352	для кого	1	1
353	всегда в	1	1
354	как они	1	1
355	и открывает	1	1
356	в виду	2	1
357	вечности и	1	1
358	и от	2	1
359	лучше сказать	1	1
360	это путь	1	1
361	слова а	1	1
362	и сам	1	1
363	живет в	2	1
364	к его	1	1
365	является в	1	1
366	в глубинах	1	1
367	если бы	2	1
368	с ним	2	1
369	к прошлому	1	1
370	настаивать на	1	1
371	в самой	7	1
372	и во	2	1
373	нас в	1	1
374	и всю	1	1
375	этот момент	1	1
376	на одном	1	1
377	что и	4	1
378	это лишь	1	1
379	боли в	1	1
380	все время	1	1
381	у всех	2	1
382	жизни оно	1	1
383	человека как	2	1
384	в него	3	1
385	того что	7	1
386	долг как	1	1
387	всю свою	1	1
388	мы увидим	3	1
389	не порождает	1	1
390	человека с	2	1
391	мира это	1	1
392	в россию	1	1
393	отрешенный от	1	1
394	с нею	1	1
395	и у	2	1
396	то и	1	1
397	в нашей	1	1
398	мира чем	1	1
399	в начале	2	1
400	отцов и	1	1
401	ответ на	1	1
402	его и	1	1
403	ни с	4	1
404	и небо	1	1
405	мир в	3	1
406	не так	3	1
407	христа в	5	1
408	в судьбе	5	1
409	никто не	2	1
410	цели и	1	1
411	вовсе не	1	1
412	такому пониманию	1	1
413	протяжении всего	1	1
414	лишь для	1	1
415	нем не	2	1
416	он живет	2	1
417	до сих	2	1
418	как у	1	1
419	связаны с	1	1
420	чем он	1	1
421	действующих лиц	1	1
422	и быть	1	1
423	же о	1	1
424	а на	1	1
425	человеческой жизни	2	1
426	когда она	1	1
427	характерно для	1	1
428	культуры он	1	1
429	род его	1	1
430	мышлении и	1	1
431	нет ничего	7	1
432	о себе	3	1
433	человека к	2	1
434	над ним	1	1
435	к жизни	1	1
436	мира с	1	1
437	и там	4	1
438	западной европе	1	1
439	в мир	3	1
440	человек с	1	1
441	истину и	2	1
442	в состоянии	1	1
443	быть не	2	1
444	в это	1	1
445	с этой	4	1
446	быть и	1	1
447	является для	1	1
448	сих пор	2	1
449	своей жизни	1	1
450	разных местах	1	1
451	о его	1	1
452	от нас	1	1
453	в смысле	1	1
454	всего в	2	1
455	культурной жизни	1	1
456	которых он	4	1
457	ко второй	2	1
458	на большую	1	1
459	людьми и	3	1
460	для нас	3	1
461	от него	4	1
462	бы он	1	1
463	не должен	1	1
464	ведь как	1	1
465	нормы а	1	1
466	но это	1	1
467	есть уже	4	1
468	что вообще	1	1
469	но всегда	1	1
470	если все	1	1
471	обратиться к	1	1
472	все еще	1	1
473	не знает	4	1
474	возможно лишь	1	1
475	отношением к	1	1
476	было для	1	1
477	культуры как	1	1
478	не быть	1	1
479	и случайных	1	1
480	культуры в	1	1
481	есть то	1	1
482	быть признана	1	1
483	судьба в	1	1
484	это было	1	1
485	от которой	1	1
486	все основные	1	1
487	и эта	1	1
488	себе без	1	1
489	можно назвать	1	1
490	небо и	4	1
491	которая не	1	1
492	и кажется	1	1
