N	2gram	Losev_Prob_3	StatiiOP
239	что и	9	2
240	отметить что	1	2
241	чем он	2	2
242	до ее	1	2
243	этот вопрос	3	2
244	только в	19	2
245	бы ни	1	2
246	ни с	4	2
247	сами по	6	2
248	в конце	5	2
249	так как	9	2
250	случае не	3	2
251	может быть	28	2
252	в них	1	2
253	и речи	1	2
254	с той	5	2
255	воспоминания о	1	2
256	только к	2	2
257	только по	1	2
258	на этот	4	2
259	не на	1	2
260	его как	3	2
261	на какие	1	2
262	если не	3	2
263	и вообще	8	2
264	эти слова	2	2
265	и потому	7	2
266	как это	2	2
267	что именно	1	2
268	к своему	1	2
269	по своему	2	2
270	в данном	9	2
271	что за	1	2
272	которую пушкин	1	2
273	такого рода	6	2
274	в тех	3	2
275	по существу	2	2
276	сравнении с	2	2
277	том смысле	3	2
278	только о	3	2
279	с этой	3	2
280	ее в	1	2
281	в результате	2	2
282	а к	2	2
283	конечно и	1	2
284	не должен	1	2
285	находим в	3	2
286	только что	2	2
287	во время	1	2
288	ни было	3	2
289	очень хорошо	1	2
290	сказать что	16	2
291	совершенно не	4	2
292	утверждать что	1	2
293	и другие	3	2
294	они не	1	2
295	произведения но	1	1
296	языка с	1	1
297	в русских	1	1
298	сам по	6	1
299	и то	14	1
300	это и	7	1
301	основан на	1	1
302	д ни	1	1
303	в первом	1	1
304	и до	2	1
305	в конкретном	1	1
306	не имеют	4	1
307	действительности и	1	1
308	значение но	2	1
309	той же	1	1
310	из всех	1	1
311	и значение	3	1
312	характер его	1	1
313	мы не	7	1
314	страшны для	1	1
315	что самый	1	1
316	чем ты	1	1
317	же противопоставление	1	1
318	есть нечто	8	1
319	говорить о	3	1
320	только самый	1	1
321	не вполне	1	1
322	на тему	1	1
323	на свою	1	1
324	из того	3	1
325	этого термина	2	1
326	которое в	1	1
327	разницу в	1	1
328	литературы и	2	1
329	еще не	5	1
330	он сам	4	1
331	со словами	1	1
332	пушкина настолько	1	1
333	в чем	4	1
334	этим не	2	1
335	жанре и	1	1
336	друг к	1	1
337	совсем не	2	1
338	но как	4	1
339	кажется достаточно	1	1
340	петра i	3	1
341	в сторону	1	1
342	не говорят	2	1
343	ответ на	1	1
344	себе и	1	1
345	произведение не	1	1
346	тут же	4	1
347	не просто	23	1
348	себе отчет	1	1
349	отличаются от	1	1
350	в поисках	2	1
351	не хотел	1	1
352	чем же	4	1
353	если она	1	1
354	независимо от	1	1
355	до его	1	1
356	когда он	2	1
357	новую жизнь	1	1
358	это просто	1	1
359	именно эта	1	1
360	и хотя	1	1
361	не очень	2	1
362	о самом	1	1
363	чего же	1	1
364	что слово	2	1
365	значения как	1	1
366	в литературном	1	1
367	а во-вторых	1	1
368	так или	1	1
369	из этих	1	1
370	с их	2	1
371	и тот	1	1
372	бы только	2	1
373	не годится	1	1
374	говорят о	3	1
375	иначе и	1	1
376	и если	6	1
377	к выводу	1	1
378	что она	1	1
379	в определенном	1	1
380	а то	3	1
381	но именно	2	1
382	от которого	1	1
383	для каких-нибудь	1	1
384	перестает быть	1	1
385	в первую	3	1
386	эта последняя	2	1
387	в понимании	1	1
388	свою собственную	3	1
389	к одному	1	1
390	этого вопроса	1	1
391	не как	1	1
392	ни была	2	1
393	новое и	1	1
394	например как	2	1
395	же сколько	2	1
396	его от	1	1
397	говоря в	1	1
398	одно и	3	1
399	тут не	1	1
400	так называемым	1	1
401	а когда	1	1
402	являются и	1	1
403	значение в	3	1
404	различие между	1	1
405	же касается	4	1
406	определенном направлении	1	1
407	к другу	1	1
408	разница между	1	1
409	зрения на	2	1
410	заключается в	4	1
411	первую очередь	3	1
412	с другими	3	1
413	не имела	1	1
414	именно что	1	1
415	и тем	9	1
416	для них	2	1
417	но уже	3	1
418	нет в	1	1
419	на основании	2	1
420	например или	1	1
421	для чего	2	1
422	мы видели	2	1
423	ради этой	1	1
424	этого произведения	3	1
425	еще раз	1	1
426	но если	6	1
427	от своего	1	1
428	ли можно	2	1
429	это делает	1	1
430	одним и	1	1
431	что вся	2	1
432	но сами	1	1
433	представление о	1	1
434	то его	1	1
435	говорил о	1	1
436	в условиях	3	1
437	оно стало	1	1
438	вплоть до	1	1
439	и той	1	1
440	не будем	2	1
441	в прямом	1	1
442	и эти	1	1
443	и общества	2	1
444	и почти	1	1
445	помощи этой	1	1
446	имел в	1	1
447	нас к	2	1
448	и очень	3	1
449	иной раз	3	1
450	можно ли	4	1
451	эта картина	2	1
452	в таких	3	1
453	она не	3	1
454	с теми	2	1
455	хотелось бы	1	1
456	мысли в	1	1
457	который был	1	1
458	на него	1	1
459	всех языках	1	1
460	в основе	2	1
461	которого он	1	1
462	пушкина можно	1	1
463	героев и	1	1
464	и художественными	1	1
465	о них	1	1
466	но только	6	1
467	чем не	3	1
468	литературы которые	1	1
469	однако если	3	1
470	больше чем	1	1
471	и без	4	1
472	к ней	1	1
473	как она	2	1
474	предполагать что	1	1
475	как будто	3	1
476	и далее	1	1
477	свое собственное	2	1
478	ни о	3	1
479	исходить из	1	1
480	не могут	1	1
481	он и	2	1
482	лежащий в	1	1
483	необходимо обратить	1	1
484	и вполне	5	1
485	отличается от	4	1
486	для такого	1	1
487	же только	1	1
488	что является	2	1
489	всего что	1	1
490	остановиться на	1	1
491	мы до	1	1
492	что при	2	1
493	велико что	1	1
494	как мы	8	1
495	значения и	1	1
496	что все	2	1
497	настолько велико	1	1
498	здесь не	8	1
499	без всякого	3	1
500	данном случае	7	1
501	только при	4	1
502	были бы	2	1
503	назвать в	1	1
504	стало возможно	1	1
505	реальной действительности	1	1
506	то время	4	1
507	не подходит	1	1
508	в пределах	1	1
509	имеет никакого	3	1
510	слова а	2	1
511	на том	1	1
512	прямом смысле	1	1
513	котором мы	1	1
514	с собой	3	1
515	можно было	4	1
516	не за	1	1
517	не так	3	1
518	гл iii	1	1
519	не с	1	1
520	с самим	3	1
521	есть также	2	1
522	есть произведение	1	1
523	на которую	3	1
524	не ради	1	1
525	к тем	1	1
526	по сравнению	2	1
527	разного рода	2	1
528	поэтому в	1	1
529	отдельных образов	1	1
530	в эпоху	1	1
531	своего образа	1	1
532	понимании этого	1	1
533	хотя это	2	1
534	для поэтического	1	1
535	выводу что	1	1
536	образом в	1	1
537	с полным	4	1
538	именно потому	3	1
539	и живой	1	1
540	но к	1	1
541	настоящее время	2	1
542	можно сказать	6	1
543	и во	2	1
544	внешней формы	1	1
545	связь между	1	1
546	или иначе	1	1
547	от них	1	1
548	видели выше	2	1
549	виду при	1	1
550	во втором	1	1
551	нуждается в	1	1
552	положение вещей	1	1
553	от этих	1	1
554	все время	1	1
555	для будущих	1	1
556	каких бы	1	1
557	и об	1	1
558	ней же	4	1
559	для самого	2	1
560	оказался в	1	1
561	конце концов	3	1
562	ни к	3	1
563	вещь для	1	1
564	проглядывает в	1	1
565	и соответствующая	1	1
566	художественным но	1	1
567	что только	1	1
568	самим пушкиным	1	1
569	на неопределенное	1	1
570	только художественным	2	1
571	будто бы	3	1
572	и действительно	1	1
573	поэтому и	2	1
574	значения этих	1	1
575	помощи которого	1	1
576	он уже	1	1
577	который в	2	1
578	по мнению	2	1
579	образа в	2	1
580	отношении в	1	1
581	большим трудом	1	1
582	это же	3	1
583	и прочие	1	1
584	том чтобы	1	1
585	хотя у	1	1
586	с которыми	2	1
587	заслуживал бы	1	1
588	одна с	2	1
589	да еще	2	1
590	когда говорил	1	1
591	уже в	3	1
592	называет свой	1	1
593	только на	5	1
594	такие слова	1	1
595	языка как	1	1
596	а это	3	1
597	этом в	1	1
598	совсем другое	4	1
599	себе в	1	1
600	в известной	2	1
601	могло бы	3	1
602	точка зрения	1	1
603	а в	5	1
604	среди которых	1	1
605	мы можем	6	1
606	как его	1	1
607	но что	2	1
608	у него	1	1
609	все необходимые	1	1
610	делать из	1	1
611	смысле слова	8	1
612	в руки	1	1
613	но за	1	1
614	в очень	1	1
615	о каком	2	1
616	имеет значение	6	1
617	важны для	1	1
618	с общим	1	1
619	даже не	2	1
620	вполне самостоятельно	1	1
621	за пределы	5	1
622	живом языке	1	1
623	не входя	1	1
624	очень много	3	1
625	сам поэт	1	1
626	представляет собою	1	1
627	или о	1	1
628	при чем	1	1
629	себя и	1	1
630	в живом	1	1
631	что для	3	1
632	месте и	1	1
633	естественно что	1	1
634	них и	1	1
635	нужно сказать	1	1
636	то и	5	1
637	и стал	1	1
638	не исключает	1	1
639	ничем не	2	1
640	мы и	2	1
641	в ту	1	1
642	с которым	1	1
643	в свете	1	1
644	и исторической	1	1
645	воспользоваться для	1	1
646	жизнь в	3	1
647	особенностей и	1	1
648	бы как	2	1
649	в связи	7	1
650	но оно	3	1
651	на который	1	1
652	ни на	3	1
653	общего с	3	1
654	как реальное	1	1
655	находим и	1	1
656	в изображении	1	1
657	сравнению с	2	1
658	уже без	1	1
659	одновременно и	1	1
660	что же	8	1
661	самого себя	3	1
662	и всей	2	1
663	да и	5	1
664	наконец и	1	1
665	слов в	1	1
666	бы его	1	1
667	и такие	3	1
668	быть не	1	1
669	нам еще	1	1
670	ценность и	1	1
671	в контексте	2	1
672	этом случае	5	1
673	на существование	1	1
674	ни для	2	1
675	но для	1	1
676	нисколько не	2	1
677	рассматривать как	2	1
678	виде как	2	1
679	в более	1	1
680	и для	2	1
681	являются не	1	1
682	и сами	2	1
683	будет иметь	1	1
684	ли в	1	1
685	не существует	1	1
686	и от	9	1
687	котором он	2	1
688	или в	4	1
689	что оно	2	1
690	а все	1	1
691	в настоящее	2	1
692	бы даже	1	1
693	в отдельных	1	1
694	к одной	2	1
695	то не	1	1
696	для нас	16	1
697	характеры и	1	1
698	от него	2	1
699	и все	3	1
700	бы он	1	1
701	бы в	2	1
702	у которого	1	1
703	все они	2	1
704	здесь поэт	1	1
705	же в	3	1
706	а н	1	1
707	к самому	2	1
708	к какому	2	1
709	имеет ничего	3	1
710	очень близких	1	1
711	обычно не	1	1
712	поскольку речь	1	1
713	их с	1	1
714	по одному	1	1
715	является и	1	1
716	едва ли	5	1
717	из этого	3	1
718	понимаем как	1	1
719	героя в	2	1
720	не говорится	1	1
721	жизни и	6	1
722	но эти	1	1
723	заметить что	1	1
724	к этой	1	1
725	в своих	1	1
726	можно назвать	1	1
727	в таком	5	1
728	точно так	3	1
729	ничего общего	7	1
730	гораздо более	5	1
731	смысле что	3	1
