N	2gram	Vinokur_Ku_2	Komedia
339	они конечно	1	1
340	себе и	1	1
341	сущности к	1	1
342	к сожалению	1	1
343	относится к	1	1
344	не заслуживает	1	1
345	не видно	1	1
346	независимо от	1	1
347	общего с	1	1
348	где и	1	1
349	по содержанию	1	1
350	как к	1	1
351	перед нами	4	1
352	в дальнейших	1	1
353	и как	1	1
354	что по	1	1
355	в действительности	1	1
356	от этого	2	1
357	от чего	1	1
358	за это	1	1
359	чуть ли	1	1
360	в нашем	7	1
361	из этих	1	1
362	выражение в	3	1
363	начнем с	1	1
364	еще один	1	1
365	значение так	1	1
366	тысячи раз	1	1
367	см выше	1	1
368	по ложному	1	1
369	в случае	1	1
370	больше всего	1	1
371	в статье	3	1
372	сказать в	1	1
373	т д	14	1
374	образом для	1	1
375	по крайней	6	1
376	в первую	1	1
377	к одному	1	1
378	том чтобы	1	1
379	одно лишь	1	1
380	оно могло	1	1
381	мало того	2	1
382	на жизнь	1	1
383	не кажется	1	1
384	на этом	3	1
385	эта же	1	1
386	именно это	1	1
387	с такими	1	1
388	в каждом	1	1
389	что все	5	1
390	если ты	1	1
391	той же	2	1
392	на редкость	1	1
393	которого не	1	1
394	который и	1	1
395	вот например	1	1
396	поэтому является	1	1
397	известно что	1	1
398	есть доля	1	1
399	за другой	1	1
400	и тем	5	1
401	чаще всего	1	1
402	а пока	1	1
403	в это	1	1
404	материал для	2	1
405	во многом	1	1
406	его и	1	1
407	же образом	2	1
408	от которого	1	1
409	нет в	1	1
410	соответствии с	2	1
411	их для	1	1
412	этого не	3	1
413	не всегда	2	1
414	представляет себе	1	1
415	о первой	1	1
416	отвращение к	1	1
417	можно считать	1	1
418	такой же	1	1
419	бы воспользоваться	1	1
420	ни другой	1	1
421	одно из	1	1
422	достаточной степени	1	1
423	время все	1	1
424	таким же	2	1
425	раз не	1	1
426	в №	1	1
427	образец такого	1	1
428	в следующем	1	1
429	я взял	1	1
430	бы к	1	1
431	место в	1	1
432	что подобное	1	1
433	в отличие	2	1
434	знаем что	3	1
435	что я	4	1
436	признать что	1	1
437	для всякого	1	1
438	и раньше	1	1
439	ли этот	1	1
440	точку зрения	1	1
441	для данного	2	1
442	которые в	1	1
443	но он	1	1
444	том и	1	1
445	вещей и	1	1
446	том же	1	1
447	в устах	2	1
448	и под	1	1
449	этой работы	1	1
450	а вот	1	1
451	так называемого	1	1
452	и вся	1	1
453	в атмосфере	2	1
454	случае в	1	1
455	как можно	2	1
456	ее не	1	1
457	виду что	1	1
458	свое время	2	1
459	легко найти	1	1
460	того как	2	1
461	на себе	4	1
462	сводится в	2	1
463	стихов но	1	1
464	на котором	1	1
465	на тему	1	1
466	и по	3	1
467	во всем	1	1
468	мы подходим	1	1
469	которое не	1	1
470	ему придется	1	1
471	не нуждается	1	1
472	что на	4	1
473	ли это	2	1
474	свое собственное	1	1
475	уже о	3	1
476	выход из	1	1
477	могут быть	4	1
478	сталкиваемся с	1	1
479	как только	1	1
480	о таких	1	1
481	всего в	3	1
482	указывает на	1	1
483	это я	1	1
484	слова с	1	1
485	полным правом	1	1
486	здесь мы	2	1
487	сообщения о	1	1
488	приходит к	1	1
489	что там	1	1
490	отношений и	1	1
491	полное право	1	1
492	и от	2	1
493	еще два	1	1
494	в себя	1	1
495	традиции не	1	1
496	обращаясь к	1	1
497	и когда	1	1
498	что у	2	1
499	уже за	2	1
500	те же	3	1
501	есть также	1	1
502	мог бы	1	1
503	когда в	2	1
504	представляется мне	1	1
505	это только	2	1
506	в которые	3	1
507	мы в	2	1
508	них есть	1	1
509	отрицать что	1	1
510	для этого	3	1
511	в настоящее	1	1
512	покончить с	1	1
513	тем чем	1	1
514	теперь и	1	1
515	идет здесь	1	1
516	сводится к	3	1
517	то они	1	1
518	язык и	2	1
519	настоящее время	1	1
520	никак не	3	1
521	не давал	1	1
522	дают нам	1	1
523	после того	2	1
524	все его	1	1
525	нас в	1	1
526	к средствам	1	1
527	первую очередь	1	1
528	то в	1	1
529	гораздо чаще	1	1
530	которых в	1	1
531	к источнику	1	1
532	от них	1	1
533	она здесь	1	1
534	vi в	1	1
535	но нет	1	1
536	так называемыми	1	1
537	повод к	1	1
538	крайней мере	6	1
539	не надо	3	1
540	вслед за	1	1
541	в середине	1	1
542	сказать и	1	1
543	в лучшем	3	1
544	указывающих на	1	1
545	для самого	2	1
546	и несмотря	1	1
547	что здесь	1	1
548	бы больше	1	1
549	но так	2	1
550	мы сталкиваемся	1	1
551	мысли не	1	1
552	ни к	15	1
553	всю свою	1	1
554	только в	5	1
555	реагирует на	1	1
556	переходят к	1	1
557	впрочем и	1	1
558	ссылкой на	1	1
559	п т	1	1
560	этого достаточно	1	1
561	которая была	1	1
562	и у	2	1
563	ни одного	1	1
564	свою жизнь	1	1
565	в нашей	4	1
566	как более	1	1
567	каким образом	1	1
568	и два	1	1
569	на своего	1	1
570	не сам	1	1
571	и их	1	1
572	присоединения к	1	1
573	войной и	1	1
574	речи что	1	1
575	в современном	2	1
576	может служить	2	1
577	не случайно	1	1
578	русский язык	6	1
579	и никогда	1	1
580	следует понимать	1	1
581	поставлен в	1	1
582	естественным для	1	1
583	чтобы показать	1	1
584	выходит за	2	1
585	на русский	1	1
586	что целый	1	1
587	а именно	2	1
588	с той	2	1
589	чем он	1	1
590	и между	1	1
591	в соответствии	3	1
592	превращается в	2	1
593	доля правды	1	1
594	отношения в	1	1
595	не на	2	1
596	здесь были	1	1
597	с которым	1	1
598	однако и	2	1
599	дело к	1	1
600	а так	1	1
601	в слове	1	1
602	лет после	1	1
603	не допускает	1	1
604	так называемых	2	1
605	мы находим	1	1
606	на фоне	3	1
607	этой же	1	1
608	человек в	1	1
609	интересно отметить	1	1
610	поскольку за	1	1
611	эти слова	1	1
612	суждений о	1	1
613	уж не	1	1
614	он уже	2	1
615	и потому	2	1
616	для оправдания	1	1
617	то дело	1	1
618	дело кончается	1	1
619	на правах	1	1
620	так мы	2	1
621	о возможности	2	1
622	слишком много	1	1
623	из уст	1	1
624	лицом к	1	1
625	основанием для	2	1
626	такого рода	1	1
627	все таки	1	1
628	и там	1	1
629	быть только	2	1
630	только чтобы	1	1
631	да и	6	1
632	и следующий	1	1
633	поскольку он	1	1
634	в кругу	2	1
635	быть не	2	1
636	что между	2	1
637	и тому	1	1
638	еще раз	1	1
639	какие же	1	1
640	можно сказать	4	1
641	фактов в	1	1
642	в средство	1	1
643	признается в	1	1
644	здесь прежде	1	1
645	он должен	1	1
646	и новой	1	1
647	в достаточной	1	1
648	к вопросу	3	1
649	до чего	1	1
650	предпосылки что	1	1
651	не знаем	1	1
652	пор еще	1	1
653	а что	1	1
654	или в	4	1
655	о котором	2	1
656	это как	1	1
657	своей собственной	3	1
658	чтобы понять	2	1
659	в голову	1	1
660	то не	2	1
661	довести до	1	1
662	для нас	4	1
663	могли бы	2	1
664	же судьба	1	1
665	же что	1	1
666	или вопросительный	1	1
667	у них	1	1
668	всякого рода	2	1
669	в этих	1	1
670	не должен	1	1
671	ничего более	1	1
672	все они	2	1
673	между первым	1	1
674	бы на	2	1
675	но вот	2	1
676	не говоря	2	1
677	сказать что	4	1
678	и только	1	1
679	была бы	4	1
680	это на	1	1
681	для нашего	1	1
682	наравне с	1	1
683	однако нет	1	1
684	жизнь в	1	1
685	но еще	1	1
686	указывают на	1	1
687	по поводу	2	1
688	же на	1	1
689	под тем	1	1
690	как на	1	1
691	этой точки	2	1
692	впрочем что	1	1
693	они не	1	1
694	ничего общего	1	1
