N	2gram	Bakhtin_Pr_3	Russkaja
147	друг от	1	2
148	всю эту	1	2
149	с этим	2	2
150	по воле	1	2
151	целый ряд	1	2
152	и наконец	2	2
153	но в	5	2
154	не можем	1	2
155	все эти	9	2
156	что ничего	1	2
157	и тот	3	2
158	во многих	1	2
159	говорили в	1	2
160	состоит в	1	2
161	не к	1	2
162	касается до	1	2
163	мы уже	5	2
164	на этой	1	2
165	в глазах	1	2
166	на почве	1	2
167	и тем	2	2
168	этого не	1	2
169	ему по	1	2
170	и тогда	1	2
171	нисколько не	1	2
172	в этих	5	2
173	во время	1	2
174	в котором	1	2
175	место в	2	2
176	в силу	1	2
177	зрения этой	1	2
178	и более	2	2
179	их в	2	2
180	в таких	1	2
181	принадлежат к	1	2
182	у него	1	2
183	людей и	1	2
184	на которой	1	2
185	как будто	2	2
186	в области	3	2
187	если только	1	2
188	к себе	6	2
189	если же	1	2
190	от друга	1	2
191	и человек	1	2
192	с самим	5	2
193	даже не	1	2
194	некоторых из	1	2
195	в лоне	1	2
196	и что	1	2
197	от него	3	2
198	это в	1	2
199	отметить что	2	2
200	народов и	1	2
201	быть и	2	2
202	проявляется в	4	2
203	так что	1	2
204	уже не	1	2
205	только на	1	2
206	в начале	2	2
207	представить себе	1	2
208	не о	2	2
209	мы можем	5	2
210	только с	1	2
211	она будет	1	2
212	к той	1	2
213	в других	1	2
214	даже и	2	2
215	принадлежность к	1	2
216	и даже	2	2
217	в некоторых	4	2
218	а не	11	2
219	большинстве случаев	4	2
220	себя на	1	2
221	есть и	2	2
222	благодаря этому	1	2
223	но это	3	2
224	этом и	1	2
225	и от	3	2
226	не подлежит	1	2
227	в результате	1	2
228	с ним	2	2
229	ее в	3	2
230	тем самым	1	2
231	в сфере	1	1
232	и действительно	1	1
233	того же	2	1
234	силы и	2	1
235	лучше всех	1	1
236	простые люди	1	1
237	это и	1	1
238	не признает	1	1
239	свою оценку	1	1
240	ту же	1	1
241	но главное	1	1
242	свое место	1	1
243	от которых	1	1
244	со своей	1	1
245	к созданию	1	1
246	этого шага	1	1
247	в зависимости	2	1
248	также и	4	1
249	есть не	1	1
250	и яркое	1	1
251	мы не	4	1
252	имеет свою	1	1
253	не была	1	1
254	он как	1	1
255	от своих	1	1
256	всего о	1	1
257	в сущности	10	1
258	только сама	1	1
259	они были	1	1
260	событий и	2	1
261	вы за	1	1
262	которую можно	3	1
263	стоят на	1	1
264	он был	1	1
265	на них	1	1
266	собой он	2	1
267	столь же	1	1
268	подходе к	2	1
269	именно тем	2	1
270	друг к	1	1
271	в область	1	1
272	к этому	4	1
273	а только	1	1
274	значение и	2	1
275	и постоянное	1	1
276	в общем	1	1
277	к творчеству	1	1
278	себя вне	1	1
279	которые не	2	1
280	в истории	3	1
281	в одной	2	1
282	что касается	2	1
283	перед нами	5	1
284	в полном	1	1
285	когда он	1	1
286	всем существом	1	1
287	этой цели	1	1
288	тон и	1	1
289	и конечно	2	1
290	в которой	2	1
291	но ведь	1	1
292	им в	1	1
293	только один	1	1
294	тому же	2	1
295	но на	1	1
296	на его	3	1
297	тем не	2	1
298	время и	1	1
299	всех остальных	1	1
300	этих веков	1	1
301	иных основаниях	1	1
302	жизни перед	1	1
303	о которой	1	1
304	чтобы они	1	1
305	к одному	2	1
306	так например	2	1
307	в орбите	3	1
308	и заключается	2	1
309	это конечно	2	1
310	подход к	1	1
311	здесь мы	2	1
312	для всей	1	1
313	об этом	1	1
314	близкие по	1	1
315	к другу	1	1
316	то есть	48	1
317	или даже	1	1
318	заключается в	1	1
319	с другими	3	1
320	это не	6	1
321	уже знаем	1	1
322	чаще всего	1	1
323	в жизни	8	1
324	этого слова	1	1
325	это положение	1	1
326	но вся	1	1
327	них то	1	1
328	все равно	4	1
329	в общей	1	1
330	не всегда	1	1
331	нет и	1	1
332	в один	2	1
333	в царстве	2	1
334	перед собой	1	1
335	наблюдение над	1	1
336	все элементы	1	1
337	нас не	1	1
338	в такой	1	1
339	и без	3	1
340	от чисто	1	1
341	просто в	1	1
342	условиях и	1	1
343	наиболее полное	1	1
344	представление о	1	1
345	и мудрость	1	1
346	оказывается что	1	1
347	собой не	1	1
348	своему существу	1	1
349	для которых	1	1
350	ко всему	1	1
351	по крайней	1	1
352	вовсе не	3	1
353	даже в	1	1
354	освободиться от	1	1
355	и вся	3	1
356	если и	1	1
357	не менее	3	1
358	его целом	1	1
359	строя и	1	1
360	самого начала	4	1
361	исторической и	2	1
362	на него	1	1
363	и форм	1	1
364	в основе	5	1
365	не вызывает	1	1
366	образом в	2	1
367	но только	1	1
368	он с	1	1
369	для творчества	2	1
370	ними не	1	1
371	казалось бы	3	1
372	вся его	1	1
373	в разных	4	1
374	всего на	1	1
375	к ней	1	1
376	и теперь	1	1
377	этом отношении	1	1
378	что на	1	1
379	или иных	1	1
380	в духе	8	1
381	нет ни	2	1
382	могут быть	4	1
383	более на	1	1
384	человека в	3	1
385	как только	1	1
386	же самое	1	1
387	должны быть	1	1
388	всего в	1	1
389	в применении	1	1
390	и это	3	1
391	как мы	5	1
392	с ее	1	1
393	но при	1	1
394	всего этого	1	1
395	в ее	3	1
396	в собственном	2	1
397	в себя	6	1
398	с самого	3	1
399	некоторых других	1	1
400	существовать и	1	1
401	этот тип	1	1
402	до самого	1	1
403	и ту	1	1
404	так и	6	1
405	его жизни	1	1
406	мог бы	1	1
407	полное представление	1	1
408	других и	2	1
409	по сравнению	4	1
410	мы в	1	1
411	народных масс	1	1
412	в эпоху	10	1
413	вот это	1	1
414	иное как	1	1
415	это рассуждение	1	1
416	церкви в	1	1
417	то они	1	1
418	можно сказать	8	1
419	в различных	1	1
420	с другой	2	1
421	подлежит сомнению	1	1
422	а во	1	1
423	от них	1	1
424	отдельных индивидуальных	1	1
425	крайней мере	1	1
426	от этих	1	1
427	представления о	2	1
428	по своей	9	1
429	один из	6	1
430	обе эти	3	1
431	с ними	1	1
432	к чисто	1	1
433	они могут	1	1
434	человека с	1	1
435	и истины	1	1
436	же и	1	1
437	всем мире	2	1
438	носит в	1	1
439	и у	7	1
440	вопроса о	1	1
441	веры и	1	1
442	и других	9	1
443	дает ему	1	1
444	конечно нет	1	1
445	разума и	1	1
446	к мысли	1	1
447	и их	2	1
448	в известной	2	1
449	продолжается и	1	1
450	не для	1	1
451	от тех	1	1
452	серьезного и	1	1
453	у этих	1	1
454	к ним	1	1
455	бытия и	2	1
456	связано с	1	1
457	превращается в	1	1
458	на слове	1	1
459	ведь уже	1	1
460	в очень	1	1
461	связан с	1	1
462	нет если	1	1
463	себе представить	1	1
464	влияние на	12	1
465	главное и	1	1
466	на ее	2	1
467	связаны с	3	1
468	по своим	1	1
469	человека а	1	1
470	и прежде	6	1
471	еще и	1	1
472	души и	1	1
473	что не	1	1
474	а главное	2	1
475	и стал	1	1
476	ничем не	1	1
477	власти и	2	1
478	человеческой жизни	3	1
479	в свете	1	1
480	характеров и	1	1
481	не об	1	1
482	в связи	2	1
483	связь с	2	1
484	о себе	2	1
485	в самой	1	1
486	как это	2	1
487	играют в	1	1
488	человека к	3	1
489	совершенно чуждые	1	1
490	по своему	6	1
491	и довольно	1	1
492	смысле этого	2	1
493	применении к	1	1
494	совершенно чуждый	1	1
495	были отчасти	1	1
496	или хотя	1	1
497	его творчество	2	1
498	с этой	1	1
499	своей жизни	1	1
500	характера в	1	1
501	языках и	1	1
502	числе и	10	1
503	с элементами	1	1
504	к другим	2	1
505	сознании и	1	1
506	с большой	2	1
507	тех или	1	1
508	что позволяет	1	1
509	на все	2	1
510	которых он	1	1
511	образом по	1	1
512	тем так	1	1
513	которая в	1	1
514	человек и	2	1
515	в отдельных	1	1
516	ее и	1	1
517	тем более	2	1
518	условий жизни	1	1
519	его жизнь	1	1
520	и все	10	1
521	отношению ко	1	1
522	личности и	1	1
523	от всякого	1	1
524	случаях она	1	1
525	к самому	4	1
526	а о	1	1
527	всюду где	1	1
528	с ней	3	1
529	к его	1	1
530	всех других	2	1
531	отношению к	1	1
532	только они	1	1
533	ни на	1	1
534	этого и	1	1
535	для эпохи	1	1
536	можно назвать	2	1
537	том числе	11	1
538	они не	3	1
