N	2gram	Vinokur_St_1	Mirosoze
337	можно найти	2	1
338	не интересует	1	1
339	и без	3	1
340	свободен от	2	1
341	во времена	4	1
342	в котором	5	1
343	с точки	8	1
344	степени не	1	1
345	в которых	5	1
346	своего рода	3	1
347	той мере	1	1
348	должны были	1	1
349	значение для	1	1
350	одном из	1	1
351	него не	1	1
352	втором случае	2	1
353	и более	2	1
354	их в	2	1
355	нас к	1	1
356	я убежден	1	1
357	но они	1	1
358	из нас	1	1
359	как о	2	1
360	не верил	1	1
361	к этим	1	1
362	не по	3	1
363	личности от	1	1
364	нас нет	7	1
365	во всякой	1	1
366	от плоти	1	1
367	с этих	1	1
368	ему и	1	1
369	в сознании	2	1
370	того же	3	1
371	уже и	1	1
372	и делает	1	1
373	что на	2	1
374	не потому	1	1
375	нас ко	1	1
376	в момент	1	1
377	не могут	1	1
378	тогда и	1	1
379	великих и	1	1
380	отличается от	1	1
381	но также	9	1
382	для себя	3	1
383	не хочу	3	1
384	в ее	4	1
385	к нам	1	1
386	говорит об	2	1
387	на той	1	1
388	и сам	2	1
389	которая была	2	1
390	мог бы	1	1
391	чем все	1	1
392	она была	1	1
393	когда в	1	1
394	но у	1	1
395	в эпоху	2	1
396	вот это	1	1
397	никогда и	1	1
398	а также	2	1
399	но к	1	1
400	на вопрос	4	1
401	плоть от	1	1
402	и который	1	1
403	может не	2	1
404	все в	2	1
405	это в	4	1
406	во втором	4	1
407	показывает как	1	1
408	хотел бы	2	1
409	и только	3	1
410	главный источник	1	1
411	кто в	1	1
412	который так	1	1
413	к концу	2	1
414	и об	7	1
415	нет такой	2	1
416	убежден что	1	1
417	его разных	1	1
418	которым он	1	1
419	в какой	3	1
420	и всю	1	1
421	которое должно	1	1
422	это очень	3	1
423	всех его	1	1
424	одних и	1	1
425	бы ни	1	1
426	об их	1	1
427	в уста	3	1
428	со всеми	2	1
429	и у	2	1
430	я имею	1	1
431	всегда было	1	1
432	его и	1	1
433	так писал	2	1
434	был бы	1	1
435	а потому	2	1
436	никто не	4	1
437	в прошлом	1	1
438	смысле этого	2	1
439	и желание	1	1
440	для них	1	1
441	но что	1	1
442	дело и	1	1
443	почему это	1	1
444	французской революции	1	1
445	этом отношении	7	1
446	бы это	2	1
447	представляю себе	1	1
448	как можно	2	1
449	не были	1	1
450	возможно что	3	1
451	себе представить	1	1
452	с другой	9	1
453	лишь те	1	1
454	делает в	2	1
455	о пушкине	9	1
456	во второй	9	1
457	такое же	1	1
458	а с	3	1
459	он считал	1	1
460	при чем	6	1
461	претензия на	1	1
462	больше и	1	1
463	также в	2	1
464	вопрос можно	1	1
465	и поставил	1	1
466	дело которое	1	1
467	о чем	1	1
468	его собственной	2	1
469	на эту	4	1
470	от всех	1	1
471	и ему	1	1
472	вполне и	1	1
473	этап в	1	1
474	ни на	2	1
475	на самом	6	1
476	в меру	1	1
477	того чем	1	1
478	приводит в	1	1
479	xix века	1	1
480	видит в	1	1
481	тридцать лет	1	1
482	в той	6	1
483	а между	1	1
484	слова он	1	1
485	это за	1	1
486	им с	1	1
487	этого слова	2	1
488	с этой	3	1
489	их во	1	1
490	все это	5	1
491	в культуре	1	1
492	во мне	1	1
493	которых он	1	1
494	которые должны	1	1
495	быть результатом	1	1
496	это можно	3	1
497	но тот	1	1
498	целый ряд	2	1
499	ведут как	1	1
500	той или	1	1
501	конце концов	1	1
502	всякий раз	2	1
503	люди которые	3	1
504	могли быть	1	1
505	всеми его	1	1
506	с ней	1	1
507	две стороны	1	1
508	была бы	5	1
509	положение занимает	1	1
510	культуры в	3	1
511	из этого	1	1
512	сам в	2	1
513	в свое	2	1
514	но эти	1	1
515	а может	1	1
516	по поводу	7	1
517	к этому	1	1
518	как на	1	1
