N	2gram	Propp_Russ_1	Vladivir
317	на место	1	1
318	не вполне	1	1
319	непосредственное влияние	1	1
320	пишет в	3	1
321	теории происхождения	1	1
322	для наших	2	1
323	мы здесь	1	1
324	в ней	2	1
325	и много	1	1
326	на них	1	1
327	ней как	1	1
328	иное как	2	1
329	в различных	2	1
330	жениться на	1	1
331	во всех	4	1
332	близких и	1	1
333	природы и	2	1
334	а следовательно	1	1
335	с трудом	1	1
336	значение и	2	1
337	по отношению	1	1
338	а и	5	1
339	тогда как	2	1
340	себе и	1	1
341	относится к	1	1
342	ему не	1	1
343	что во	1	1
344	как уже	4	1
345	что по	4	1
346	который правда	1	1
347	и каким	1	1
348	с г	2	1
349	считал возможным	1	1
350	всегда был	1	1
351	во двор	1	1
352	не приходится	1	1
353	из жизни	1	1
354	с места	1	1
355	представляет собой	4	1
356	этого видно	1	1
357	один от	1	1
358	может считаться	1	1
359	вообще а	1	1
360	говорят о	1	1
361	и те	3	1
362	на две	1	1
363	после этого	4	1
364	чем у	2	1
365	не к	1	1
366	однако он	1	1
367	в силу	2	1
368	№ в	1	1
369	зимой в	1	1
370	но все	3	1
371	том же	2	1
372	имеются сведения	1	1
373	смысле в	1	1
374	не сделали	1	1
375	поэзии и	1	1
376	те же	1	1
377	их и	3	1
378	который у	1	1
379	с целью	2	1
380	три дня	1	1
381	это не	10	1
382	уже знаем	1	1
383	на почве	1	1
384	и тем	1	1
385	не соответствует	1	1
386	указаний на	1	1
387	по всему	1	1
388	только одно	1	1
389	этом мы	1	1
390	для них	3	1
391	мы имеем	4	1
392	тому что	4	1
393	чем в	2	1
394	мы не	6	1
395	семьи и	1	1
396	в этих	3	1
397	в г	4	1
398	к тем	3	1
399	таким же	3	1
400	и без	1	1
401	она в	3	1
402	необходимо указать	1	1
403	в первый	4	1
404	представление о	3	1
405	от времени	1	1
406	этого вопроса	1	1
407	вопрос о	1	1
408	вплоть до	4	1
409	но эта	1	1
410	теми же	1	1
411	их в	3	1
412	с такими	1	1
413	сам он	1	1
414	она не	2	1
415	приводят к	1	1
416	любви и	1	1
417	был уже	1	1
418	все для	1	1
419	деле это	1	1
420	на кладбище	4	1
421	что ему	2	1
422	что их	1	1
423	и сама	1	1
424	колени и	2	1
425	случае не	1	1
426	что иное	2	1
427	с некоторой	1	1
428	не могло	1	1
429	следовательно и	1	1
430	судя по	2	1
431	его от	2	1
432	одна из	4	1
433	или как	1	1
434	же после	1	1
435	и ответов	1	1
436	связи с	4	1
437	до того	2	1
438	весь этот	1	1
439	только с	1	1
440	этом отношении	1	1
441	в области	3	1
442	а мы	2	1
443	не потому	1	1
444	не могут	1	1
445	кладбища и	1	1
446	когда они	1	1
447	для такого	1	1
448	слова с	1	1
449	в каждом	2	1
450	из всего	1	1
451	был его	1	1
452	свою очередь	2	1
453	всего этого	1	1
454	на другой	1	1
455	к нам	2	1
456	нами выше	1	1
457	у разных	1	1
458	всей своей	1	1
459	так в	4	1
460	целью получить	2	1
461	не с	3	1
462	было в	1	1
463	что также	1	1
464	представляют собою	1	1
465	пишет что	1	1
466	во второй	1	1
467	без основания	1	1
468	если бы	1	1
469	в настоящее	3	1
470	быту и	1	1
471	в разных	3	1
472	было не	1	1
473	русских и	2	1
474	вот почему	1	1
475	и поэтому	2	1
476	внимание на	1	1
477	настоящее время	3	1
478	второй половине	1	1
479	по вечерам	1	1
480	они ничего	1	1
481	нас в	1	1
482	а живым	1	1
483	связь между	2	1
484	истории в	1	1
485	от них	3	1
486	и во	1	1
487	интерес к	2	1
488	во всей	1	1
489	которая должна	1	1
490	сомнения в	1	1
491	что бы	1	1
492	о своих	1	1
493	мало чем	1	1
494	на которой	1	1
495	рассуждение о	1	1
496	сразу же	1	1
497	оказалось что	1	1
498	не как	1	1
499	приведенных выше	1	1
500	согласиться с	1	1
501	его жизнь	1	1
502	в разные	2	1
503	после нее	1	1
504	который в	1	1
505	самые разнообразные	1	1
506	по другим	1	1
507	самом деле	1	1
508	этому поводу	2	1
509	под окнами	5	1
510	или не	1	1
511	же в	1	1
512	что не	1	1
513	этому вопросу	2	1
514	одно из	5	1
515	ту же	1	1
516	в одном	3	1
517	истории россии	1	1
518	мы можем	2	1
519	заметить что	1	1
520	не просто	2	1
521	от того	1	1
522	ее на	1	1
523	в других	11	1
524	которые как	1	1
525	же деле	1	1
526	с упоминанием	1	1
527	формах в	1	1
528	только у	2	1
529	влияние на	1	1
530	как у	1	1
531	связаны с	3	1
532	которые можно	2	1
533	которых мы	1	1
534	с той	1	1
535	далеко не	3	1
536	в свою	3	1
537	мы еще	1	1
538	он считал	1	1
539	в год	1	1
540	себя и	2	1
541	воспоминания о	2	1
542	говорит о	1	1
543	от другого	1	1
544	и пр	2	1
545	по тем	1	1
546	самом же	1	1
547	которые не	3	1
548	до конца	2	1
549	у других	1	1
550	а не	2	1
551	однако и	1	1
552	на весь	2	1
553	ниже в	1	1
554	его дома	1	1
555	в руках	1	1
556	книга о	1	1
557	подобного рода	1	1
558	о чем	3	1
559	и многочисленные	1	1
560	с греческим	1	1
561	в изучении	2	1
562	с немецкими	1	1
563	дела и	1	1
564	его как	2	1
565	подробно в	1	1
566	уже давно	1	1
567	нет никаких	1	1
568	этой же	1	1
569	уверенности что	1	1
570	так же	3	1
571	другой день	1	1
572	состояла в	1	1
573	этого труда	2	1
574	а вечером	1	1
575	первые годы	1	1
576	вся семья	1	1
577	из которых	1	1
578	было трудно	1	1
579	в данном	1	1
580	который мы	1	1
581	на колени	2	1
582	подробно описывает	1	1
583	но который	1	1
584	религиозным обрядам	1	1
585	и более	2	1
586	быть не	1	1
587	этого слова	3	1
588	что здесь	1	1
589	в основном	3	1
590	и того	1	1
591	в более	2	1
592	в немецкой	1	1
593	с по	1	1
594	уже на	1	1
595	много но	1	1
596	или в	2	1
597	год в	2	1
598	это часто	1	1
599	декабря г	1	1
600	места на	1	1
601	петра i	4	1
602	в дом	2	1
603	эти сведения	1	1
604	в о	1	1
605	это все	1	1
606	но если	1	1
607	в домах	3	1
608	между ними	1	1
609	привело к	2	1
610	с ней	2	1
611	от декабря	1	1
612	ней с	1	1
613	не что	2	1
614	ко всему	1	1
615	в заключение	1	1
616	и другие	13	1
617	г о	1	1
618	которые в	1	1
619	именно здесь	1	1
620	особенности же	1	1
621	в таком	1	1
