N	2gram	Bakhtin_Fr_7	Sovremen
218	один из	1	1
219	кроме того	3	1
220	есть такой	1	1
221	процессе развития	1	1
222	к различным	1	1
223	одной из	2	1
224	ли он	1	1
225	увидим что	1	1
226	только в	6	1
227	целого и	1	1
228	роль играет	2	1
229	правда и	2	1
230	он уже	1	1
231	не приходится	1	1
232	та же	4	1
233	к другому	1	1
234	до наших	1	1
235	нами в	1	1
236	явлений и	2	1
237	головы то	1	1
238	этот вопрос	1	1
239	да еще	1	1
240	и у	5	1
241	и те	3	1
242	в большинстве	2	1
243	только на	2	1
244	вследствие этого	1	1
245	какую бы	1	1
246	в начале	1	1
247	всеми ее	1	1
248	в первых	1	1
249	он не	4	1
250	его и	1	1
251	и еще	2	1
252	себе в	1	1
253	и их	3	1
254	такое объяснение	1	1
255	в корне	1	1
256	по существу	8	1
257	вовсе не	7	1
258	для них	1	1
259	как его	1	1
260	появление в	1	1
261	в основу	1	1
262	по его	1	1
263	уже совершенно	1	1
264	не будет	1	1
265	и может	2	1
266	в совершенно	1	1
267	в другом	1	1
268	чем в	1	1
269	и т.п	9	1
270	как у	1	1
271	понимают все	1	1
272	нельзя сказать	1	1
273	именно в	2	1
274	здесь в	1	1
275	по своим	1	1
276	мы разберем	1	1
277	уже знаем	1	1
278	этом смысле	1	1
279	и прежде	1	1
280	что один	1	1
281	такое же	1	1
282	на которые	1	1
283	виде и	1	1
284	в ином	1	1
285	на поверхности	1	1
286	ни в	6	1
287	от другого	1	1
288	но уже	1	1
289	но затем	1	1
290	нужно сказать	2	1
291	не было	3	1
292	рядом с	4	1
293	этого не	1	1
294	и вся	3	1
295	громадную роль	1	1
296	разобранная нами	1	1
297	несмотря на	3	1
298	облекает в	1	1
299	оно имеет	1	1
300	должно быть	4	1
301	элемента в	1	1
302	обратимся к	1	1
303	понятия и	1	1
304	в связи	2	1
305	и становится	1	1
306	том что	4	1
307	нет никаких	1	1
308	том как	2	1
309	и при	1	1
310	таким же	3	1
311	новой для	1	1
312	так же	5	1
313	и особенно	1	1
314	в такой	1	1
315	почти не	1	1
316	мы говорим	1	1
317	это звучит	1	1
318	и благодаря	3	1
319	никакому сомнению	1	1
320	в первый	1	1
321	представление о	1	1
322	направление в	2	1
323	xix века	1	1
324	в область	3	1
325	в данном	2	1
326	свобода выбора	1	1
327	в течение	2	1
328	и другую	1	1
329	но эта	1	1
330	которые в	1	1
331	образом на	1	1
332	именно к	1	1
333	описание и	1	1
334	по себе	1	1
335	в своем	9	1
336	философии на	1	1
337	еще раз	1	1
338	как главное	1	1
339	несколько слов	1	1
340	благодаря этому	2	1
341	и нет	1	1
342	она дает	1	1
343	но они	1	1
344	с ним	2	1
345	и развития	1	1
346	она не	1	1
347	свое время	2	1
348	все стадии	1	1
349	мысли в	1	1
350	не имеет	3	1
351	например у	2	1
352	дело в	2	1
353	в процессе	2	1
354	это уже	1	1
355	но только	1	1
356	и от	8	1
357	этого явления	1	1
358	никогда не	2	1
359	или в	2	1
360	все свои	2	1
361	затем идет	1	1
362	и всегда	2	1
363	этой системы	2	1
364	хотя и	4	1
365	только и	1	1
366	и философы	1	1
367	выбора между	1	1
368	видим что	1	1
369	все они	6	1
370	и его	9	1
371	связи с	1	1
372	на такой	1	1
373	ни было	2	1
374	же в	2	1
375	так называемый	2	1
376	наших дней	1	1
377	но это	3	1
378	все элементы	2	1
379	на которой	2	1
380	всеми его	1	1
381	и из	1	1
382	чем объясняется	1	1
383	и несколько	1	1
384	между ними	1	1
385	не знает	3	1
386	сказать что	1	1
387	больших и	1	1
388	и для	5	1
389	очень часто	3	1
390	они все	1	1
391	элементов а	1	1
392	не что	1	1
393	человека в	2	1
394	в то	10	1
395	в свое	2	1
396	есть то	2	1
397	в заключение	2	1
398	в своих	1	1
399	остается подвести	1	1
400	и эта	3	1
401	и снова	1	1
402	которая не	1	1
403	все что	4	1
404	они не	1	1
405	ничего общего	1	1
