N	2gram	Losev_Dial_3	KFilosof
159	ибо все	1	3
160	целом и	1	3
161	и делает	1	3
162	могут быть	2	3
163	меня в	2	3
164	здесь не	1	3
165	ясно что	7	3
166	в виду	7	3
167	о том	6	3
168	не имеем	1	3
169	того или	3	3
170	моменты и	1	3
171	того что	12	3
172	быть и	3	3
173	и тем	2	3
174	всем его	1	3
175	был бы	1	3
176	с моей	2	3
177	тем что	3	3
178	от того	4	3
179	что не	5	3
180	и пр	6	3
181	и жизни	6	3
182	ближе к	1	3
183	по своему	1	3
184	сознания и	4	3
185	а все	1	3
186	от него	1	3
187	лишь как	2	3
188	и ни	3	3
189	или иного	2	3
190	в то	5	3
191	себя как	3	2
192	чтобы не	1	2
193	все остальное	4	2
194	и то	4	2
195	я и	2	2
196	он может	1	2
197	и бытие	1	2
198	это и	7	2
199	и принципиально	1	2
200	чего не	4	2
201	есть категория	1	2
202	едва ли	1	2
203	и должен	1	2
204	поскольку она	1	2
205	а как	1	2
206	если я	2	2
207	на первом	1	2
208	вопрос о	5	2
209	а для	2	2
210	этот факт	1	2
211	с его	2	2
212	в данном	2	2
213	этом его	1	2
214	как к	1	2
215	сознания в	2	2
216	и как	8	2
217	от этого	1	2
218	та же	1	2
219	думать что	2	2
220	и будущее	1	2
221	имеем в	1	2
222	действительного сознания	1	2
223	есть именно	6	2
224	в виде	8	2
225	так и	5	2
226	то ни	1	2
227	не будет	3	2
228	и может	1	2
229	он ни	1	2
230	весь мир	1	2
231	из нее	2	2
232	бытие и	3	2
233	место и	1	2
234	и само	1	2
235	жизни но	1	2
236	но я	1	2
237	я его	1	2
238	можно ли	5	2
239	тем не	10	2
240	и эти	2	2
241	этот мир	1	2
242	по себе	20	2
243	тому что	4	2
244	раз и	3	2
245	что есть	4	2
246	что эта	1	2
247	и время	1	2
248	дело не	1	2
249	в процессе	1	2
250	этом мире	1	2
251	же время	3	2
252	для другого	1	2
253	бытия не	1	2
254	его с	1	2
255	той или	2	2
256	оно не	6	2
257	место не	1	2
258	можно и	3	2
259	на нем	1	2
260	чтобы быть	4	2
261	говорить о	4	2
262	и когда	2	2
263	чему не	1	2
264	жизнь и	4	2
265	постольку поскольку	1	2
266	даны в	1	2
267	с этого	1	2
268	могут стать	1	2
269	и та	1	2
270	бы то	2	2
271	однако что	2	2
272	ее от	2	2
273	вся эта	1	2
274	и она	2	2
275	в него	1	2
276	что только	1	2
277	тот же	1	2
278	что он	13	2
279	философии но	1	2
280	мира как	1	2
281	со всеми	2	2
282	в качестве	1	2
283	мы получим	1	2
284	а это	1	2
285	процесс и	1	2
286	содержания и	1	2
287	не о	2	2
288	были бы	1	2
289	или иной	4	2
290	ли это	1	2
291	будет ли	1	2
292	для этого	2	2
293	себя и	2	2
294	прежде всего	8	2
295	он и	3	2
296	есть момент	2	2
297	если не	3	2
298	я уже	7	2
299	в некое	2	2
300	и потому	2	2
301	пространства и	2	2
302	его на	2	2
303	могу быть	1	2
304	это есть	8	2
305	быть не	2	2
306	в это	1	2
307	и смерти	1	2
308	первом плане	1	2
309	при условии	3	2
310	но для	2	2
311	которой он	1	2
312	человек и	1	2
313	ибо нет	1	2
314	ни к	3	2
315	потому что	7	2
316	но всегда	1	2
317	помыслить но	1	2
318	видения и	1	2
319	котором я	1	2
320	от единого	1	2
321	и эта	1	2
322	не зависит	1	1
323	даже более	1	1
324	ту же	1	1
325	говоря о	1	1
326	также и	2	1
327	ни во	2	1
328	начало будет	1	1
329	котором действительно	1	1
330	я утверждаю	4	1
331	и понимает	1	1
332	факт и	2	1
333	в чисто	2	1
334	возникает ряд	1	1
335	что эти	1	1
336	имеем и	1	1
337	исходит из	2	1
338	не имеют	2	1
339	ведь и	1	1
340	в зависимости	2	1
341	отношения к	1	1
342	мы уже	3	1
343	той же	3	1
344	его не	2	1
345	ценности но	1	1
346	в единой	2	1
347	и себя	1	1
348	мире нет	1	1
349	что уже	1	1
350	науки и	1	1
351	его только	1	1
352	и ее	3	1
353	как я	2	1
354	конечно и	1	1
355	как целом	1	1
356	как свой	1	1
357	гибели и	1	1
358	и он	2	1
359	и говорить	2	1
360	бесконечен и	1	1
361	событие как	2	1
362	определяет человека	1	1
363	бы себе	1	1
364	и мира	4	1
365	утвердить его	1	1
366	конечно это	1	1
367	как таковая	3	1
368	для жизни	1	1
369	они имеют	1	1
370	и всякий	3	1
371	нельзя говорить	1	1
372	и будет	1	1
373	не просто	18	1
374	есть просто	4	1
375	о ценности	1	1
376	в истории	4	1
377	субъекта и	4	1
378	с этим	3	1
379	выйти из	1	1
380	не это	1	1
381	относятся к	1	1
382	помнить что	1	1
383	в единый	1	1
384	разума? конечно	1	1
385	хотя и	5	1
386	бы я	1	1
387	и наконец	1	1
388	и к	5	1
389	в каком-то	1	1
390	в этот	1	1
391	в первом	2	1
392	я заговорил	1	1
393	в самом	7	1
394	и неясно	1	1
395	в которой	1	1
396	из жизни	1	1
397	а чисто	1	1
398	ни один	2	1
399	есть для	1	1
400	из другого	1	1
401	бы только	2	1
402	но его	3	1
403	ибо если	2	1
404	на то	3	1
405	если он	1	1
406	есть действительно	2	1
407	что она	9	1
408	по самому	1	1
409	было с	1	1
410	она становится	1	1
411	а просто	1	1
412	сомнению но	1	1
413	перестает быть	2	1
414	и логическое	1	1
415	эта последняя	1	1
416	с нашим	1	1
417	значит еще	1	1
418	не к	1	1
419	в понятии	2	1
420	содержит в	1	1
421	их в	2	1
422	я с	1	1
423	его от	1	1
424	и по	2	1
425	на этом	2	1
426	сознание но	2	1
427	что мир	7	1
428	целое как	1	1
429	не сможет	1	1
430	об этом	6	1
431	связанных с	1	1
432	что мне	1	1
433	и с	6	1
434	и чтобы	2	1
435	то есть	1	1
436	с целью	1	1
437	это было	3	1
438	единственное и	1	1
439	на почве	1	1
440	он есть	3	1
441	всю свою	1	1
442	другого умершего	1	1
443	и имеют	1	1
444	все равно	2	1
445	этого не	2	1
446	его все	1	1
447	есть основа	2	1
448	и уже	2	1
449	одна и	1	1
450	несмотря на	2	1
451	значит не	1	1
452	чем в	1	1
453	не содержится	2	1
454	такой же	1	1
455	не мог	1	1
456	лучше всего	1	1
457	и видит	1	1
458	в этих	1	1
459	жизнь не	2	1
460	от своего	2	1
461	и тут	3	1
462	итак ни	1	1
463	как все	3	1
464	он должен	3	1
465	не становится	1	1
466	всяком случае	2	1
467	как факт	1	1
468	то для	1	1
469	она в	1	1
470	все и	1	1
471	не от	1	1
472	всем том	1	1
473	говорить ни	1	1
474	понятий и	1	1
475	признать что	1	1
476	выходит из	1	1
477	и полная	1	1
478	но он	1	1
479	творчества и	1	1
480	действительно есть	2	1
481	отнюдь еще	1	1
482	есть еще	3	1
483	пассивность и	1	1
484	есть всегда	5	1
485	человека но	1	1
486	и очень	1	1
487	нет никакого	7	1
488	если и	1	1
489	в отношении	1	1
490	принципов и	1	1
491	с которой	2	1
492	она не	3	1
493	дерево а	1	1
494	что ему	1	1
495	как о	4	1
496	одна из	3	1
497	это хорошо	1	1
498	но может	1	1
499	так чтобы	2	1
500	значит ли	1	1
501	и имеет	1	1
502	но только	4	1
503	сознания конечно	1	1
504	мир с	1	1
505	только не	10	1
506	следовательно и	2	1
507	возможного бытия	1	1
508	возможно и	1	1
509	жизни не	1	1
510	история не	2	1
511	по своей	1	1
512	такая же	1	1
513	такое бытие	1	1
514	есть некая	2	1
515	уже и	3	1
516	из пределов	1	1
517	факта что	1	1
518	не мыслится	1	1
519	точке зрения	1	1
520	в движении	1	1
521	у меня	2	1
522	ни о	3	1
523	только от	2	1
524	именно оно	1	1
525	которых он	1	1
526	исходить из	1	1
527	и времени	1	1
528	есть только	12	1
529	никем и	1	1
530	зависимости от	3	1
531	отличается от	8	1
532	всего в	1	1
533	к тому	4	1
534	уже тем	1	1
535	как принципом	1	1
536	социальные и	1	1
537	имеет место	1	1
538	всегда в	1	1
539	аналогию с	1	1
540	как таковым	1	1
541	если мы	1	1
542	и входит	1	1
543	и о	3	1
544	более не	2	1
545	иной чем	1	1
546	совершенно правильно	1	1
547	с ее	1	1
548	что все	14	1
549	как не	2	1
550	всего этого	2	1
551	никто другой	1	1
552	средних веков	1	1
553	и от	3	1
554	бы действительно	1	1
555	уже с	1	1
556	временное и	1	1
557	как с	2	1
558	иной мир	1	1
559	только через	1	1
560	не с	1	1
561	мы только	1	1
562	частей и	1	1
563	мог бы	1	1
564	как таковую	3	1
565	можно только	4	1
566	остается только	1	1
567	основана на	1	1
568	и всякого	2	1
569	и даже	13	1
570	сама она	2	1
571	быть просто	1	1
572	и смерть	2	1
573	здесь я	1	1
574	только так	1	1
575	возможна только	1	1
576	но к	1	1
577	другими словами	7	1
578	не содержит	2	1
579	она всегда	2	1
580	можно сказать	1	1
581	c и	2	1
582	не выходит	1	1
583	ни на	3	1
584	и во	2	1
585	в конечном	1	1
586	нет это	2	1
587	все в	1	1
588	и новое	1	1
589	ли кто-нибудь	1	1
590	значит иметь	1	1
591	тем или	1	1
592	и требует	1	1
593	не отличаются	1	1
594	существенного для	1	1
595	и вечность	1	1
596	мы ни	1	1
597	себя но	2	1
598	и можно	2	1
599	вообще и	1	1
600	сказать и	1	1
601	если это	1	1
602	к ней	1	1
603	в лучшем	1	1
604	нет он	1	1
605	для самого	1	1
606	в каких	1	1
607	ровно ничего	3	1
608	значит что	24	1
609	предмета и	1	1
610	содержится в	2	1
611	или нет	5	1
612	но с	1	1
613	ли будет	2	1
614	менее в	1	1
615	одной из	1	1
616	и так	1	1
617	она требует	1	1
618	их не	2	1
619	а только	1	1
620	нем нет	1	1
621	только при	1	1
622	же и	2	1
623	бытии только	1	1
624	не можем	2	1
625	только на	7	1
626	только тогда	3	1
627	как этот	1	1
628	и чисто	2	1
629	значит быть	1	1
630	мир и	3	1
631	а то	1	1
632	конечном счете	1	1
633	и вопрос	1	1
634	я люблю	1	1
635	только к	2	1
636	возможности для	1	1
637	только одно	2	1
638	она действительно	2	1
639	одно из	5	1
640	христа в	1	1
641	никто не	2	1
642	ведь это	2	1
643	отличен от	2	1
644	так как	6	1
645	друг друга	3	1
646	если оно	4	1
647	мы можем	1	1
648	само по	5	1
649	точнее говоря	1	1
650	и никогда	1	1
651	как раз	7	1
652	смерти и	1	1
653	где есть	2	1
654	просто не	1	1
655	это будет	4	1
656	именно как	3	1
657	границы и	3	1
658	и также	1	1
659	живой жизни	1	1
660	не видя	1	1
661	она и	2	1
662	точек зрения	1	1
663	мне нечего	1	1
664	в соответствующих	1	1
665	истина и	1	1
666	отличаются от	1	1
667	здесь в	1	1
668	а именно	2	1
669	мы никогда	1	1
670	или просто	1	1
671	говоря вообще	1	1
672	вечна и	1	1
673	но о	2	1
674	нового времени	2	1
675	не нужна	1	1
676	превращается в	6	1
677	только бытие	1	1
678	уже давно	1	1
679	мир а	1	1
680	ничем не	7	1
681	зависит от	2	1
682	развивается по	1	1
683	пр и	1	1
684	что мы	8	1
685	людьми и	1	1
686	здесь именно	2	1
687	связь с	1	1
688	и определенная	1	1
689	нет ничего	9	1
690	вместе с	1	1
691	есть непосредственно	1	1
692	мы говорим	2	1
693	в историю	1	1
694	что именно	3	1
695	из которых	3	1
696	нее это	1	1
697	и объект	3	1
698	где же	4	1
699	ли его	2	1
700	ко всякому	1	1
701	он будет	3	1
702	когда мы	2	1
703	этого утверждения	1	1
704	заговорил о	1	1
705	самого себя	1	1
706	и всей	1	1
707	нельзя быть	1	1
708	движется и	1	1
709	это значит	24	1
710	как целое	3	1
711	том смысле	1	1
712	время есть	1	1
713	было ни	2	1
714	слова и	1	1
715	умирает в	1	1
716	будет и	1	1
717	лучшем случае	1	1
718	как таковой	2	1
719	и таким	1	1
720	же самое	1	1
721	ибо я	1	1
722	самого и	1	1
723	должны быть	3	1
724	не носит	1	1
725	сознании и	1	1
726	ничего субъективного	1	1
727	вообще есть	1	1
728	фактичность и	1	1
729	она должна	2	1
730	живет и	1	1
731	не возможно	1	1
732	и сама	5	1
733	и противоречие	1	1
734	не существует	10	1
735	или в	2	1
736	да мы	1	1
737	и кроме	2	1
738	больше и	1	1
739	это может	1	1
740	не более	1	1
741	к признанию	2	1
742	система теоретического	1	1
743	оно ничем	2	1
744	только что	4	1
745	воплощается в	1	1
746	и прошлое	1	1
747	или не	5	1
748	же в	2	1
749	но оно	1	1
750	остается так	1	1
751	требует чтобы	2	1
752	есть следовательно	1	1
753	о примате	3	1
754	между ними	1	1
755	же будет	1	1
756	была бы	3	1
757	одновременно и	1	1
758	религии и	1	1
759	отсюда ясно	1	1
760	бы его	2	1
761	самое что	1	1
762	не мир	3	1
763	утверждать что	6	1
764	где обычно	1	1
765	а я	2	1
766	ее в	2	1
767	b другое	1	1
768	это понятие	1	1
769	что необходимо	1	1
770	который не	2	1
771	имеет определенного	1	1
772	данное и	1	1
773	во всяком	2	1
774	все что	3	1
775	они не	2	1
776	ибо это	1	1
