N	2gram	Tiupa_Teor_1	Istorich
432	могут служить	2	1
433	нее как	1	1
434	в лесу	1	1
435	первый взгляд	1	1
436	этих случаях	1	1
437	к другому	1	1
438	на колени	1	1
439	тому как	1	1
440	в мир	1	1
441	и такие	1	1
442	никем не	1	1
443	мыслится как	1	1
444	этого слова	3	1
445	единства в	1	1
446	на время	1	1
447	своей жизни	2	1
448	всегда имеются	1	1
449	о его	1	1
450	над его	1	1
451	не является	4	1
452	только мы	1	1
453	и для	2	1
454	еще одна	1	1
455	однако и	1	1
456	случае если	1	1
457	не существует	1	1
458	на которой	1	1
459	делает их	1	1
460	это может	1	1
461	бы в	1	1
462	русском языке	1	1
463	тем более	1	1
464	в сравнении	1	1
465	имея в	1	1
466	от ее	1	1
467	в свою	3	1
468	между ними	4	1
469	со мной	1	1
470	это на	1	1
471	не что	1	1
472	оно не	1	1
473	видим в	2	1
474	см в	1	1
475	в противоположность	2	1
476	том числе	2	1
477	встречаются в	1	1
