N	2gram	Potebnia_M_2	Problemy
155	бы его	1	4
156	о другом	1	4
157	а между	4	3
158	в такой	1	3
159	и то	3	3
160	сливается с	1	3
161	как я	1	3
162	в ней	3	3
163	что его	3	3
164	совсем не	2	3
165	для других	1	3
166	в одной	1	3
167	хотя и	3	3
168	и как	6	3
169	своего слова	1	3
170	уже в	5	3
171	ее как	1	3
172	как он	4	3
173	к одному	1	3
174	не как	3	3
175	их в	2	3
176	в каждом	2	3
177	это было	2	3
178	его и	1	3
179	далеко не	3	3
180	этого не	2	3
181	мы видели	1	3
182	должно быть	2	3
183	такой же	4	3
184	раз и	1	3
185	другим и	3	3
186	в котором	4	3
187	не менее	5	3
188	но он	2	3
189	по крайней	5	3
190	по себе	15	3
191	что с	2	3
192	том что	8	3
193	во всем	2	3
194	есть только	6	3
195	его за	1	3
196	слова с	1	3
197	где он	1	3
198	в ее	1	3
199	и во	3	3
200	между тем	6	3
201	крайней мере	5	3
202	но так	1	3
203	в том	18	3
204	человека с	1	3
205	большинстве случаев	1	3
206	совсем другое	1	3
207	от другого	3	3
208	к самому	1	3
209	а с	2	3
210	под влиянием	8	3
211	эти слова	1	3
212	со словом	1	3
213	про себя	1	3
214	но для	1	3
215	если не	4	3
216	сознания и	1	3
217	это как	1	3
218	бы в	2	3
219	только что	3	3
220	его к	1	3
221	только с	1	3
222	другой стороны	2	3
223	им и	1	3
224	жизни и	1	3
225	я и	1	2
226	например в	3	2
227	зависимость от	1	2
228	он может	1	2
229	если б	5	2
230	той же	3	2
231	а как	1	2
232	себе как	1	2
233	мы и	1	2
234	того же	14	2
235	в которых	1	2
236	столь же	5	2
237	во всех	7	2
238	мысль что	1	2
239	бы не	5	2
240	друг на	1	2
241	в сторону	1	2
242	отличие от	1	2
243	за пределы	2	2
244	сама по	2	2
245	с этим	7	2
246	по которому	1	2
247	знаю что	1	2
248	не кажется	1	2
249	в чем-то	1	2
250	в этот	1	2
251	к чему	1	2
252	в которой	5	2
253	бы с	1	2
254	в большинстве	1	2
255	тому же	1	2
256	так сказать	4	2
257	т д	3	2
258	а просто	1	2
259	всех этих	2	2
260	он должен	1	2
261	и если	4	2
262	подобно тому	4	2
263	такого же	2	2
264	же не	1	2
265	те же	3	2
266	когда уже	1	2
267	входит в	1	2
268	было в	2	2
269	много раз	1	2
270	было бы	13	2
271	то все	4	2
272	он есть	1	2
273	в жизни	2	2
274	мог бы	3	2
275	кажется что	3	2
276	в них	5	2
277	в тоне	1	2
278	и того	6	2
279	что значит	1	2
280	я этого	1	2
281	что такое	2	2
282	что тогда	1	2
283	в отличие	1	2
284	оно должно	3	2
285	которые в	1	2
286	с такою	2	2
287	тем не	6	2
288	между двумя	6	2
289	в той	1	2
290	тому что	2	2
291	если и	2	2
292	знал что	1	2
293	а тогда	2	2
294	его внутренняя	1	2
295	во время	4	2
296	но только	2	2
297	появляется в	1	2
298	и без	1	2
299	слова как	1	2
300	другой как	1	2
301	этом случае	1	2
302	к ней	2	2
303	как она	1	2
304	как на	3	2
305	для другого	1	2
306	входят в	3	2
307	становится для	3	2
308	очень часто	1	2
309	отличается от	1	2
310	как для	2	2
311	что вы	1	2
312	так в	4	2
313	и вообще	3	2
314	с человеком	1	2
315	находится в	3	2
316	тона и	1	2
317	о том	5	2
318	все его	1	2
319	на нее	1	2
320	или как	1	2
321	переходит в	1	2
322	на одном	1	2
323	мыслей и	1	2
324	и только	6	2
325	не знаю	1	2
326	эти последние	2	2
327	один из	2	2
328	но с	1	2
329	вне себя	2	2
330	тот же	5	2
331	то в	1	2
332	со всеми	1	2
333	с которыми	2	2
334	не то	2	2
335	же и	1	2
336	конечно не	1	2
337	уже не	4	2
338	в душе	23	2
339	мы знаем	2	2
340	свой собственный	1	2
341	не для	1	2
342	друг друга	2	2
343	каждый из	1	2
344	были бы	1	2
345	слово в	1	2
346	к которому	2	2
347	не было	6	2
348	которых мы	3	2
349	на друга	1	2
350	у человека	2	2
351	сделать его	2	2
352	и потому	2	2
353	теперь когда	1	2
354	в человеке	4	2
355	не знал	1	2
356	несколько раз	2	2
357	смысле этого	3	2
358	тому как	4	2
359	с этой	1	2
360	в заключение	1	2
361	это уже	1	2
362	что оно	4	2
363	вопрос о	2	2
364	в другой	1	2
365	человек и	1	2
366	а к	2	2
367	не с	3	2
368	на одно	1	2
369	как слово	1	2
370	не я	1	2
371	мысли о	4	2
372	сказать что	2	2
373	на который	1	2
374	в последнем	1	2
375	время не	1	2
376	к другим	3	2
377	того времени	1	2
378	я сказал	1	1
379	ту же	1	1
380	одним из	1	1
381	чтобы не	1	1
382	человека и	3	1
383	без них	2	1
384	не имел	1	1
385	тех же	1	1
386	но тем	3	1
387	нам кажется	4	1
388	последним так	1	1
389	а непосредственно	1	1
390	вот все	1	1
391	другой человек	1	1
392	нем но	1	1
393	отношения к	2	1
394	в их	1	1
395	обойтись без	1	1
396	которыми он	1	1
397	из всех	1	1
398	со всех	1	1
399	и само	1	1
400	что уже	1	1
401	п а	1	1
402	время как	4	1
403	но она	3	1
404	бы ни	5	1
405	которое не	1	1
406	они были	1	1
407	но даже	3	1
408	то это	3	1
409	с резкими	1	1
410	не совсем	3	1
411	степени как	1	1
412	и заставляет	1	1
413	он вовсе	1	1
414	такое же	2	1
415	род человеческий	1	1
416	всех сторон	1	1
417	свою очередь	6	1
418	и самого	1	1
419	на другом	2	1
420	а еще	1	1
421	весь ряд	1	1
422	его уже	2	1
423	тем как	2	1
424	бы она	1	1
425	без которого	1	1
426	видели что	1	1
427	одно мгновение	1	1
428	не все	2	1
429	а и	5	1
430	когда например	1	1
431	сих пор	4	1
432	независимо от	9	1
433	убеждены что	2	1
434	похоже было	1	1
435	очень трудно	1	1
436	может обойтись	2	1
437	ней в	1	1
438	перед нами	1	1
439	еще больше	1	1
440	могли бы	2	1
441	что по	1	1
442	мертвых душ	5	1
443	это определение	2	1
444	часть этого	1	1
445	ясно и	1	1
446	что слово	2	1
447	чем бы	3	1
448	из опыта	1	1
449	с их	1	1
450	не приводит	1	1
451	хотя мы	2	1
452	и тот	2	1
453	нем совсем	1	1
454	и до	1	1
455	и кто	1	1
456	во многих	3	1
457	человек не	1	1
458	роли в	1	1
459	главным образом	4	1
460	раз навсегда	1	1
461	из нашего	1	1
462	же это	1	1
463	как увидим	2	1
464	слово или	1	1
465	из виду	1	1
466	другими при	1	1
467	чтобы в	1	1
468	какой бы	1	1
469	из него	1	1
470	пределах сознания	1	1
471	что может	2	1
472	так например	3	1
473	заключает в	4	1
474	на то	5	1
475	в нее	4	1
476	одно и	2	1
477	человека в	3	1
478	значительной степени	1	1
479	всех отношениях	1	1
480	а вместе	4	1
481	опять не	1	1
482	что почти	1	1
483	тем с	1	1
484	и может	3	1
485	сознание и	4	1
486	действует на	2	1
487	радости и	1	1
488	об этом	1	1
489	к другу	1	1
490	них не	3	1
491	то есть	30	1
492	может стать	2	1
493	слиянию с	1	1
494	и дает	1	1
495	приходит в	1	1
496	не простое	1	1
497	деле не	1	1
498	делает его	1	1
499	этом мы	1	1
500	само собою	2	1
501	и неожиданными	1	1
502	друга что	1	1
503	выйти за	1	1
504	себе все	1	1
505	одного и	6	1
506	же есть	1	1
507	в других	4	1
508	в эту	3	1
509	в этих	3	1
510	общем не	1	1
511	бы на	1	1
512	можно сказать	1	1
513	и при	3	1
514	таким же	1	1
515	можно найти	1	1
516	меня иначе	1	1
517	человеком и	1	1
518	не столько	2	1
519	должны были	1	1
520	вопрос на	1	1
521	стало быть	4	1
522	значение у	1	1
523	дает в	1	1
524	но эта	1	1
525	теми же	1	1
526	в прямом	1	1
527	и эти	1	1
528	и более	1	1
529	том же	1	1
530	в устах	1	1
531	бы быть	3	1
532	может ни	1	1
533	для нее	2	1
534	бы иначе	1	1
535	же такое	1	1
536	можем сказать	1	1
537	эта мысль	1	1
538	от нас	1	1
539	голоса на	1	1
540	есть нечто	3	1
541	для каждого	1	1
542	на котором	1	1
543	одна из	4	1
544	в процессе	1	1
545	мы вспоминаем	1	1
546	мысли в	3	1
547	образом в	4	1
548	найти в	1	1
549	тогда когда	10	1
550	именно с	1	1
551	и весь	2	1
552	этих двух	1	1
553	и по	2	1
554	в ком	1	1
555	связи с	6	1
556	мы бы	2	1
557	не видит	1	1
558	другой но	1	1
559	некоторое время	2	1
560	доказать что	1	1
561	разложения и	1	1
562	от их	4	1
563	не могут	7	1
564	да рядом	1	1
565	когда мы	2	1
566	сравнительно с	4	1
567	для такого	1	1
568	об одном	3	1
569	себе что	1	1
570	для того	5	1
571	оно не	3	1
572	него как	1	1
573	оно может	2	1
574	и самое	1	1
575	и о	1	1
576	каждому из	2	1
577	того чтобы	2	1
578	как не	3	1
579	но при	1	1
580	на нем	1	1
581	ни одно	1	1
582	здесь не	1	1
583	без всякого	1	1
584	мой не	1	1
585	из приведенных	1	1
586	он мог	1	1
587	еще меньше	1	1
588	в особенности	1	1
589	только не	1	1
590	в себя	2	1
591	вопрос что	1	1
592	как с	1	1
593	и совершенно	1	1
594	его самого	1	1
595	же касается	1	1
596	времени и	1	1
597	жизнь а	1	1
598	больше в	1	1
599	может еще	1	1
600	собою что	1	1
601	что дело	1	1
602	по сравнению	1	1
603	а там	1	1
604	в слоге	1	1
605	поэтому в	1	1
606	не кто	1	1
607	между собой	1	1
608	другой не	1	1
609	можно бы	2	1
610	и человека	1	1
611	каждый раз	1	1
612	приближается к	1	1
613	на все	3	1
614	в применении	1	1
615	внимание на	2	1
616	никак не	1	1
617	что каждый	1	1
618	подобные же	1	1
619	после того	2	1
620	самому себе	1	1
621	нельзя ни	1	1
622	все в	1	1
623	связь между	2	1
624	всего самый	1	1
625	ними в	1	1
626	вопрос кто	1	1
627	даже для	1	1
628	в ту	1	1
629	для самого	4	1
630	от всех	1	1
631	не зная	2	1
632	друг к	1	1
633	большей или	1	1
634	что здесь	1	1
635	как например	3	1
636	в формах	2	1
637	по своей	1	1
638	в большей	1	1
639	д и	1	1
640	слове и	1	1
641	или меньшей	1	1
642	что только	2	1
643	но слово	1	1
644	и действительно	1	1
645	должен быть	1	1
646	не идет	1	1
647	по мнению	1	1
648	приводило его	1	1
649	между этими	1	1
650	содержание его	2	1
651	с одной	4	1
652	для всех	1	1
653	что если	6	1
654	или не	5	1
655	приводит в	5	1
656	а то	2	1
657	и других	2	1
658	превращаются в	1	1
659	и чужой	1	1
660	и путем	1	1
661	ответ на	1	1
662	не так	3	1
663	себе в	3	1
664	и их	5	1
665	никто не	1	1
666	до того	1	1
667	слово как	2	1
668	на душу	1	1
669	для меня	4	1
670	мы можем	12	1
671	но что	2	1
672	в некоторых	4	1
673	ему а	1	1
674	выборе между	1	1
675	и вместе	4	1
676	они становятся	1	1
677	что на	3	1
678	не были	1	1
679	его мысли	1	1
680	другого и	1	1
681	меня и	1	1
682	до сих	4	1
683	здесь к	1	1
684	массою а	1	1
685	что человек	1	1
686	и быть	1	1
687	один и	1	1
688	остаются вне	2	1
689	предмет и	1	1
690	быть с	1	1
691	что будет	1	1
692	слияния с	1	1
693	предмет на	1	1
694	к человеку	1	1
695	ничем не	2	1
696	уже давно	1	1
697	долго и	1	1
698	же точно	1	1
699	было для	2	1
700	ни на	1	1
701	время с	1	1
702	ко всем	2	1
703	человека к	1	1
704	как мысль	2	1
705	какого бы	1	1
706	она есть	2	1
707	на тот	1	1
708	прорывается в	1	1
709	это его	1	1
710	как средство	1	1
711	вследствие такого	1	1
712	быть не	3	1
713	нам еще	1	1
714	слова есть	5	1
715	сплошь да	1	1
716	что сознание	2	1
717	только для	5	1
718	если оно	1	1
719	что касается	1	1
720	это последнее	4	1
721	своей последующей	1	1
722	отношениях к	1	1
723	слова но	2	1
724	и человек	3	1
725	или в	2	1
726	может но	1	1
727	между ними	2	1
728	мысль о	7	1
729	и ни	1	1
730	все они	1	1
731	своих мыслей	1	1
732	давно уже	1	1
733	над собою	2	1
734	здесь только	1	1
735	хотя как	1	1
736	может и	1	1
737	есть раз	1	1
738	в свою	6	1
739	из тех	1	1
740	обратим внимание	1	1
741	и слияние	1	1
742	который не	1	1
743	себе не	4	1
744	об этих	1	1
745	два человека	1	1
746	в своих	1	1
747	с первого	2	1
748	я могу	1	1
