N	2gram	Trubetskoy_1	EvropaiE
240	на восток	2	2
241	мира то	1	2
242	не можем	1	2
243	если в	3	2
244	при помощи	1	2
245	и других	1	2
246	участие в	1	2
247	в одном	3	2
248	заметить что	1	2
249	в других	3	2
250	а именно	1	2
251	с культурами	1	2
252	на этот	4	2
253	а не	5	2
254	не означает	1	2
255	что все	4	2
256	начиная с	2	2
257	вместе с	15	2
258	за тем	1	2
259	или по	2	2
260	сравнению с	2	2
261	ко всему	2	2
262	и таким	3	2
263	с наиболее	1	2
264	происходит в	1	2
265	то не	1	2
266	и все	2	2
267	бы в	1	2
268	всех прочих	1	2
269	и наконец	2	2
270	же в	1	2
271	мы видим	1	2
272	а в	4	2
273	не есть	1	2
274	другой стороны	1	2
275	жизни и	2	2
276	себя как	1	1
277	как известно	1	1
278	на философскую	2	1
279	зону в	1	1
280	в русских	2	1
281	связана с	2	1
282	некоторые из	2	1
283	и это	2	1
284	или к	1	1
285	но тем	1	1
286	в определенный	1	1
287	с культурой	1	1
288	и до	1	1
289	речь идет	1	1
290	на западе	3	1
291	той же	1	1
292	смотреть на	2	1
293	от азии	1	1
294	более низкую	1	1
295	это три	1	1
296	чтобы не	1	1
297	ее частей	1	1
298	время как	1	1
299	культуры например	1	1
300	европеизации в	1	1
301	когда мы	1	1
302	в каждой	1	1
303	и связанного	1	1
304	устойчивость и	1	1
305	быть в	1	1
306	что его	1	1
307	с его	2	1
308	видели что	1	1
309	силу этого	1	1
310	в китае	2	1
311	по отношению	1	1
312	в новом	2	1
313	тогда как	1	1
314	более как	1	1
315	отличие от	1	1
316	общего правила	1	1
317	и небольшой	1	1
318	к сожалению	3	1
319	относится к	2	1
320	с русскими	1	1
321	как по	1	1
322	в одной	1	1
323	в рамках	3	1
324	все же	6	1
325	срединное положение	2	1
326	однако не	1	1
327	кроме того	1	1
328	смысле этого	1	1
329	к тем	1	1
330	могли бы	1	1
331	его к	1	1
332	к культуре	2	1
333	этого мира	1	1
334	более или	5	1
335	в этот	1	1
336	та же	1	1
337	это есть	1	1
338	бы с	1	1
339	он в	2	1
340	чуть ли	1	1
341	в нашем	1	1
342	господствует в	1	1
343	которые в	2	1
344	связанного с	1	1
345	близости к	1	1
346	с их	1	1
347	финских народов	1	1
348	один и	1	1
349	элементов в	1	1
350	имеет для	1	1
351	и тот	1	1
352	когда такое	1	1
353	тому же	5	1
354	и те	3	1
355	на его	1	1
356	отцов и	1	1
357	при этом	3	1
358	одну доску	1	1
359	состоит в	2	1
360	не как	2	1
361	в корне	1	1
362	русской стихии	5	1
363	ли не	1	1
364	на земле	1	1
365	своей духовной	1	1
366	на этом	1	1
367	его можно	2	1
368	находит себе	1	1
369	но все	7	1
370	значительной части	2	1
371	от нее	1	1
372	сделать из	1	1
373	тем с	2	1
374	в нем	4	1
375	значение в	1	1
376	различие между	1	1
377	характерной чертой	1	1
378	говорить не	1	1
379	лишь в	5	1
380	входит в	1	1
381	мире как	1	1
382	в свой	1	1
383	лишь на	1	1
384	весь мир	1	1
385	в жизни	1	1
386	… но	1	1
387	в ином	1	1
388	к области	1	1
389	о характере	1	1
390	о которых	1	1
391	она и	1	1
392	соответствии с	1	1
393	русской культуры	15	1
394	во внимание	1	1
395	всегда и	3	1
396	или из	1	1
397	а отчасти	1	1
398	перед собой	1	1
399	или менее	5	1
400	в такой	1	1
401	фактора и	1	1
402	фактом что	1	1
403	та культура	1	1
404	дальнейшее развитие	1	1
405	в отличие	1	1
406	далее в	1	1
407	не представляется	1	1
408	признать что	2	1
409	удовлетворения своих	1	1
410	своей судьбой	1	1
411	из культур	1	1
412	при рассмотрении	1	1
413	с этнографической	1	1
414	том же	1	1
415	в духовной	1	1
416	для этого	2	1
417	на востоке	2	1
418	народом в	1	1
419	все эти	6	1
420	не менее	3	1
421	вплоть до	2	1
422	русской стихией	1	1
423	но они	1	1
424	что с	1	1
425	для каждого	2	1
426	чтобы в	1	1
427	переходили в	1	1
428	занять место	1	1
429	это мы	1	1
430	казалось бы	1	1
431	в разных	2	1
432	в самой	2	1
433	этом процессе	1	1
434	они являются	1	1
435	совершенно неправильно	1	1
436	в русском	2	1
437	к концу	3	1
438	на себе	1	1
439	за исключением	1	1
440	мире и	1	1
441	и его	1	1
442	бы по	1	1
443	связи с	9	1
444	в сознании	1	1
445	поворот к	1	1
446	и несколько	1	1
447	у нас	1	1
448	настоящего времени	1	1
449	перед ними	1	1
450	числе и	4	1
451	должны быть	1	1
452	что начиная	1	1
453	от византии	1	1
454	этого периода	2	1
455	всегда в	1	1
456	для себя	1	1
457	и о	3	1
458	сказать чтобы	1	1
459	питается и	1	1
460	здесь говорить	1	1
461	значительной мере	2	1
462	и сами	2	1
463	людей в	1	1
464	то или	2	1
465	мысль о	2	1
466	то время	1	1
467	а другие	1	1
468	как с	1	1
469	единое целое	1	1
470	вышла из	1	1
471	этот период	2	1
472	с собой	1	1
473	то станет	1	1
474	те же	2	1
475	это состояние	1	1
476	одного из	1	1
477	когда его	1	1
478	чем все	2	1
479	культуры во	1	1
480	запада и	1	1
481	к другу	2	1
482	занимают в	1	1
483	с ним	1	1
484	вероятно что	1	1
485	силы и	2	1
486	в состав	1	1
487	знаем к	1	1
488	может не	1	1
489	в вопросах	1	1
490	любви к	1	1
491	времени в	1	1
492	затем в	1	1
493	развития не	1	1
494	существовании и	1	1
495	это изменение	1	1
496	связь между	1	1
497	в которую	1	1
498	из себя	2	1
499	с востока	1	1
500	а у	1	1
501	оказалась в	1	1
502	а через	1	1
503	и всякая	1	1
504	живых существ	2	1
505	эти два	1	1
506	и подражания	1	1
507	всего этого	1	1
508	в ту	1	1
509	и следовательно	1	1
510	различия между	2	1
511	друг к	1	1
512	быть и	2	1
513	один из	2	1
514	ибо в	1	1
515	географических и	1	1
516	есть часть	1	1
517	тот же	2	1
518	с ними	1	1
519	зрения есть	1	1
520	дело с	1	1
521	всех этих	1	1
522	как нечто	1	1
523	которое мы	1	1
524	и ее	1	1
525	от западной	1	1
526	больше чем	2	1
527	следовательно для	1	1
528	конечно не	2	1
529	уже не	3	1
530	уже в	2	1
531	борьбы с	1	1
532	только тогда	1	1
533	в начале	2	1
534	с запада	1	1
535	но совершенно	1	1
536	связывается с	3	1
537	к установлению	1	1
538	этот раз	1	1
539	несомненно в	1	1
540	культуры от	1	1
541	одно из	2	1
542	для него	3	1
543	и их	1	1
544	представить себе	1	1
545	ли этот	1	1
546	к сознанию	1	1
547	бытия и	1	1
548	которые как	1	1
549	или иное	2	1
550	смысле завершения	1	1
551	или иначе	3	1
552	русской жизни	4	1
553	романо-германской и	1	1
554	что тот	1	1
555	на северном	1	1
556	к которому	2	1
557	одних из	1	1
558	она является	1	1
559	выступает в	2	1
560	в соответствии	1	1
561	не было	2	1
562	их можно	1	1
563	происшедшей в	1	1
564	зависит от	1	1
565	и далее	1	1
566	человеческой жизни	1	1
567	сдвиг в	1	1
568	находились в	1	1
569	так называемой	2	1
570	между культурными	1	1
571	процессе исторической	1	1
572	которые по	1	1
573	исторической эволюции	1	1
574	что мы	2	1
575	мы поймем	1	1
576	та часть	1	1
577	мы знаем	1	1
578	если не	2	1
579	в связи	3	1
580	эту эпоху	1	1
581	так называемых	1	1
582	связь с	2	1
583	нет ничего	1	1
584	в старом	1	1
585	в европе	1	1
586	до настоящего	1	1
587	к жизни	5	1
588	для всех	2	1
589	народа можно	1	1
590	в среде	2	1
591	одновременно с	1	1
592	некоторое время	1	1
593	созидания и	1	1
594	многих других	1	1
595	должно быть	1	1
596	вспомним что	1	1
597	с ее	1	1
598	этого слова	1	1
599	на пути	2	1
600	призыв к	1	1
601	живет и	1	1
602	низкую чем	1	1
603	к двум	1	1
604	культура имеет	1	1
605	протеста против	1	1
606	одного и	1	1
607	являются не	1	1
608	при таком	2	1
609	нельзя сказать	1	1
610	что оно	4	1
611	о котором	2	1
612	этой эпохи	4	1
613	но когда	2	1
614	пришлось бы	1	1
615	ли эти	1	1
616	находим в	1	1
617	но это	1	1
618	отношении их	1	1
619	и другие	3	1
620	существование и	1	1
621	православие и	1	1
622	с ней	3	1
623	и способны	1	1
624	что даже	1	1
625	от природы	1	1
626	на юге	2	1
627	в свое	1	1
628	есть то	1	1
629	различны и	1	1
630	к этой	1	1
631	они относятся	1	1
632	можно назвать	2	1
633	все что	2	1
634	том числе	5	1
