N	2gram	Ircho_Kome_3	FransuaR
207	одной стороны	3	2
208	на этот	3	2
209	до конца	4	2
210	несмотря на	4	2
211	и особенно	2	2
212	в разной	1	2
213	его на	2	2
214	в изображении	2	2
215	к жизни	1	2
216	наряду с	2	2
217	поздней античности	1	2
218	быть только	1	2
219	да и	1	2
220	образом на	1	2
221	в это	1	2
222	еще раз	1	2
223	что мы	2	2
224	в основном	1	2
225	в целом	3	2
226	многие из	1	2
227	и для	4	2
228	и от	1	2
229	или в	1	2
230	которого они	1	2
231	хотя и	5	2
232	разной степени	1	2
233	ни к	1	2
234	он понимает	2	2
235	в свое	2	2
236	в таком	2	2
237	речь идет	5	1
238	человека и	2	1
239	изменилось и	1	1
240	а из	1	1
241	самом его	1	1
242	все его	1	1
243	же по	1	1
244	от своей	2	1
245	бы к	1	1
246	входящих в	1	1
247	то же	7	1
248	а как	2	1
249	на пороге	1	1
250	если я	1	1
251	мы не	2	1
252	и раньше	1	1
253	античной литературы	2	1
254	именно к	1	1
255	и дать	2	1
256	с радостью	2	1
257	глубины и	1	1
258	говорить о	3	1
259	принадлежит к	1	1
260	достаточно сравнить	2	1
261	жизни это	1	1
262	попутно что	1	1
263	первый план	1	1
264	на кого	1	1
265	конечно это	1	1
266	от них	1	1
267	видит в	1	1
268	по отношению	5	1
269	друг от	1	1
270	действительности а	1	1
271	человека с	1	1
272	человеку и	1	1
273	первая из	1	1
274	буквально на	1	1
275	в произведениях	2	1
276	с этим	3	1
277	из уст	1	1
278	как к	1	1
279	ней в	2	1
280	что совершается	1	1
281	это был	1	1
282	все остальные	2	1
283	как уже	1	1
284	в дальнейших	1	1
285	и как	1	1
286	что по	1	1
287	самом начале	1	1
288	от этого	1	1
289	в этот	1	1
290	роль играет	1	1
291	для которого	1	1
292	в которой	3	1
293	отказывается от	1	1
294	чуть ли	1	1
295	в нашем	1	1
296	связанного с	1	1
297	раз в	2	1
298	см выше	1	1
299	имеем в	1	1
300	тому же	6	1
301	как он	3	1
302	на то	3	1
303	не могла	3	1
304	и если	2	1
305	в v	1	1
306	на площади	1	1
307	не знающий	1	1
308	сказать в	1	1
309	главное в	1	1
310	о которой	2	1
311	чтобы они	1	1
312	для того	6	1
313	и сам	5	1
314	нашего времени	1	1
315	огромная литература	1	1
316	смех и	1	1
317	на этом	1	1
318	людей и	2	1
319	здесь мы	1	1
320	и может	1	1
321	и дальше	1	1
322	об этом	7	1
323	них не	1	1
324	было бы	3	1
325	на сцене	1	1
326	объясняется это	1	1
327	он является	1	1
328	нет в	1	1
329	две линии	1	1
330	особый интерес	2	1
331	сам он	2	1
332	мы имеем	1	1
333	друга в	1	1
334	он знает	4	1
335	сущности за	1	1
336	речь на	1	1
337	в развитии	2	1
338	посвящения в	1	1
339	был бы	2	1
340	на первый	1	1
341	которую он	2	1
342	место в	1	1
343	места в	1	1
344	работы в	1	1
345	это делает	1	1
346	человеком и	1	1
347	жизнь и	1	1
348	не столько	1	1
349	представление о	2	1
350	в которых	5	1
351	для всякого	1	1
352	одном из	1	1
353	как это	5	1
354	только для	2	1
355	точку зрения	1	1
356	которые в	1	1
357	времени не	1	1
358	но он	1	1
359	иным как	1	1
360	далека от	1	1
361	в современном	1	1
362	ним в	1	1
363	во времени	1	1
364	намека на	1	1
365	так называемого	1	1
366	и вся	1	1
367	она стремится	1	1
368	на три	1	1
369	не менее	5	1
370	на рубеже	1	1
371	вплоть до	2	1
372	в трактовке	1	1
373	с которой	1	1
374	она не	2	1
375	что с	2	1
376	в то	6	1
377	принадлежат к	1	1
378	по тону	1	1
379	и далеко	1	1
380	в самых	1	1
381	не могло	1	1
382	богатого и	1	1
383	и весь	1	1
384	же время	5	1
385	своей природе	1	1
386	другой стороны	2	1
387	со своим	1	1
388	остается в	2	1
389	до того	2	1
390	с участием	2	1
391	что на	1	1
392	ему не	3	1
393	с другом	1	1
394	мы встречаем	1	1
395	все то	1	1
396	он еще	1	1
397	человека в	2	1
398	что при	1	1
399	на это	3	1
400	они стали	1	1
401	им в	1	1
402	того чтобы	6	1
403	от друга	1	1
404	что все	1	1
405	здесь не	2	1
406	без всякого	2	1
407	в комедиях	2	1
408	чтобы показать	1	1
409	прямолинейным и	1	1
410	действия и	1	1
411	в пределах	2	1
412	среди людей	1	1
413	как с	1	1
414	с известными	1	1
415	даже самых	1	1
416	с собой	1	1
417	можно было	2	1
418	те же	1	1
419	было в	1	1
420	здесь нет	4	1
421	раз не	1	1
422	это только	1	1
423	мы в	1	1
424	строго говоря	1	1
425	отрицать что	1	1
426	из одного	1	1
427	сводится к	1	1
428	именно потому	2	1
429	в раннем	1	1
430	того он	1	1
431	и та	1	1
432	настоящее время	1	1
433	за пределами	2	1
434	в глаза	3	1
435	его жизни	1	1
436	они принадлежат	1	1
437	затем в	1	1
438	должно было	3	1
439	нас в	1	1
440	них она	1	1
441	мы понимаем	1	1
442	были здесь	1	1
443	которой мы	2	1
444	на ее	3	1
445	достаточно назвать	1	1
446	но нет	1	1
447	бы в	4	1
448	и только	1	1
449	них в	1	1
450	иначе в	1	1
451	которой в	1	1
452	где происходит	1	1
453	и она	1	1
454	не зная	3	1
455	первоначальное значение	1	1
456	один из	3	1
457	образом как	1	1
458	моменты в	1	1
459	рассуждение о	1	1
460	мысли не	1	1
461	в новой	1	1
462	всякого рода	1	1
463	одной из	3	1
464	ли он	1	1
465	в какой	3	1
466	который в	3	1
467	назад в	2	1
468	всяком случае	3	1
469	и ее	2	1
470	не было	2	1
471	этого достаточно	1	1
472	уже в	2	1
473	комедии к	1	1
474	целого ряда	1	1
475	не из	1	1
476	не стал	1	1
477	его и	1	1
478	за ним	2	1
479	в так	1	1
480	в комедии	10	1
481	понимает что	2	1
482	не находит	1	1
483	отрицательной и	1	1
484	к предшествующим	1	1
485	в конце	7	1
486	моментов в	1	1
487	что и	8	1
488	с этими	1	1
489	к ним	3	1
490	не о	3	1
491	у него	4	1
492	тем что	5	1
493	ее на	1	1
494	они становятся	1	1
495	проявлений и	1	1
496	ней и	1	1
497	со стороны	11	1
498	и речи	4	1
499	стороны он	1	1
500	уходит в	1	1
501	следовательно не	1	1
502	которые не	1	1
503	себя и	2	1
504	говорит о	1	1
505	к человеку	2	1
506	а на	2	1
507	он только	1	1
508	был в	1	1
509	не на	1	1
510	а не	4	1
511	однако и	1	1
512	жизнь в	1	1
513	конечно на	1	1
514	о чем	7	1
515	под влиянием	2	1
516	мог быть	1	1
517	именно поэтому	1	1
518	оценки но	1	1
519	эта идея	1	1
520	из которых	2	1
521	не одно	1	1
522	ничего страшного	1	1
523	конечно не	3	1
524	он говорит	2	1
525	для обозначения	2	1
526	они конечно	1	1
527	и всякого	1	1
528	в течение	3	1
529	выходят за	1	1
530	для понимания	2	1
531	друг с	1	1
532	сам не	1	1
533	на свете	1	1
534	ли не	2	1
535	лишенный всякой	1	1
536	происходит с	1	1
537	в начале	3	1
538	что касается	2	1
539	при всем	2	1
540	под названием	1	1
541	известной степени	2	1
542	средством для	1	1
543	самое главное	1	1
544	в связи	4	1
545	в результате	2	1
546	в настоящее	1	1
547	две причины	1	1
548	себя самого	1	1
549	хотя бы	4	1
550	все они	1	1
551	не выдерживает	1	1
552	условий и	1	1
553	отношении к	1	1
554	от ее	1	1
555	этой же	1	1
556	а о	2	1
557	с ней	1	1
558	обычно не	1	1
559	но этот	1	1
560	какой мере	2	1
561	отношению к	3	1
562	мира человека	1	1
563	но еще	1	1
564	это тем	1	1
565	к этому	6	1
566	как на	1	1
567	во всяком	3	1
568	все что	3	1
569	такой же	1	1
570	они не	1	1
