N	2gram	Bakhtin_Pr_3	NovoeSre
145	все они	1	2
146	а в	2	2
147	от всякого	1	2
148	я называю	1	2
149	и начинается	1	2
150	ли это	1	2
151	могут быть	4	2
152	можно назвать	2	2
153	из ее	1	2
154	от этой	1	1
155	жизни перед	1	1
156	и через	3	1
157	что образ	1	1
158	небом и	2	1
159	не хочу	1	1
160	средних веков	1	1
161	в средневековой	1	1
162	значение становится	1	1
163	и до	5	1
164	и мысли	2	1
165	в образе	3	1
166	с собой	1	1
167	мы уже	5	1
168	и которые	2	1
169	века как	1	1
170	во многом	2	1
171	совершенно невозможно	1	1
172	с ним	2	1
173	можно сказать	8	1
174	смысле и	2	1
175	говорить о	2	1
176	совершается кризис	1	1
177	нет уже	1	1
178	эпохи в	1	1
179	и человека	4	1
180	то это	1	1
181	во внешних	1	1
182	зависимости от	2	1
183	в xix	1	1
184	на них	1	1
185	и мира	1	1
186	не могу	3	1
187	других людей	1	1
188	это была	2	1
189	и во	4	1
190	на всех	1	1
191	все в	1	1
192	идеи которые	1	1
193	своего рода	3	1
194	в которую	1	1
195	жили в	1	1
196	и власть	1	1
197	и внешними	1	1
198	вопросу о	1	1
199	общества его	1	1
200	значение и	2	1
201	в его	8	1
202	я думаю	1	1
203	менее всего	2	1
204	себе и	1	1
205	отличие от	1	1
206	последних вопросов	8	1
207	значение для	2	1
208	и ложь	1	1
209	народов и	1	1
210	и она	1	1
211	нет надобности	1	1
212	но тут	1	1
213	в своем	1	1
214	истины на	1	1
215	человека в	3	1
216	господствовала в	1	1
217	возможно было	1	1
218	что он	4	1
219	особое место	2	1
220	только в	4	1
221	во всем	2	1
222	по своей	9	1
223	и элементы	2	1
224	и греческой	1	1
225	в самом	2	1
226	характерная для	4	1
227	отрицание и	1	1
228	он в	2	1
229	и жизни	2	1
230	из этих	1	1
231	имеет более	1	1
232	падения и	1	1
233	что ничего	1	1
234	было так	1	1
235	же и	1	1
236	для всех	2	1
237	но во	1	1
238	и у	7	1
239	уже в	2	1
240	вопроса о	1	1
241	в большинстве	4	1
242	образа человека	1	1
243	человек не	1	1
244	вера в	1	1
245	большинстве случаев	4	1
246	все другие	1	1
247	из них	4	1
248	шекспира и	1	1
249	все еще	3	1
250	мир в	1	1
251	для того	1	1
252	земли и	1	1
253	и их	2	1
254	всяком случае	1	1
255	нуждается в	1	1
256	к одному	2	1
257	в конце	3	1
258	не для	1	1
259	но ведь	1	1
260	кризис и	1	1
261	друг друга	1	1
262	бытия и	2	1
263	мысли как	1	1
264	жизни совершенно	1	1
265	людей и	1	1
266	тем что	2	1
267	в глубину	1	1
268	к той	1	1
269	в нее	1	1
270	вот что	2	1
271	в основу	1	1
272	это конечно	2	1
273	и разоблачений	1	1
274	в платоновском	2	1
275	значение в	4	1
276	ней и	1	1
277	средневековья в	2	1
278	и из	3	1
279	знает что	1	1
280	и кризиса	1	1
281	на ее	2	1
282	с другими	3	1
283	было бы	5	1
284	это одна	1	1
285	сам себя	1	1
286	и правды	1	1
287	лишь на	1	1
288	но дух	1	1
289	себя и	2	1
290	в отличие	1	1
291	что не	1	1
292	все слова	1	1
293	для них	1	1
294	связано с	1	1
295	превращается в	1	1
296	они не	3	1
297	в этой	1	1
298	с большей	1	1
299	ничем не	1	1
300	этого не	1	1
301	всю жизнь	1	1
302	власти и	2	1
303	не всегда	1	1
304	жизнь в	2	1
305	т.п так	1	1
306	человеческой жизни	3	1
307	он и	1	1
308	перед собой	1	1
309	и еще	1	1
310	себя на	1	1
311	эту эпоху	1	1
312	проходит через	1	1
313	моментом в	1	1
314	в эту	3	1
315	в этих	5	1
316	существовал ли	1	1
317	во время	1	1
318	но если	1	1
319	что истина	1	1
320	и сейчас	1	1
321	особого типа	1	1
322	и особенно	3	1
323	и а	1	1
324	в такой	1	1
325	мы конечно	1	1
326	другая сторона	1	1
327	к себе	6	1
328	в котором	1	1
329	мы в	1	1
330	нет ни	2	1
331	в зависимости	2	1
332	в силу	1	1
333	явилось в	1	1
334	в другие	4	1
335	но он	2	1
336	творчества и	1	1
337	быть только	2	1
338	мы должны	4	1
339	и более	2	1
340	их в	2	1
341	истину и	2	1
342	времени а	1	1
343	во времени	1	1
344	типа не	1	1
345	в той	2	1
346	и вся	3	1
347	и истории	1	1
348	в атмосфере	1	1
349	от своих	1	1
350	сих пор	5	1
351	так как	7	1
352	человечества и	1	1
353	должны быть	1	1
354	мире а	1	1
355	к вопросу	1	1
356	в сущности	10	1
357	в более	4	1
358	это уже	1	1
359	и отдельных	1	1
360	до сих	5	1
361	совершается в	1	1
362	и никакой	1	1
363	нет бога	2	1
364	которая в	1	1
365	а во	1	1
366	бы он	1	1
367	или нет	1	1
368	мыслей и	1	1
369	к этой	1	1
370	к ней	1	1
371	своей природе	1	1
372	я хочу	1	1
373	и его	10	1
374	а также	4	1
375	так называемый	1	1
376	основе их	1	1
377	все более	1	1
378	были еще	1	1
379	ни за	1	1
380	вступает в	1	1
381	в области	3	1
382	нет ничего	2	1
383	в период	1	1
384	на смену	1	1
385	от всех	1	1
386	того же	2	1
387	характерны для	4	1
388	во все	5	1
389	есть и	2	1
390	и всех	1	1
391	про себя	1	1
392	должны перейти	1	1
393	в которой	2	1
394	числе и	10	1
395	всегда есть	1	1
396	сочетаться с	1	1
397	во всяком	1	1
398	то они	1	1
399	как на	1	1
400	него как	1	1
401	том числе	11	1
402	он часто	1	1
