N	2gram	Propp_Russ_2	Hudozhes
143	если в	1	2
144	в одной	1	2
145	хотя и	1	2
146	вот тебе	1	2
147	так в	2	2
148	только на	1	2
149	как он	1	2
150	так сказать	1	2
151	не следует	1	2
152	в первую	1	2
153	характер в	2	2
154	однако в	1	2
155	в другом	1	2
156	того или	1	2
157	первую очередь	1	2
158	живет в	3	2
159	уже знаем	1	2
160	д с	1	2
161	должно быть	2	2
162	в такой	1	2
163	состоит в	15	2
164	не столько	2	2
165	в первый	1	2
166	все это	10	2
167	как от	1	2
168	как все	1	2
169	и потом	4	2
170	а а	8	2
171	не имеет	3	2
172	одна из	11	2
173	с и	1	2
174	заметить что	2	2
175	на него	1	2
176	что на	2	2
177	все еще	1	2
178	здесь не	1	2
179	на основе	1	2
180	в землю	13	2
181	по теории	1	2
182	и поэтому	1	2
183	и что	5	2
184	с того	1	2
185	там же	12	2
186	в форме	2	2
187	в него	2	2
188	но с	1	2
189	о двух	1	2
190	с ними	1	2
191	и потому	1	2
192	с другим	2	2
193	и так	1	2
194	так что	4	2
195	из деревни	1	2
196	за ним	3	2
197	а и	2	2
198	представляют собой	7	2
199	влияние на	2	2
200	с той	1	2
201	а с	2	2
202	в данной	1	2
203	также в	2	2
204	до конца	3	2
205	или с	3	2
206	и м	8	2
207	говорится о	1	2
208	эти слова	1	2
209	в это	1	2
210	и не	1	2
211	с этой	2	2
212	только для	1	2
213	видно что	2	2
214	пока еще	2	2
215	совершенно иной	1	2
216	его жизнь	1	2
217	и дело	2	2
218	где говорится	1	2
219	этот момент	1	2
220	на столе	1	2
221	это так	1	2
222	а между	1	1
223	ли мы	1	1
224	можно говорить	1	1
225	из церкви	1	1
226	относится и	1	1
227	человека и	1	1
228	и то	2	1
229	смеха и	1	1
230	в воду	9	1
231	и др	1	1
232	многих отношениях	1	1
233	это и	2	1
234	в иных	1	1
235	смысл этого	1	1
236	и до	1	1
237	на две	2	1
238	и за	1	1
239	по его	1	1
240	не во	1	1
241	но она	2	1
242	лишь отчасти	1	1
243	это время	2	1
244	жизни столь	1	1
245	на них	4	1
246	что его	1	1
247	совсем не	2	1
248	явлений и	1	1
249	не все	4	1
250	к слову	1	1
251	ответ на	1	1
252	отношение к	1	1
253	а через	2	1
254	нет и	1	1
255	к сожалению	1	1
256	относится к	1	1
257	первый взгляд	1	1
258	что именно	1	1
259	стороны и	1	1
260	она как	2	1
261	что касается	1	1
262	и как	2	1
263	по пути	1	1
264	не являются	1	1
265	что этим	1	1
266	к числу	2	1
267	от этого	1	1
268	в этот	10	1
269	в которой	2	1
270	он в	1	1
271	из этих	2	1
272	еще далеко	1	1
273	важные в	1	1
274	ни одна	1	1
275	древней руси	1	1
276	только один	1	1
277	во многих	9	1
278	но на	1	1
279	вообще не	1	1
280	не могла	1	1
281	главным образом	3	1
282	и таких	1	1
283	и одна	1	1
284	о которой	1	1
285	всех этих	1	1
286	он должен	1	1
287	с таким	1	1
288	ее и	2	1
289	том чтобы	2	1
290	на земле	5	1
291	в нее	1	1
292	от нее	1	1
293	что все	1	1
294	женщины тогда	1	1
295	на этой	1	1
296	или даже	3	1
297	а как	1	1
298	входит в	1	1
299	за ней	1	1
300	не соответствует	1	1
301	для них	2	1
302	он же	1	1
303	следует по-видимому	1	1
304	далеко не	4	1
305	с тем	6	1
306	а за	4	1
307	первый день	1	1
308	в москве	1	1
309	на санях	3	1
310	на лошади	1	1
311	когда в	1	1
312	различные формы	1	1
313	на первый	3	1
314	или менее	1	1
315	своему происхождению	1	1
316	в г	2	1
317	таким же	1	1
318	дом за	1	1
319	в город	1	1
320	человеком и	1	1
321	место в	1	1
322	в отличие	3	1
323	в которых	4	1
324	из земли	4	1
325	помощь и	1	1
326	сочетать с	1	1
327	в одном	1	1
328	не будем	3	1
329	в пространстве	1	1
330	и более	1	1
331	их в	4	1
332	этом а	1	1
333	что этот	1	1
334	на всю	1	1
335	этом не	1	1
336	нас к	3	1
337	например и	1	1
338	так как	13	1
339	но они	1	1
340	как можно	2	1
341	что эта	1	1
342	природа не	1	1
343	как о	1	1
344	дело в	1	1
345	в науке	1	1
346	в основе	1	1
347	солидаризируясь с	1	1
348	каждый день	1	1
349	не вызывает	1	1
350	это еще	1	1
351	со слов	1	1
352	каждый из	2	1
353	вопрос который	1	1
354	мотивы в	1	1
355	земле где	1	1
356	именно с	1	1
357	борьба между	1	1
358	такая же	1	1
359	где-нибудь в	2	1
360	же он	1	1
361	особое значение	1	1
362	рассмотрены в	1	1
363	него на	1	1
364	когда мы	2	1
365	могут быть	2	1
366	для его	1	1
367	в поле	19	1
368	не противоречит	1	1
369	о них	2	1
370	ничего общего	1	1
371	говорит о	2	1
372	и которая	1	1
373	разные стороны	1	1
374	из всего	1	1
375	в деревне	6	1
376	в виду	2	1
377	свою очередь	1	1
378	данном случае	7	1
379	в в	1	1
380	в xix	3	1
381	достаточно чтобы	1	1
382	в образе	2	1
383	по аналогии	1	1
384	наблюдения и	1	1
385	на нее	6	1
386	здесь нет	1	1
387	мог бы	1	1
388	связи которые	1	1
389	с другою	1	1
390	оно все	1	1
391	но у	1	1
392	жизнь и	2	1
393	означает что	1	1
394	даже не	1	1
395	находится в	1	1
396	лицо его	1	1
397	сводится к	1	1
398	может не	1	1
399	за пределами	2	1
400	для нас	6	1
401	с другой	2	1
402	этим не	1	1
403	нас в	1	1
404	как у	1	1
405	город с	1	1
406	все в	2	1
407	во всех	3	1
408	по наблюдениям	1	1
409	в другой	1	1
410	но так	1	1
411	как например	3	1
412	сразу же	2	1
413	в двух	1	1
414	тот же	1	1
415	в какой	1	1
416	по свидетельству	1	1
417	в стороне	2	1
418	верно и	1	1
419	всяком случае	1	1
420	и ее	2	1
421	их не	1	1
422	и обновления	1	1
423	с одной	2	1
424	человека с	1	1
425	же и	1	1
426	есть в	2	1
427	однако здесь	1	1
428	более или	1	1
429	уже в	1	1
430	не составляет	1	1
431	их как	1	1
432	ни с	1	1
433	одно из	2	1
434	не будут	1	1
435	могло бы	1	1
436	себя от	1	1
437	ее не	1	1
438	из нее	2	1
439	отличие от	3	1
440	ее на	2	1
441	следует признать	1	1
442	в целях	2	1
443	что они	1	1
444	рядом с	1	1
445	в особенности	1	1
446	говорится что	4	1
447	живой и	1	1
448	сна который	1	1
449	сюда же	2	1
450	по своим	1	1
451	человека а	2	1
452	что для	3	1
453	м е	1	1
454	выступает в	1	1
455	связано с	2	1
456	церкви и	2	1
457	одной стороны	2	1
458	из наиболее	2	1
459	не на	1	1
460	и своим	1	1
461	пока что	1	1
462	в руках	2	1
463	воздействовать на	2	1
464	о каком-то	1	1
465	там где	2	1
466	которого она	1	1
467	свою судьбу	1	1
468	духе а	1	1
469	к вечеру	2	1
470	как это	4	1
471	но все	1	1
472	из которых	2	1
473	в природе	3	1
474	о чем	4	1
475	в данном	6	1
476	представляется весьма	1	1
477	пишет в	3	1
478	здесь имеется	1	1
479	и там	3	1
480	когда же	1	1
481	быть только	2	1
482	человек с	1	1
483	своей среды	1	1
484	и другой	3	1
485	быть не	1	1
486	было ни	1	1
487	этот не	1	1
488	него в	1	1
489	самом же	2	1
490	на пути	1	1
491	но это	1	1
492	в который	1	1
493	что изображает	1	1
494	глядит в	1	1
495	и п	13	1
496	под названием	2	1
497	он видел	1	1
498	это делалось	4	1
499	когда он	1	1
500	как уже	2	1
501	не более	1	1
502	тем более	1	1
503	мы должны	1	1
504	в мировом	1	1
505	же деле	2	1
506	мужики и	2	1
507	не я	1	1
508	к ее	1	1
509	мнению в	1	1
510	от первого	1	1
511	о своем	1	1
512	а б	8	1
513	сказать что	1	1
514	на который	1	1
515	это на	1	1
516	их с	1	1
517	в свою	1	1
518	мы здесь	2	1
519	из этого	2	1
520	время не	1	1
521	который он	1	1
522	и состоит	1	1
523	и другие	14	1
524	и эта	1	1
525	во всяком	1	1
526	все что	1	1
