N	2gram	Berdyaev_V_1	Komedia
155	как бы	5	2
156	бы в	1	2
157	хотя бы	3	2
158	в речах	1	2
159	во всяком	2	2
160	победы над	1	1
161	имя его	1	1
162	сравнению с	1	1
163	с достоинством	1	1
164	вместо того	2	1
165	же что	1	1
166	слова сказанные	1	1
167	это отец	1	1
168	думаю что	1	1
169	все эти	3	1
170	не был	1	1
171	в чем	3	1
172	что люди	1	1
173	такой силой	1	1
174	и будет	3	1
175	не просто	1	1
176	и нам	1	1
177	ты с	1	1
178	государства и	2	1
179	которой они	2	1
180	и нет	1	1
181	еще больше	1	1
182	на нас	2	1
183	царство и	1	1
184	жизни в	1	1
185	он дал	1	1
186	не имеют	1	1
187	и стало	1	1
188	не могли	2	1
189	отвечает что	1	1
190	в число	2	1
191	его не	2	1
192	признать себя	1	1
193	мира сего	4	1
194	все тот	2	1
195	и мы	3	1
196	с радостью	1	1
197	в жизни	3	1
198	люди не	2	1
199	о победе	1	1
200	в тот	1	1
201	соединение в	2	1
202	и уже	1	1
203	от государства	2	1
204	с такой	1	1
205	недостатка в	1	1
206	и тогда	2	1
207	таким же	1	1
208	за которым	1	1
209	еще с	1	1
210	не даст	1	1
211	с негодованием	1	1
212	это дело	2	1
213	их в	3	1
214	любовь к	3	1
215	освободиться от	1	1
216	и очень	1	1
217	человеку не	1	1
218	любви и	1	1
219	из нас	1	1
220	на два	1	1
221	тайну и	1	1
222	небом и	1	1
223	никогда не	3	1
224	самой жизни	1	1
225	ничего не	1	1
226	в разных	1	1
227	она с	1	1
228	и теперь	2	1
229	жизни от	1	1
230	вот в	1	1
231	и дал	1	1
232	чтобы сделать	2	1
233	и всех	1	1
234	насилия и	1	1
235	его с	1	1
236	они и	2	1
237	отказаться от	1	1
238	для себя	1	1
239	мы слышим	2	1
240	в себя	2	1
241	человеческой воли	1	1
242	если они	1	1
243	по сравнению	1	1
244	является в	2	1
245	с ним	2	1
246	по смыслу	1	1
247	но мы	2	1
248	в которую	1	1
249	от них	1	1
250	я думаю	2	1
251	но нет	1	1
252	людей с	1	1
253	мы видим	1	1
254	свою роль	1	1
255	знаешь ли	1	1
256	по этому	3	1
257	конечно не	2	1
258	и они	3	1
259	то и	1	1
260	основанной на	1	1
261	в сознании	1	1
262	не так	2	1
263	для него	2	1
264	земли и	2	1
265	скрыть от	1	1
266	я вижу	1	1
267	ее на	1	1
268	им по	1	1
269	не ведая	1	1
270	не дали	1	1
271	человеческую жизнь	1	1
272	а с	2	1
273	легенде о	1	1
274	что не	4	1
275	говорит о	1	1
276	как можно	1	1
277	к человеку	1	1
278	сделать их	1	1
279	у нас	1	1
280	а не	7	1
281	другой стороны	1	1
282	его по	1	1
283	жизнь в	1	1
284	связь с	1	1
285	него в	1	1
286	сделать его	1	1
287	над ним	1	1
288	он говорит	1	1
289	ли ты	2	1
290	этих словах	1	1
291	ведет к	1	1
292	у самого	1	1
293	поскольку он	1	1
294	в состоянии	1	1
295	общественной жизни	1	1
296	здесь есть	1	1
297	за ним	3	1
298	о мире	1	1
299	в одно	1	1
300	было еще	2	1
301	того кому	1	1
302	предложение и	1	1
303	в результате	1	1
304	это как	1	1
305	не с	2	1
306	ее и	2	1
307	основанное на	1	1
308	против того	1	1
309	будто бы	1	1
310	в искусстве	1	1
311	человека не	1	1
312	к ее	1	1
313	и начало	1	1
314	нет ничего	3	1
315	в последнем	2	1
316	и эта	1	1
317	так же	1	1
318	все что	4	1
