N	2gram	Propp_Isto_1	Stilisti
158	конечно не	2	3
159	только на	1	3
160	в данной	2	3
161	из них	3	3
162	его и	2	3
163	не так	2	3
164	в котором	3	3
165	в одном	5	3
166	но что	1	3
167	что и	6	3
168	и даже	4	3
169	социальной жизни	4	3
170	так называемой	1	3
171	и уже	1	3
172	в тех	2	3
173	этого слова	1	3
174	этом случае	1	3
175	в целом	2	3
176	в начале	3	3
177	тех или	1	3
178	и для	4	3
179	для нас	13	3
180	и все	1	3
181	главным образом	1	3
182	между ними	2	3
183	не знает	5	3
184	сказать что	5	3
185	с природой	2	2
186	также и	3	2
187	жизни мы	1	2
188	нас не	3	2
189	что эти	1	2
190	и больше	1	2
191	и этот	1	2
192	его не	1	2
193	к нашей	1	2
194	мы имеем	13	2
195	вопрос о	5	2
196	ответить на	1	2
197	нам в	1	2
198	но даже	1	2
199	и он	3	2
200	между собой	4	2
201	иное как	1	2
202	природы и	1	2
203	предположим что	2	2
204	и всего	1	2
205	итак мы	1	2
206	но не	5	2
207	значение и	2	2
208	только тогда	1	2
209	должны были	2	2
210	понято и	1	2
211	мы сможем	1	2
212	первый взгляд	2	2
213	как в	2	2
214	помнить что	1	2
215	целый ряд	1	2
216	как уже	2	2
217	как таковое	1	2
218	к чему	3	2
219	ни один	6	2
220	представляет собой	4	2
221	все эти	4	2
222	бы не	1	2
223	тому же	1	2
224	друг другу	1	2
225	опять не	1	2
226	уяснить себе	2	2
227	в реальной	1	2
228	же самая	1	2
229	и ситуации	1	2
230	на наш	1	2
231	значительной степени	1	2
232	связанные с	2	2
233	ясно что	2	2
234	есть не	1	2
235	бы нам	1	2
236	с этим	4	2
237	в жизни	1	2
238	но мы	2	2
239	которые с	1	2
240	не всегда	8	2
241	в этих	7	2
242	в своей	1	2
243	ли он	3	2
244	в отношении	1	2
245	мы говорили	1	2
246	в которых	1	2
247	для всякого	1	2
248	которые в	2	2
249	однако в	2	2
250	ее с	1	2
251	в основе	4	2
252	о них	1	2
253	что иное	1	2
254	каждый из	1	2
255	этом отношении	1	2
256	или иных	1	2
257	в каком	1	2
258	и несколько	1	2
259	от их	1	2
260	ли не	1	2
261	не есть	2	2
262	вращается вокруг	1	2
263	из всего	1	2
264	у себя	2	2
265	здесь не	4	2
266	речь есть	1	2
267	в пределах	4	2
268	в дальнейшем	5	2
269	как с	1	2
270	и когда	2	2
271	с собой	1	2
272	времени и	1	2
273	не с	3	2
274	вошел в	1	2
275	с ним	2	2
276	по своей	2	2
277	в значительной	1	2
278	будем называть	2	2
279	в языке	1	2
280	в середине	2	2
281	не должен	5	2
282	видим что	9	2
283	в том	9	2
284	тот же	2	2
285	одной из	2	2
286	что он	10	2
287	в какой	3	2
288	для всех	2	2
289	я считаю	1	2
290	или даже	3	2
291	не будут	1	2
292	для него	2	2
293	заметить что	1	2
294	тем что	3	2
295	нужно было	1	2
296	к которому	5	2
297	еще и	2	2
298	связано с	2	2
299	не было	1	2
300	зависит от	2	2
301	даже на	2	2
302	в связи	4	2
303	равно как	1	2
304	связь с	4	2
305	нет ничего	1	2
306	и потому	2	2
307	как одно	1	2
308	легче всего	1	2
309	теперь к	1	2
310	из которых	3	2
311	разве не	2	2
312	смысле этого	1	2
313	должно быть	2	2
314	сих пор	5	2
315	но это	4	2
316	при всем	1	2
317	слов или	1	2
318	только одна	1	2
319	где и	1	2
320	войти в	1	2
321	или в	5	2
322	на первый	2	2
323	у них	1	2
324	ни к	2	2
325	несмотря на	1	2
326	этот вопрос	7	2
327	с ней	2	2
328	не говоря	1	2
329	в частности	2	2
330	к этому	2	2
331	гораздо более	1	2
332	значения этого	1	1
333	но вернемся	1	1
334	ту же	1	1
335	можно говорить	1	1
336	также что	1	1
337	одним из	2	1
338	над природой	1	1
339	же как	2	1
340	относится и	1	1
341	чтобы не	3	1
342	художественного произведения	1	1
343	увидим ниже	2	1
344	по отдельным	3	1
345	не остается	1	1
346	к своей	1	1
347	с целым	1	1
348	которую они	1	1
349	не слова	1	1
350	бы к	1	1
351	ведь и	1	1
352	и данный	1	1
353	в их	3	1
354	из всех	2	1
355	например в	5	1
356	важно для	1	1
357	которую мы	1	1
358	оно означает	1	1
359	говорить о	1	1
360	достаточно чтобы	1	1
361	всего сказанного	2	1
362	я не	3	1
363	ему в	3	1
364	с исторической	1	1
365	там и	3	1
366	сама собой	1	1
367	одним словом	4	1
368	но как	1	1
369	и другие	4	1
370	это слишком	1	1
371	не то	4	1
372	к которой	1	1
373	в сторону	1	1
374	какой степени	1	1
375	уже как	1	1
376	иногда и	1	1
377	и будет	1	1
378	мы сейчас	2	1
379	друга и	1	1
380	дело со	1	1
381	менее и	1	1
382	связи и	2	1
383	к сожалению	3	1
384	явление которое	1	1
385	относится к	2	1
386	из комнаты	1	1
387	там где	4	1
388	в истории	1	1
389	быта и	1	1
390	если она	1	1
391	дает нам	1	1
392	скажем что	1	1
393	не хватает	1	1
394	в своем	5	1
395	как нам	1	1
396	однако не	2	1
397	кроме того	1	1
398	это отнюдь	1	1
399	приходится делать	1	1
400	и есть	1	1
401	когда он	6	1
402	вопросом о	1	1
403	более или	5	1
404	себе не	1	1
405	увидим что	5	1
406	что связь	1	1
407	от этого	2	1
408	то в	1	1
409	за собой	2	1
410	со своей	1	1
411	с той	2	1
412	понимать те	1	1
413	не войти	1	1
414	первое испытание	1	1
415	возможно что	1	1
416	он в	2	1
417	заключенной в	1	1
418	из этих	1	1
419	будет сказано	1	1
420	еще один	2	1
421	в наших	1	1
422	его но	2	1
423	и если	2	1
424	с течением	1	1
425	сейчас не	1	1
426	своем развитии	1	1
427	тем не	6	1
428	он не	2	1
429	о которой	1	1
430	ключ к	3	1
431	всех этих	2	1
432	или иному	1	1
433	он должен	2	1
434	этого вопроса	3	1
435	не как	3	1
436	в силу	5	1
437	сказал что	1	1
438	необходимо для	1	1
439	на этом	3	1
440	так например	6	1
441	нам удалось	1	1
442	возникновение и	1	1
443	на то	4	1
444	что нельзя	2	1
445	форме не	1	1
446	в основу	1	1
447	форме а	1	1
448	могла бы	1	1
449	в другом	3	1
450	при которой	1	1
451	на вопросе	1	1
452	нас есть	1	1
453	должен был	3	1
454	за ним	1	1
455	но уже	2	1
456	нет в	2	1
457	с некоторым	1	1
458	о связи	1	1
459	уже у	2	1
460	иногда в	1	1
461	уже раньше	1	1
462	в тридесятом	1	1
463	и тогда	3	1
464	лучше всего	2	1
465	или менее	5	1
466	к тем	1	1
467	с областью	1	1
468	таким же	1	1
469	наших дней	1	1
470	по сравнению	1	1
471	одна сторона	1	1
472	оказывается что	1	1
473	природы но	1	1
474	приблизительно так	1	1
475	нельзя было	1	1
476	поэтому в	2	1
477	в прямом	1	1
478	и эти	3	1
479	всякое явление	1	1
480	собой и	1	1
481	что этот	2	1
482	по себе	3	1
483	даже в	4	1
484	и вся	1	1
485	раз и	3	1
486	нет никакого	1	1
487	содержит в	1	1
488	не менее	6	1
489	но они	2	1
490	без его	1	1
491	в таких	2	1
492	как можно	1	1
493	что эта	1	1
494	с которой	1	1
495	она не	1	1
496	с теми	1	1
497	в русской	2	1
498	эта форма	1	1
499	тогда когда	2	1
500	того как	3	1
501	одна из	2	1
502	обстановка в	1	1
503	так чтобы	2	1
504	к верному	1	1
505	иметь в	1	1
506	это мы	1	1
507	на предпосылках	1	1
508	в самой	1	1
509	именно с	1	1
510	вне его	1	1
511	с одним	1	1
512	причем они	1	1
513	степени их	1	1
514	совершенно неожиданно	1	1
515	все явления	1	1
516	на природу	2	1
517	за развитием	1	1
518	ничто не	1	1
519	же слова	1	1
520	вопрос в	2	1
521	что возможно	1	1
522	входят в	1	1
523	стоит перед	1	1
524	особое внимание	2	1
525	течением времени	1	1
526	и оно	1	1
527	не могут	2	1
528	истории не	1	1
529	это конечно	3	1
530	или техники	1	1
531	от взглядов	1	1
532	переход в	1	1
533	с изменением	2	1
534	должны быть	4	1
535	раз навсегда	1	1
536	социальная функция	2	1
537	все еще	1	1
538	необходимо не	1	1
539	утверждать что	3	1
540	должен быть	3	1
541	оно может	2	1
542	что для	1	1
543	приходит к	1	1
544	не совсем	3	1
545	а затем	2	1
546	каждому из	1	1
547	говоря уже	1	1
548	будет видно	1	1
549	это еще	1	1
550	как по	1	1
551	мысль о	2	1
552	зрения не	1	1
553	говорили что	1	1
554	тот жанр	1	1
555	поэтому мы	1	1
556	одно явление	1	1
557	не трудно	1	1
558	здесь как	1	1
559	в действиях	1	1
560	в себя	1	1
561	или на	3	1
562	еще в	2	1
563	и прочные	1	1
564	это чрезвычайно	1	1
565	для этого	3	1
566	по мере	2	1
567	даже не	2	1
568	мы живем	1	1
569	образом в	1	1
570	это краткое	1	1
571	слова а	1	1
572	не найдем	1	1
573	именно потому	1	1
574	вопрос поставленный	1	1
575	другом месте	1	1
576	это происходит	2	1
577	на вопрос	2	1
578	каждое движение	1	1
579	столь же	2	1
580	и та	1	1
581	никак не	1	1
582	и что	10	1
583	или их	1	1
584	может не	1	1
585	знает что	1	1
586	образом мы	2	1
587	в конечном	2	1
588	воздействия на	1	1
589	путь к	1	1
590	между тем	2	1
591	этот момент	2	1
592	и хорошо	1	1
593	это сделать	1	1
594	этих мотивов	1	1
595	и стала	1	1
596	непосредственно в	2	1
597	них в	1	1
598	вслед за	6	1
599	от этих	2	1
600	тот момент	1	1
601	нем и	1	1
602	представления о	3	1
603	действительности в	1	1
604	дома в	1	1
605	первое что	1	1
606	эту точку	2	1
607	дело с	2	1
608	даже если	1	1
609	правда и	2	1
610	они отражают	1	1
611	сам собой	1	1
612	не мешает	1	1
613	эту связь	2	1
614	до наших	1	1
615	только этот	1	1
616	с какой	1	1
617	так что	4	1
618	же и	1	1
619	взглядов и	1	1
620	не можем	3	1
621	в большинстве	4	1
622	борьбы с	2	1
623	к правильному	1	1
624	в виде	2	1
625	является не	1	1
626	здесь же	2	1
627	не из	1	1
628	большинстве случаев	4	1
629	при помощи	2	1
630	по отношению	3	1
631	на своего	1	1
632	что самые	1	1
633	был бы	2	1
634	искать в	1	1
635	вернемся теперь	1	1
636	иначе как	1	1
637	вовсе не	2	1
638	они сами	1	1
639	можно с	1	1
640	друг друга	1	1
641	у него	1	1
642	должны будем	4	1
643	жизни что	1	1
644	иное явление	2	1
645	превращается в	4	1
646	знают это	1	1
647	это будет	1	1
648	из приведенных	1	1
649	в особенности	2	1
650	герой получает	1	1
651	в другой	1	1
652	связан с	1	1
653	ссылками на	1	1
654	в исторической	6	1
655	со стороны	2	1
656	мы это	1	1
657	до сих	5	1
658	с другой	6	1
659	здесь в	2	1
660	эти две	2	1
661	представления но	1	1
662	ничем не	1	1
663	выступает в	1	1
664	на этот	2	1
665	сторона которая	1	1
666	именно так	2	1
667	его как	2	1
668	происходит и	1	1
669	всего мы	1	1
670	на эту	3	1
671	со своими	1	1
672	здесь только	1	1
673	стоящих на	1	1
674	и сильнее	1	1
675	может иметь	1	1
676	но оно	4	1
677	и становятся	1	1
678	по необходимости	1	1
679	вопросе о	1	1
680	ряд явлений	1	1
681	этих предметов	1	1
682	с каким-то	1	1
683	он будет	1	1
684	ею и	1	1
685	этих явлений	1	1
686	тому как	1	1
687	дерево и	1	1
688	возможно мы	1	1
689	с изучением	2	1
690	цели не	1	1
691	только то	1	1
692	основные элементы	1	1
693	сил которые	1	1
694	в основном	2	1
695	весь ход	1	1
696	именно в	3	1
697	не будем	5	1
698	экономического развития	1	1
699	за неимением	1	1
700	процесс не	1	1
701	как раз	2	1
702	тому или	1	1
703	в более	1	1
704	и часто	2	1
705	к пониманию	1	1
706	всем этим	1	1
707	этот материал	3	1
708	само по	2	1
709	в результате	1	1
710	слагается из	1	1
711	что в	12	1
712	которые на	2	1
713	этой действительности	1	1
714	это так	4	1
715	собственно говоря	1	1
716	всякого рода	2	1
717	в поле	1	1
718	и смысл	1	1
719	и разнообразных	1	1
720	будто бы	3	1
721	ее в	5	1
722	по ходу	2	1
723	или не	1	1
724	пока же	2	1
725	есть продукт	1	1
726	нами не	1	1
727	но если	2	1
728	только как	1	1
729	другой стороны	5	1
730	их нельзя	2	1
731	состоит из	1	1
732	должны помнить	1	1
733	была бы	2	1
734	совершенно не	1	1
735	в глаза	1	1
736	совсем так	1	1
737	в иной	4	1
738	нет но	1	1
739	отношению к	3	1
740	это и	1	1
741	только о	1	1
742	в действительности	2	1
743	наряду с	3	1
744	указывают на	1	1
745	на ту	1	1
746	же на	1	1
747	и вновь	1	1
748	исторической действительностью	1	1
