N	2gram	Trubetskoy_1	Formalny
232	эти явления	1	2
233	и это	2	2
234	тем и	2	2
235	и о	3	2
236	значения и	1	2
237	в ее	1	2
238	и от	4	2
239	с самого	3	2
240	приводит к	2	2
241	и совершенно	1	2
242	было в	1	2
243	сам он	1	2
244	подойти к	3	2
245	в эпоху	7	2
246	с ним	1	2
247	в виду	2	2
248	между тем	2	2
249	во всей	1	2
250	это не	1	2
251	быть даже	2	2
252	от этих	1	2
253	этих элементов	1	2
254	с системой	1	2
255	один из	2	2
256	с ними	1	2
257	этот вопрос	1	2
258	потому что	7	2
259	в качестве	3	2
260	при помощи	1	2
261	и других	1	2
262	в котором	4	2
263	сами по	1	2
264	в конце	6	2
265	от тех	1	2
266	нее не	2	2
267	смысла и	1	2
268	язык в	1	2
269	а именно	1	2
270	превращается в	2	2
271	ничем не	4	2
272	конце концов	3	2
273	все более	1	2
274	ни на	1	2
275	к его	2	2
276	становится в	1	2
277	в той	1	2
278	из этого	2	2
279	является для	1	2
280	но это	1	2
281	в чем	1	2
282	должна была	2	2
283	лишь о	1	2
284	совершенно иной	2	2
285	сказать что	2	2
286	и другие	3	2
287	в таком	3	2
288	это неверно	1	1
289	как известно	1	1
290	от этой	1	1
291	языка с	1	1
292	таком случае	1	1
293	и через	1	1
294	связана с	2	1
295	того же	6	1
296	языку и	1	1
297	своей основной	1	1
298	к своей	1	1
299	но тем	1	1
300	все те	1	1
301	и больше	2	1
302	объясняется и	1	1
303	всегда на	2	1
304	и этот	1	1
305	равнодушен к	1	1
306	той же	1	1
307	их и	1	1
308	есть не	1	1
309	мы имеем	2	1
310	словами в	1	1
311	надо было	2	1
312	из своих	2	1
313	нам в	1	1
314	этом не	1	1
315	начинается с	1	1
316	так чтобы	2	1
317	не вполне	3	1
318	но даже	1	1
319	которое в	1	1
320	и заставляет	2	1
321	как не	1	1
322	же что	1	1
323	в народных	3	1
324	при таких	1	1
325	без всякого	1	1
326	бы то	2	1
327	события в	1	1
328	художественном творчестве	1	1
329	общих чертах	1	1
330	привели к	1	1
331	именно тем	1	1
332	различия между	2	1
333	силы и	2	1
334	только тогда	1	1
335	вступают в	1	1
336	с духом	1	1
337	является лишь	1	1
338	оно является	2	1
339	или иное	2	1
340	легче и	1	1
341	работа в	1	1
342	эти новые	1	1
343	общего с	2	1
344	элементов которые	1	1
345	исследований в	1	1
346	в самостоятельный	1	1
347	в своем	3	1
348	более и	1	1
349	и нет	3	1
350	в одних	1	1
351	всей этой	1	1
352	и есть	1	1
353	не отрицал	1	1
354	совершенно чуждые	1	1
355	и материальной	2	1
356	более или	5	1
357	нет никакой	1	1
358	в этот	1	1
359	них как	1	1
360	за собой	3	1
361	знаменательно что	1	1
362	так или	3	1
363	чуть ли	1	1
364	в нашем	1	1
365	то теперь	1	1
366	которые в	2	1
367	думать что	1	1
368	отчасти и	1	1
369	что к	1	1
370	с их	1	1
371	и тот	1	1
372	имеем в	1	1
373	на то	2	1
374	если он	1	1
375	не могла	2	1
376	роли в	1	1
377	задний план	1	1
378	связанные с	7	1
379	вера в	1	1
380	отношение которое	1	1
381	тем не	3	1
382	творца и	2	1
383	которой не	1	1
384	они в	2	1
385	он должен	1	1
386	к одному	1	1
387	этой точке	1	1
388	и связанные	2	1
389	являются его	1	1
390	этом последнем	1	1
391	значение в	1	1
392	этого они	1	1
393	связанных с	2	1
394	и детализации	1	1
395	в виде	4	1
396	общем можно	1	1
397	для россии	1	1
398	не совпадает	1	1
399	между отдельными	1	1
400	из первых	1	1
401	в них	2	1
402	случае мы	1	1
403	в самую	1	1
404	русской почве	2	1
405	следует сказать	1	1
406	в данном	1	1
407	оно имеет	1	1
408	чем в	1	1
409	а отчасти	1	1
410	и некоторые	1	1
411	этой области	1	1
412	или менее	5	1
413	в эту	2	1
414	можно только	2	1
415	но если	2	1
416	том как	1	1
417	и при	3	1
418	дальнейшее развитие	1	1
419	что уже	1	1
420	так к	1	1
421	народных песен	1	1
422	все они	1	1
423	в россии	2	1
424	по крайней	5	1
425	борьбу с	1	1
426	на такое	1	1
427	как от	2	1
428	не должно	1	1
429	бы быть	1	1
430	эта эволюция	1	1
431	не для	1	1
432	случае в	1	1
433	указаний на	1	1
434	не менее	3	1
435	но они	1	1
436	иной раз	2	1
437	всех тех	1	1
438	к этим	1	1
439	на русской	2	1
440	признает и	1	1
441	бытия и	1	1
442	взглянуть на	1	1
443	конкретные формы	1	1
444	иметь в	1	1
445	не могло	2	1
446	вследствие того	1	1
447	учения о	1	1
448	этих последних	1	1
449	в русском	2	1
450	эта тенденция	1	1
451	за исключением	1	1
452	и является	2	1
453	говорить лишь	1	1
454	далеко не	4	1
455	бы по	1	1
456	и сами	2	1
457	только с	1	1
458	и несколько	1	1
459	одним из	2	1
460	у нас	1	1
461	настоящего времени	1	1
462	которых он	1	1
463	и другой	2	1
464	похож на	2	1
465	ли не	1	1
466	как только	1	1
467	отличается от	2	1
468	только еще	1	1
469	примыкают к	1	1
470	этого и	1	1
471	той или	2	1
472	слова с	1	1
473	ничего общего	2	1
474	для себя	1	1
475	одинаковы с	1	1
476	и образ	1	1
477	свою очередь	1	1
478	но при	2	1
479	некоторые другие	1	1
480	данном случае	1	1
481	проникают в	1	1
482	то или	2	1
483	уже с	3	1
484	только то	1	1
485	во главе	1	1
486	разрыва с	1	1
487	этот период	2	1
488	с собой	1	1
489	те же	2	1
490	ясно что	3	1
491	она была	1	1
492	в общих	1	1
493	на них	1	1
494	ней и	1	1
495	стремление к	1	1
496	можно сказать	3	1
497	образом в	5	1
498	на задний	1	1
499	это объясняется	1	1
500	по-видимому и	1	1
501	она уже	1	1
502	о том	6	1
503	настоящее время	1	1
504	что перед	1	1
505	до сих	5	1
506	с одной	7	1
507	иное значение	1	1
508	что его	1	1
509	и во	1	1
510	котором они	1	1
511	все в	1	1
512	с каким-нибудь	1	1
513	том или	1	1
514	теперь уже	1	1
515	были очень	1	1
516	когда какой-нибудь	1	1
517	крайней мере	5	1
518	этого периода	2	1
519	все дальнейшее	1	1
520	и следовательно	1	1
521	происходит в	1	1
522	оставаясь в	1	1
523	как из	1	1
524	тот же	2	1
525	воплощается в	1	1
526	важное значение	1	1
527	связей с	1	1
528	что даже	1	1
529	в себе	6	1
530	к их	1	1
531	и действительно	2	1
532	и так	1	1
533	и раньше	1	1
534	их не	1	1
535	от них	2	1
536	так что	3	1
537	для всех	2	1
538	конечно не	2	1
539	не можем	1	1
540	указания на	1	1
541	есть проблема	1	1
542	связывается с	3	1
543	к установлению	1	1
544	который как	1	1
545	себе в	1	1
546	никто не	1	1
547	этому учению	1	1
548	с этими	1	1
549	богов и	5	1
550	к ним	3	1
551	притом как	1	1
552	по тем	1	1
553	или ином	1	1
554	так легко	1	1
555	это по	1	1
556	нет в	1	1
557	перейти к	1	1
558	этой задачи	2	1
559	те черты	1	1
560	со всем	1	1
561	согласно учению	1	1
562	или иначе	3	1
563	предполагает существование	1	1
564	по своим	2	1
565	тот который	1	1
566	к которому	2	1
567	в свою	2	1
568	один и	1	1
569	социальной жизни	1	1
570	зависит от	1	1
571	на этот	4	1
572	и самый	1	1
573	сдвиг в	1	1
574	находились в	1	1
575	на этих	1	1
576	а ведь	1	1
577	у всех	2	1
578	на эту	1	1
579	тем с	2	1
580	если не	2	1
581	совершенно иное	1	1
582	связь с	2	1
583	так же	5	1
584	всем что	1	1
585	и иной	2	1
586	требует от	2	1
587	а так	3	1
588	до настоящего	1	1
589	о чем	1	1
590	одной стороны	7	1
591	смысле этого	1	1
592	не удалось	1	1
593	да и	1	1
594	как средство	1	1
595	особенно важное	1	1
596	образом каждый	1	1
597	этого слова	1	1
598	сих пор	5	1
599	о его	1	1
600	влечет за	2	1
601	но для	1	1
602	в смысле	4	1
603	под знаком	1	1
604	должны быть	1	1
605	это отличие	1	1
606	какой-нибудь другой	1	1
607	при таком	2	1
608	не существует	1	1
609	в настоящее	1	1
610	весь вопрос	1	1
611	уже как	1	1
612	не имея	1	1
613	целый ряд	4	1
614	из себя	2	1
615	то о	1	1
616	мы должны	6	1
617	о диалектах	1	1
618	несмотря на	6	1
619	же в	1	1
620	лежит в	1	1
621	его к	1	1
622	одной из	5	1
623	только как	1	1
624	жизни а	1	1
625	мере в	1	1
626	духом и	1	1
627	различны и	1	1
628	в каком	1	1
629	можно назвать	2	1
630	ли они	2	1
631	как на	8	1
632	в своих	1	1
633	и особенно	2	1
