N	2gram	Vygotskiy__5	EvropaiC
427	что между	4	1
428	нашу мысль	1	1
429	которую мы	2	1
430	наших рассуждений	1	1
431	является всегда	1	1
432	имеет свою	3	1
433	психология должна	1	1
434	слов как	1	1
435	в учении	1	1
436	благодаря тому	1	1
437	время как	4	1
438	мы попытались	1	1
439	на практике	2	1
440	я не	2	1
441	вместо того	3	1
442	зависимости от	2	1
443	надо иметь	1	1
444	и этого	1	1
445	дело заключается	1	1
446	он сам	1	1
447	иное как	1	1
448	на их	2	1
449	в различных	2	1
450	если так	1	1
451	имеют между	2	1
452	с его	1	1
453	же самые	2	1
454	точками зрения	2	1
455	не требует	2	1
456	и другие	2	1
457	а только	4	1
458	перед глазами	1	1
459	если в	3	1
460	можем не	1	1
461	со стороны	1	1
462	то каждый	1	1
463	которые они	1	1
464	отличаются от	1	1
465	только между	1	1
466	самым решающим	1	1
467	должны выяснить	1	1
468	еще один	1	1
469	он при	1	1
470	иной вид	1	1
471	в центре	2	1
472	как в	5	1
473	что именно	1	1
474	какой-либо теории	1	1
475	бы при	1	1
476	перед нами	1	1
477	кроме того	1	1
478	тех случаях	1	1
479	этого еще	1	1
480	и как	3	1
481	с понятием	1	1
482	как всякая	2	1
483	тем же	1	1
484	для ее	1	1
485	в этот	2	1
486	развития это	2	1
487	не приходится	1	1
488	о степени	2	1
489	мы получаем	1	1
490	самой природе	2	1
491	применительно к	1	1
492	он в	3	1
493	ни одна	1	1
494	то обстоятельство	2	1
495	нами в	2	1
496	детской психики	1	1
497	очевидна и	1	1
498	на его	2	1
499	главным образом	1	1
500	неизбежно должны	1	1
501	стало возможным	1	1
502	после этого	1	1
503	образом для	1	1
504	раз навсегда	1	1
505	от которого	1	1
506	роли в	1	1
507	к одному	2	1
508	параллелизм между	1	1
509	на родной	1	1
510	свою силу	1	1
511	но вместе	1	1
512	чтобы их	1	1
513	одному и	2	1
514	вопросы для	1	1
515	одно и	1	1
516	положения что	3	1
517	этом последнем	1	1
518	в каждом	1	1
519	здесь мы	1	1
520	другом случае	1	1
521	единое целое	1	1
522	несколько иной	1	1
523	зрения на	1	1
524	знает что	2	1
525	входит в	1	1
526	это было	1	1
527	сейчас в	1	1
528	этот человек	1	1
529	и тем	3	1
530	известным образом	1	1
531	в ином	1	1
532	самые различные	1	1
533	явствует что	1	1
534	рядом с	1	1
535	ним общее	1	1
536	объясняет нам	2	1
537	этого не	1	1
538	его сознании	1	1
539	которой он	1	1
540	тот в	1	1
541	эгоцентризма и	1	1
542	почему мы	1	1
543	его теории	1	1
544	в чистом	1	1
545	наука в	1	1
546	в развитии	28	1
547	их на	1	1
548	настолько много	1	1
549	и ко	1	1
550	гораздо большем	1	1
551	нее и	1	1
552	что такая	1	1
553	в своей	2	1
554	и благодаря	1	1
555	с только	1	1
556	большей степени	1	1
557	он принимает	1	1
558	иначе как	2	1
559	далее в	1	1
560	что я	2	1
561	для всякого	1	1
562	строго говоря	1	1
563	является только	1	1
564	из области	2	1
565	и той	1	1
566	можем сделать	1	1
567	в опыте	1	1
568	но он	7	1
569	ребенком в	2	1
570	друг другу	2	1
571	состоит в	6	1
572	и эти	2	1
573	надо сказать	1	1
574	более сложные	2	1
575	их в	2	1
576	в корне	2	1
577	чтобы это	1	1
578	однако в	1	1
579	что этот	1	1
580	на всю	2	1
581	они развились	1	1
582	более широкую	1	1
583	что эгоцентризм	1	1
584	случае мы	1	1
585	дело только	1	1
586	в отношении	9	1
587	каждого отдельного	3	1
588	чистом виде	1	1
589	стоит в	4	1
590	все три	1	1
591	каждого нового	1	1
592	зрения по	1	1
593	есть нечто	1	1
594	и другое	4	1
595	самого начала	5	1
596	не имеет	4	1
597	на котором	1	1
598	и притом	1	1
599	к этим	1	1
600	и сама	1	1
601	он протекает	1	1
602	иметь в	1	1
603	вытекает из	3	1
604	и неизменно	1	1
605	в общих	1	1
606	больше чем	3	1
607	этого общего	1	1
608	особенностей в	1	1
609	если эта	1	1
610	процессов и	1	1
611	не принадлежат	1	1
612	они являются	1	1
613	только когда	1	1
614	может встать	1	1
615	установлении в	1	1
616	к ней	1	1
617	видим что	2	1
618	за время	1	1
619	уже говорили	1	1
620	это слово	1	1
621	и его	3	1
622	момента начала	1	1
623	нам надо	1	1
624	мысли которые	2	1
625	не потому	1	1
626	и пытаются	1	1
627	обстоятельство что	2	1
628	уже о	1	1
629	начиная с	1	1
630	в общую	1	1
631	выход из	1	1
632	и заключается	1	1
633	часто в	1	1
634	есть только	1	1
635	и другой	1	1
636	да и	1	1
637	для развития	6	1
638	только еще	1	1
639	числе и	1	1
640	является одним	1	1
641	от условий	1	1
642	целом в	1	1
643	этот путь	2	1
644	для себя	1	1
645	они вовсе	1	1
646	оно может	1	1
647	приходит к	3	1
648	своего развития	6	1
649	но при	2	1
650	вывод что	2	1
651	что составляет	1	1
652	не могу	1	1
653	без всякого	1	1
654	что психология	1	1
655	из главных	1	1
656	нами выше	1	1
657	а другая	1	1
658	мысль о	1	1
659	осталась не	1	1
660	сохраняет свою	1	1
661	об отношении	2	1
662	с самого	5	1
663	то время	4	1
664	вопрос что	1	1
665	приводит к	7	1
666	как с	3	1
667	поэтому мы	1	1
668	учит нас	1	1
669	и другими	2	1
670	к тем	1	1
671	высокой ступени	2	1
672	равной мере	1	1
673	собой и	1	1
674	своей собственной	1	1
675	ничего не	5	1
676	в определенной	2	1
677	или иной	1	1
678	находится в	2	1
679	быть в	2	1
680	другом месте	4	1
681	два момента	2	1
682	в раннем	1	1
683	язык и	2	1
684	но мы	5	1
685	никак не	3	1
686	что каждый	1	1
687	невозможна как	1	1
688	сказываются в	1	1
689	и просто	1	1
690	состоящее в	2	1
691	к освобождению	1	1
692	этим понятием	1	1
693	образом мы	1	1
694	являются в	1	1
695	ее от	1	1
696	общих чертах	1	1
697	требует более	2	1
698	раньше чем	3	1
699	перенесен в	1	1
700	этом и	1	1
701	целого а	1	1
702	из одних	1	1
703	бы нам	1	1
704	как объяснить	1	1
705	и следовательно	6	1
706	в лучшем	3	1
707	эти последние	1	1
708	к решению	1	1
709	один из	1	1
710	мы видим	4	1
711	каждый момент	1	1
712	к их	2	1
713	этот факт	1	1
714	не происходит	1	1
715	непрерывно и	1	1
716	простое и	1	1
717	с которыми	2	1
718	в качестве	4	1
719	для всех	1	1
720	на всем	2	1
721	возрасте в	3	1
722	уже в	1	1
723	вопроса о	3	1
724	только на	2	1
725	основанной на	1	1
726	так точно	4	1
727	положение что	1	1
728	и сведений	1	1
729	ее из	1	1
730	сделать и	2	1
731	этому вопросу	1	1
732	а то	1	1
733	речь в	3	1
734	этой новой	1	1
735	высших и	1	1
736	за ним	1	1
737	он принадлежит	1	1
738	мы находим	1	1
739	в прошлом	1	1
740	тоже оказываются	1	1
741	своих собственных	1	1
742	идет в	3	1
743	тем что	5	1
744	в других	1	1
745	само собой	1	1
746	но из	1	1
747	были бы	1	1
748	из двух	1	1
749	нас вопроса	1	1
750	к совершенно	2	1
751	и даже	2	1
752	развития в	6	1
753	с другим	1	1
754	в высшей	2	1
755	связаны с	1	1
756	тем мы	1	1
757	к которому	4	1
758	и между	2	1
759	как же	1	1
760	еще и	3	1
761	и развития	12	1
762	к его	3	1
763	только к	2	1
764	одинаковой мере	2	1
765	с ней	1	1
766	те кто	1	1
767	естественно что	2	1
768	только по	1	1
769	деле если	1	1
770	на основании	2	1
771	шаг за	1	1
772	может ли	2	1
773	этого взгляда	1	1
774	и низших	2	1
775	до конца	3	1
776	а не	10	1
777	зависит от	4	1
778	на эту	1	1
779	когда же	1	1
780	на которые	3	1
781	интересующего нас	1	1
782	виде в	1	1
783	понятиями и	1	1
784	ней надо	1	1
785	именно поэтому	1	1
786	все более	1	1
787	освободилась от	1	1
788	необходимы для	2	1
789	развитии и	2	1
790	решение вопроса	1	1
791	ибо это	1	1
792	в область	2	1
793	к жизни	3	1
794	что за	1	1
795	а если	1	1
796	смысле этого	1	1
797	могут быть	4	1
798	есть как	1	1
799	а потом	1	1
800	эту мысль	2	1
801	в тот	2	1
802	сам не	1	1
803	из отдельных	1	1
804	мыслится как	1	1
805	эти вопросы	1	1
806	к моменту	3	1
807	чтобы ответить	1	1
808	благодаря этому	2	1
809	только для	2	1
810	лучшем случае	4	1
811	и таким	1	1
812	же самое	4	1
813	все остальные	1	1
814	понятий и	15	1
815	близкий к	1	1
816	в более	2	1
817	становится понятным	1	1
818	постановкой вопроса	1	1
819	этому и	1	1
820	есть одно	1	1
821	мы только	1	1
822	эту точку	1	1
823	развития и	11	1
824	или нет	1	1
825	еще более	5	1
826	того все	1	1
827	в большей	1	1
828	в одинаковой	2	1
829	или воспроизведения	1	1
830	находим в	1	1
831	что следовательно	3	1
832	или не	2	1
833	в равной	1	1
834	крайними точками	1	1
835	психологической точки	1	1
836	если все	1	1
837	не являются	1	1
838	в целях	1	1
839	две стороны	1	1
840	сказать что	13	1
841	последнем случае	1	1
842	была бы	1	1
843	такое представление	1	1
844	но этот	2	1
845	что ни	1	1
846	не способны	1	1
847	с каждым	1	1
848	за шагом	1	1
849	самое что	2	1
850	которые имеют	1	1
851	она исходит	1	1
852	допустить что	3	1
853	но еще	1	1
854	ее в	3	1
855	в своих	2	1
856	с виду	1	1
857	этой цели	1	1
858	том числе	1	1
