N	2gram	Tiupa_Lite_3	Psycholo
132	в сторону	3	3
133	значение имеет	1	3
134	сама по	1	3
135	как в	5	3
136	он все	2	3
137	здесь мы	1	3
138	его в	2	3
139	далеко не	2	3
140	должно быть	4	3
141	т п	1	3
142	тем самым	7	3
143	она не	1	3
144	в то	9	3
145	в основе	5	3
146	мы все	1	3
147	в самых	1	3
148	и для	4	3
149	нет ни	1	3
150	с ее	3	3
151	в мире	16	3
152	так и	9	3
153	что и	2	3
154	во всей	2	3
155	вслед за	3	3
156	том как	1	3
157	с одной	4	3
158	конечно не	1	3
159	был бы	1	3
160	тому же	5	3
161	в одном	4	3
162	тем что	2	3
163	но и	14	3
164	на этот	1	3
165	обратиться к	1	3
166	не было	1	3
167	одной стороны	4	3
168	эти слова	2	3
169	в той	1	3
170	еще раз	2	3
171	бы его	1	3
172	к этой	1	3
173	в своих	2	3
174	и то	1	2
175	между двумя	1	2
176	с целым	1	2
177	из его	1	2
178	что эти	1	2
179	все те	1	2
180	с таким	1	2
181	всей ее	1	2
182	так чтобы	2	2
183	принадлежит к	1	2
184	и ее	2	2
185	столь же	1	2
186	бы то	2	2
187	с его	6	2
188	во всех	2	2
189	черты и	1	2
190	себе и	1	2
191	со стороны	7	2
192	в художественном	1	2
193	что касается	1	2
194	однако не	3	2
195	и наконец	3	2
196	не в	10	2
197	и к	3	2
198	в действительности	1	2
199	но в	3	2
200	тому как	3	2
201	бы и	3	2
202	представляет собой	2	2
203	бы не	1	2
204	по которым	1	2
205	действительную жизнь	2	2
206	по словам	1	2
207	при этом	15	2
208	читателя в	1	2
209	едва ли	3	2
210	есть конечно	1	2
211	на все	1	2
212	только одно	1	2
213	в них	1	2
214	о которых	1	2
215	взгляд на	3	2
216	в котором	1	2
217	в их	1	2
218	место в	4	2
219	вопрос о	2	2
220	другом и	1	2
221	и эти	1	2
222	быть не	2	2
223	даже в	4	2
224	что ему	2	2
225	в русской	1	2
226	не имеет	1	2
227	и остается	1	2
228	не по	1	2
229	только не	1	2
230	же время	7	2
231	новеллы в	1	2
232	и является	1	2
233	во всем	1	2
234	бы по	1	2
235	есть только	1	2
236	как только	1	2
237	могли бы	2	2
238	в ее	5	2
239	до самого	1	2
240	на нее	1	2
241	времени и	1	2
242	и с	2	2
243	в словах	3	2
244	можно сказать	2	2
245	в виду	1	2
246	о ней	1	2
247	ему нужно	1	2
248	внимание на	2	2
249	но мы	1	2
250	друг и	1	2
251	знает что	2	2
252	не надо	2	2
253	и она	1	2
254	один из	2	2
255	связи с	2	2
256	уже в	1	2
257	чтобы он	2	2
258	кажется что	1	2
259	одно из	4	2
260	каждый шаг	1	2
261	самого конца	1	2
262	даже не	1	2
263	с другой	6	2
264	на ее	1	2
265	именно в	5	2
266	а с	1	2
267	прежде всего	3	2
268	тех пор	1	2
269	а на	2	2
270	ничем не	1	2
271	не на	1	2
272	в руках	1	2
273	была бы	1	2
274	и потому	2	2
275	некоторые из	1	2
276	над ним	1	2
277	по существу	4	2
278	на пути	1	2
279	события а	1	2
280	со всей	2	2
281	совершается в	1	2
282	и от	1	2
283	его не	1	2
284	хотя бы	1	2
285	все они	2	2
286	героя и	1	2
287	другой стороны	2	2
288	а другой	1	2
289	в искусстве	1	2
290	который не	1	2
291	бы перед	1	1
292	от этой	1	1
293	она нужна	1	1
294	совершенно новой	2	1
295	зависимость от	1	1
296	с жизнью	4	1
297	художественного произведения	2	1
298	начинается с	1	1
299	того же	2	1
300	с кем	1	1
301	от самого	1	1
302	в первом	2	1
303	из самых	1	1
304	в какой-то	1	1
305	находимся в	1	1
306	где я	1	1
307	есть не	1	1
308	смотреть на	1	1
309	к художественному	1	1
310	для своего	2	1
311	от художественного	1	1
312	говорит сам	1	1
313	которого не	1	1
314	исследования в	1	1
315	что иное	1	1
316	в деле	1	1
317	принято называть	1	1
318	к началу	1	1
319	мы и	2	1
320	и со	1	1
321	его основная	1	1
322	еще не	6	1
323	иное как	1	1
324	в восприятии	1	1
325	тем как	1	1
326	в создании	1	1
327	легко может	2	1
328	если в	1	1
329	конечном счете	1	1
330	по отношению	4	1
331	в общем	1	1
332	очевидно что	1	1
333	человеческих отношений	1	1
334	органической связи	1	1
335	в зеркале	1	1
336	несмотря на	2	1
337	за пределы	1	1
338	я только	2	1
339	и я	1	1
340	в истории	1	1
341	согласия и	1	1
342	первый взгляд	1	1
343	независимо от	1	1
344	общего с	1	1
345	от автора	1	1
346	стороны и	2	1
347	такого рода	10	1
348	в полном	2	1
349	очень сильное	1	1
350	и хотя	1	1
351	в этот	1	1
352	ход мысли	1	1
353	мы чувствуем	1	1
354	так или	2	1
355	романа это	1	1
356	в нашем	1	1
357	не оставляет	1	1
358	его оценке	1	1
359	же причине	1	1
360	определена как	1	1
361	но без	2	1
362	ни одна	1	1
363	двух других	1	1
364	так сказать	1	1
365	на его	3	1
366	исполнения и	1	1
367	именно то	1	1
368	в корне	1	1
369	вообще не	1	1
370	над ней	1	1
371	и сам	2	1
372	века в	1	1
373	подобно тому	2	1
374	такого же	1	1
375	то ни	2	1
376	в совершенно	2	1
377	в другом	6	1
378	в глубине	2	1
379	в музыке	1	1
380	считает свою	1	1
381	искусства в	1	1
382	мы находимся	1	1
383	они по	1	1
384	например с	1	1
385	знали что	1	1
386	еще одно	1	1
387	за ним	2	1
388	но уже	3	1
389	она и	2	1
390	со своими	2	1
391	выразить то	1	1
392	и было	1	1
393	и еще	1	1
394	мы вместо	1	1
395	на первый	1	1
396	в этих	1	1
397	для него	2	1
398	жизнь не	1	1
399	что такая	1	1
400	что такое	1	1
401	этой связи	1	1
402	со всяким	1	1
403	где мы	1	1
404	человека который	1	1
405	во времена	1	1
406	самая сущность	1	1
407	не столько	1	1
408	жизненный путь	2	1
409	мысли и	1	1
410	значение для	1	1
411	одном из	2	1
412	не сомневается	2	1
413	что никакой	1	1
414	и более	1	1
415	что сам	1	1
416	бы быть	1	1
417	образ не	1	1
418	то с	1	1
419	на один	1	1
420	в отношении	1	1
421	ему он	1	1
422	этот образ	1	1
423	мысли в	1	1
424	тогда когда	1	1
425	от жизни	2	1
426	в нас	2	1
427	самого по	1	1
428	вышло из	1	1
429	же являются	1	1
430	к концу	1	1
431	за исключением	1	1
432	к такого	1	1
433	из того	2	1
434	составляющих ее	1	1
435	слова о	1	1
436	это уже	1	1
437	вот в	2	1
438	у меня	1	1
439	глубине души	1	1
440	уже о	3	1
441	начиная с	1	1
442	души все	1	1
443	значение это	1	1
444	эстетическую реакцию	1	1
445	но по	1	1
446	свою очередь	1	1
447	а благодаря	1	1
448	не могу	2	1
449	чем из	1	1
450	он мог	1	1
451	с собой	1	1
452	себя что	1	1
453	нужно было	1	1
454	она была	1	1
455	который я	1	1
456	на подмостках	1	1
457	таких примеров	1	1
458	был не	1	1
459	он сам	1	1
460	где каждый	1	1
461	и восприятия	1	1
462	быть в	1	1
463	уже были	1	1
464	тех кто	1	1
465	из рассказа	2	1
466	с литературной	1	1
467	на наших	1	1
468	свою смерть	1	1
469	и который	1	1
470	а также	4	1
471	в конечном	1	1
472	в природе	4	1
473	к нему	1	1
474	на протяжении	1	1
475	творчества в	1	1
476	его с	1	1
477	делает в	1	1
478	ним и	1	1
479	непосредственно в	1	1
480	в лице	2	1
481	друзья мои	1	1
482	но так	1	1
483	но с	2	1
484	этой точки	1	1
485	романа и	2	1
486	одной из	1	1
487	и представляет	1	1
488	и действительно	1	1
489	ее реальности	1	1
490	души которая	1	1
491	обращаться к	1	1
492	в стороне	1	1
493	между тем	3	1
494	в обществе	1	1
495	за себя	1	1
496	бы одного	1	1
497	жизни однако	1	1
498	именно на	1	1
499	есть в	1	1
500	если это	2	1
501	и у	1	1
502	только на	1	1
503	ни было	2	1
504	несется к	1	1
505	а то	1	1
506	двух основных	1	1
507	эти два	1	1
508	роль и	1	1
509	и их	1	1
510	ее не	1	1
511	и вместе	2	1
512	он один	1	1
513	это будет	2	1
514	к его	1	1
515	ней и	1	1
516	и даже	2	1
517	мы воспринимаем	1	1
518	или иначе	2	1
519	не один	1	1
520	этом как	1	1
521	по своим	1	1
522	мысли об	1	1
523	во второй	2	1
524	себя и	2	1
525	в обращении	1	1
526	превращается в	1	1
527	жить без	1	1
528	в ту	2	1
529	как ни	1	1
530	человек но	1	1
531	него не	2	1
532	и ты	4	1
533	не об	1	1
534	на слово	2	1
535	что художник	2	1
536	и об	2	1
537	этой же	1	1
538	я говорю	2	1
539	так в	1	1
540	в жизнь	4	1
541	целом ряде	1	1
542	что за	1	1
543	в европейской	1	1
544	самого себя	1	1
545	отношению к	4	1
546	матери и	1	1
547	там где	3	1
548	сам не	1	1
549	это значит	1	1
550	вышел на	1	1
551	открывается как	1	1
552	художественное произведение	2	1
553	истинным смыслом	1	1
554	только для	3	1
555	но это	1	1
556	в чем	1	1
557	им в	2	1
558	к другим	1	1
559	искусством и	1	1
560	неба и	1	1
561	это как	3	1
562	по дороге	2	1
563	не скажу	1	1
564	за его	2	1
565	в связи	1	1
566	и состоит	1	1
567	которая в	1	1
568	человек и	1	1
569	и однако	1	1
570	всей художественной	2	1
571	бы в	1	1
572	не должен	1	1
573	суть и	1	1
574	реальное время	1	1
575	направляет на	1	1
576	актера который	1	1
577	будто бы	1	1
578	которое должно	1	1
579	быть определена	1	1
580	все остальные	1	1
581	же в	2	1
582	извлечь из	1	1
583	человека не	1	1
584	к ее	1	1
585	жизни в	4	1
586	как словами	1	1
587	нет ничего	1	1
588	есть от	1	1
589	в свою	2	1
590	это все	1	1
591	с ней	2	1
592	из тех	1	1
593	тот другой	1	1
594	своим художественным	1	1
595	внимания к	1	1
596	не что	1	1
597	но еще	2	1
598	того времени	1	1
599	ничего общего	1	1
