N	2gram	Ircho_Kome_1	FransuaR
106	его к	1	3
107	главным образом	3	3
108	слова и	1	3
109	не мог	3	3
110	во времена	1	3
111	эпизоде с	1	3
112	не в	6	3
113	но он	2	3
114	и почти	1	3
115	казалось бы	3	3
116	в форме	2	3
117	здесь мы	3	3
118	и о	3	3
119	в другом	4	3
120	в образе	3	3
121	и здесь	2	3
122	все его	1	3
123	а также	4	3
124	это была	1	3
125	между тем	5	3
126	в литературе	1	3
127	большей или	1	3
128	одной из	3	3
129	так что	1	3
130	что и	4	3
131	может быть	9	3
132	здесь в	3	3
133	к которому	3	3
134	или меньшей	1	3
135	еще и	2	3
136	сказать что	1	3
137	связь с	1	3
138	к его	1	3
139	на эту	1	3
140	в первой	2	3
141	его творчество	2	3
142	бы в	1	3
143	то что	2	3
144	том числе	1	3
145	новое время	3	2
146	также и	1	2
147	на самом	1	2
148	на две	2	2
149	что эти	1	2
150	войну и	1	2
151	из всех	2	2
152	для своего	1	2
153	мы не	3	2
154	почти все	1	2
155	к началу	1	2
156	конечно в	1	2
157	бы то	2	2
158	с другой	5	2
159	совсем не	2	2
160	почти до	1	2
161	что они	4	2
162	все остальные	3	2
163	хотя и	3	2
164	когда он	1	2
165	целый ряд	1	2
166	и как	3	2
167	в действительности	2	2
168	и хотя	2	2
169	и те	1	2
170	что одна	1	2
171	что она	1	2
172	ни было	2	2
173	и еще	3	2
174	в виде	3	2
175	людей и	1	2
176	так например	1	2
177	в мире	1	2
178	его в	3	2
179	и была	1	2
180	отражение в	1	2
181	ни в	6	2
182	с тем	1	2
183	несмотря на	4	2
184	или менее	2	2
185	в котором	4	2
186	он дает	1	2
187	в которых	1	2
188	друг другу	1	2
189	и эти	1	2
190	не могли	1	2
191	между людьми	1	2
192	лиц и	1	2
193	того как	3	2
194	к концу	1	2
195	ему и	2	2
196	что на	1	2
197	в каком	1	2
198	мы встречаем	5	2
199	данном случае	1	2
200	эта часть	1	2
201	культуры и	1	2
202	то время	5	2
203	и сам	3	2
204	с собой	1	2
205	в борьбе	1	2
206	когда в	1	2
207	с ним	1	2
208	образом в	2	2
209	зрения на	1	2
210	в значительной	1	2
211	и во	2	2
212	и были	1	2
213	к нему	2	2
214	отметить что	1	2
215	было бы	2	2
216	указывает что	2	2
217	что он	6	2
218	действующих лиц	4	2
219	вопрос об	1	2
220	уже в	5	2
221	только на	1	2
222	ни одного	1	2
223	в известном	2	2
224	из них	10	2
225	в одном	8	2
226	как раз	3	2
227	в других	2	2
228	для того	1	2
229	возможно что	1	2
230	далеко не	1	2
231	нового времени	5	2
232	пародии на	1	2
233	v в	13	2
234	одной стороны	3	2
235	то ни	2	2
236	его как	1	2
237	точек зрения	2	2
238	он становится	1	2
239	не может	2	2
240	и возрождения	1	2
241	вместе с	2	2
242	так же	3	2
243	из которых	2	2
244	в данном	1	2
245	времени с	1	2
246	как целое	1	2
247	далеко за	1	2
248	с этой	1	2
249	но это	2	2
250	все же	3	2
251	и для	1	2
252	мы найдем	2	2
253	его творчестве	1	2
254	мира и	1	2
255	которые были	1	2
256	в эту	1	2
257	а в	6	2
258	комедии в	7	2
259	это в	1	2
260	другой стороны	5	2
261	культуры в	1	2
262	более или	1	2
263	и эта	1	2
264	к этому	4	2
265	как известно	2	1
266	речь идет	3	1
267	в этот	1	1
268	того же	2	1
269	идет о	3	1
270	перед лицом	3	1
271	тем же	1	1
272	из самых	1	1
273	мировоззрения и	1	1
274	почти всегда	2	1
275	от всяких	1	1
276	в какой-то	1	1
277	а как	1	1
278	том насколько	2	1
279	по мнению	1	1
280	друзья его	1	1
281	вопрос о	3	1
282	из своих	1	1
283	существенное место	1	1
284	жизни нашего	1	1
285	ему в	1	1
286	то это	1	1
287	как впрочем	1	1
288	i с	3	1
289	к своему	1	1
290	в народном	5	1
291	все остальное	1	1
292	собой в	1	1
293	сложнее обстоит	1	1
294	стихи на	1	1
295	в чем	3	1
296	но конечно	1	1
297	сказать и	1	1
298	различия между	1	1
299	как у	1	1
300	острый характер	1	1
301	vii века	1	1
302	в эти	2	1
303	по отношению	3	1
304	в комедии	22	1
305	на уровень	1	1
306	себя в	1	1
307	свое влияние	1	1
308	чем же	2	1
309	как в	5	1
310	из уст	1	1
311	для всех	2	1
312	что нет	1	1
313	современности в	1	1
314	что по	2	1
315	было только	2	1
316	нового и	1	1
317	на войну	1	1
318	власть на	1	1
319	месте где	1	1
320	за собой	1	1
321	жизни к	1	1
322	поэтому он	1	1
323	и у	3	1
324	он в	1	1
325	из этих	1	1
326	сущности и	1	1
327	более широкие	1	1
328	исключение составляют	1	1
329	тому же	6	1
330	как он	1	1
331	начал писать	1	1
332	века к	1	1
333	не следует	2	1
334	в поэтике	1	1
335	народ на	1	1
336	родных мест	1	1
337	состоит в	1	1
338	к одному	1	1
339	не к	2	1
340	понятий и	1	1
341	и вот	4	1
342	в доме	2	1
343	из него	1	1
344	подобно тому	1	1
345	можно было	1	1
346	это конечно	1	1
347	больше всего	1	1
348	выражение и	1	1
349	же не	1	1
350	связанные с	2	1
351	и всем	1	1
352	те же	1	1
353	из духовной	1	1
354	на все	2	1
355	на этой	1	1
356	художественный образ	2	1
357	это было	1	1
358	дома и	1	1
359	и обычных	1	1
360	пришли на	1	1
361	в новое	2	1
362	участие в	4	1
363	о которых	5	1
364	были в	2	1
365	можем судить	2	1
366	являются наиболее	1	1
367	возрождения когда	1	1
368	по ее	1	1
369	наших дней	1	1
370	широкие перспективы	1	1
371	место в	3	1
372	его современников	1	1
373	в отличие	1	1
374	обвиняет в	1	1
375	возвращение к	1	1
376	чувством нового	1	1
377	народа это	1	1
378	не раз	2	1
379	в шесть	1	1
380	которые в	1	1
381	форм комического	1	1
382	его до	1	1
383	том же	1	1
384	времени а	1	1
385	тому что	1	1
386	была возможна	1	1
387	степень его	1	1
388	власть в	2	1
389	но они	1	1
390	и новых	1	1
391	всего это	1	1
392	она могла	1	1
393	самого начала	1	1
394	правда в	2	1
395	самых замечательных	1	1
396	в науке	1	1
397	и притом	2	1
398	и сама	1	1
399	не по	1	1
400	v а	1	1
401	и различных	1	1
402	можно судить	4	1
403	он с	1	1
404	следовательно и	1	1
405	не стремится	1	1
406	из италии	1	1
407	которые и	1	1
408	войны в	2	1
409	но основная	1	1
410	за исключением	3	1
411	свидетельствуют о	1	1
412	месте с	1	1
413	как будто	2	1
414	этом отношении	3	1
415	сравнить с	1	1
416	один раз	1	1
417	уже о	2	1
418	не могут	1	1
419	мы узнаем	1	1
420	могут быть	3	1
421	те и	1	1
422	иногда даже	1	1
423	же самое	2	1
424	с полной	1	1
425	к тому	6	1
426	его с	1	1
427	то оно	1	1
428	и он	1	1
429	где он	2	1
430	в латинской	1	1
431	были хорошо	1	1
432	и это	1	1
433	у нашего	1	1
434	из всего	2	1
435	но при	1	1
436	на нем	2	1
437	от всей	1	1
438	в себя	2	1
439	с самого	1	1
440	сочеталась с	1	1
441	и самого	2	1
442	так в	4	1
443	первой половине	2	1
444	яркий пример	1	1
445	на том	1	1
446	были по-видимому	1	1
447	у плутарха	1	1
448	особенно в	1	1
449	мог бы	2	1
450	которые он	2	1
451	еще в	5	1
452	к первому	1	1
453	это только	1	1
454	однако этот	1	1
455	для этого	2	1
456	имена нарицательные	1	1
457	каждый раз	1	1
458	или от	1	1
459	на вопрос	1	1
460	грамматики и	1	1
461	и являются	1	1
462	и что	1	1
463	утверждает что	1	1
464	комический эффект	1	1
465	после того	3	1
466	из которой	1	1
467	там же	3	1
468	и своей	1	1
469	места и	1	1
470	связанной с	1	1
471	на протяжении	4	1
472	ее от	1	1
473	от них	2	1
474	а сколько	1	1
475	ко всей	1	1
476	бы сравнить	1	1
477	непосредственно в	1	1
478	даже для	1	1
479	также в	2	1
480	как правило	3	1
481	и она	1	1
482	в лице	1	1
483	и одновременно	3	1
484	тот же	3	1
485	время когда	2	1
486	дело с	1	1
487	природой и	1	1
488	были особенно	1	1
489	явления в	1	1
490	должен был	1	1
491	до нас	5	1
492	во времени	1	1
493	сознания как	1	1
494	мира как	1	1
495	бы ни	1	1
496	и тем	2	1
497	к которой	1	1
498	до наших	1	1
499	к миру	1	1
500	со своим	5	1
501	действующего лица	1	1
502	в начале	3	1
503	за ним	1	1
504	к своим	1	1
505	возможности для	1	1
506	мы знаем	2	1
507	земли и	1	1
508	никто не	1	1
509	к первой	1	1
510	мы можем	4	1
511	выступает с	2	1
512	каждый из	3	1
513	отличие от	2	1
514	чтобы не	1	1
515	тем что	4	1
516	все границы	1	1
517	нет в	1	1
518	протяжении всего	2	1
519	того что	1	1
520	премудрость с	1	1
521	военные действия	1	1
522	и из	2	1
523	не дали	1	1
524	этой комедии	5	1
525	не один	1	1
526	говорить и	1	1
527	именно в	4	1
528	после смерти	3	1
529	и прежде	1	1
530	в предисловии	1	1
531	такое же	1	1
532	а с	1	1
533	он считал	1	1
534	и римской	1	1
535	в середине	1	1
536	отчего же	1	1
537	превращается в	1	1
538	и литературной	1	1
539	на этот	1	1
540	совершенно конкретной	1	1
541	которых мы	2	1
542	и гете	1	1
543	и гоголь	1	1
544	самое слово	1	1
545	котором каждый	1	1
546	по другому	1	1
547	именно на	2	1
548	для их	1	1
549	которой он	1	1
550	мира в	1	1
551	должна была	2	1
552	имеет свои	1	1
553	все более	3	1
554	эти слова	1	1
555	из мира	1	1
556	независимо от	2	1
557	политической жизни	1	1
558	их к	3	1
559	и мир	2	1
560	пример такого	1	1
561	предисловии к	1	1
562	если оно	1	1
563	тому как	1	1
564	в тех	3	1
565	с тремя	1	1
566	войны и	5	1
567	этого слова	1	1
568	еще к	1	1
569	они лишь	1	1
570	с большой	1	1
571	всего в	3	1
572	в книге	1	1
573	в более	3	1
574	слово здесь	1	1
575	это уже	1	1
576	отрицательные явления	2	1
577	к одной	1	1
578	от него	1	1
579	еще более	1	1
580	находится в	2	1
581	ее основных	1	1
582	ее в	2	1
583	же в	4	1
584	обстоит дело	1	1
585	но если	1	1
586	как вы	1	1
587	этой силы	1	1
588	этих элементов	1	1
589	время как	4	1
590	по поводу	4	1
591	и какой	1	1
592	может и	1	1
593	этой же	2	1
594	в период	2	1
595	мог не	1	1
596	слово в	1	1
597	от литературы	1	1
598	только под	1	1
599	не знает	1	1
600	и только	1	1
601	но чем	1	1
602	этот же	1	1
603	отношению к	3	1
604	формы его	1	1
605	из своей	2	1
606	самом начале	1	1
607	работы в	1	1
608	время не	1	1
609	как один	1	1
610	жизни и	1	1
611	в античности	1	1
612	как на	1	1
613	и особенно	4	1
614	гораздо более	1	1
