N	2gram	Tiupa_Vved_1	Analitik
379	не все	2	1
380	художественной словесности	2	1
381	отношение к	2	1
382	произведение не	1	1
383	друг от	1	1
384	должны были	2	1
385	говорилось выше	1	1
386	один и	1	1
387	в истории	1	1
388	идет о	1	1
389	персонажей с	1	1
390	внутри себя	1	1
391	встречи с	1	1
392	роль этого	1	1
393	собственно и	1	1
394	в ожидании	1	1
395	мертвых душ	4	1
396	мир и	1	1
397	имеет в	1	1
398	была сформулирована	2	1
399	для которого	3	1
400	к чему	1	1
401	не можем	2	1
402	та же	1	1
403	и у	1	1
404	отношения с	1	1
405	как то	1	1
406	же самой	1	1
407	бы не	2	1
408	неизбежно принадлежит	1	1
409	поскольку в	1	1
410	всего к	1	1
411	и тот	1	1
412	собой некий	2	1
413	на смену	2	1
414	на то	1	1
415	всеми остальными	1	1
416	вследствие этого	3	1
417	не следует	3	1
418	в свет	1	1
419	обратившись к	1	1
420	которой не	1	1
421	же году	1	1
422	в восприятии	1	1
423	и еще	1	1
424	и обстоятельств	1	1
425	в силу	2	1
426	том чтобы	2	1
427	в следующем	1	1
428	на жизнь	1	1
429	нарративном дискурсе	1	1
430	не отделен	1	1
431	этом мире	1	1
432	вести речь	1	1
433	в большой	1	1
434	в нее	1	1
435	течения жизни	1	1
436	человека в	1	1
437	своем составе	1	1
438	здесь мы	1	1
439	однако все	1	1
440	между рассказчиком	1	1
441	того кто	1	1
442	представляется вполне	1	1
443	с позиций	1	1
444	бы быть	1	1
445	это нередко	1	1
446	себя не	1	1
447	картиной мира	9	1
448	в художественном	1	1
449	не умеет	1	1
450	с другими	1	1
451	и иных	1	1
452	разворачивает перед	1	1
453	художественного письма	7	1
454	он есть	1	1
455	этом смысле	1	1
456	уровень фокализации	1	1
457	отца и	1	1
458	по мысли	5	1
459	только одно	1	1
460	как формулирует	1	1
461	как об	1	1
462	этого персонажа	1	1
463	результате чего	1	1
464	которой он	1	1
465	вольфа шмида	3	1
466	или попросту	1	1
467	как целого	1	1
468	к ситуации	1	1
469	обратимся к	2	1
470	и нераздельности	1	1
471	с еще	1	1
472	как замечает	1	1
473	всех этих	1	1
474	и становится	1	1
475	нарративных дискурсов	1	1
476	в войне	2	1
477	бы на	1	1
478	сводятся к	2	1
479	этом случае	1	1
480	от своего	1	1
481	в своей	5	1
482	это делает	1	1
483	адресата и	1	1
484	самый момент	1	1
485	место в	2	1
486	хранения и	1	1
487	далее в	1	1
488	от себя	1	1
489	втором случае	1	1
490	подлинный автор	1	1
491	остается вне	1	1
492	задается вопросом	1	1
493	со многими	1	1
494	как видим	1	1
495	повествование в	1	1
496	как полагал	1	1
497	он выступает	1	1
498	события что	1	1
499	случае мы	1	1
500	о событиях	1	1
501	автора и	1	1
502	он как	1	1
503	этой второй	1	1
504	и персонажи	1	1
505	с ним	3	1
506	в категориях	2	1
507	сущности говоря	1	1
508	печорина в	1	1
509	как о	2	1
510	текстовая ткань	1	1
511	персонажей при	1	1
512	на себе	1	1
513	у кого	1	1
514	на него	2	1
515	в основе	3	1
516	у него	1	1
517	бы мы	1	1
518	само по	1	1
519	того чтобы	1	1
520	художественного текста	2	1
521	не могло	2	1
522	каждый из	1	1
523	миром с	1	1
524	как носитель	1	1
525	креативную компетенцию	1	1
526	а лишь	2	1
527	потому что	5	1
528	и теперь	1	1
529	со своим	1	1
530	связи с	1	1
531	в текст	1	1
532	смысл этой	1	1
533	не столь	1	1
534	всей своей	2	1
535	как будто	4	1
536	не вправе	1	1
537	у нас	1	1
538	сюжета в	1	1
539	сути своей	1	1
540	ю.н тыняновым	1	1
541	рассказчиком с	1	1
542	уже было	1	1
543	бы он	1	1
544	в поле	1	1
545	время они	1	1
546	читатель но	1	1
547	о событии	2	1
548	для себя	1	1
549	следует отнести	1	1
550	не ограничивается	1	1
551	это позиция	1	1
552	как мы	3	1
553	и о	1	1
554	от ситуации	1	1
555	то она	1	1
556	от друга	1	1
557	и автор	1	1
558	события как	1	1
559	служат лишь	1	1
560	его поступки	1	1
561	романе в	1	1
562	классического реализма	1	1
563	степени и	1	1
564	сознания с	1	1
565	встреча с	2	1
566	с языком	1	1
567	имя с	1	1
568	жанровой природы	1	1
569	природе своей	1	1
570	разговора с	1	1
571	непрямого говорения	1	1
572	что у	1	1
573	классической риторики	1	1
574	маркированном положении	3	1
575	здесь как	1	1
576	особенно в	1	1
577	по природе	1	1
578	типа предполагает	1	1
579	мог бы	1	1
580	и предельно	1	1
581	в чужом	1	1
582	своему происхождению	1	1
583	раз не	1	1
584	строго говоря	2	1
585	если бы	7	1
586	мы читаем	1	1
587	кухни и	1	1
588	внимание к	2	1
589	различного рода	3	1
590	коммуникативное событие	6	1
591	основе своей	1	1
592	о ней	4	1
593	в состав	4	1
594	т.п в	1	1
595	при котором	1	1
596	выражает внеличную	1	1
597	личная инициатива	1	1
598	одного из	3	1
599	в единую	1	1
600	целостности и	1	1
601	истории в	5	1
602	жизни но	1	1
603	от них	1	1
604	души к	1	1
605	игрой случая	1	1
606	автор как	1	1
607	или напротив	2	1
608	во всей	1	1
609	и только	1	1
610	не обязательно	1	1
611	вслед за	2	1
612	герой нашего	1	1
613	полной мере	1	1
614	не тот	1	1
615	подробностями и	1	1
616	знания убеждения	2	1
617	того что	6	1
618	лирическое стихотворение	1	1
619	рассуждение о	1	1
620	едины судьба	1	1
621	авторской интенции	1	1
622	тот же	1	1
623	речь о	1	1
624	сколь бы	1	1
625	например так	1	1
626	первой попытки	1	1
627	которых в	1	1
628	обращаться к	1	1
629	и целостность	1	1
630	и так	1	1
631	они могут	1	1
632	к адресату	1	1
633	силу его	1	1
634	так что	1	1
635	сколько в	1	1
636	есть в	2	1
637	как полагает	1	1
638	оказывается в	1	1
639	раскрывают содержание	1	1
640	ту самую	1	1
641	собственного текста	1	1
642	смерть и	1	1
643	или даже	1	1
644	по выражению	2	1
645	окказиональном мире	2	1
646	его и	1	1
647	если перед	1	1
648	глаза и	1	1
649	жизненного поведения	1	1
650	себе в	1	1
651	и их	1	1
652	притчевого типа	1	1
653	могло бы	3	1
654	слова в	2	1
655	вовсе не	1	1
656	к ним	2	1
657	при всей	2	1
658	не о	2	1
659	вечер на	1	1
660	случае не	1	1
661	человек как	1	1
662	присутствия в	7	1
663	соотносится с	1	1
664	в осмысленном	1	1
665	лишь один	1	1
666	лишь к	1	1
667	что могло	1	1
668	рода общий	1	1
669	что на	2	1
670	бывает в	1	1
671	на второй	1	1
672	индивида и	1	1
673	не ведая	1	1
674	следует подчеркнуть	5	1
675	функцию в	1	1
676	может и	1	1
677	как у	1	1
678	или иначе	2	1
679	вследствие этой	2	1
680	если говорить	1	1
681	а именно	1	1
682	не сводится	4	1
683	к которому	2	1
684	сторону индивида	1	1
685	это все	1	1
686	наконец в	1	1
687	было и	1	1
688	а с	2	1
689	мира это	2	1
690	и др	1	1
691	и диалогическое	1	1
692	но о	2	1
693	и затем	1	1
694	рассказа представляет	1	1
695	равной степени	1	1
696	только по	1	1
697	превращается в	1	1
698	полагал что	1	1
699	наличием двух	1	1
700	иначе в	1	1
701	зависит от	2	1
702	на этот	1	1
703	не знает	1	1
704	бы разрушить	1	1
705	его собственной	1	1
706	свое внимание	1	1
707	рамках одного	1	1
708	свидетельствует не	1	1
709	человека как	1	1
710	с помощью	1	1
711	на фоне	2	1
712	играть роль	1	1
713	состояла в	1	1
714	в перспективе	1	1
715	к себе	1	1
716	перекликается с	1	1
717	они едины	1	1
718	евгений онегин	1	1
719	значении этого	1	1
720	бахтин может	1	1
721	из которых	1	1
722	рассказчиком и	1	1
723	забывать что	1	1
724	повествования при	1	1
725	литература в	1	1
726	в течение	1	1
727	понятия о	1	1
728	в литературе	2	1
729	за рамки	1	1
730	в москве	1	1
731	только раскрывают	1	1
732	текста как	1	1
733	другого человека	1	1
734	далеко за	1	1
735	главного героя	1	1
736	х гг	3	1
737	столько в	1	1
738	чужой голос	1	1
739	в окказиональном	2	1
740	поступки только	1	1
741	персонаж не	1	1
742	но это	3	1
743	биографический автор	1	1
744	между прочим	1	1
745	и адресата	2	1
746	персонажей как	1	1
747	содержание судьбы	1	1
748	каждой из	1	1
749	это уже	1	1
750	искусства это	1	1
751	разрешается в	1	1
752	в мировой	1	1
753	объекта и	1	1
754	в связи	1	1
755	миропорядка их	1	1
756	сына на	1	1
757	в пределе	1	1
758	мира которая	1	1
759	именно такого	1	1
760	своей природе	2	1
761	ни одного	1	1
762	золотого сечения	1	1
763	бы в	3	1
764	движущей силой	1	1
765	в маркированном	3	1
766	мы должны	1	1
767	финальной фразе	1	1
768	стороны в	1	1
769	хотя бы	1	1
770	будто бы	3	1
771	но если	1	1
772	в равной	1	1
773	к ее	3	1
774	жизни в	4	1
775	поскольку не	2	1
776	судьбы они	1	1
777	от лица	1	1
778	а о	1	1
779	стороны бытия	1	1
780	в ходе	2	1
781	между ними	1	1
782	картину мира	3	1
783	и внутренне	1	1
784	к его	3	1
785	место хотя	1	1
786	автора в	5	1
787	заглавия в	1	1
788	необходимо отличать	1	1
789	первом случае	1	1
790	не что	1	1
791	оно не	1	1
792	внеличную сторону	1	1
793	из этого	1	1
794	героя в	1	1
795	аллюзия на	1	1
796	единого художественного	1	1
797	жизнь в	1	1
798	жизни и	7	1
799	собой лишь	1	1
800	к этой	1	1
801	в своих	2	1
802	по причине	1	1
803	все что	3	1
804	они не	1	1
805	слова это	1	1
