N	2gram	Bakhtin_KF_1	Istorich
197	к тому	1	2
198	утверждать что	1	2
199	где он	3	2
200	этим самым	1	2
201	но при	1	2
202	здесь не	3	2
203	с собой	1	2
204	ничего не	3	2
205	сводится к	2	2
206	но мы	1	2
207	можно сказать	1	2
208	того что	3	2
209	именно на	2	2
210	самого себя	1	2
211	мир не	1	2
212	могли быть	1	2
213	никто не	1	2
214	всяком случае	1	2
215	смерти и	1	2
216	а с	2	2
217	и др	1	2
218	что не	3	2
219	а не	17	2
220	он становится	1	2
221	он и	2	2
222	может иметь	2	2
223	уже давно	1	2
224	него в	1	2
225	к себе	2	2
226	когда мы	1	2
227	отношению к	22	2
228	быть только	8	2
229	значит что	1	2
230	что мы	1	2
231	влечет за	1	2
232	но для	2	2
233	мы найдем	1	2
234	мира и	4	2
235	или другой	1	2
236	для нас	4	2
237	мы должны	1	2
238	только что	1	2
239	в этих	1	2
240	не есть	20	2
241	но эти	1	2
242	с ними	3	2
243	в последнем	1	2
244	жизни и	8	2
245	я могу	5	2
246	во всяком	1	2
247	соответствии с	2	1
248	отношения к	1	1
249	также и	1	1
250	в движение	1	1
251	и есть	9	1
252	он находится	1	1
253	этого мира	3	1
254	оно было	1	1
255	в зависимости	1	1
256	и этот	3	1
257	а как	2	1
258	со всех	1	1
259	всюду здесь	1	1
260	если я	2	1
261	на первом	2	1
262	ни у	2	1
263	бы что	1	1
264	выходит из	1	1
265	именно к	1	1
266	он как	1	1
267	равно как	1	1
268	совпадает с	1	1
269	эта функция	1	1
270	всех сторон	1	1
271	месте в	1	1
272	может дать	3	1
273	общий и	1	1
274	тем она	1	1
275	во всех	11	1
276	одном случае	1	1
277	быть признаны	1	1
278	которых как	1	1
279	только тогда	1	1
280	он будет	1	1
281	не просто	1	1
282	есть просто	1	1
283	вышел из	1	1
284	в истории	1	1
285	более чем	1	1
286	же с	1	1
287	что именно	1	1
288	оторванное от	1	1
289	он вступает	1	1
290	помнить что	1	1
291	хотя и	1	1
292	я есть	1	1
293	его к	2	1
294	и к	1	1
295	для которой	3	1
296	ясно и	3	1
297	в этот	1	1
298	положение этого	1	1
299	ни один	1	1
300	в целом	10	1
301	к единству	1	1
302	быть случайной	1	1
303	и тот	1	1
304	ее как	2	1
305	же правда	1	1
306	этот процесс	1	1
307	жизнью и	1	1
308	к выводу	1	1
309	не имеют	1	1
310	задний план	1	1
311	тем не	2	1
312	все другие	1	1
313	она становится	1	1
314	не значит	6	1
315	падает в	1	1
316	ее и	6	1
317	в обе	1	1
318	на этом	1	1
319	на задний	1	1
320	видит и	2	1
321	это значит	1	1
322	а затем	1	1
323	что все	1	1
324	и может	3	1
325	все наше	1	1
326	в мире	6	1
327	и чтобы	1	1
328	имеет с	1	1
329	на все	1	1
330	то есть	1	1
331	с целью	1	1
332	того или	3	1
333	месте и	1	1
334	и должна	3	1
335	это ее	1	1
336	в жизни	2	1
337	она и	1	1
338	одна и	1	1
339	она действительно	1	1
340	когда я	3	1
341	меня но	4	1
342	чем в	1	1
343	и разнообразие	1	1
344	в один	1	1
345	остается в	1	1
346	одно из	1	1
347	точки зрения	12	1
348	от своего	1	1
349	она сама	1	1
350	мысль и	2	1
351	людей его	1	1
352	на месте	1	1
353	в котором	24	1
354	не от	1	1
355	что я	5	1
356	от его	5	1
357	а есть	1	1
358	все богатство	1	1
359	все это	10	1
360	бы два	1	1
361	оно могло	1	1
362	начало а	1	1
363	и очень	1	1
364	на один	1	1
365	что есть	2	1
366	если и	1	1
367	можно ли	1	1
368	при всех	1	1
369	нечто вроде	2	1
370	не менее	3	1
371	к такой	1	1
372	быть дано	1	1
373	мира не	3	1
374	меня не	3	1
375	к этим	1	1
376	в основе	5	1
377	того чтобы	2	1
378	и смерть	1	1
379	следовательно и	1	1
380	нет места	1	1
381	котором этот	1	1
382	выдает свою	1	1
383	где его	2	1
384	этом мире	2	1
385	в противоречие	1	1
386	а во	1	1
387	народа по	1	1
388	к ней	1	1
389	по своей	1	1
390	такая же	1	1
391	за исключением	1	1
392	его он	1	1
393	иногда не	1	1
394	только с	3	1
395	над ним	1	1
396	в области	2	1
397	ли это	2	1
398	места для	1	1
399	есть только	1	1
400	другой и	1	1
401	этой книги	1	1
402	бы он	2	1
403	все попытки	4	1
404	к пониманию	1	1
405	для героя	1	1
406	бы ни	1	1
407	не живет	2	1
408	должен быть	7	1
409	небо это	1	1
410	но такой	1	1
411	из их	1	1
412	быть рассмотрена	1	1
413	и о	1	1
414	тому что	2	1
415	с ее	2	1
416	на нем	2	1
417	не могу	3	1
418	в ее	16	1
419	только при	1	1
420	чтобы быть	2	1
421	что подобные	1	1
422	него самого	1	1
423	приводит к	1	1
424	и когда	2	1
425	его самого	1	1
426	не с	1	1
427	ясно что	3	1
428	здесь как	1	1
429	дано только	1	1
430	отсюда и	3	1
431	и каждый	1	1
432	это только	2	1
433	живого и	1	1
434	жизнь и	2	1
435	для этого	2	1
436	об этом	1	1
437	с человеком	3	1
438	его поступок	1	1
439	образом в	1	1
440	а по	2	1
441	каждый раз	1	1
442	и здесь	7	1
443	в другом	3	1
444	и из	1	1
445	и единственное	5	1
446	он его	1	1
447	дана но	1	1
448	она остается	1	1
449	которая сама	1	1
450	к нему	12	1
451	однако что	2	1
452	между тем	4	1
453	не отличаются	1	1
454	уходят в	1	1
455	и можно	1	1
456	не должен	3	1
457	это приводит	1	1
458	его еще	1	1
459	он есть	1	1
460	в современной	3	1
461	предмета и	1	1
462	быть и	3	1
463	но с	1	1
464	землю и	1	1
465	и вопрос	1	1
466	не как	4	1
467	вне себя	1	1
468	менее в	1	1
469	дело с	2	1
470	друг друга	1	1
471	уже и	1	1
472	поэтому и	1	1
473	их не	1	1
474	от них	1	1
475	мире и	1	1
476	по всей	1	1
477	же и	1	1
478	можно установить	1	1
479	одной из	1	1
480	и современная	1	1
481	если мы	1	1
482	а это	2	1
483	его и	2	1
484	и небо	1	1
485	мир в	11	1
486	был бы	3	1
487	для него	8	1
488	и также	1	1
489	в определенных	1	1
490	отношение к	5	1
491	к ним	4	1
492	может служить	1	1
493	как его	4	1
494	и пр	3	1
495	но уже	1	1
496	и никогда	1	1
497	они будут	1	1
498	мы возьмем	1	1
499	для того	3	1
500	были бы	2	1
501	именно как	1	1
502	за этим	1	1
503	и даже	1	1
504	не единственное	1	1
505	именно в	5	1
506	к определенной	1	1
507	только за	1	1
508	не знает	5	1
509	своем месте	2	1
510	его как	5	1
511	здесь этот	1	1
512	как о	1	1
513	несмотря на	1	1
514	для этой	3	1
515	вступает в	3	1
516	связанных с	1	1
517	противоречие с	1	1
518	относятся к	1	1
519	всем что	1	1
520	этого момента	1	1
521	этих случаях	1	1
522	выход из	2	1
523	если оно	1	1
524	отказу от	1	1
525	смысле этого	1	1
526	это есть	2	1
527	эту мысль	1	1
528	в мир	1	1
529	я ее	1	1
530	действительно ли	2	1
531	и такие	1	1
532	том смысле	1	1
533	этого слова	2	1
534	единства в	2	1
535	было ни	1	1
536	о его	1	1
537	между прочим	1	1
538	не является	1	1
539	и для	9	1
540	живет и	1	1
541	не существует	1	1
542	имеет какую-то	1	1
543	мы только	1	1
544	что кто-то	1	1
545	а все	3	1
546	он за	1	1
547	к отказу	1	1
548	это может	1	1
549	из себя	8	1
550	богом но	1	1
551	же в	1	1
552	уже нет	1	1
553	в свою	3	1
554	в моем	6	1
555	между ними	1	1
556	неотделим от	1	1
557	со мной	4	1
558	в иной	1	1
559	оно не	2	1
560	и землю	1	1
561	развития оно	1	1
562	это в	1	1
