N	2gram	Berdyaev_N_1	Problema
206	xix и	4	2
207	от других	1	2
208	не для	1	2
209	говорим о	1	2
210	уже давно	1	2
211	вместе с	2	2
212	и особенно	1	2
213	и начала	2	2
214	тому как	3	2
215	по существу	2	2
216	в это	1	2
217	что нет	1	2
218	особого рода	1	2
219	логики и	1	2
220	гораздо больше	1	2
221	от всех	1	2
222	формальной логики	1	2
223	тогда не	1	2
224	он часто	1	2
225	нужно помнить	1	1
226	жизни мы	1	1
227	не через	1	1
228	был и	1	1
229	и этот	1	1
230	из всех	1	1
231	еще до	2	1
232	время как	2	1
233	оно есть	1	1
234	я не	2	1
235	то это	1	1
236	с большим	1	1
237	это время	1	1
238	быть в	2	1
239	на их	1	1
240	во имя	15	1
241	он может	1	1
242	есть своя	1	1
243	переход от	1	1
244	и нет	1	1
245	свободными от	1	1
246	который составляет	1	1
247	говорит что	1	1
248	всего как	1	1
249	духа и	3	1
250	от этого	1	1
251	о самом	1	1
252	это показывает	1	1
253	то нет	1	1
254	не знает	6	1
255	думать что	2	1
256	ни одна	2	1
257	в известном	1	1
258	к единству	1	1
259	на смену	1	1
260	должна быть	3	1
261	не к	2	1
262	в силу	1	1
263	в нее	1	1
264	человека в	1	1
265	в одну	2	1
266	если нет	2	1
267	в глубине	1	1
268	них не	1	1
269	а по	1	1
270	лишь в	6	1
271	на протяжении	2	1
272	на путь	1	1
273	нет в	1	1
274	очень любят	1	1
275	и вся	1	1
276	и было	2	1
277	во время	1	1
278	она сама	1	1
279	в такой	1	1
280	мы конечно	1	1
281	и всеми	1	1
282	в советской	1	1
283	место в	2	1
284	символы а	1	1
285	вопрос о	3	1
286	мир и	2	1
287	том чтобы	2	1
288	том и	2	1
289	природу и	1	1
290	времени а	1	1
291	не должна	1	1
292	есть всегда	1	1
293	есть прежде	1	1
294	системы этот	1	1
295	это всегда	1	1
296	в основе	3	1
297	есть гораздо	1	1
298	та или	1	1
299	на путях	2	1
300	не их	1	1
301	одна из	2	1
302	возникают не	1	1
303	они являются	1	1
304	мыслей и	1	1
305	к ней	1	1
306	есть такой	1	1
307	иллюзией и	1	1
308	сами не	1	1
309	ему не	1	1
310	оставить в	1	1
311	должны быть	1	1
312	бы он	1	1
313	того и	1	1
314	все еще	1	1
315	отказаться от	1	1
316	должен быть	5	1
317	с ее	5	1
318	чтобы быть	1	1
319	то время	1	1
320	на нее	1	1
321	очень долго	1	1
322	учит нас	1	1
323	не с	1	1
324	вопрос этот	1	1
325	о природе	1	1
326	мира а	2	1
327	нас и	1	1
328	познания и	2	1
329	одно государство	1	1
330	прогресс и	1	1
331	переходит в	1	1
332	и хочет	1	1
333	явление в	1	1
334	которая должна	1	1
335	уже во	1	1
336	ни к	2	1
337	нового типа	2	1
338	известном смысле	1	1
339	по своей	1	1
340	не случайно	1	1
341	это порождение	1	1
342	не хотят	2	1
343	речи о	1	1
344	но такого	1	1
345	который в	2	1
346	никакого содержания	1	1
347	себя в	2	1
348	для всех	1	1
349	вот что	1	1
350	конечно не	3	1
351	вернуться к	2	1
352	над этой	1	1
353	не сознавать	1	1
354	уже нет	1	1
355	процесс возникновения	1	1
356	мир в	1	1
357	и их	1	1
358	в прошлом	3	1
359	друг друга	1	1
360	и начал	1	1
361	женщины в	1	1
362	к той	1	1
363	от того	1	1
364	в последние	1	1
365	в свои	2	1
366	выходит за	1	1
367	на ее	1	1
368	необходимо перейти	1	1
369	было и	1	1
370	времени в	2	1
371	этих терминов	1	1
372	имеют никакого	1	1
373	и жизни	1	1
374	да конечно	1	1
375	в россии	3	1
376	я ищу	3	1
377	ближе к	1	1
378	к лицу	3	1
379	вступает в	1	1
380	нужно считать	1	1
381	зачем же	1	1
382	свои права	2	1
383	конечно есть	1	1
384	и к	5	1
385	xix века	5	1
386	наряду с	3	1
387	в человеческом	1	1
388	это значит	1	1
389	смысле о	1	1
390	будет и	2	1
391	в смысле	2	1
392	она должна	1	1
393	основанная на	1	1
394	и от	2	1
395	понять что	1	1
396	которая в	1	1
397	будто бы	1	1
398	все они	2	1
399	есть уже	1	1
400	а белый	1	1
401	но оно	1	1
402	до мировой	3	1
403	в период	1	1
404	не быть	1	1
405	огромное значение	1	1
406	существование его	1	1
407	жизни и	8	1
408	к этой	1	1
409	как на	1	1
