N	2gram	Bakhtin_sl_1	TeoriaLi
226	могут быть	19	2
227	автором и	2	2
228	и позволяет	1	2
229	к тому	3	2
230	в художественной	1	2
231	одной из	3	2
232	о своем	1	2
233	в романе	21	2
234	а между	2	1
235	ответственного за	1	1
236	те же	2	1
237	также и	3	1
238	с жизнью	1	1
239	и через	1	1
240	связана с	2	1
241	в углублении	1	1
242	две реплики	1	1
243	сын и	1	1
244	жизни поэтому	3	1
245	в самостоятельный	2	1
246	между всеми	1	1
247	и есть	1	1
248	в иных	1	1
249	к другому	1	1
250	и до	1	1
251	из его	1	1
252	действительности и	1	1
253	иметь место	1	1
254	сливается с	2	1
255	одним из	4	1
256	со всех	1	1
257	той же	2	1
258	же как	2	1
259	при анализе	1	1
260	из своих	2	1
261	единство и	3	1
262	чтобы не	1	1
263	в каждый	5	1
264	и такой	1	1
265	быть поэтически	1	1
266	и со	1	1
267	предстает как	1	1
268	момент в	1	1
269	который может	1	1
270	не от	1	1
271	собой в	1	1
272	поэтического слова	9	1
273	и на	14	1
274	и возможности	1	1
275	на их	1	1
276	столь же	2	1
277	время в	1	1
278	бы то	1	1
279	в различных	1	1
280	роман и	5	1
281	системы языка	4	1
282	не входит	1	1
283	прозы в	1	1
284	или иное	1	1
285	или к	3	1
286	контексте целого	1	1
287	на то	1	1
288	к автору	2	1
289	по нем	1	1
290	в истории	3	1
291	необходимый фон	1	1
292	соответствующего жанра	1	1
293	это игра	1	1
294	первых двух	1	1
295	и где	1	1
296	сознания в	1	1
297	могли бы	1	1
298	целый ряд	1	1
299	что по	1	1
300	и свою	1	1
301	в герое	1	1
302	совершенно иными	1	1
303	то в	2	1
304	в условиях	2	1
305	еще на	1	1
306	таковы например	1	1
307	момент его	3	1
308	европейского романа	3	1
309	осуществляет себя	3	1
310	он в	5	1
311	из этих	3	1
312	в известном	2	1
313	как основной	1	1
314	имеем в	1	1
315	не могла	2	1
316	вследствие этого	1	1
317	жизнью и	1	1
318	на его	8	1
319	что она	1	1
320	время и	2	1
321	но именно	4	1
322	одному из	2	1
323	в понимании	3	1
324	этого абзаца	2	1
325	по существу	3	1
326	мир как	1	1
327	в первом	3	1
328	ни были	3	1
329	поэтому оно	1	1
330	его можно	1	1
331	как более	2	1
332	не бывает	1	1
333	именно это	1	1
334	ни был	1	1
335	бы они	1	1
336	подход к	1	1
337	то ни	1	1
338	что все	2	1
339	внутренняя раздвоенность	1	1
340	различие между	1	1
341	речь в	2	1
342	которыми он	1	1
343	косвенной речи	1	1
344	большинстве случаев	6	1
345	и непосредственное	2	1
346	ответственность за	2	1
347	было бы	3	1
348	но их	1	1
349	в них	6	1
350	рядом с	4	1
351	мир глазами	1	1
352	и автором	1	1
353	синтаксических конструкций	1	1
354	автору и	1	1
355	он и	1	1
356	жанрах а	1	1
357	как целого	1	1
358	глазами другого	2	1
359	и становится	1	1
360	в еще	1	1
361	но если	1	1
362	от своего	1	1
363	таким же	1	1
364	это ощущение	1	1
365	и без	1	1
366	в котором	2	1
367	социальных диалектов	3	1
368	к предмету	4	1
369	оно живет	1	1
370	не как	4	1
371	до последнего	2	1
372	от его	3	1
373	сам же	1	1
374	смехом как	1	1
375	для данного	1	1
376	но во	1	1
377	друг другу	2	1
378	и более	1	1
379	том и	2	1
380	произведения в	1	1
381	с такими	1	1
382	не должно	3	1
383	наивной и	1	1
384	остановимся на	2	1
385	и вся	1	1
386	то с	1	1
387	у нее	1	1
388	случае в	1	1
389	включен в	2	1
390	установка не	1	1
391	до известной	2	1
392	два полюса	1	1
393	жизни между	1	1
394	по крайней	1	1
395	дело в	1	1
396	одна из	2	1
397	на себе	1	1
398	которого он	1	1
399	виду не	1	1
400	героев и	1	1
401	мнения о	1	1
402	зрения не	2	1
403	ясность и	1	1
404	каждый из	1	1
405	того и	1	1
406	невозможно так	1	1
407	только и	1	1
408	в самой	1	1
409	такой жанр	1	1
410	и речевой	1	1
411	нее нет	1	1
412	с одним	1	1
413	от него	1	1
414	жизнью в	1	1
415	связи с	2	1
416	жанры в	1	1
417	не является	2	1
418	и оценки	1	1
419	к изучению	1	1
420	в каком	1	1
421	ему не	2	1
422	у нас	2	1
423	тем это	1	1
424	иных языковых	1	1
425	очень часто	1	1
426	не могут	3	1
427	тургенева в	1	1
428	кричит и	1	1
429	его за	1	1
430	значительной степени	1	1
431	его с	1	1
432	эта внутренняя	2	1
433	эффекты могут	1	1
434	в каждом	4	1
435	между автором	2	1
436	оно не	6	1
437	на это	1	1
438	она не	3	1
439	и своя	1	1
440	должен быть	1	1
441	как мы	8	1
442	основные композиционные	1	1
443	а затем	1	1
444	того чтобы	1	1
445	композиционные формы	1	1
446	предметно-смысловая и	1	1
447	языка и	12	1
448	они ни	1	1
449	то или	1	1
450	то время	2	1
451	чужой речи	7	1
452	значение в	1	1
453	и совершенно	1	1
454	переход к	1	1
455	можно было	2	1
456	здесь как	1	1
457	особенно в	1	1
458	в плоскости	1	1
459	наше внимание	1	1
460	жизнь и	1	1
461	является в	1	1
462	жанра в	4	1
463	для этого	1	1
464	к языку	3	1
465	с ним	7	1
466	именно потому	1	1
467	первом случае	2	1
468	произведения как	3	1
469	одного из	2	1
470	это художественно	1	1
471	может не	8	1
472	в сущности	13	1
473	в значительной	1	1
474	в евгении	2	1
475	от автора	3	1
476	в драме	1	1
477	речевого целого	1	1
478	художника слова	1	1
479	эти два	1	1
480	нуждается в	1	1
481	ибо и	1	1
482	или напротив	2	1
483	героев в	1	1
484	только такие	1	1
485	и только	1	1
486	крайней мере	1	1
487	в другой	2	1
488	наконец в	2	1
489	языка мы	1	1
490	с чужим	8	1
491	всех сторон	1	1
492	один из	4	1
493	но с	1	1
494	оно и	4	1
495	в двух	1	1
496	тот же	1	1
497	дело с	1	1
498	и роман	2	1
499	но этим	1	1
500	в какой	1	1
501	в новелле	1	1
502	или же	1	1
503	к миру	1	1
504	между этими	2	1
505	на мир	4	1
506	со всеми	1	1
507	с которыми	2	1
508	так что	2	1
509	из которого	1	1
510	же и	2	1
511	есть в	1	1
512	если мы	2	1
513	только на	2	1
514	в поэзии	3	1
515	не дает	1	1
516	или даже	2	1
517	из них	3	1
518	только одно	1	1
519	и соотношений	1	1
520	и их	1	1
521	и мир	5	1
522	и прежде	1	1
523	в одном	2	1
524	с этими	2	1
525	так как	3	1
526	к ним	1	1
527	входят в	1	1
528	случае не	1	1
529	с системой	1	1
530	как такового	3	1
531	характерных для	1	1
532	для того	2	1
533	точек зрения	5	1
534	как у	1	1
535	по своим	6	1
536	романного слова	4	1
537	всякое высказывание	1	1
538	рассеянной чужой	1	1
539	что для	1	1
540	данного высказывания	1	1
541	не было	3	1
542	его исторического	1	1
543	литературное произведение	1	1
544	более того	3	1
545	с которым	2	1
546	жизнь в	2	1
547	весь его	1	1
548	долгое время	1	1
549	от жанра	2	1
550	и слово	2	1
551	ближе к	1	1
552	его как	2	1
553	и ему	1	1
554	как ни	1	1
555	с помощью	1	1
556	художественно не	2	1
557	почву для	1	1
558	может иметь	1	1
559	в разрушении	1	1
560	едины в	1	1
561	до этого	1	1
562	в одной	1	1
563	участвующая в	1	1
564	к своему	6	1
565	высказывания с	1	1
566	этого типа	2	1
567	границ между	1	1
568	одновременно и	2	1
569	есть как	3	1
570	перестают быть	1	1
571	да и	1	1
572	для понимания	2	1
573	евгении онегине	2	1
574	степени и	1	1
575	в это	1	1
576	в контексте	2	1
577	с этой	3	1
578	и формы	4	1
579	несобственно-прямая речь	1	1
580	и романного	1	1
581	этом случае	2	1
582	быть и	4	1
583	каждого из	1	1
584	известном смысле	2	1
585	все это	5	1
586	языку в	1	1
587	характерные для	2	1
588	о мире	1	1
589	при всем	3	1
590	на всех	1	1
591	высказывания а	1	1
592	известной степени	4	1
593	говорящего и	2	1
594	историческое становление	1	1
595	для индивидуального	1	1
596	и от	4	1
597	рассказчика не	1	1
598	единстве целого	1	1
599	как рассказчик	1	1
600	в результате	3	1
601	все они	7	1
602	о котором	1	1
603	которая в	1	1
604	и сентиментальной	1	1
605	это может	1	1
606	места в	1	1
607	бы в	1	1
608	как явление	1	1
609	полноты и	1	1
610	с другими	5	1
611	за его	1	1
612	поэт в	1	1
613	ни было	2	1
614	же в	1	1
615	мы видим	2	1
616	не есть	2	1
617	вступает в	1	1
618	становления и	1	1
619	оценки и	1	1
620	с ней	2	1
621	не оспаривает	1	1
622	от всех	1	1
623	совершенно не	2	1
624	авторский кругозор	1	1
625	поэт не	1	1
626	себе самому	1	1
627	вступить в	1	1
628	автора в	2	1
629	из этого	3	1
630	включает в	1	1
631	жизни и	1	1
632	и другие	1	1
633	автора с	1	1
634	героя как	1	1
635	прямой речи	1	1
636	в таком	1	1
637	все что	1	1
638	этой точки	1	1
