N	2gram	Voloshinov_1	Tragedij
124	одним из	2	1
125	например в	1	1
126	значение выходящее	2	1
127	общую для	1	1
128	отметим что	1	1
129	и др	2	1
130	самом деле	10	1
131	это и	3	1
132	же по	1	1
133	и есть	3	1
134	исходит из	1	1
135	в какой-то	2	1
136	должна быть	2	1
137	высшей степени	3	1
138	века в	1	1
139	хлеб и	1	1
140	той же	2	1
141	то для	1	1
142	связаны между	1	1
143	вместо того	1	1
144	даже самый	1	1
145	средство для	1	1
146	в виду	2	1
147	в ней	4	1
148	между собой	2	1
149	быть в	2	1
150	и служит	1	1
151	в чем	2	1
152	во всех	7	1
153	но не	1	1
154	отказ от	1	1
155	но как	1	1
156	в голове	1	1
157	значение и	1	1
158	большое значение	1	1
159	за пределы	5	1
160	чем же	4	1
161	в истории	3	1
162	материалом для	1	1
163	– но	1	1
164	и наконец	1	1
165	именно эта	1	1
166	этой идеи	1	1
167	психика не	1	1
168	добро и	1	1
169	то в	2	1
170	за свои	1	1
171	со своей	1	1
172	в которой	3	1
173	в маленьких	1	1
174	всего необходимо	1	1
175	как он	2	1
176	если он	2	1
177	не могла	1	1
178	и если	1	1
179	вообще не	1	1
180	так сказать	6	1
181	рассмотрению и	1	1
182	перестает быть	1	1
183	не значит	1	1
184	к одному	4	1
185	не как	2	1
186	в россии	1	1
187	проблема индивидуального	1	1
188	по всем	1	1
189	способен на	1	1
190	и по	1	1
191	таким образом	17	1
192	от нее	2	1
193	здесь мы	4	1
194	же не	1	1
195	в другом	2	1
196	конечно в	2	1
197	ними как	2	1
198	на все	1	1
199	лишь в	9	1
200	потому как	1	1
201	совершенно иная	1	1
202	быть не	1	1
203	лишь на	1	1
204	но уже	1	1
205	он же	1	1
206	в высшей	3	1
207	со своими	1	1
208	и вне	2	1
209	синтеза и	1	1
210	очень важный	1	1
211	или вообще	2	1
212	но если	2	1
213	и при	3	1
214	в своей	3	1
215	к истории	1	1
216	наших дней	1	1
217	почти не	1	1
218	в котором	3	1
219	знает и	1	1
220	не столько	4	1
221	понятно что	3	1
222	должны были	1	1
223	мы отметим	1	1
224	и вот	1	1
225	начнем с	1	1
226	и один	1	1
227	тем не	2	1
228	речи в	3	1
229	по себе	4	1
230	тому что	2	1
231	же во	1	1
232	не менее	4	1
233	xviii века	1	1
234	она не	2	1
235	самого начала	4	1
236	того как	1	1
237	он с	1	1
238	только не	1	1
239	и всегда	1	1
240	в самой	1	1
241	или как	1	1
242	иными словами	2	1
243	есть элементы	1	1
244	к ней	1	1
245	по своей	1	1
246	связь и	2	1
247	камень и	1	1
248	принципиальный отказ	1	1
249	связи с	11	1
250	но теперь	1	1
251	в области	3	1
252	перед ним	1	1
253	никакого значения	1	1
254	могут быть	2	1
255	в недрах	1	1
256	и т.д	2	1
257	к речи	1	1
258	этом даже	1	1
259	не есть	3	1
260	в применении	1	1
261	как мы	13	1
262	того чтобы	5	1
263	людей в	1	1
264	как система	8	1
265	с самого	4	1
266	и которую	2	1
267	природе своей	1	1
268	можно было	2	1
269	на нее	1	1
270	по природе	1	1
271	и глубоким	1	1
272	на них	1	1
273	выходящее за	1	1
274	а по	1	1
275	является по	1	1
276	ситуации и	2	1
277	и должно	1	1
278	встреча не	1	1
279	творческий процесс	1	1
280	нет это	1	1
281	от него	2	1
282	все в	2	1
283	между тем	3	1
284	уже чисто	1	1
285	нуждается в	3	1
286	страницах романа	1	1
287	отметить что	1	1
288	говорит он	2	1
289	в форме	1	1
290	ее содержание	1	1
291	который до	1	1
292	романа в	1	1
293	для самого	1	1
294	в литературе	2	1
295	того что	3	1
296	мы видим	1	1
297	с ними	1	1
298	только в	9	1
299	с одной	1	1
300	именно на	2	1
301	первостепенное значение	1	1
302	едина и	1	1
303	он очень	1	1
304	только на	4	1
305	чтобы он	1	1
306	за бортом	1	1
307	в общем	1	1
308	характерно что	1	1
309	и их	2	1
310	всяком случае	2	1
311	слова в	1	1
312	моральных норм	1	1
313	ту сторону	1	1
314	быть по	1	1
315	характерны для	1	1
316	рядом с	5	1
317	в особенности	1	1
318	именно в	5	1
319	в каких	1	1
320	что не	2	1
321	социальной жизни	3	1
322	не было	3	1
323	– в	10	1
324	что лишний	1	1
325	на этот	3	1
326	думается нам	1	1
327	а не	7	1
328	его как	1	1
329	одну из	2	1
330	этом случае	3	1
331	в связи	7	1
332	с помощью	6	1
333	отметим лишь	1	1
334	и особенно	1	1
335	ко всем	1	1
336	и потому	5	1
337	в духе	1	1
338	xix века	3	1
339	в моей	1	1
340	в той	1	1
341	смысле этого	3	1
342	применении к	1	1
343	для понимания	1	1
344	этого слова	2	1
345	с этой	2	1
346	и от	3	1
347	в условиях	4	1
348	как так	1	1
349	хочет и	1	1
350	не является	4	1
351	известной степени	1	1
352	при таком	1	1
353	жив и	1	1
354	в результате	9	1
355	в двух	2	1
356	о нем	1	1
357	бы в	2	1
358	и совершенно	1	1
359	и темы	1	1
360	конце концов	3	1
361	мог быть	1	1
362	хотя бы	5	1
363	обстоит дело	1	1
364	жизни в	4	1
365	имеет целью	1	1
366	совершенно не	3	1
367	но этот	1	1
368	эти же	1	1
369	есть и	1	1
370	к этой	2	1
371	и эта	4	1
372	во всяком	5	1
