N	2gram	Tiupa_Hudo_2	Formalny
339	нами в	1	1
340	как он	3	1
341	быть только	1	1
342	что без	1	1
343	не следует	1	1
344	в поэтике	1	1
345	сказать в	1	1
346	здесь по-видимому	1	1
347	тем не	4	1
348	все те	2	1
349	нее и	1	1
350	состоит в	7	1
351	пределах одного	1	1
352	так часто	1	1
353	какой бы	1	1
354	теперь с	1	1
355	на наш	4	1
356	на этом	2	1
357	людей и	1	1
358	лишь с	1	1
359	серьезность и	1	1
360	последнее слово	1	1
361	ей в	2	1
362	жизни каждое	1	1
363	заключается в	1	1
364	не умеет	1	1
365	лучше чем	1	1
366	и тем	1	1
367	смысл в	1	1
368	за ней	1	1
369	только одно	1	1
370	его места	1	1
371	в душах	2	1
372	она и	1	1
373	в контексте	2	1
374	этого не	1	1
375	и уже	4	1
376	он и	1	1
377	мы с	3	1
378	и тогда	2	1
379	не мог	1	1
380	в восприятии	1	1
381	в этих	3	1
382	и другие	5	1
383	что между	1	1
384	что если	1	1
385	внешним и	2	1
386	в котором	6	1
387	не столько	2	1
388	знаем что	1	1
389	своего рода	16	1
390	от его	1	1
391	внешнего и	1	1
392	в силу	1	1
393	но он	1	1
394	этих и	1	1
395	не должно	1	1
396	сама она	1	1
397	для нее	4	1
398	время здесь	1	1
399	не знает	1	1
400	тому что	4	1
401	и какие	1	1
402	можно сохранить	1	1
403	движении и	1	1
404	самого начала	1	1
405	мышления и	1	1
406	если в	2	1
407	и притом	1	1
408	с живым	1	1
409	и сама	4	1
410	говорить о	2	1
411	конкретные формы	1	1
412	того чтобы	4	1
413	та или	1	1
414	для всего	1	1
415	не лучше	1	1
416	это то	1	1
417	на себя	3	1
418	или иная	1	1
419	что самое	1	1
420	к произведению	1	1
421	по своей	1	1
422	жизни на	2	1
423	и чувства	1	1
424	жизни как	5	1
425	потому что	2	1
426	закономерности на	1	1
427	было не	1	1
428	этом отношении	1	1
429	что на	3	1
430	за его	1	1
431	однако это	1	1
432	может показаться	1	1
433	не стали	1	1
434	в духе	2	1
435	встречается в	1	1
436	есть только	1	1
437	лежит в	1	1
438	числе и	1	1
439	вопрос и	1	1
440	этот внутренний	1	1
441	но сама	1	1
442	и о	4	1
443	потому не	1	1
444	людей в	2	1
445	данном случае	2	1
446	же наконец	1	1
447	быть вполне	1	1
448	характер и	2	1
449	с самого	1	1
450	роль в	2	1
451	что у	3	1
452	в годы	1	1
453	только через	1	1
454	видели только	1	1
455	различных ее	1	1
456	и всегда	1	1
457	из путей	1	1
458	что от	1	1
459	за этими	2	1
460	с этого	1	1
461	в словах	1	1
462	смысле и	1	1
463	о ней	1	1
464	в другом	2	1
465	художественная воля	1	1
466	на всех	1	1
467	что перед	1	1
468	его жизни	5	1
469	в поэтической	1	1
470	и просто	2	1
471	можно сказать	6	1
472	а также	2	1
473	второй половины	1	1
474	нет у	1	1
475	этого бытия	1	1
476	должно было	1	1
477	и хорошо	1	1
478	эти два	1	1
479	на одном	1	1
480	и стала	1	1
481	вслед за	4	1
482	равнодушии к	1	1
483	этого ряда	1	1
484	к нему	3	1
485	в двух	2	1
486	согласиться с	1	1
487	проникнуть в	1	1
488	могло быть	1	1
489	страх перед	2	1
490	эта характеристика	1	1
491	который в	2	1
492	по мнению	1	1
493	не мешает	1	1
494	именно на	2	1
495	так что	1	1
496	для всех	1	1
497	к идее	1	1
498	в сторону	1	1
499	себя в	8	1
500	в виде	2	1
501	или даже	1	1
502	из них	2	1
503	участие в	1	1
504	произведения не	2	1
505	классической трагедии	1	1
506	мы знаем	2	1
507	себе в	2	1
508	представить себе	1	1
509	у нее	10	1
510	так как	1	1
511	у него	5	1
512	образом не	1	1
513	нашем примере	1	1
514	ней и	1	1
515	или иной	2	1
516	как у	2	1
517	на ее	3	1
518	но ни	1	1
519	что они	4	1
520	и тех	3	1
521	а именно	1	1
522	во второй	2	1
523	а с	3	1
524	один и	1	1
525	этой роли	1	1
526	когда его	1	1
527	что не	2	1
528	а на	1	1
529	однако и	2	1
530	в слове	1	1
531	там где	1	1
532	несмотря на	3	1
533	он казался	1	1
534	разрыв между	1	1
535	жизни а	1	1
536	для искусства	1	1
537	по поводу	3	1
538	с такой	2	1
539	наряду с	5	1
540	в той	1	1
541	во все	1	1
542	ему по	1	1
543	что же	2	1
544	своим содержанием	1	1
545	дело здесь	1	1
546	в это	3	1
547	тенденция к	1	1
548	нее самой	1	1
549	такова же	1	1
550	между собой	1	1
551	не одна	1	1
552	не является	2	1
553	и такая	1	1
554	отношениях к	1	1
555	и для	2	1
556	слова но	1	1
557	было ясно	1	1
558	что делает	1	1
559	или в	3	1
560	мира и	1	1
561	том что	19	1
562	это уже	2	1
563	эти тенденции	1	1
564	ее и	1	1
565	для нас	3	1
566	из себя	1	1
567	еще более	1	1
568	в г	2	1
569	самой последней	1	1
570	обстоит дело	1	1
571	они и	2	1
572	нам в	1	1
573	от ее	1	1
574	а о	2	1
575	с ней	1	1
576	сказать что	2	1
577	другой стороны	1	1
578	существует в	1	1
579	а ее	1	1
580	совершенно не	1	1
581	о себе	3	1
582	из этого	1	1
583	есть и	3	1
584	самом начале	1	1
585	только одну	1	1
586	себе не	1	1
587	себе но	2	1
588	и состоит	3	1
589	и эта	2	1
590	это в	1	1
591	диаметрально противоположны	1	1
592	к этому	1	1
593	том числе	1	1
