N	2gram	Berdyaev_N_1	Myshleni
272	к внутренней	1	1
273	становится все	1	1
274	мы конечно	1	1
275	бы к	1	1
276	что вся	1	1
277	возможны только	1	1
278	это скорее	1	1
279	и вся	1	1
280	не менее	4	1
281	и развивается	1	1
282	этого конечно	1	1
283	системы это	1	1
284	под этим	1	1
285	после катастрофы	1	1
286	возможно было	1	1
287	вот что	1	1
288	в более	1	1
289	как будто	2	1
290	ему не	1	1
291	и оно	1	1
292	выход из	1	1
293	когда мы	2	1
294	во все	1	1
295	числе и	1	1
296	движение мысли	1	1
297	должны быть	1	1
298	оно не	1	1
299	применить к	1	1
300	с ее	5	1
301	как не	8	1
302	не существует	3	1
303	неспособность к	1	1
304	чтобы быть	1	1
305	к самой	2	1
306	еще в	1	1
307	мы всегда	1	1
308	а также	1	1
309	и нового	1	1
310	вопросу о	1	1
311	на протяжении	2	1
312	на решение	1	1
313	скрывается в	1	1
314	раньше чем	1	1
315	но нет	1	1
316	это не	4	1
317	лишь к	1	1
318	которая должна	1	1
319	может иметь	1	1
320	значит что	4	1
321	как например	1	1
322	сама наука	1	1
323	в обществе	2	1
324	сам собой	1	1
325	в эти	1	1
326	и у	1	1
327	отнести к	1	1
328	право и	3	1
329	а это	1	1
330	от других	1	1
331	он стремится	1	1
332	из них	1	1
333	но для	2	1
334	процесс возникновения	1	1
335	центр тяжести	2	1
336	слова в	1	1
337	так сейчас	1	1
338	и стремится	1	1
339	к ним	3	1
340	у него	2	1
341	которые могут	1	1
342	для решения	1	1
343	и вместе	1	1
344	не были	1	1
345	не хочет	1	1
346	ней и	1	1
347	и из	1	1
348	связаны с	2	1
349	нельзя сказать	1	1
350	что не	1	1
351	социальной жизни	1	1
352	не на	1	1
353	до этого	1	1
354	не было	4	1
355	не право	1	1
356	ничем не	1	1
357	зависит от	2	1
358	как ни	1	1
359	это значит	1	1
360	и ему	1	1
361	играют большую	1	1
362	для чего	2	1
363	я хочу	1	1
364	нашей мысли	1	1
365	для них	1	1
366	мысли нашего	1	1
367	другая сторона	1	1
368	мы говорим	2	1
369	тому как	3	1
370	по своему	4	1
371	по многим	1	1
372	к жизни	3	1
373	наряду с	3	1
374	но сам	1	1
375	такого рода	2	1
376	не удалось	1	1
377	только так	1	1
378	распадается на	1	1
379	в это	1	1
380	оказывается совершенно	1	1
381	общественной жизни	6	1
382	и для	4	1
383	он видел	1	1
384	совершается в	1	1
385	жизнью в	2	1
386	в силах	1	1
387	а к	1	1
388	пр в	1	1
389	ни к	2	1
390	логики и	1	1
391	вот этот	1	1
392	себя на	1	1
393	потребность в	1	1
394	к ее	3	1
395	гораздо больше	1	1
396	не быть	1	1
397	и сейчас	1	1
398	есть и	1	1
399	на это	1	1
400	критики это	1	1
401	к этой	1	1
402	мышления не	1	1
403	уступить место	1	1
404	я могу	1	1
405	который не	1	1
406	как результат	1	1
407	все что	1	1
408	том числе	1	1
