N	2gram	Tiupa_Disk_2	StatiiOP
482	в одном	4	1
483	в современном	1	1
484	этом жанре	1	1
485	о другой	1	1
486	того или	1	1
487	к той	1	1
488	в других	1	1
489	следует признать	3	1
490	представляют собой	1	1
491	уступает место	1	1
492	из двух	3	1
493	не были	1	1
494	мне бог	1	1
495	ней и	1	1
496	на примере	2	1
497	и тех	1	1
498	лица в	1	1
499	еще и	1	1
500	по большей	2	1
501	не говоря	1	1
502	человек в	1	1
503	и принимает	1	1
504	о чем	2	1
505	на возможность	1	1
506	там где	1	1
507	речи и	1	1
508	более глубокое	1	1
509	в одно	1	1
510	в частности	12	1
511	внимания к	1	1
512	требует от	1	1
513	в разговоре	1	1
514	в данном	7	1
515	это были	1	1
516	оды и	1	1
517	в той	2	1
518	совершенно иными	1	1
519	тому как	2	1
520	что же	2	1
521	которые по	1	1
522	это его	1	1
523	главе с	1	1
524	в состоянии	1	1
525	должно быть	2	1
526	в контексте	3	1
527	судьбы то	1	1
528	в формах	2	1
529	личность как	1	1
530	этом и	1	1
531	ни для	4	1
532	но для	1	1
533	но служит	1	1
534	в книге	1	1
535	по схеме	1	1
536	на большую	2	1
537	своей собственной	1	1
538	но одновременно	3	1
539	с содержанием	1	1
540	а к	2	1
541	совершенно иной	1	1
542	на границах	1	1
543	особого рода	1	1
544	и все	3	1
545	представляли собой	1	1
546	столкновения двух	1	1
547	на языке	2	1
548	в пушкинском	1	1
549	с теми	1	1
550	этом свете	1	1
551	в период	4	1
552	а о	1	1
553	о своем	1	1
554	но всякий	1	1
555	не знает	3	1
556	элегии эта	1	1
557	или иного	2	1
558	одновременно и	1	1
559	я это	1	1
560	и еще	1	1
561	в свое	2	1
562	занимает в	1	1
563	жизни и	3	1
564	также не	1	1
565	как слово	1	1
566	которая не	1	1
