N	2gram	Tiupa_Anal_3	Tvorches
398	а от	1	1
399	вплоть до	2	1
400	писал он	2	1
401	у кого	1	1
402	этой повести	1	1
403	на него	1	1
404	они же	1	1
405	кстати что	1	1
406	для всего	1	1
407	через него	1	1
408	казалось бы	1	1
409	как формы	2	1
410	народной жизни	1	1
411	в самой	1	1
412	на себя	2	1
413	и приводит	1	1
414	на практике	1	1
415	и чувства	1	1
416	в творческую	1	1
417	к живой	1	1
418	со своим	1	1
419	анекдота не	2	1
420	и делает	1	1
421	в бою	1	1
422	у нас	1	1
423	сюжета в	1	1
424	рассчитан на	1	1
425	уже о	1	1
426	к себе	1	1
427	не могут	1	1
428	мечтает о	1	1
429	мы по	1	1
430	бы он	1	1
431	что на	1	1
432	указывает на	3	1
433	не есть	4	1
434	неоднократно отмечалось	1	1
435	же его	1	1
436	оно не	1	1
437	время они	1	1
438	его художественной	1	1
439	фраза повести	2	1
440	и о	1	1
441	в конце	5	1
442	свою очередь	4	1
443	внимание на	4	1
444	всего этого	1	1
445	в ее	3	1
446	другой стороны	5	1
447	реальной действительности	1	1
448	только не	3	1
449	культуры и	1	1
450	что у	1	1
451	слово о	1	1
452	своего достоинства	1	1
453	особенно в	1	1
454	и религии	1	1
455	личности на	1	1
456	жизнь и	3	1
457	момента и	1	1
458	к языку	1	1
459	в глубине	2	1
460	в таком	1	1
461	при такой	1	1
462	и здесь	2	1
463	глубине души	1	1
464	и должно	1	1
465	обращается к	1	1
466	никак не	1	1
467	все его	1	1
468	как было	1	1
469	как у	1	1
470	мы понимаем	1	1
471	же исторична	1	1
472	и авторской	1	1
473	уже цитированному	1	1
474	связь между	1	1
475	путь к	3	1
476	между тем	5	1
477	от них	1	1
478	свобода и	1	1
479	автор как	1	1
480	нуждается в	2	1
481	это указание	1	1
482	восходит к	3	1
483	резко отличается	1	1
484	художественном мире	1	1
485	от свободы	1	1
486	действительности не	1	1
487	известном смысле	1	1
488	с ними	1	1
489	с одной	2	1
490	симпатию к	1	1
491	себя в	4	1
492	сколько в	1	1
493	для всех	2	1
494	его совесть	1	1
495	по законам	1	1
496	не все	1	1
497	и место	1	1
498	но с	2	1
499	существеннее другое	1	1
500	слова не	1	1
501	то у	1	1
502	его и	1	1
503	глаза и	1	1
504	ту или	1	1
505	мы знаем	1	1
506	ведь это	1	1
507	могло бы	1	1
508	в одном	4	1
509	в диалоге	1	1
510	к ним	1	1
511	отметить что	1	1
512	жизни на	1	1
513	тем что	2	1
514	пассаж из	1	1
515	не обладает	1	1
516	лишь один	1	1
517	не противоречит	1	1
518	не было	3	1
519	за ними	1	1
520	как сам	2	1
521	до сих	1	1
522	не вправе	1	1
523	к роману	1	1
524	к которому	1	1
525	для этого	1	1
526	чем он	1	1
527	по выражению	1	1
528	на чем	1	1
529	наконец в	1	1
530	было и	1	1
531	а с	1	1
532	мира это	1	1
533	выстрел и	1	1
534	себя и	1	1
535	и их	1	1
536	превращается в	1	1
537	одной стороны	2	1
538	связи с	1	1
539	он только	1	1
540	на этот	1	1
541	есть лишь	1	1
542	жизнь в	1	1
543	и милостиво	1	1
544	сюжетное движение	1	1
545	роднит их	1	1
546	о чем	4	1
547	его собственной	1	1
548	когда же	1	1
549	принципиально новой	1	1
550	читателя что	1	1
551	из биографии	1	1
552	с помощью	1	1
553	связь с	2	1
554	как это	3	1
555	в цикле	1	1
556	рассказчиком и	1	1
557	по своему	2	1
558	в область	1	1
559	а если	1	1
560	подробностями и	1	1
561	но сам	2	1
562	в сферу	1	1
563	повести здесь	1	1
564	цели не	1	1
565	авторская позиция	3	1
566	ли не	4	1
567	художественное произведение	1	1
568	в исходной	1	1
569	в литературу	2	1
570	сих пор	1	1
571	о его	2	1
572	между прочим	1	1
573	и тогда	1	1
574	как раз	7	1
575	в полном	1	1
576	пока еще	3	1
577	и сам	4	1
578	в мировой	1	1
579	картине мира	2	1
580	всего они	1	1
581	живет и	1	1
582	уже на	1	1
583	искусства как	1	1
584	в связи	1	1
585	восходящая к	3	1
586	сколько бы	1	1
587	от него	1	1
588	тем более	1	1
589	мы должны	1	1
590	все они	2	1
591	я в	5	1
592	же в	2	1
593	хотя в	2	1
594	в искусстве	2	1
595	вообще оказывается	1	1
596	тезис о	1	1
597	может и	1	1
598	это все	1	1
599	наконец не	1	1
600	этот вопрос	1	1
601	картину мира	1	1
602	активный в	1	1
603	только как	1	1
604	и внутренне	1	1
605	и роман	1	1
606	иван петрович	1	1
607	от всех	1	1
608	их с	1	1
609	к его	1	1
610	автора в	1	1
611	не что	1	1
612	отношению к	7	1
613	ко всему	1	1
614	героя в	1	1
615	словами у	1	1
616	обстоятельств но	1	1
617	во сне	3	1
618	с самим	2	1
