N	2gram	Tiupa_Anal_1	Psycholo
183	в состав	3	3
184	что и	3	3
185	и только	1	3
186	чем это	1	3
187	тот же	1	3
188	так что	1	3
189	с двумя	2	3
190	для него	2	3
191	т п	3	3
192	в состоянии	1	3
193	у него	1	3
194	со стороны	2	3
195	и составляет	2	3
196	была бы	2	3
197	в данном	2	3
198	в той	8	3
199	друг с	1	3
200	героя в	2	3
201	при таком	1	3
202	для нас	1	3
203	мы должны	1	3
204	хотя бы	3	3
205	в свою	1	3
206	имеет место	5	3
207	по поводу	1	3
208	в таком	3	3
209	художественном произведении	1	2
210	того же	4	2
211	отношения между	1	2
212	по преимуществу	1	2
213	и до	2	2
214	должна быть	1	2
215	едва ли	2	2
216	отношения к	2	2
217	а как	2	2
218	это означает	3	2
219	он как	1	2
220	оба эти	1	2
221	что иное	5	2
222	событий и	1	2
223	два плана	1	2
224	он был	1	2
225	между собой	2	2
226	иное как	5	2
227	с его	3	2
228	во всех	1	2
229	действующее лицо	1	2
230	на самом	2	2
231	по отношению	6	2
232	отличие от	6	2
233	его на	1	2
234	перед нами	1	2
235	в противоположность	2	2
236	он в	1	2
237	все эти	2	2
238	в нашем	3	2
239	к самому	1	2
240	вопроса о	3	2
241	но его	1	2
242	как он	3	2
243	однако эта	1	2
244	оно в	1	2
245	качестве своего	2	2
246	том чтобы	7	2
247	одной и	1	2
248	но все	1	2
249	а затем	1	2
250	же не	1	2
251	и с	2	2
252	искусства в	4	2
253	из них	2	2
254	говоря не	1	2
255	исходили из	1	2
256	все равно	1	2
257	для чего	2	2
258	должно быть	2	2
259	и того	5	2
260	одного и	2	2
261	на первый	1	2
262	и при	1	2
263	в котором	3	2
264	с точки	4	2
265	в отличие	6	2
266	в которых	1	2
267	всякий раз	3	2
268	и той	1	2
269	сами по	2	2
270	том и	2	2
271	в отношении	1	2
272	от нас	1	2
273	в то	9	2
274	к этим	1	2
275	переживания в	1	2
276	в полной	3	2
277	во всем	1	2
278	со своим	1	2
279	эти три	1	2
280	входят в	1	2
281	отличается от	2	2
282	должен быть	6	2
283	в себя	6	2
284	на том	1	2
285	не с	4	2
286	еще в	2	2
287	является в	1	2
288	и даже	1	2
289	ничего не	1	2
290	или иной	6	2
291	строго говоря	1	2
292	следует понимать	1	2
293	и та	2	2
294	но мы	1	2
295	можно сказать	2	2
296	пор пока	1	2
297	связь между	1	2
298	романа как	1	2
299	слов и	1	2
300	тех пор	1	2
301	этом смысле	1	2
302	быть и	1	2
303	в большей	1	2
304	что даже	1	2
305	в качестве	31	2
306	связи с	1	2
307	его с	1	2
308	в душе	1	2
309	дает ему	1	2
310	мы находим	1	2
311	в одном	1	2
312	это по	1	2
313	представляют собой	2	2
314	переживания искусства	1	2
315	с той	1	2
316	себя и	4	2
317	полагал что	1	2
318	и эта	1	2
319	в рассказе	1	2
320	произведения искусства	3	2
321	в эпосе	1	2
322	всех трех	1	2
323	над ним	1	2
324	в течение	1	2
325	чтобы увидеть	1	2
326	исходя из	4	2
327	с этой	1	2
328	и таким	1	2
329	что касается	1	2
330	составляет основу	1	2
331	именно эта	1	2
332	не является	2	2
333	той или	6	2
334	то о	1	2
335	же в	1	2
336	до тех	1	2
337	в романе	1	2
338	между ними	1	2
339	не знает	1	2
340	не что	4	2
341	из этого	1	2
342	во внешнем	3	2
343	событий в	1	2
344	смысле слова	1	1
345	речь идет	1	1
346	одним из	3	1
347	например в	1	1
348	в такой	1	1
349	он может	2	1
350	все те	1	1
351	то самое	1	1
352	принадлежит только	1	1
353	разграничение этих	1	1
354	при анализе	1	1
355	но никто	1	1
356	от первой	1	1
357	положения в	1	1
358	говоря и	3	1
359	случае это	2	1
360	на место	2	1
361	поэзии не	1	1
362	которое не	1	1
363	в составе	2	1
364	мы и	1	1
365	действующего лица	1	1
366	со времен	1	1
367	характеризуется именно	1	1
368	это возможно	1	1
369	столь же	4	1
370	взгляде на	2	1
371	в чем	1	1
372	в сюжете	1	1
373	объект не	1	1
374	как если	1	1
375	как система	1	1
376	мы будем	1	1
377	но как	1	1
378	а только	1	1
379	к которой	1	1
380	не все	2	1
381	если в	3	1
382	искусство в	2	1
383	иметь дело	1	1
384	искусства все	1	1
385	отношение к	2	1
386	тут же	1	1
387	не просто	2	1
388	или иное	1	1
389	один и	1	1
390	и рассуждения	1	1
391	ответ в	1	1
392	данный момент	1	1
393	предыдущих главах	1	1
394	в художественном	3	1
395	первых двух	1	1
396	как нам	1	1
397	образом с	1	1
398	хотя и	1	1
399	всех предыдущих	1	1
400	произведения так	1	1
401	более или	1	1
402	в действительности	1	1
403	искусство и	1	1
404	о самом	1	1
405	работы этот	1	1
406	та же	1	1
407	в литературном	1	1
408	бы с	1	1
409	представляет собой	16	1
410	или во	1	1
411	учение о	1	1
412	в известном	1	1
413	романа но	1	1
414	и тот	1	1
415	нам как	1	1
416	имеем в	1	1
417	тому же	4	1
418	этот процесс	1	1
419	трагическое есть	1	1
420	сущности сводится	1	1
421	эта формула	1	1
422	собственном смысле	1	1
423	в восприятии	1	1
424	которая является	1	1
425	первой части	1	1
426	не являются	2	1
427	далека от	1	1
428	не к	2	1
429	в предыдущих	1	1
430	из виду	2	1
431	рад был	1	1
432	по своему	1	1
433	эстетического переживания	2	1
434	свою силу	1	1
435	языком и	1	1
436	его от	1	1
437	плана и	1	1
438	и убеждения	1	1
439	не бывает	1	1
440	и наоборот	1	1
441	от нее	1	1
442	могла бы	3	1
443	выражение и	1	1
444	ей в	1	1
445	и может	1	1
446	тем оно	1	1
447	произведения с	2	1
448	том случае	1	1
449	оно становится	1	1
450	полной мере	3	1
451	для своей	1	1
452	сокровенный смысл	1	1
453	того или	3	1
454	за собою	1	1
455	свести к	1	1
456	литературном произведении	1	1
457	этим именем	1	1
458	этого слова	7	1
459	его частей	1	1
460	далеко не	6	1
461	нас к	1	1
462	чувствую себя	1	1
463	жизни но	2	1
464	за ним	1	1
465	проявляется в	1	1
466	же я	1	1
467	вопроса об	1	1
468	или менее	1	1
469	о ком	2	1
470	указывает и	1	1
471	она в	1	1
472	опять как	1	1
473	должно существовать	1	1
474	от себя	3	1
475	жизни с	1	1
476	не менее	1	1
477	одном из	1	1
478	главы и	1	1
479	точку зрения	1	1
480	которые в	2	1
481	и всякого	1	1
482	по крайней	1	1
483	и эти	1	1
484	речи в	1	1
485	их в	1	1
486	бы быть	3	1
487	даже в	3	1
488	есть всегда	1	1
489	этих трех	1	1
490	если и	1	1
491	вплоть до	1	1
492	все три	1	1
493	из нас	1	1
494	означает что	3	1
495	на котором	1	1
496	тогда когда	2	1
497	сознания однако	1	1
498	на него	1	1
499	в процессе	2	1
500	в театре	1	1
501	в самых	1	1
502	он указывает	1	1
503	это еще	1	1
504	смысл его	3	1
505	того и	3	1
506	ужас и	1	1
507	в разных	1	1
508	под этим	1	1
509	эстетическим объектом	4	1
510	из четырех	2	1
511	за которой	1	1
512	х годов	2	1
513	и является	2	1
514	ничто не	2	1
515	что речь	1	1
516	только с	1	1
517	не ее	1	1
518	в области	4	1
519	всех прочих	1	1
520	к себе	1	1
521	заключается что	1	1
522	здесь совершенно	1	1
523	составляют основу	1	1
524	я чувствую	1	1
525	на это	1	1
526	говоря словами	1	1
527	оно может	3	1
528	элементы в	1	1
529	но по	1	1
530	это единство	1	1
531	как не	1	1
532	свою очередь	1	1
533	здесь не	2	1
534	уже потому	1	1
535	и от	1	1
536	в собственном	3	1
537	как по	1	1
538	за пределами	2	1
539	то или	1	1
540	уже с	1	1
541	она может	3	1
542	в произведении	5	1
543	на той	1	1
544	анализ и	1	1
545	если они	1	1
546	реальной жизни	1	1
547	произведения не	1	1
548	которых это	1	1
549	рассматривается в	1	1
550	предмет его	1	1
551	под общий	1	1
552	быть может	2	1
553	два направления	1	1
554	простейший пример	1	1
555	единственный смысл	1	1
556	касается искусства	1	1
557	о нем	3	1
558	что самая	1	1
559	и т.д	1	1
560	но к	2	1
561	имеем дело	4	1
562	фабулой не	1	1
563	это вполне	1	1
564	говорить не	1	1
565	говорит об	1	1
566	этом последнем	1	1
567	его жизни	1	1
568	к действительности	1	1
569	конструктивную роль	1	1
570	и просто	2	1
571	основе своей	2	1
572	понимая что	1	1
573	к художественной	1	1
574	это была	1	1
575	и во	1	1
576	в конечном	4	1
577	под именем	1	1
578	к нему	3	1
579	и приводит	1	1
580	в драме	1	1
581	том или	3	1
582	его последствиям	1	1
583	между тем	5	1
584	однако с	1	1
585	нуждается в	8	1
586	всего целого	1	1
587	искусства к	1	1
588	при взгляде	1	1
589	крайней мере	1	1
590	не обязательно	1	1
591	вслед за	1	1
592	романа в	2	1
593	целого как	2	1
594	жизни оно	1	1
595	не так	1	1
596	предмета и	1	1
597	на которой	1	1
598	наконец в-третьих	1	1
599	о его	1	1
600	не о	2	1
601	своей сущности	1	1
602	и представляет	3	1
603	однако в	3	1
604	в какой	2	1
605	то в	2	1
606	который в	2	1
607	во времени	4	1
608	и ее	1	1
609	тот что	1	1
610	смыслу и	1	1
611	себя в	6	1
612	оказывается в	2	1
613	уже не	4	1
614	еще одно	1	1
615	в виде	1	1
616	в начале	2	1
617	в сознании	2	1
618	искусства представляет	1	1
619	от других	1	1
620	двух основных	1	1
621	вступает в	3	1
622	или даже	1	1
623	при помощи	2	1
624	по выражению	2	1
625	конечном счете	4	1
626	его и	2	1
627	только одно	1	1
628	его из	1	1
629	не сам	2	1
630	никто не	3	1
631	могло бы	1	1
632	слова в	1	1
633	тем как	1	1
634	второй части	1	1
635	каждый из	2	1
636	произведение не	2	1
637	или ином	3	1
638	встречаемся с	1	1
639	смерти и	1	1
640	введено в	1	1
641	были бы	1	1
642	в последние	1	1
643	нет и	2	1
644	это особая	1	1
645	и т.п	5	1
646	героев но	1	1
647	объяснение в	1	1
648	совпадает с	2	1
649	литературное произведение	12	1
650	и др	1	1
651	что не	3	1
652	что для	1	1
653	превращается в	1	1
654	не было	1	1
655	целым рядом	1	1
656	его как	1	1
657	произведение в	2	1
658	речи и	1	1
659	мы встречаем	1	1
660	бы как	1	1
661	если не	1	1
662	между собою	1	1
663	все более	1	1
664	свою судьбу	1	1
665	есть точка	1	1
666	ни на	1	1
667	только усиливает	1	1
668	ко всем	1	1
669	и составляют	1	1
670	с фабулой	1	1
671	существует как	1	1
672	высшего порядка	1	1
673	внешнем мире	2	1
674	составную часть	1	1
675	требует от	1	1
676	решение вопроса	1	1
677	на втором	1	1
678	это произведение	1	1
679	искусства но	1	1
680	смысле этого	1	1
681	тому как	3	1
682	что же	2	1
683	да и	1	1
684	как к	2	1
685	согласно которому	1	1
686	иначе говоря	9	1
687	смысл в	1	1
688	может служить	2	1
689	внешнего мира	2	1
690	в любом	3	1
691	что ее	1	1
692	только для	2	1
693	но это	1	1
694	этот принцип	1	1
695	головного мозга	1	1
696	или по	1	1
697	над его	1	1
698	нашей проблемы	1	1
699	вещь а	1	1
700	здесь в	1	1
701	что то	1	1
702	всего в	1	1
703	только мы	1	1
704	указать на	1	1
705	не имея	1	1
706	и постоянно	1	1
707	искусства то	1	1
708	том виде	1	1
709	которая в	3	1
710	роль по	1	1
711	составляет часть	1	1
712	истинный смысл	1	1
713	и смысловое	1	1
714	и трагическое	1	1
715	чем является	1	1
716	эстетической деятельности	4	1
717	тем более	2	1
718	будто бы	3	1
719	же оно	1	1
720	все они	1	1
721	во время	1	1
722	исключительно в	1	1
723	я в	3	1
724	отношению ко	1	1
725	за этим	1	1
726	к внутреннему	1	1
727	нам не	1	1
728	может и	1	1
729	нет ничего	2	1
730	произведении искусства	3	1
731	говорит нам	1	1
732	равно как	1	1
733	к его	1	1
734	или иного	3	1
735	отношению к	5	1
736	чтобы он	1	1
737	искусства является	2	1
738	к числу	1	1
739	другом я	1	1
740	то оно	1	1
741	именно здесь	1	1
742	героя как	1	1
743	во всяком	1	1
744	все что	1	1
745	этой точки	1	1
