N	2gram	Vinokur_St_3	Problemy
278	что вы	1	2
279	всего этого	1	2
280	так в	1	2
281	конечно в	1	2
282	особенно в	1	2
283	и вообще	1	2
284	находится в	1	2
285	и должно	1	2
286	о том	8	2
287	голос в	1	2
288	в раннем	1	2
289	все его	1	2
290	на нее	2	2
291	или как	1	2
292	мыслей и	1	2
293	в форме	2	2
294	тему о	2	2
295	и только	2	2
296	один из	2	2
297	то в	4	2
298	и ее	2	2
299	которых я	2	2
300	при всей	2	2
301	со всеми	1	2
302	с которыми	2	2
303	конечно не	1	2
304	уже не	3	2
305	к слову	2	2
306	мы знаем	1	2
307	друг друга	1	2
308	как его	1	2
309	нет в	3	2
310	связан с	3	2
311	или иной	2	2
312	и создает	1	2
313	слово в	2	2
314	к которому	3	2
315	он это	1	2
316	было и	1	2
317	говорит о	1	2
318	не было	4	2
319	о чем	1	2
320	когда она	1	2
321	человек которого	1	2
322	и ему	1	2
323	должна была	4	2
324	вступает в	1	2
325	человек в	1	2
326	я уже	1	2
327	но этот	1	2
328	без труда	2	2
329	не знал	1	2
330	это в	4	2
331	несколько раз	2	2
332	смысле этого	1	2
333	тому как	1	2
334	очень важно	1	2
335	или другого	1	2
336	с этой	3	2
337	нисколько не	1	2
338	это уже	1	2
339	вопрос о	1	2
340	а к	1	2
341	обращается к	3	2
342	и события	1	2
343	я хотел	1	2
344	как слово	1	2
345	сказать что	4	2
346	в последнем	2	2
347	вполне понятно	1	2
348	того или	1	2
349	того времени	3	2
350	я сказал	1	1
351	ту же	1	1
352	одним из	1	1
353	также и	1	1
354	начинается с	1	1
355	мы здесь	1	1
356	не имел	2	1
357	тех же	1	1
358	ты и	1	1
359	идет о	1	1
360	он хотел	3	1
361	нему все	1	1
362	ясно что	1	1
363	в первом	1	1
364	его же	1	1
365	по преимуществу	1	1
366	что эти	4	1
367	и больше	1	1
368	был и	1	1
369	отношения к	1	1
370	в их	3	1
371	этом направлении	1	1
372	из всех	1	1
373	вот одна	1	1
374	благодаря тому	1	1
375	время как	4	1
376	то это	1	1
377	не совсем	2	1
378	тон в	1	1
379	из которых	4	1
380	такое же	2	1
381	в каждой	2	1
382	произведение должно	1	1
383	проявляется в	1	1
384	свою очередь	1	1
385	разумеется не	2	1
386	идет за	1	1
387	он был	3	1
388	себя а	1	1
389	со словами	1	1
390	не успел	1	1
391	хочет сказать	2	1
392	тем как	2	1
393	отказ от	2	1
394	то он	2	1
395	не все	1	1
396	в позднейшем	1	1
397	xix столетия	1	1
398	а и	1	1
399	вступают в	2	1
400	близости к	1	1
401	не просто	2	1
402	речи всех	1	1
403	анализ этого	1	1
404	ненавистью и	1	1
405	тебе и	1	1
406	чем же	1	1
407	трудно сказать	1	1
408	сих пор	2	1
409	в центре	4	1
410	независимо от	5	1
411	из уст	1	1
412	ты прав	1	1
413	и пр	13	1
414	в одних	1	1
415	говорит что	5	1
416	труда обнаружим	1	1
417	что по	3	1
418	не являются	1	1
419	это определение	1	1
420	них как	1	1
421	еще на	1	1
422	я имею	3	1
423	за это	1	1
424	то я	1	1
425	в этой	14	1
426	им в	2	1
427	и тот	2	1
428	и до	1	1
429	чем его	1	1
430	говорят о	1	1
431	во многих	2	1
432	они звучат	1	1
433	ответом на	1	1
434	человек не	1	1
435	есть ее	1	1
436	в статье	2	1
437	же это	1	1
438	этого вопроса	1	1
439	что еще	1	1
440	основная схема	1	1
441	чтобы в	2	1
442	какой бы	1	1
443	кто этот	1	1
444	на то	5	1
445	в нее	1	1
446	мышления с	1	1
447	тем с	1	1
448	совпадают с	1	1
449	а затем	1	1
450	и может	2	1
451	что такой	1	1
452	об этом	5	1
453	к другу	1	1
454	говорил что	5	1
455	слов о	1	1
456	то есть	2	1
457	о в	1	1
458	зрения на	1	1
459	ко второму	1	1
460	в последующих	1	1
461	делает его	1	1
462	был очень	1	1
463	только одно	1	1
464	этом мы	1	1
465	но уже	1	1
466	здесь можно	1	1
467	п но	1	1
468	теперь это	1	1
469	но известная	1	1
470	она была	1	1
471	их на	1	1
472	в других	1	1
473	в эту	4	1
474	которую он	2	1
475	в этих	11	1
476	в г	12	1
477	места в	1	1
478	с ума	1	1
479	бы на	1	1
480	можно сказать	4	1
481	и при	1	1
482	сказать так	1	1
483	можно найти	2	1
484	впрочем а	1	1
485	начиная от	1	1
486	не столько	2	1
487	на фоне	1	1
488	они уже	1	1
489	дает в	1	1
490	ибо мы	1	1
491	на стиль	1	1
492	но эта	1	1
493	своими словами	1	1
494	в прямом	2	1
495	и эти	1	1
496	была не	2	1
497	и более	3	1
498	отдельные герои	1	1
499	том же	1	1
500	что этот	3	1
501	в устах	4	1
502	бы быть	1	1
503	нас к	2	1
504	соединение с	2	1
505	этом выражении	1	1
506	случае в	2	1
507	место занимает	1	1
508	здесь есть	2	1
509	отметить что	5	1
510	считает что	2	1
511	на котором	2	1
512	одна из	2	1
513	уже очень	1	1
514	к изучению	1	1
515	и именно	1	1
516	не случайно	1	1
517	героев и	1	1
518	образом в	1	1
519	к такому	2	1
520	раннем творчестве	1	1
521	найти в	2	1
522	тогда когда	2	1
523	отметим еще	1	1
524	этих двух	2	1
525	и по	2	1
526	но очень	1	1
527	того в	1	1
528	связи с	3	1
529	своей статье	1	1
530	здесь же	1	1
531	замечательно что	1	1
532	этом отношении	4	1
533	вот в	1	1
534	похожи на	1	1
535	от их	1	1
536	но там	1	1
537	да рядом	1	1
538	когда мы	1	1
539	можно сравнить	1	1
540	всего в	4	1
541	для того	2	1
542	него как	1	1
543	здесь еще	1	1
544	больше ничего	1	1
545	приходит к	1	1
546	и о	1	1
547	в деревне	1	1
548	того чтобы	1	1
549	на нем	1	1
550	здесь не	1	1
551	говорит и	2	1
552	без всякого	2	1
553	на основе	2	1
554	из приведенных	1	1
555	он мог	1	1
556	в особенности	4	1
557	только не	1	1
558	вопрос что	1	1
559	приводит к	1	1
560	в дальнейшем	1	1
561	взяты из	1	1
562	материала для	1	1
563	но может	1	1
564	как с	1	1
565	же касается	1	1
566	чтобы дать	1	1
567	можно было	1	1
568	здесь он	1	1
569	времени и	2	1
570	к приведенному	1	1
571	которого мы	1	1
572	но у	1	1
573	является в	1	1
574	в слоге	2	1
575	поэтому в	1	1
576	между собой	1	1
577	из одного	1	1
578	в разных	1	1
579	разговорной речи	1	1
580	каждый раз	2	1
581	приближается к	1	1
582	в произведении	1	1
583	в применении	1	1
584	тех кто	1	1
585	внимание на	2	1
586	пр в	2	1
587	свое произведение	1	1
588	подобные же	1	1
589	в значительной	1	1
590	должно было	1	1
591	позднейшем творчестве	1	1
592	связь между	1	1
593	на месте	1	1
594	ним и	1	1
595	что хотел	1	1
596	во всей	1	1
597	выше в	1	1
598	и она	1	1
599	у которого	3	1
600	для самого	1	1
601	что здесь	4	1
602	как например	8	1
603	в формах	1	1
604	по своей	1	1
605	в петербурге	1	1
606	эти тона	1	1
607	к вам	1	1
608	должен быть	2	1
609	это очень	1	1
610	это означало	1	1
611	поэтому и	1	1
612	по мнению	3	1
613	одних и	1	1
614	собственного голоса	1	1
615	между этими	1	1
616	звучат для	1	1
617	вопрос об	1	1
618	в уста	2	1
619	с одной	2	1
620	где они	1	1
621	целом это	1	1
622	определения и	1	1
623	для всех	1	1
624	итак в	1	1
625	со своим	1	1
626	точно и	1	1
627	что если	2	1
628	а то	2	1
629	и других	2	1
630	тоже в	1	1
631	ответ на	5	1
632	далее но	1	1
633	не так	3	1
634	и их	1	1
635	до того	1	1
636	всех событий	1	1
637	но что	1	1
638	в некоторых	3	1
639	идет в	1	1
640	голоса но	1	1
641	к той	1	1
642	другое что	1	1
643	разработан в	1	1
644	в очень	1	1
645	событий и	1	1
646	четыре стиха	1	1
647	не были	1	1
648	до сих	2	1
649	представляя собою	1	1
650	и тех	1	1
651	более резкой	1	1
652	действующих лиц	4	1
653	еще и	1	1
654	а они	1	1
655	не говоря	1	1
656	на наиболее	1	1
657	в рассказе	3	1
658	уже давно	1	1
659	он просит	1	1
660	которой есть	2	1
661	из потребности	1	1
662	в те	1	1
663	именно поэтому	2	1
664	все более	2	1
665	нет ничего	1	1
666	ни на	2	1
667	она тем	1	1
668	перед которой	1	1
669	требует от	1	1
670	понимает как	1	1
671	в данном	1	1
672	это произведение	3	1
673	на себя	1	1
674	ли ты	1	1
675	даже там	1	1
676	это его	1	1
677	даже с	1	1
678	дан в	1	1
679	хочет показать	1	1
680	действительно как	1	1
681	этого произведения	1	1
682	быть не	2	1
683	эти вопросы	1	1
684	более и	2	1
685	бога и	1	1
686	сплошь да	1	1
687	внимания на	2	1
688	является как	2	1
689	что касается	7	1
690	характерные для	1	1
691	эти перебои	1	1
692	вообще нет	1	1
693	сам же	1	1
694	всего с	1	1
695	его душе	1	1
696	тенденция этих	1	1
697	котором он	1	1
698	или в	2	1
699	и среди	1	1
700	своей собственной	1	1
701	придет и	1	1
702	в отдельных	4	1
703	и ни	2	1
704	статье а	1	1
705	все они	3	1
706	несмотря на	3	1
707	давно уже	1	1
708	здесь только	2	1
709	одной из	2	1
710	о своем	1	1
711	в свою	2	1
712	и свое	1	1
713	обратим внимание	1	1
714	является и	1	1
715	ко всему	1	1
716	из этого	4	1
717	остается неизменным	1	1
718	в своих	8	1
719	с первого	1	1
720	я могу	1	1
