N	2gram	Tiupa_Disk_1	Istorich
527	их нельзя	1	1
528	для каждой	1	1
529	речи и	1	1
530	их с	1	1
531	последовательность событий	2	1
532	и также	1	1
533	героя в	2	1
534	это и	1	1
535	на своем	1	1
536	основываясь на	1	1
537	но эти	1	1
538	это в	2	1
539	цель его	1	1
540	им и	1	1
541	в таком	1	1
542	том числе	2	1
543	событий в	1	1
