N	2gram	Savitsky_P_1	Istorich
210	и более	1	1
211	и наоборот	1	1
212	и то	1	1
213	в предыдущем	1	1
214	по себе	4	1
215	что эта	1	1
216	и есть	2	1
217	одна сторона	1	1
218	тем самым	3	1
219	исторического бытия	1	1
220	тому на	1	1
221	находятся в	1	1
222	они являются	1	1
223	оно есть	1	1
224	она должна	1	1
225	как она	1	1
226	мы и	1	1
227	при сохранении	1	1
228	есть признак	1	1
229	мы все	1	1
230	и другим	1	1
231	всего что	1	1
232	в наши	1	1
233	где он	1	1
234	должен быть	1	1
235	и которая	1	1
236	том мире	1	1
237	менее ясно	1	1
238	касается не	1	1
239	на основе	1	1
240	сводится к	3	1
241	мысль о	2	1
242	он пришел	1	1
243	это такое	1	1
244	чтобы дать	1	1
245	на нее	1	1
246	на заре	1	1
247	те же	1	1
248	не с	1	1
249	ясно что	1	1
250	живет в	1	1
251	и с	2	1
252	как женщина	1	1
253	если бы	4	1
254	находится в	1	1
255	что смена	2	1
256	никак не	2	1
257	а также	4	1
258	вопросу о	1	1
259	связь между	1	1
260	в задачах	1	1
261	в его	2	1
262	да в	1	1
263	во всей	2	1
264	и только	1	1
265	е если	1	1
266	вслед за	3	1
267	именно в	2	1
268	которая и	1	1
269	перед тем	1	1
270	явление и	1	1
271	в современной	1	1
272	тех пор	1	1
273	с ними	3	1
274	в какой	1	1
275	в народе	1	1
276	и потому	4	1
277	и весьма	2	1
278	именно во	1	1
279	во времени	1	1
280	вопрос об	1	1
281	богом и	1	1
282	всего мы	1	1
283	под его	1	1
284	оказывается в	1	1
285	как задачи	1	1
286	в большинстве	1	1
287	в жизни	2	1
288	в виде	2	1
289	в начале	2	1
290	большинстве случаев	1	1
291	богов и	1	1
292	не о	2	1
293	она всегда	1	1
294	кто был	1	1
295	мы возьмем	1	1
296	для того	3	1
297	из двух	1	1
298	в исторической	1	1
299	собой переход	1	1
300	и тех	1	1
301	для этого	1	1
302	а с	1	1
303	и недостаточно	1	1
304	и пр	5	1
305	весьма вероятно	2	1
306	и силы	1	1
307	земель и	1	1
308	не дается	1	1
309	в иных	1	1
310	и злая	1	1
311	xix века	6	1
312	он будет	1	1
313	и пусть	2	1
314	многих других	1	1
315	для тех	2	1
316	в условиях	1	1
317	тем и	1	1
318	область где	1	1
319	в эту	2	1
320	исторической действительности	1	1
321	еще более	2	1
322	хотя бы	8	1
323	только что	1	1
324	них и	1	1
325	же в	4	1
326	в обстановке	7	1
327	по всему	1	1
328	может и	2	1
329	все еще	1	1
330	различных формах	1	1
331	только как	1	1
332	относящиеся к	1	1
333	в поиски	1	1
334	а я	5	1
335	в частности	2	1
336	это в	1	1
337	как на	2	1
