N	2gram	Tiupa_Anal_3	Tvorches
448	повести три	1	1
449	для читателя	1	1
450	его поступки	1	1
451	графа в	1	1
452	старший брат	1	1
453	мысль о	3	1
454	в себя	2	1
455	культуры и	1	1
456	основания для	1	1
457	в пределах	4	1
458	автора не	1	1
459	в живых	1	1
460	и ту	2	1
461	по определению	1	1
462	не с	2	1
463	чем у	1	1
464	во второй	7	1
465	жизнь и	3	1
466	с героем	2	1
467	является в	1	1
468	поэтому в	2	1
469	и всякого	1	1
470	образом в	1	1
471	жизненная позиция	2	1
472	произведения как	2	1
473	и здесь	2	1
474	о своей	2	1
475	в другом	1	1
476	нам представляется	2	1
477	характер этого	1	1
478	столь же	4	1
479	одного из	1	1
480	с одной	2	1
481	лишь в	5	1
482	романе в	1	1
483	сыновей и	1	1
484	как было	1	1
485	мы понимаем	1	1
486	в конечном	2	1
487	от него	1	1
488	каждом из	1	1
489	и авторской	1	1
490	истории в	1	1
491	а у	1	1
492	можно читать	2	1
493	русской литературе	4	1
494	задается вопросом	1	1
495	выступает у	1	1
496	а потому	1	1
497	предметом анализа	1	1
498	то мы	1	1
499	было два	1	1
500	не сводится	1	1
501	выше в	1	1
502	рассмотрение этой	1	1
503	при котором	1	1
504	от всех	1	1
505	и мир	1	1
506	в сферу	1	1
507	с лизой	1	1
508	известном смысле	1	1
509	и одновременно	1	1
510	в тексте	9	1
511	нуждается в	2	1
512	то в	2	1
513	а лишь	1	1
514	характерная для	1	1
515	который в	3	1
516	к противоположному	1	1
517	том чтобы	1	1
518	но сам	2	1
519	сцены и	1	1
520	связи с	1	1
521	литературы в	1	1
522	не можем	1	1
523	о великой	1	1
524	этом что	1	1
525	в большинстве	2	1
526	а напротив	2	1
527	и анекдот	2	1
528	своим собственным	1	1
529	к богу	1	1
530	по выражению	1	1
531	конечном счете	2	1
532	не составляет	1	1
533	и их	1	1
534	говорит ему	1	1
535	слова говорящий	1	1
536	при всей	1	1
537	не о	1	1
538	и никогда	1	1
539	которого в	1	1
540	как носитель	1	1
541	как раз	7	1
542	и алексей	2	1
543	автора как	1	1
544	следует признать	3	1
545	что и	5	1
546	со стороны	9	1
547	или иной	5	1
548	героев но	1	1
549	героев с	1	1
550	и прежде	2	1
551	в предисловии	1	1
552	и между	1	1
553	позиция автора	1	1
554	этого персонажа	1	1
555	за год	1	1
556	одну из	2	1
557	когда же	1	1
558	жизнь в	1	1
559	художественного целого	6	1
560	в связи	1	1
561	уже давно	1	1
562	на фоне	1	1
563	время с	1	1
564	не видно	2	1
565	и а	4	1
566	я уже	1	1
567	как это	3	1
568	в позицию	1	1
569	сказанное относится	1	1
570	требует от	1	1
571	нимало не	1	1
572	власть над	2	1
573	на ивана	1	1
574	с удовольствием	1	1
575	в течение	1	1
576	искупительной жертвы	1	1
577	такого рода	5	1
578	применении к	1	1
579	текста как	1	1
580	герой в	1	1
581	этого слова	2	1
582	вальтера скотта	2	1
583	в самую	1	1
584	я прочел	1	1
585	пока еще	3	1
586	не носит	1	1
587	под названием	1	1
588	в книге	1	1
589	глубине души	1	1
590	и для	2	1
591	отвечает на	1	1
592	читателя и	2	1
593	объекта и	1	1
594	самим героем	1	1
595	их мышления	1	1
596	и литературные	1	1
597	в результате	5	1
598	а все	1	1
599	в повествовании	1	1
600	себя самого	1	1
601	их характеров	1	1
602	не должен	2	1
603	будто бы	1	1
604	есть бог	1	1
605	себя если	1	1
606	тот же	1	1
607	не есть	4	1
608	в новый	1	1
609	по поводу	3	1
610	может и	1	1
611	а о	1	1
612	о своем	2	1
613	в свою	5	1
614	между ними	1	1
615	не знает	1	1
616	сказать что	2	1
617	только как	1	1
618	совершенно не	2	1
619	или иного	1	1
620	себе не	1	1
621	ни был	1	1
622	в голову	1	1
623	собой лишь	1	1
624	облика и	1	1
625	и другие	1	1
626	и свою	1	1
627	как на	1	1
628	однако все	1	1
