N	2gram	Bakhtin_fo_1	Myshleni
284	понятно что	4	2
285	другом месте	1	2
286	всю картину	1	2
287	а также	2	2
288	нас в	3	2
289	которой мы	1	2
290	в его	13	2
291	случае нечто	1	2
292	что и	3	2
293	о своих	1	2
294	в стороне	2	2
295	вопрос об	1	2
296	на протяжении	1	2
297	следует за	1	2
298	и других	3	2
299	на одном	1	2
300	в одном	3	2
301	у него	6	2
302	должны будем	1	2
303	тем что	2	2
304	протяжении всего	1	2
305	были бы	1	2
306	или иной	2	2
307	и обратно	1	2
308	именно в	3	2
309	с ней	1	2
310	в некоторых	2	2
311	и составляет	1	2
312	и самый	1	2
313	чем в	2	2
314	человек с	1	2
315	своей жизни	4	2
316	общественной жизни	1	2
317	но для	2	2
318	на одной	1	2
319	в более	2	2
320	и для	4	2
321	в отдельных	1	2
322	у них	2	2
323	по пути	1	2
324	мы увидим	1	2
325	ее в	2	2
326	видим в	1	2
327	и эта	2	2
328	я и	1	1
329	и подробно	1	1
330	тех же	2	1
331	имеет в	2	1
332	по которым	1	1
333	по преимуществу	3	1
334	у гете	1	1
335	не имеют	3	1
336	со своей	3	1
337	по его	1	1
338	есть не	3	1
339	и рода	1	1
340	всего того	3	1
341	ни даже	1	1
342	на первый	1	1
343	до него	1	1
344	совершенно так	1	1
345	единство и	1	1
346	и изучает	2	1
347	и новый	1	1
348	оно вообще	1	1
349	появляются у	2	1
350	я не	1	1
351	и со	1	1
352	пространство и	1	1
353	же что	2	1
354	и он	1	1
355	учение об	1	1
356	в ней	4	1
357	детства до	1	1
358	и то	4	1
359	и на	8	1
360	и много	1	1
361	он был	1	1
362	между собой	4	1
363	первый план	1	1
364	здесь не	4	1
365	время в	6	1
366	мы спросим	1	1
367	в чем	2	1
368	в ее	6	1
369	друг к	2	1
370	и указывает	1	1
371	но как	1	1
372	друг на	2	1
373	явлений и	1	1
374	не входит	2	1
375	его во	1	1
376	человеческий характер	1	1
377	с совершенно	1	1
378	менее всего	1	1
379	отрицательным результатам	1	1
380	себе и	3	1
381	в той	4	1
382	его на	2	1
383	данный момент	1	1
384	того не	2	1
385	но такова	1	1
386	более и	1	1
387	он вступает	1	1
388	однако не	1	1
389	характер носит	1	1
390	основе ее	1	1
391	и наконец	1	1
392	и тот	1	1
393	один ряд	1	1
394	себе не	1	1
395	и принципиально	2	1
396	и свою	1	1
397	этой идеи	1	1
398	и первую	1	1
399	та же	1	1
400	ни один	1	1
401	говоря об	1	1
402	этот новый	1	1
403	в нашем	2	1
404	сил в	1	1
405	нами в	1	1
406	имеем в	1	1
407	тому же	2	1
408	и единственно	1	1
409	так сказать	7	1
410	с чем	1	1
411	не знающий	1	1
412	в нем	24	1
413	связанные с	1	1
414	по самому	2	1
415	время и	4	1
416	она становится	3	1
417	о которой	1	1
418	и еще	2	1
419	которая является	1	1
420	в понимании	1	1
421	не являются	2	1
422	функции и	1	1
423	не к	2	1
424	что еще	1	1
425	и вот	1	1
426	на совершенно	1	1
427	но дело	2	1
428	одно и	3	1
429	в основу	3	1
430	могла бы	1	1
431	как они	1	1
432	факт что	1	1
433	и может	2	1
434	должно иметь	1	1
435	механического объединения	1	1
436	к другу	2	1
437	зрения на	1	1
438	его в	3	1
439	входит в	3	1
440	с самим	5	1
441	и соответствующие	1	1
442	с самого	2	1
443	нам по	1	1
444	в жизни	6	1
445	для них	3	1
446	нет в	2	1
447	рядом с	2	1
448	социального целого	1	1
449	что не	3	1
450	с тем	3	1
451	которой он	1	1
452	нигде не	1	1
453	из которой	1	1
454	движется в	1	1
455	чтобы они	4	1
456	автора и	2	1
457	не больше	1	1
458	что значит	1	1
459	и при	1	1
460	эта черта	3	1
461	опыта и	1	1
462	мы говорили	3	1
463	характера с	1	1
464	место в	2	1
465	действительность в	1	1
466	и другого	1	1
467	своему существу	1	1
468	вот эта	1	1
469	мир и	2	1
470	где она	1	1
471	которые в	1	1
472	друг другу	2	1
473	есть еще	1	1
474	важный момент	1	1
475	на всю	1	1
476	на один	2	1
477	солнце не	1	1
478	в таких	1	1
479	и время	2	1
480	самого начала	2	1
481	как о	1	1
482	дело не	1	1
483	он нашел	1	1
484	что их	1	1
485	здесь на	4	1
486	когда они	1	1
487	но здесь	1	1
488	внешние и	2	1
489	все без	1	1
490	нет места	1	1
491	самой жизни	1	1
492	только и	5	1
493	на землю	1	1
494	того в	1	1
495	своей природе	1	1
496	в другую	2	1
497	самому своему	1	1
498	буквальном смысле	2	1
499	и после	1	1
500	что благодаря	1	1
501	без исключения	1	1
502	у нас	1	1
503	в момент	1	1
504	начиная с	1	1
505	когда мы	1	1
506	здесь совершенно	2	1
507	и возможно	1	1
508	отличается от	1	1
509	всего в	1	1
510	носит и	1	1
511	два момента	1	1
512	бы он	1	1
513	свое значение	1	1
514	оно не	2	1
515	где он	1	1
516	здесь мы	1	1
517	его чисто	1	1
518	мы привели	1	1
519	правда не	2	1
520	и самое	1	1
521	положений с	1	1
522	приходит к	1	1
523	основным для	1	1
524	но по	2	1
525	с необходимостью	2	1
526	подходе к	2	1
527	на другой	2	1
528	личности и	2	1
529	в буквальном	2	1
530	постараемся показать	1	1
531	чтобы быть	1	1
532	в пределах	5	1
533	в дальнейшем	6	1
534	и пространство	1	1
535	цели с	1	1
536	совершенно различных	1	1
537	особенно в	1	1
538	и которые	1	1
539	по природе	2	1
540	того и	2	1
541	о причинах	1	1
542	в словах	1	1
543	выводу что	1	1
544	одно это	1	1
545	условиях не	1	1
546	и здесь	1	1
547	и поэтому	1	1
548	т.п в	1	1
549	до сих	3	1
550	или на	1	1
551	она не	1	1
552	как нет	1	1
553	неизменной на	1	1
554	и во	7	1
555	переходит в	1	1
556	и играет	1	1
557	борьбе с	2	1
558	существенную роль	2	1
559	тотчас же	1	1
560	а следовательно	1	1
561	на развитие	2	1
562	также в	1	1
563	оторванной от	2	1
564	совершенно новом	1	1
565	у которого	1	1
566	места и	1	1
567	один из	3	1
568	в математическом	1	1
569	действие в	1	1
570	что даже	1	1
571	и является	2	1
572	но такого	1	1
573	во времени	3	1
574	он действует	1	1
575	между этими	4	1
576	не происходит	1	1
577	и решающее	1	1
578	известное значение	1	1
579	бы один	1	1
580	человека с	1	1
581	так что	1	1
582	же и	2	1
583	конечно не	4	1
584	одном и	1	1
585	только на	3	1
586	то и	1	1
587	ни одного	1	1
588	оговориться что	1	1
589	первое и	1	1
590	этот момент	1	1
591	на определенной	1	1
592	является не	1	1
593	этому вопросу	1	1
594	здесь же	1	1
595	термин этот	1	1
596	или даже	1	1
597	в данной	2	1
598	где бы	1	1
599	ни с	2	1
600	мир в	2	1
601	был бы	3	1
602	одно из	3	1
603	никто не	2	1
604	ведь это	1	1
605	цели и	1	1
606	могло бы	1	1
607	и также	1	1
608	сами по	1	1
609	не для	2	1
610	к ним	2	1
611	при всей	1	1
612	как его	1	1
613	ничего что	1	1
614	основе его	1	1
615	напротив оно	1	1
616	которые как	1	1
617	в особенности	9	1
618	но вместе	1	1
619	не были	2	1
620	на второй	1	1
621	ее лежит	1	1
622	связаны с	3	1
623	и тех	2	1
624	здесь в	2	1
625	никакого определенного	1	1
626	ряд с	1	1
627	а наоборот	1	1
628	дело в	2	1
629	еще и	2	1
630	на которые	1	1
631	вообще не	3	1
632	только к	3	1
633	место во	1	1
634	на друга	2	1
635	до конца	4	1
636	бы назвать	1	1
637	с которым	1	1
638	ближе к	1	1
639	сложный и	1	1
640	для этой	1	1
641	все более	1	1
642	вступает в	2	1
643	сходство и	1	1
644	все основные	1	1
645	ряд собственных	1	1
646	и ограниченность	1	1
647	эта идея	1	1
648	и потому	3	1
649	играют в	1	1
650	мы говорим	1	1
651	тот факт	1	1
652	этого момента	2	1
653	и мир	1	1
654	как если	2	1
655	к своему	2	1
656	другу и	1	1
657	это также	1	1
658	образом и	1	1
659	рассуждения и	1	1
660	в тех	1	1
661	этих типов	1	1
662	самого себя	1	1
663	да и	3	1
664	смысле он	1	1
665	в человеческом	1	1
666	или хотя	1	1
667	некоторые моменты	1	1
668	приобретает в	1	1
669	и от	1	1
670	сих пор	3	1
671	от всего	1	1
672	должны быть	1	1
673	к другим	1	1
674	при всем	1	1
675	год и	1	1
676	человека о	2	1
677	более того	3	1
678	вопрос в	1	1
679	одна из	2	1
680	эту черту	1	1
681	уже на	2	1
682	в данный	1	1
683	и человек	1	1
684	которого они	1	1
685	как она	2	1
686	или другой	1	1
687	совершенно иной	3	1
688	от него	1	1
689	из себя	1	1
690	огромную роль	1	1
691	бы в	1	1
692	почти вовсе	2	1
693	отношений с	1	1
694	еще более	3	1
695	для его	1	1
696	находим в	1	1
697	или не	2	1
698	не обладает	1	1
699	он видит	1	1
700	жизни в	8	1
701	между ними	3	1
702	не знает	3	1
703	и внутренне	1	1
704	начать с	1	1
705	всех других	1	1
706	же мы	1	1
707	попытка в	1	1
708	включает в	1	1
709	далее в	1	1
710	это было	1	1
711	в своих	1	1
712	значение они	1	1
713	нас не	1	1
714	гораздо более	1	1
