N	2gram	Losev_Dial_1	KFilosof
106	в каком	8	4
107	с ними	2	4
108	времени и	1	4
109	мира и	1	4
110	между тем	1	4
111	нисколько не	4	4
112	ни было	2	4
113	вне ее	1	4
114	бытия но	1	4
115	том что	9	4
116	для нас	1	4
117	а в	5	4
118	только как	2	4
119	что в	13	4
120	самом деле	3	3
121	на самом	3	3
122	должна быть	3	3
123	и этот	1	3
124	мы не	1	3
125	что это	11	3
126	в ней	3	3
127	во мне	1	3
128	еще не	2	3
129	не могу	4	3
130	но конечно	2	3
131	себе и	2	3
132	нет и	1	3
133	данный момент	1	3
134	и этим	1	3
135	к чему	1	3
136	бы и	2	3
137	бы не	1	3
138	теории и	1	3
139	всех этих	3	3
140	для того	2	3
141	и совершенно	2	3
142	в корне	2	3
143	людей и	1	3
144	в каждом	2	3
145	могла бы	2	3
146	в другом	2	3
147	этом смысле	3	3
148	нет в	1	3
149	не менее	2	3
150	меня не	1	3
151	я буду	1	3
152	где он	1	3
153	на язык	1	3
154	ничего не	17	3
155	меня и	1	3
156	могут быть	3	3
157	этот акт	1	3
158	здесь не	1	3
159	культуры и	1	3
160	ясно что	8	3
161	в виду	5	3
162	о том	4	3
163	того или	1	3
164	положения и	1	3
165	ним и	1	3
166	того что	2	3
167	в современной	2	3
168	быть и	4	3
169	а лишь	3	3
170	и тем	1	3
171	я имею	1	3
172	не дает	1	3
173	был бы	1	3
174	от того	1	3
175	в данный	1	3
176	что не	7	3
177	и пр	5	3
178	и жизни	4	3
179	сознания и	3	3
180	от него	4	3
181	лишь как	2	3
182	и ни	6	3
183	не должен	1	3
184	только с	3	3
185	не быть	1	3
186	в то	6	3
187	чтобы не	2	2
188	не остается	1	2
189	и то	9	2
190	я и	1	2
191	он может	1	2
192	это и	4	2
193	и принципиально	1	2
194	чего не	1	2
195	есть категория	1	2
196	а как	1	2
197	если я	1	2
198	вопрос о	2	2
199	не нужно	2	2
200	совсем не	1	2
201	в данном	3	2
202	ее до	1	2
203	или иное	3	2
204	один и	1	2
205	себя за	1	2
206	же с	1	2
207	как в	2	2
208	этом его	1	2
209	то или	3	2
210	сознания в	1	2
211	и как	7	2
212	от этого	3	2
213	та же	3	2
214	и действительным	1	2
215	думать что	3	2
216	в этой	1	2
217	нем нельзя	1	2
218	есть именно	1	2
219	в виде	2	2
220	лишь с	1	2
221	так и	9	2
222	не будет	1	2
223	и может	2	2
224	это суть	1	2
225	а по	1	2
226	и мы	5	2
227	весь мир	1	2
228	в жизни	1	2
229	кажется что	1	2
230	из нее	1	2
231	место и	1	2
232	и само	1	2
233	жизни но	1	2
234	но я	1	2
235	что значит	1	2
236	можно ли	1	2
237	есть его	1	2
238	тем не	1	2
239	и эти	1	2
240	по себе	25	2
241	тому что	3	2
242	раз и	2	2
243	что эта	4	2
244	дело не	2	2
245	дело в	1	2
246	сознания как	1	2
247	того чтобы	1	2
248	вытекает из	1	2
249	же время	4	2
250	не нужен	1	2
251	в сознании	3	2
252	не потому	1	2
253	и именно	1	2
254	его с	3	2
255	той или	7	2
256	оно не	1	2
257	ничего общего	4	2
258	на нем	2	2
259	во главе	1	2
260	говорить о	5	2
261	и когда	1	2
262	котором мы	1	2
263	жизнь и	3	2
264	постольку поскольку	1	2
265	даны в	1	2
266	другое дело	1	2
267	и та	3	2
268	его жизни	1	2
269	и просто	1	2
270	или как	1	2
271	в ту	1	2
272	может иметь	3	2
273	общего не	1	2
274	в него	2	2
275	что он	11	2
276	вступить в	1	2
277	а с	2	2
278	мира как	1	2
279	со всеми	1	2
280	в качестве	2	2
281	содержание не	1	2
282	него и	1	2
283	а это	1	2
284	и других	1	2
285	процесс и	1	2
286	содержание и	1	2
287	не о	4	2
288	это значило	1	2
289	были бы	2	2
290	себе а	2	2
291	или иной	3	2
292	ли это	3	2
293	будет ли	1	2
294	для этого	2	2
295	но есть	2	2
296	прежде всего	10	2
297	смысла и	1	2
298	он и	2	2
299	если не	1	2
300	и бесконечного	1	2
301	я уже	1	2
302	и потому	3	2
303	пространства и	2	2
304	его на	1	2
305	могу быть	1	2
306	это есть	9	2
307	вес и	2	2
308	и смерти	1	2
309	при условии	3	2
310	но для	1	2
311	от действительного	1	2
312	это уже	1	2
313	это можно	1	2
314	человек и	1	2
315	значило бы	2	2
316	еще более	3	2
317	и смысл	3	2
318	он имеет	1	2
319	ни к	2	2
320	потому что	14	2
321	отношении к	3	2
322	его к	1	2
323	бытие но	1	2
324	но ни	1	2
325	суждения и	1	2
326	и эта	2	2
327	к этому	2	2
328	не зависит	1	1
329	как просто	1	1
330	говоря о	2	1
331	также и	7	1
332	я утверждаю	4	1
333	в стороне	1	1
334	бы для	1	1
335	показать что	1	1
336	тем же	1	1
337	и до	1	1
338	что эти	1	1
339	действительности и	3	1
340	дана и	1	1
341	отношения к	3	1
342	мы уже	1	1
343	той же	1	1
344	его не	6	1
345	которую я	1	1
346	себя осознает	1	1
347	что между	1	1
348	это что	2	1
349	бы что	1	1
350	что уже	2	1
351	науки и	5	1
352	и абсолютная	1	1
353	он как	1	1
354	его только	1	1
355	имеет смысла	1	1
356	бы ни	1	1
357	как я	1	1
358	гибели и	1	1
359	и он	5	1
360	и говорить	2	1
361	и иначе	1	1
362	мысли и	3	1
363	не был	2	1
364	меня только	2	1
365	столь же	1	1
366	в различных	1	1
367	этим не	1	1
368	конечно это	1	1
369	этих случаях	1	1
370	как таковая	2	1
371	и теоретическое	1	1
372	нужен в	1	1
373	различия между	1	1
374	мы будем	1	1
375	и всякий	2	1
376	а он	3	1
377	вообще как	1	1
378	не просто	7	1
379	есть просто	3	1
380	с этим	2	1
381	его то	1	1
382	что ее	1	1
383	помнить что	2	1
384	хотя и	4	1
385	и наконец	1	1
386	и к	1	1
387	в каком-то	1	1
388	смысл но	1	1
389	и свою	1	1
390	научное сознание	2	1
391	момент а	1	1
392	в самом	3	1
393	мыслить как	1	1
394	светом и	2	1
395	в которой	1	1
396	из жизни	1	1
397	есть для	2	1
398	нет научного	1	1
399	но его	1	1
400	в мышлении	1	1
401	на то	5	1
402	если он	1	1
403	самого по	2	1
404	с чем	1	1
405	к выводу	1	1
406	что она	7	1
407	главным образом	1	1
408	зрения той	1	1
409	было с	1	1
410	а просто	2	1
411	и теоретическая	1	1
412	нее и	1	1
413	эта последняя	1	1
414	не к	1	1
415	образом и	2	1
416	и утверждается	1	1
417	ни была	1	1
418	остается лишь	1	1
419	содержит в	3	1
420	себе момент	1	1
421	чувства в	1	1
422	я с	1	1
423	и по	1	1
424	на этом	2	1
425	мы его	1	1
426	с соответствующим	1	1
427	же не	1	1
428	что мир	2	1
429	об этом	4	1
430	и с	5	1
431	то есть	1	1
432	с целью	1	1
433	это было	2	1
434	а есть	4	1
435	на почве	1	1
436	то все	1	1
437	он есть	4	1
438	форму и	2	1
439	науки а	1	1
440	и находит	1	1
441	быть ясно	1	1
442	бы совершенно	1	1
443	в предмете	1	1
444	это положение	1	1
445	все равно	3	1
446	осознает и	1	1
447	этого не	1	1
448	а за	1	1
449	всю жизнь	1	1
450	и уже	1	1
451	одна и	2	1
452	несмотря на	10	1
453	не содержится	1	1
454	такой же	2	1
455	в этих	5	1
456	от своего	1	1
457	и тут	3	1
458	как все	1	1
459	переживания как	1	1
460	не становится	1	1
461	еще нечто	1	1
462	всяком случае	2	1
463	как факт	2	1
464	богато и	1	1
465	мы найдем	1	1
466	свой смысл	2	1
467	понятий и	1	1
468	науки но	1	1
469	ее ни	2	1
470	но он	1	1
471	действительно есть	1	1
472	имеет смысл	1	1
473	смысловом содержании	1	1
474	есть всегда	4	1
475	и очень	1	1
476	сознании в	1	1
477	если и	2	1
478	в отношении	5	1
479	говорят об	1	1
480	она не	6	1
481	дерево а	1	1
482	как о	2	1
483	мысли в	2	1
484	с него	2	1
485	значит ли	2	1
486	ничто в	1	1
487	его есть	1	1
488	ясность и	1	1
489	к другим	1	1
490	но только	3	1
491	сознания конечно	1	1
492	жизни не	1	1
493	находятся в	1	1
494	между прочим	1	1
495	действительно в	1	1
496	по своей	1	1
497	не вытекает	1	1
498	мире и	1	1
499	здесь же	1	1
500	уже и	3	1
501	не является	3	1
502	перед солнцем	1	1
503	у меня	1	1
504	ни о	5	1
505	но там	1	1
506	станет утверждать	1	1
507	и должно	1	1
508	есть только	5	1
509	сказать только	1	1
510	оно именно	1	1
511	и всех	3	1
512	отличается от	2	1
513	всего в	1	1
514	к тому	4	1
515	они даны	1	1
516	всего что	1	1
517	имеет место	1	1
518	но сама	1	1
519	него как	1	1
520	правда не	1	1
521	своего развития	1	1
522	если мы	2	1
523	и о	3	1
524	совершенно правильно	1	1
525	что все	1	1
526	как не	2	1
527	но при	1	1
528	факт не	1	1
529	и от	2	1
530	характер и	1	1
531	бы действительно	1	1
532	мысль о	1	1
533	него самого	1	1
534	уже с	1	1
535	но мы	1	1
536	можно говорить	2	1
537	по способу	1	1
538	свет в	1	1
539	как с	2	1
540	на том	1	1
541	его самого	2	1
542	не с	5	1
543	здесь как	1	1
544	мог бы	2	1
545	и каждый	1	1
546	что кто-то	1	1
547	можно только	2	1
548	существенно не	2	1
549	основана на	1	1
550	и даже	13	1
551	мы живем	2	1
552	действительность и	1	1
553	и смерть	1	1
554	каждый раз	1	1
555	но к	2	1
556	другими словами	2	1
557	не стоит	1	1
558	отвлеченно-смысловая сторона	1	1
559	можно сказать	6	1
560	ли она	1	1
561	любви к	1	1
562	ни на	6	1
563	все в	1	1
564	этого бытия	1	1
565	же лица	1	1
566	и приводит	1	1
567	определение и	1	1
568	другого а	1	1
569	переходит в	1	1
570	бы утверждать	1	1
571	нуждается в	3	1
572	отвлеченный смысл	1	1
573	сознания все	1	1
574	бытии но	1	1
575	и можно	1	1
576	не знаю	1	1
577	если это	2	1
578	к ней	4	1
579	бытие всякая	1	1
580	сознания его	1	1
581	в каких	1	1
582	объектов и	1	1
583	ровно ничего	5	1
584	значит что	14	1
585	один из	3	1
586	или нет	3	1
587	но с	3	1
588	мы видим	4	1
589	до ее	1	1
590	небо и	1	1
591	рационализма и	1	1
592	в какой	1	1
593	и живое	2	1
594	то прежде	1	1
595	и так	2	1
596	это очень	1	1
597	поэтому и	2	1
598	совершенно необходимая	1	1
599	а только	3	1
600	нем нет	3	1
601	она лишь	1	1
602	каком научном	1	1
603	построения и	1	1
604	же и	2	1
605	реальное и	3	1
606	далеко от	1	1
607	можно установить	1	1
608	не можем	1	1
609	всех категорий	1	1
610	только на	3	1
611	в мой	1	1
612	нужно еще	1	1
613	только тогда	2	1
614	и чисто	1	1
615	мир и	1	1
616	а то	1	1
617	в душе	1	1
618	мир не	1	1
619	себе в	1	1
620	никто не	2	1
621	стать в	1	1
622	говорить об	1	1
623	не для	1	1
624	так как	11	1
625	ее не	1	1
626	мы можем	4	1
627	само по	5	1
628	она будет	1	1
629	но уже	2	1
630	другом в	1	1
631	как раз	4	1
632	да это	1	1
633	себе свою	1	1
634	смерти и	1	1
635	где есть	1	1
636	просто не	2	1
637	это будет	1	1
638	корне искажает	1	1
639	именно как	2	1
640	и также	1	1
641	во власти	1	1
642	никогда и	1	1
643	она и	1	1
644	точек зрения	3	1
645	и из	3	1
646	с другим	1	1
647	осмысления и	1	1
648	в соответствующих	1	1
649	здесь в	2	1
650	а именно	1	1
651	и самая	1	1
652	и др	1	1
653	каково бы	1	1
654	нового времени	1	1
655	слиты в	1	1
656	не нужна	1	1
657	общее а	1	1
658	превращается в	1	1
659	по направлению	3	1
660	уже давно	1	1
661	ничем не	3	1
662	зависит от	1	1
663	с которым	1	1
664	что мы	1	1
665	это-то и	1	1
666	эти бесконечные	1	1
667	стороны в	2	1
668	и определенная	1	1
669	лицо с	1	1
670	вместе с	1	1
671	к его	1	1
672	как одно	1	1
673	мы говорим	4	1
674	места для	1	1
675	в духе	1	1
676	дать в	1	1
677	что именно	2	1
678	можно быть	1	1
679	еще на	1	1
680	живем и	2	1
681	где же	1	1
682	когда мы	1	1
683	движется и	1	1
684	это значит	11	1
685	есть мир	2	1
686	есть тот	1	1
687	в реальном	1	1
688	было ни	1	1
689	не касается	1	1
690	как из	1	1
691	как таковой	4	1
692	же самое	1	1
693	объективен и	2	1
694	он принципиально	1	1
695	должны быть	1	1
696	она должна	2	1
697	абстрактной мысли	2	1
698	относиться к	3	1
699	не станет	1	1
700	для выражения	1	1
701	отрешенное от	1	1
702	при таком	1	1
703	не существует	7	1
704	где и	1	1
705	она может	1	1
706	я всегда	2	1
707	когда он	1	1
708	больше и	1	1
709	это может	2	1
710	не более	1	1
711	мы должны	5	1
712	не непосредственно	1	1
713	субъектом и	1	1
714	только что	3	1
715	все они	1	1
716	я в	2	1
717	или не	5	1
718	категория сознания	1	1
719	ими так	1	1
720	лишь по	1	1
721	между ними	1	1
722	с ней	2	1
723	была бы	3	1
724	жизни а	1	1
725	в последнем	1	1
726	религии и	3	1
727	и культуры	1	1
728	утверждать что	3	1
729	а я	1	1
730	в искусстве	1	1
731	пространстве и	2	1
732	который не	1	1
733	гораздо более	3	1
734	во всяком	4	1
735	все что	1	1
736	они не	1	1
