N	2gram	Tiupa_Lite_1	Istorich
129	самом деле	2	2
130	тех же	3	2
131	по которым	1	2
132	исключают друг	1	2
133	одним из	5	2
134	а как	2	2
135	вопрос о	1	2
136	человека и	2	2
137	это время	1	2
138	в различных	1	2
139	во всех	1	2
140	по отношению	3	2
141	очевидно что	1	2
142	перед нами	1	2
143	как таковое	1	2
144	уже в	5	2
145	на то	1	2
146	и по	1	2
147	так например	1	2
148	это было	1	2
149	и других	1	2
150	и мы	1	2
151	в это	1	2
152	он же	1	2
153	несмотря на	3	2
154	такой же	1	2
155	можно прийти	1	2
156	точки зрения	6	2
157	в своей	4	2
158	на ступени	1	2
159	от себя	2	2
160	даже в	2	2
161	героем и	1	2
162	а на	1	2
163	она не	1	2
164	тогда когда	1	2
165	когда они	1	2
166	одна из	3	2
167	как новый	1	2
168	изнутри и	1	2
169	с другом	1	2
170	мы узнаем	1	2
171	должен быть	2	2
172	живет на	1	2
173	данном случае	4	2
174	так в	1	2
175	роль в	2	2
176	и сам	6	2
177	на нее	1	2
178	здесь как	2	2
179	как герой	1	2
180	еще в	4	2
181	что от	1	2
182	с этого	1	2
183	если бы	1	2
184	можно сказать	1	2
185	от них	1	2
186	ним и	1	2
187	же в	5	2
188	того что	6	2
189	в формах	4	2
190	то в	1	2
191	из них	4	2
192	на одном	1	2
193	вовсе не	1	2
194	мы можем	1	2
195	у него	3	2
196	уже и	1	2
197	из двух	1	2
198	во власти	1	2
199	со стороны	4	2
200	до сих	1	2
201	а сам	1	2
202	а не	16	2
203	один из	3	2
204	из которых	1	2
205	не знал	1	2
206	одновременно с	1	2
207	как бы	7	2
208	по существу	1	2
209	с этой	5	2
210	сих пор	1	2
211	но для	1	2
212	в наше	1	2
213	не исключают	2	2
214	это уже	2	2
215	на берегу	1	2
216	с ней	1	2
217	сказать что	1	2
218	совершенно не	1	2
219	отношению к	2	2
220	к этому	1	2
221	жизни и	3	2
222	также и	3	1
223	говорится в	2	1
224	перед ним	1	1
225	только язык	1	1
226	свою первоначальную	1	1
227	всего это	1	1
228	и есть	3	1
229	тем же	3	1
230	между двумя	1	1
231	фольклора и	1	1
232	из его	2	1
233	проникает в	1	1
234	должна быть	2	1
235	когда это	1	1
236	едва ли	1	1
237	в зависимости	1	1
238	той же	3	1
239	пока он	1	1
240	с более	1	1
241	превратилась в	1	1
242	я не	7	1
243	из того	2	1
244	но даже	1	1
245	которое в	1	1
246	зависимости от	1	1
247	быть в	1	1
248	не был	1	1
249	на самом	1	1
250	но как	1	1
251	ответ на	1	1
252	отношение к	1	1
253	отличие от	5	1
254	что они	1	1
255	отнюдь не	2	1
256	он или	1	1
257	и я	6	1
258	в одной	1	1
259	как к	1	1
260	пределах одной	1	1
261	нам нет	1	1
262	целый ряд	1	1
263	как уже	1	1
264	оказывается в	1	1
265	следующим образом	2	1
266	но в	3	1
267	в противоположность	1	1
268	них он	1	1
269	есть ли	1	1
270	говорит а	1	1
271	и говорит	1	1
272	за собой	1	1
273	могло превратиться	1	1
274	во множестве	1	1
275	та же	2	1
276	им он	1	1
277	он в	1	1
278	только на	2	1
279	формы не	1	1
280	в себе	7	1
281	во многих	2	1
282	время мимо	1	1
283	и если	1	1
284	при рассмотрении	1	1
285	задний план	1	1
286	при этом	19	1
287	остались в	1	1
288	ключ к	1	1
289	состоит в	11	1
290	в силу	4	1
291	и вот	1	1
292	уже говорилось	1	1
293	свидетельствует о	1	1
294	снаружи а	1	1
295	подобно тому	2	1
296	него в	1	1
297	но дело	1	1
298	борьба с	1	1
299	культуры но	1	1
300	другой все	1	1
301	ценности и	1	1
302	знает что	1	1
303	конце xix	1	1
304	было бы	2	1
305	на почве	2	1
306	чаще всего	1	1
307	в жизни	6	1
308	и находит	1	1
309	и вы	1	1
310	соответствии с	1	1
311	на основании	1	1
312	этого не	2	1
313	а за	1	1
314	корни этого	1	1
315	и уже	1	1
316	и мифа	1	1
317	не сам	2	1
318	места в	1	1
319	к тем	1	1
320	в ходе	1	1
321	художественного творчества	3	1
322	право на	1	1
323	с точки	2	1
324	в их	3	1
325	в стиле	1	1
326	в своем	11	1
327	этого текста	3	1
328	на свою	1	1
329	в отличие	5	1
330	в поэме	1	1
331	в одном	1	1
332	пока еще	1	1
333	руки а	1	1
334	превратиться в	1	1
335	и более	1	1
336	в конце	4	1
337	на всю	1	1
338	например и	1	1
339	что есть	1	1
340	на три	1	1
341	тем самым	5	1
342	самого начала	1	1
343	как о	1	1
344	дело не	2	1
345	не имеет	1	1
346	на котором	1	1
347	к изучению	1	1
348	о них	1	1
349	иметь в	1	1
350	не могло	2	1
351	это мы	1	1
352	момент является	1	1
353	и всегда	1	1
354	же время	5	1
355	с новой	1	1
356	в сознании	2	1
357	тогда в	1	1
358	в каком	1	1
359	в момент	1	1
360	к себе	3	1
361	и образуется	1	1
362	пространстве в	1	1
363	к тому	2	1
364	на это	2	1
365	иначе с	1	1
366	и о	1	1
367	в виду	3	1
368	свою очередь	1	1
369	с каким	1	1
370	более ранних	1	1
371	с самого	1	1
372	приводит к	3	1
373	обитает в	1	1
374	обращаясь к	2	1
375	не единственный	1	1
376	что может	1	1
377	с собой	4	1
378	каждого из	1	1
379	мог бы	1	1
380	мы в	2	1
381	и первые	1	1
382	брошен в	1	1
383	он сам	1	1
384	для этого	4	1
385	это может	1	1
386	тебе мое	1	1
387	сводится к	3	1
388	и соответственно	1	1
389	в состав	1	1
390	на вопрос	1	1
391	того он	1	1
392	что перед	1	1
393	никак не	1	1
394	одного из	3	1
395	а также	5	1
396	как форма	1	1
397	на основе	1	1
398	делает уже	1	1
399	во втором	2	1
400	во всей	1	1
401	и только	2	1
402	вслед за	1	1
403	наконец в	1	1
404	и увидит	1	1
405	себе задачей	1	1
406	не тот	2	1
407	как правило	2	1
408	что искусство	1	1
409	в литературе	1	1
410	хотя бы	2	1
411	то он	2	1
412	тот же	1	1
413	одной из	1	1
414	этим актом	1	1
415	еще и	3	1
416	на неудачу	1	1
417	он уже	1	1
418	смерти как	1	1
419	становится не	2	1
420	всяком случае	2	1
421	их не	2	1
422	не мешает	1	1
423	собой а	1	1
424	же и	3	1
425	со своим	1	1
426	и у	1	1
427	борьбы с	1	1
428	мы получим	1	1
429	однако так	1	1
430	героя с	2	1
431	в нашей	2	1
432	что не	2	1
433	а то	1	1
434	на две	1	1
435	одно из	3	1
436	не так	1	1
437	для него	2	1
438	себе в	2	1
439	более ранние	1	1
440	именно такую	1	1
441	это место	1	1
442	слова в	1	1
443	в котором	1	1
444	в современном	1	1
445	перед собой	1	1
446	он один	2	1
447	соответствующий мотив	1	1
448	перейти к	1	1
449	быть названа	1	1
450	со всем	1	1
451	и даже	3	1
452	или иной	2	1
453	есть не	1	1
454	я был	1	1
455	а с	1	1
456	мира это	1	1
457	что для	2	1
458	можно назвать	1	1
459	в соответствии	1	1
460	то и	2	1
461	не было	3	1
462	относится к	2	1
463	не знает	1	1
464	в стране	1	1
465	из наиболее	2	1
466	подхватывает и	1	1
467	человек в	1	1
468	и ты	1	1
469	нет ничего	2	1
470	ни на	1	1
471	как это	8	1
472	из форм	1	1
473	одну из	2	1
474	власть над	1	1
475	к своему	1	1
476	с маленькими	1	1
477	быть это	3	1
478	xix века	6	1
479	только как	1	1
480	отправляется к	1	1
481	такого рода	10	1
482	тому как	2	1
483	что изнутри	1	1
484	приплывает в	1	1
485	ней не	1	1
486	на свете	1	1
487	ко мне	1	1
488	в состоянии	1	1
489	сохраняется в	1	1
490	как будто	2	1
491	быть не	1	1
492	и некоторые	1	1
493	только для	1	1
494	из ряда	1	1
495	видят в	1	1
496	в прекрасном	1	1
497	но такой	1	1
498	потому не	1	1
499	на задний	1	1
500	и от	1	1
501	к жене	1	1
502	за словом	1	1
503	а все	1	1
504	проходит через	1	1
505	особого рода	2	1
506	от него	1	1
507	в основе	3	1
508	у них	1	1
509	к этой	1	1
510	только что	1	1
511	все они	2	1
512	из этого	1	1
513	в самом	3	1
514	что такое	2	1
515	а я	1	1
516	в искусстве	2	1
517	в своих	4	1
518	во всяком	3	1
519	все что	1	1
520	этой точки	3	1
521	том числе	1	1
