N	2gram	Propp_Isto_2	Marksizm
123	на основе	1	3
124	о том	3	3
125	это вполне	1	3
126	что и	6	3
127	слова для	1	3
128	в двух	1	3
129	одной из	4	3
130	в какой	1	3
131	с одной	4	3
132	в качестве	3	3
133	его и	4	3
134	его из	2	3
135	характерно что	1	3
136	так как	14	3
137	в высшей	1	3
138	до сих	6	3
139	с другой	2	3
140	не было	2	3
141	одной стороны	3	3
142	она является	1	3
143	да и	2	3
144	быть именно	1	3
145	сих пор	7	3
146	а в	12	3
147	слово и	1	3
148	формы этой	2	2
149	часто находит	1	2
150	связана с	6	2
151	в зависимости	1	2
152	из всего	1	2
153	вопрос о	4	2
154	зависимости от	1	2
155	мы здесь	6	2
156	и он	1	2
157	он был	3	2
158	иное как	2	2
159	то мы	2	2
160	но как	1	2
161	ответ на	1	2
162	из важнейших	1	2
163	что они	10	2
164	конечно совершенно	1	2
165	в одной	4	2
166	это одно	1	2
167	его к	1	2
168	от этого	1	2
169	что это	6	2
170	в тех	2	2
171	следующей главе	1	2
172	свет на	3	2
173	тому же	2	2
174	эта система	1	2
175	из него	2	2
176	и с	4	2
177	это было	1	2
178	уже знаем	3	2
179	в жизни	2	2
180	далеко не	1	2
181	можем сказать	1	2
182	и потому	1	2
183	он и	3	2
184	перейдем к	2	2
185	мы не	3	2
186	формы этого	1	2
187	переносится в	1	2
188	теперь мы	1	2
189	слова при	1	2
190	является в	1	2
191	но они	4	2
192	как о	1	2
193	которых и	1	2
194	этот тип	1	2
195	его значения	1	2
196	нам важно	2	2
197	только с	2	2
198	и именно	2	2
199	лежит в	1	2
200	если же	1	2
201	должен быть	1	2
202	и о	1	2
203	но по	3	2
204	степени в	1	2
205	приводит к	2	2
206	в материале	1	2
207	чтобы понять	2	2
208	сводится к	1	2
209	другими словами	4	2
210	с нашей	1	2
211	будет ли	1	2
212	но не	2	2
213	мы увидим	8	2
214	уже в	2	2
215	свидетельствует о	1	2
216	мы знаем	11	2
217	друг друга	1	2
218	но что	1	2
219	у него	4	2
220	тем что	4	2
221	в особенности	2	2
222	именно как	1	2
223	мы это	1	2
224	именно в	2	2
225	здесь в	2	2
226	и прежде	1	2
227	а с	2	2
228	что не	1	2
229	они не	4	2
230	до конца	1	2
231	и непосредственно	1	2
232	о чем	1	2
233	мы встречаем	1	2
234	вместе с	7	2
235	ко всем	1	2
236	из форм	1	2
237	xix века	1	2
238	там где	1	2
239	в более	1	2
240	в следующей	1	2
241	или в	2	2
242	от него	1	2
243	еще более	1	2
244	в системе	2	2
245	не знает	2	2
246	слагается из	1	2
247	что в	12	2
248	и эта	1	2
249	можно говорить	1	1
250	например в	2	1
251	относится и	1	1
252	и действительно	1	1
253	сам по	1	1
254	дело вовсе	1	1
255	его со	1	1
256	нам кажется	1	1
257	с выражением	1	1
258	из другого	1	1
259	также что	2	1
260	что эти	4	1
261	и за	1	1
262	и могут	1	1
263	его не	2	1
264	не делает	1	1
265	бы что	1	1
266	сущности это	1	1
267	имеет свою	1	1
268	и дать	1	1
269	говорить о	1	1
270	что иное	2	1
271	то это	6	1
272	и со	1	1
273	этой исторической	1	1
274	дать ему	3	1
275	по линии	1	1
276	время в	1	1
277	всего этого	1	1
278	что его	1	1
279	там и	1	1
280	часто имеет	1	1
281	из этих	3	1
282	видели что	3	1
283	а только	1	1
284	к которой	1	1
285	только при	1	1
286	случай когда	1	1
287	не все	2	1
288	друг от	1	1
289	в центре	1	1
290	эта связь	3	1
291	его на	2	1
292	как в	5	1
293	поскольку они	1	1
294	дает нам	2	1
295	о социальной	1	1
296	как нам	1	1
297	кроме того	2	1
298	и где	1	1
299	когда он	3	1
300	было только	1	1
301	и наконец	5	1
302	себе не	1	1
303	следующим образом	1	1
304	увидим что	3	1
305	ясно и	2	1
306	в этот	1	1
307	для которого	1	1
308	к чему	2	1
309	в которой	2	1
310	как это	3	1
311	так или	1	1
312	как он	3	1
313	не могла	2	1
314	его но	1	1
315	есть но	1	1
316	и если	2	1
317	что она	5	1
318	как оно	1	1
319	главным образом	2	1
320	в обратном	1	1
321	в нашей	2	1
322	всех этих	3	1
323	знаем более	1	1
324	не связан	1	1
325	к одному	1	1
326	этого вопроса	1	1
327	в силу	2	1
328	оно должно	1	1
329	можно назвать	1	1
330	и связанные	1	1
331	так например	1	1
332	в нее	2	1
333	в основу	1	1
334	но все	5	1
335	человека в	2	1
336	связанные с	1	1
337	в совершенно	1	1
338	связанных с	1	1
339	с целью	1	1
340	входит в	1	1
341	смысле этих	1	1
342	и иных	1	1
343	это свидетельствует	1	1
344	к миру	1	1
345	приходит в	1	1
346	из нее	1	1
347	но уже	1	1
348	он является	2	1
349	в них	1	1
350	в общей	1	1
351	с тем	9	1
352	место и	1	1
353	и вне	1	1
354	несмотря на	1	1
355	стороны с	1	1
356	все это	3	1
357	таков рассказ	1	1
358	остается в	1	1
359	свою собственную	1	1
360	эта черта	2	1
361	что такое	1	1
362	уже к	1	1
363	только для	1	1
364	почти не	1	1
365	не столько	2	1
366	себе а	1	1
367	собой не	1	1
368	от его	1	1
369	не менее	1	1
370	чем дальше	1	1
371	выражение эта	1	1
372	выше мы	3	1
373	особого рода	1	1
374	но он	4	1
375	что было	1	1
376	тем не	1	1
377	войти в	1	1
378	же мы	2	1
379	на один	2	1
380	бы на	1	1
381	что эта	2	1
382	в русской	5	1
383	а ты	1	1
384	во время	2	1
385	и часто	2	1
386	но она	1	1
387	эти формы	1	1
388	принадлежит к	2	1
389	или еще	1	1
390	находится в	2	1
391	однако если	1	1
392	этого явления	1	1
393	в разных	2	1
394	на себя	1	1
395	что самое	1	1
396	связанное с	1	1
397	ему и	1	1
398	так называемый	2	1
399	так то	1	1
400	с другом	1	1
401	не совсем	3	1
402	это далеко	1	1
403	что можно	1	1
404	в роде	1	1
405	не могут	1	1
406	мы узнаем	1	1
407	когда мы	2	1
408	другом месте	2	1
409	его с	1	1
410	они и	1	1
411	конца и	1	1
412	от друга	1	1
413	связи со	1	1
414	в некоторых	2	1
415	здесь не	2	1
416	чтобы быть	1	1
417	уже с	2	1
418	в себя	3	1
419	говорили что	2	1
420	так в	3	1
421	роль в	3	1
422	собственно не	1	1
423	и когда	2	1
424	иной форме	1	1
425	в иной	5	1
426	на нее	2	1
427	здесь нет	2	1
428	подойти к	2	1
429	остается только	1	1
430	с ним	1	1
431	образом в	1	1
432	в работе	3	1
433	разнообразных формах	1	1
434	и что	6	1
435	или на	4	1
436	этих двух	1	1
437	должно было	3	1
438	вырывает его	1	1
439	с одним	3	1
440	эта сила	1	1
441	которые мы	1	1
442	переходит в	1	1
443	по наследству	2	1
444	не чувствует	1	1
445	в науку	1	1
446	и нашли	1	1
447	нуждается в	1	1
448	и только	2	1
449	в другой	4	1
450	в него	2	1
451	ни к	1	1
452	что здесь	4	1
453	другую форму	1	1
454	формы а	1	1
455	но с	2	1
456	оно и	2	1
457	всякого рода	1	1
458	мы видим	8	1
459	тот же	1	1
460	явления по	1	1
461	и так	2	1
462	или его	2	1
463	их не	1	1
464	именно на	1	1
465	с которыми	1	1
466	так что	6	1
467	же и	3	1
468	и др	4	1
469	ними был	1	1
470	уже не	1	1
471	в следующих	1	1
472	же в	1	1
473	и других	1	1
474	дает ему	2	1
475	из них	2	1
476	превращаются в	1	1
477	не сам	2	1
478	был бы	2	1
479	одно из	2	1
480	себе в	1	1
481	могло бы	1	1
482	в одном	5	1
483	чтобы выразить	1	1
484	у нее	4	1
485	с определенным	1	1
486	и им	1	1
487	брата и	1	1
488	в других	3	1
489	к самым	1	1
490	в исторической	1	1
491	со всем	1	1
492	со стороны	1	1
493	и из	2	1
494	в загоне	1	1
495	или иначе	1	1
496	связаны с	1	1
497	к нашему	1	1
498	а именно	3	1
499	в каких	3	1
500	к которому	5	1
501	соответствии с	1	1
502	следовательно не	2	1
503	и между	1	1
504	в середине	1	1
505	себя и	2	1
506	что им	2	1
507	превращается в	2	1
508	а на	1	1
509	этого не	5	1
510	здесь эта	1	1
511	на которых	1	1
512	назвали бы	1	1
513	другой стороны	2	1
514	такова задача	1	1
515	увидим в	1	1
516	они лишь	1	1
517	отражает не	1	1
518	нет ничего	2	1
519	мы перейдем	1	1
520	к себе	2	1
521	к самому	1	1
522	может так	1	1
523	этих случаях	10	1
524	он говорит	1	1
525	к жизни	1	1
526	в течение	1	1
527	здесь имеется	2	1
528	что же	1	1
529	друг с	1	1
530	исходя из	1	1
531	в состоянии	3	1
532	другого человека	1	1
533	быть не	1	1
534	в это	1	1
535	этом случае	5	1
536	в целом	1	1
537	на которой	2	1
538	но это	4	1
539	силу и	3	1
540	однако не	1	1
541	здесь она	2	1
542	но помимо	1	1
543	этого рода	1	1
544	не подлежит	1	1
545	о котором	1	1
546	пр в	1	1
547	но когда	1	1
548	у них	1	1
549	то о	1	1
550	из своего	1	1
551	указания на	1	1
552	идти на	1	1
553	мы должны	4	1
554	его еще	1	1
555	момент передачи	1	1
556	потому что	9	1
557	все они	1	1
558	представляют для	1	1
559	только по	1	1
560	на части	1	1
561	мы в	2	1
562	друга но	1	1
563	и сказках	1	1
564	и кричит	1	1
565	связи оно	1	1
566	сложные и	1	1
567	изучаемого нами	1	1
568	но можно	1	1
569	является и	1	1
570	не сами	1	1
571	не что	2	1
572	это и	1	1
573	из этого	1	1
574	самое что	1	1
575	на своем	1	1
576	проникнуть в	2	1
577	а может	1	1
578	ее в	2	1
579	и другие	4	1
580	также не	2	1
581	социального положения	1	1
