N	2gram	Propp_Russ_2	Psycholo
306	в такой	1	1
307	нами когда	1	1
308	он может	1	1
309	выражено в	1	1
310	здесь и	1	1
311	тех форм	1	1
312	на две	2	1
313	и за	1	1
314	эту же	1	1
315	еще на	1	1
316	нас важно	1	1
317	на место	1	1
318	из своих	1	1
319	наблюдение что	1	1
320	которое не	1	1
321	мы и	1	1
322	так называемые	1	1
323	через которые	1	1
324	на них	4	1
325	что через	1	1
326	которых нет	1	1
327	этим не	1	1
328	их так	1	1
329	видели что	4	1
330	связано с	2	1
331	не все	4	1
332	если в	1	1
333	отношение к	1	1
334	может произойти	1	1
335	не просто	1	1
336	при первом	1	1
337	отличаются от	1	1
338	что вызывает	1	1
339	к сожалению	1	1
340	относится к	1	1
341	деле эти	1	1
342	и где	1	1
343	уже указывалось	2	1
344	хотя и	1	1
345	более или	1	1
346	этой цели	2	1
347	от этого	1	1
348	них как	2	1
349	та же	2	1
350	центральный момент	1	1
351	под ним	2	1
352	представляет собой	2	1
353	или во	1	1
354	еще далеко	1	1
355	представления не	3	1
356	что так	1	1
357	ни одна	1	1
358	остановиться на	1	1
359	тому же	1	1
360	во многих	9	1
361	то этим	1	1
362	так сказать	1	1
363	главным образом	3	1
364	о которой	1	1
365	и вообще	1	1
366	не являются	1	1
367	есть та	1	1
368	не к	2	1
369	характер в	2	1
370	по своему	1	1
371	на земле	5	1
372	что называется	1	1
373	свою силу	1	1
374	но вместе	2	1
375	образа и	1	1
376	и отдельные	1	1
377	с собой	1	1
378	эта же	1	1
379	от нее	1	1
380	в одну	1	1
381	могла бы	1	1
382	с в	8	1
383	а когда	1	1
384	ей в	1	1
385	на этой	1	1
386	того или	1	1
387	и наша	1	1
388	он есть	2	1
389	и дает	1	1
390	что один	2	1
391	не соответствует	1	1
392	этого слова	1	1
393	далеко не	4	1
394	нас к	3	1
395	одна другую	1	1
396	и значения	1	1
397	здесь все	1	1
398	за ним	3	1
399	или менее	1	1
400	в эту	3	1
401	уверен что	1	1
402	которая имеет	1	1
403	бы к	1	1
404	человеком и	1	1
405	она в	1	1
406	другой вопрос	1	1
407	представление о	5	1
408	для объяснения	2	1
409	не менее	2	1
410	но эта	1	1
411	выше мы	3	1
412	которые в	1	1
413	их в	4	1
414	и форма	1	1
415	и очень	1	1
416	что чем	1	1
417	приходят с	1	1
418	при всех	1	1
419	но они	1	1
420	она не	3	1
421	которой идет	1	1
422	означает что	1	1
423	представляющие собой	1	1
424	тогда когда	4	1
425	принадлежат к	2	1
426	них идет	1	1
427	ее с	1	1
428	на него	1	1
429	в русской	1	1
430	когда они	2	1
431	пока еще	2	1
432	это еще	1	1
433	вытекает из	1	1
434	не имеет	3	1
435	применение в	1	1
436	детей и	1	1
437	к ней	2	1
438	и является	1	1
439	она одновременно	1	1
440	можно рассматривать	1	1
441	только с	1	1
442	каждый день	1	1
443	к таким	2	1
444	и оно	1	1
445	к себе	1	1
446	парни и	3	1
447	те и	1	1
448	и другой	3	1
449	чтобы сделать	1	1
450	в других	15	1
451	сходство с	1	1
452	другая теория	1	1
453	для его	1	1
454	в особую	1	1
455	полезными и	1	1
456	в применении	1	1
457	обычно в	1	1
458	разные стороны	1	1
459	в деревне	6	1
460	свою очередь	1	1
461	в некоторых	9	1
462	здесь не	1	1
463	без всякого	1	1
464	на другой	2	1
465	и от	3	1
466	за пределами	2	1
467	указывали на	1	1
468	и этим	1	1
469	она может	1	1
470	то время	2	1
471	с традиционным	1	1
472	такого мнения	1	1
473	значение в	1	1
474	основа и	1	1
475	то как	1	1
476	поэтому мы	1	1
477	же говорит	1	1
478	здесь нет	1	1
479	под общий	1	1
480	в которые	1	1
481	это должно	1	1
482	основана на	1	1
483	и эту	1	1
484	мы рассмотрим	4	1
485	из основных	2	1
486	другом месте	1	1
487	ему нужно	1	1
488	после того	2	1
489	там же	12	1
490	из различных	1	1
491	и во	1	1
492	под именем	3	1
493	нас в	1	1
494	к нему	4	1
495	свою теорию	1	1
496	между тем	3	1
497	мы указывали	2	1
498	два случая	1	1
499	и несмотря	1	1
500	это приводит	1	1
501	не так	1	1
502	показывают что	1	1
503	но так	1	1
504	на которой	1	1
505	в новой	2	1
506	сделать это	1	1
507	однако в	1	1
508	в какой	1	1
509	к их	1	1
510	и действительно	1	1
511	в стороне	2	1
512	верно и	1	1
513	который в	1	1
514	или же	5	1
515	и ее	2	1
516	мало того	1	1
517	в эти	1	1
518	его жизнь	1	1
519	можно выразить	1	1
520	совершенно по	1	1
521	живого человека	2	1
522	уже не	4	1
523	возможно для	1	1
524	еще одно	1	1
525	в виде	4	1
526	от других	1	1
527	или даже	3	1
528	при помощи	1	1
529	в борьбу	1	1
530	только одно	1	1
531	могло бы	1	1
532	в землю	13	1
533	тем как	1	1
534	каждый из	2	1
535	в избу	3	1
536	что древние	2	1
537	как при	1	1
538	заметить что	2	1
539	в руки	2	1
540	встречаемся с	1	1
541	смерти и	2	1
542	которые как	1	1
543	нет и	1	1
544	те или	1	1
545	ней и	1	1
546	это составляет	1	1
547	имеет целью	2	1
548	имеет и	1	1
549	как у	1	1
550	говорит вот	1	1
551	связаны с	3	1
552	сюда же	2	1
553	совпадает с	1	1
554	на которые	1	1
555	и др	1	1
556	что для	3	1
557	превращается в	1	1
558	не было	2	1
559	смерти но	1	1
560	целым рядом	1	1
561	туда куда	1	1
562	комедии с	1	1
563	отсюда возникает	1	1
564	ее на	2	1
565	в одно	1	1
566	мы видели	7	1
567	которого она	1	1
568	и вперед	1	1
569	где есть	3	1
570	свою судьбу	1	1
571	на смерть	1	1
572	это имеет	2	1
573	что каждый	1	1
574	время а	2	1
575	раз наоборот	1	1
576	многих случаях	2	1
577	место где	1	1
578	которая для	1	1
579	ненависть к	1	1
580	на которого	1	1
581	на тот	1	1
582	смысле этого	1	1
583	применении к	1	1
584	тому как	3	1
585	во все	1	1
586	и там	3	1
587	из разных	1	1
588	не оправдывается	1	1
589	взад и	1	1
590	который он	1	1
591	и всех	1	1
592	предположения что	1	1
593	что ее	3	1
594	только для	1	1
595	но это	1	1
596	или по	1	1
597	на первую	1	1
598	здесь в	2	1
599	решить вопрос	2	1
600	и другим	1	1
601	не представляет	1	1
602	нас совершенно	1	1
603	но где	1	1
604	у них	2	1
605	же к	1	1
606	тем более	1	1
607	будто бы	5	1
608	на улице	1	1
609	во время	12	1
610	этих элементов	1	1
611	теория верна	1	1
612	за этим	2	1
613	к ее	1	1
614	ее развития	1	1
615	с ними	1	1
616	месте в	1	1
617	и одно	1	1
618	они как	1	1
619	это на	1	1
620	игры и	1	1
621	им не	1	1
622	ко всему	1	1
623	к числу	2	1
624	во всяком	1	1
625	все что	1	1
626	ничего общего	1	1
