N	2gram	Losev_Prob_5	DiskursI
274	об этом	4	1
275	по выражению	1	1
276	того или	1	1
277	форму и	2	1
278	на друга	1	1
279	несмотря на	6	1
280	восходят к	1	1
281	со всей	2	1
282	к вершинам	1	1
283	в такой	1	1
284	древних греков	1	1
285	жизни с	1	1
286	которая может	1	1
287	в имени	1	1
288	тоже весьма	1	1
289	своей жизни	1	1
290	страха и	2	1
291	тем не	5	1
292	по крайней	4	1
293	и более	2	1
294	что этот	5	1
295	любви и	4	1
296	вплоть до	1	1
297	в таких	2	1
298	она не	1	1
299	с теми	1	1
300	самого начала	1	1
301	звено между	1	1
302	как о	4	1
303	мысли в	1	1
304	области художественного	1	1
305	или другие	1	1
306	на него	2	1
307	xix века	1	1
308	которого он	1	1
309	подлинным автором	1	1
310	и имеет	1	1
311	себе самом	1	1
312	для истории	1	1
313	ничего не	2	1
314	не вполне	1	1
315	того как	5	1
316	как весьма	2	1
317	к ней	1	1
318	и до	2	1
319	во всем	1	1
320	не принадлежит	1	1
321	является по	2	1
322	этом диалоге	1	1
323	точке зрения	2	1
324	ни о	1	1
325	уже о	1	1
326	в городе	1	1
327	к себе	1	1
328	не могут	2	1
329	но все	4	1
330	и другой	2	1
331	этот род	1	1
332	только еще	3	1
333	числе и	1	1
334	уже было	1	1
335	к божественному	1	1
336	к тому	2	1
337	его с	1	1
338	указывает на	3	1
339	в истолковании	1	1
340	должен быть	1	1
341	и образ	1	1
342	говоря уже	1	1
343	более поздним	1	1
344	с самого	1	1
345	чем может	1	1
346	говорится что	2	1
347	как с	2	1
348	вспомнить о	1	1
349	обращаясь к	1	1
350	и сам	4	1
351	в образе	1	1
352	признаки его	1	1
353	по аналогии	1	1
354	здесь как	2	1
355	и каждый	1	1
356	чем у	1	1
357	поэтому в	1	1
358	в эпоху	3	1
359	и даже	14	1
360	человека это	1	1
361	один человек	1	1
362	с ним	3	1
363	отдельной личности	1	1
364	и смерть	1	1
365	такое художественное	1	1
366	в новелле	1	1
367	и здесь	1	1
368	и должно	1	1
369	не был	1	1
370	внимание на	3	1
371	никак не	8	1
372	и что	6	1
373	себя самого	2	1
374	аналогии с	1	1
375	в значительной	2	1
376	нас в	4	1
377	солнца и	1	1
378	заключительная фраза	1	1
379	должно было	1	1
380	всякий человек	1	1
381	добра и	1	1
382	в форме	1	1
383	крайней мере	4	1
384	и следовательно	1	1
385	как она	1	1
386	не зная	1	1
387	которое было	1	1
388	менее в	1	1
389	свет и	1	1
390	именно о	2	1
391	даже если	1	1
392	и так	1	1
393	до нас	7	1
394	приходит в	1	1
395	от них	2	1
396	так что	11	1
397	же и	1	1
398	для всех	1	1
399	знаком с	1	1
400	только на	1	1
401	и они	2	1
402	себя и	1	1
403	в поэзии	1	1
404	во втором	2	1
405	у греков	1	1
406	большинстве случаев	1	1
407	связывается с	1	1
408	и их	5	1
409	в новом	1	1
410	всяком случае	2	1
411	жизненный опыт	1	1
412	содержания и	1	1
413	ради этого	1	1
414	вовсе не	8	1
415	не для	1	1
416	и художественный	1	1
417	тем что	2	1
418	в других	3	1
419	не обладает	1	1
420	были бы	1	1
421	русской поэзии	1	1
422	того что	3	1
423	в финале	1	1
424	не были	1	1
425	о своем	2	1
426	еще и	4	1
427	и др	1	1
428	в романе	1	1
429	поэзии и	1	1
430	превращается в	1	1
431	света и	1	1
432	до конца	1	1
433	н э	18	1
434	подобного рода	7	1
435	там где	1	1
436	что из	1	1
437	в одно	1	1
438	основе это	1	1
439	и глубоко	1	1
440	равно как	2	1
441	на фоне	1	1
442	человек в	1	1
443	от страха	1	1
444	как это	1	1
445	и универсальности	1	1
446	в предыдущей	1	1
447	однако для	2	1
448	в небо	1	1
449	из которых	1	1
450	почему он	1	1
451	образа из	1	1
452	этого типа	1	1
453	конца xix	1	1
454	в мир	2	1
455	мотив в	1	1
456	для человека	1	1
457	да и	2	1
458	бы стать	1	1
459	и называет	1	1
460	в это	2	1
461	и смерти	1	1
462	даже в	1	1
463	под названием	4	1
464	и от	1	1
465	видно что	1	1
466	на существование	1	1
467	что касается	3	1
468	но для	2	1
469	один из	2	1
470	при всем	2	1
471	но с	1	1
472	слова но	1	1
473	ли в	2	1
474	в стихотворении	14	1
475	его не	2	1
476	когда он	2	1
477	обращается к	1	1
478	еще более	3	1
479	отношении не	1	1
480	у горация	1	1
481	будто бы	5	1
482	с ума	1	1
483	ни было	1	1
484	же в	3	1
485	в искусстве	1	1
486	но всегда	1	1
487	человека не	1	1
488	одной из	1	1
489	а о	1	1
490	не говоря	1	1
491	сказать что	9	1
492	их с	1	1
493	при изучении	1	1
494	из этого	4	1
495	только о	1	1
496	в какой	2	1
497	прошлого в	1	1
498	в голову	1	1
499	ее в	2	1
500	нас не	3	1
501	во всяком	2	1
502	том числе	2	1
503	творчество как	1	1
