N	2gram	Vinokur_St_1	VLabPisa
646	подобного рода	1	1
647	задач и	1	1
648	на эту	4	1
649	если не	2	1
650	очень часто	3	1
651	долго и	1	1
652	так называемой	2	1
653	пушкин а	1	1
654	представить себе	1	1
655	мы говорим	1	1
656	в духе	1	1
657	как в	13	1
658	приводит в	1	1
659	статье о	2	1
660	обратил внимание	1	1
661	под понятие	1	1
662	в данном	14	1
663	а если	2	1
664	так или	2	1
665	в той	6	1
666	спорного и	1	1
667	это его	1	1
668	доходят до	1	1
669	имеем дело	2	1
670	я с	2	1
671	никем не	2	1
672	том смысле	2	1
673	сказать не	1	1
674	является для	1	1
675	остается один	1	1
676	но это	6	1
677	слова с	1	1
678	это явление	2	1
679	строчки и	1	1
680	и ему	1	1
681	мой взгляд	1	1
682	поводу с	1	1
683	которые должны	1	1
684	у некоторых	1	1
685	могут пригодиться	1	1
686	внимание на	3	1
687	и все	2	1
688	см хотя	1	1
689	той или	1	1
690	еще более	4	1
691	вообще в	1	1
692	потому что	6	1
693	сомнению что	1	1
694	увидим ниже	1	1
695	которых он	1	1
696	и наоборот	1	1
697	исключительно в	1	1
698	хотя в	2	1
699	но вот	1	1
700	еще в	1	1
701	в нечто	1	1
702	е в	2	1
703	бы с	1	1
704	лишь те	1	1
705	месте в	1	1
706	не говоря	1	1
707	дело с	2	1
708	чернового текста	1	1
709	это в	4	1
710	состоит из	1	1
711	вне общего	1	1
712	имеет ничего	2	1
713	от всех	1	1
714	совершенно не	5	1
715	в последнем	1	1
716	не один	1	1
717	или иного	4	1
718	работы в	3	1
719	к числу	2	1
720	это было	1	1
721	и другие	1	1
722	можно назвать	2	1
723	в таком	3	1
724	в роли	1	1
