N	2gram	Tiupa_Anal_1	Sovremen
218	система принципиально	1	1
219	может оказаться	1	1
220	то он	2	1
221	он уже	1	1
222	не приходится	1	1
223	та же	1	1
224	этой совокупности	1	1
225	ведущие к	1	1
226	одни и	1	1
227	в известном	1	1
228	без определенного	1	1
229	явлений не	1	1
230	и тот	1	1
231	и те	1	1
232	только на	1	1
233	вследствие этого	3	1
234	в начале	2	1
235	этот процесс	1	1
236	объяснения и	1	1
237	научного знания	1	1
238	чем ее	1	1
239	в данной	1	1
240	чтобы он	1	1
241	система его	1	1
242	он не	3	1
243	его и	2	1
244	себе в	2	1
245	становится его	1	1
246	эти три	1	1
247	как их	1	1
248	нам только	1	1
249	сами по	2	1
250	у читателя	1	1
251	вовсе не	2	1
252	для них	1	1
253	физика и	1	1
254	ему принадлежит	1	1
255	не случайно	3	1
256	случае не	2	1
257	какой бы	2	1
258	одной и	1	1
259	в основу	1	1
260	по его	1	1
261	которая позволяет	1	1
262	науки в	1	1
263	в различении	1	1
264	и только	1	1
265	не будет	3	1
266	а затем	1	1
267	не нарушает	1	1
268	и может	1	1
269	в другом	4	1
270	том случае	1	1
271	которые опираются	1	1
272	одной стороны	3	1
273	и некоторой	1	1
274	подлежит никакому	1	1
275	и т.п	5	1
276	до сих	1	1
277	с другой	4	1
278	именно в	4	1
279	здесь в	1	1
280	этом смысле	1	1
281	мы постараемся	1	1
282	его с	1	1
283	ведь если	1	1
284	в ином	1	1
285	только одно	1	1
286	ни в	4	1
287	но затем	1	1
288	не было	1	1
289	она и	1	1
290	раз она	1	1
291	все равно	1	1
292	и составляет	2	1
293	одна и	1	1
294	несмотря на	2	1
295	для чего	2	1
296	жизни но	2	1
297	должно быть	2	1
298	в связи	1	1
299	связей и	1	1
300	и становится	1	1
301	том что	12	1
302	все более	1	1
303	не способна	1	1
304	том как	1	1
305	и при	1	1
306	всех трех	1	1
307	таким же	1	1
308	и особенно	1	1
309	в такой	1	1
310	означало бы	1	1
311	она в	1	1
312	осуществляет только	1	1
313	то его	1	1
314	предлагает нам	1	1
315	в данном	2	1
316	в течение	1	1
317	и той	1	1
318	третьего эксперимента	1	1
319	процесса и	1	1
320	научной мысли	1	1
321	которые в	2	1
322	силу и	1	1
323	в обратном	1	1
324	по крайней	1	1
325	явления то	1	1
326	и более	4	1
327	мере в	3	1
328	жизни в	1	1
329	неживой природы	1	1
330	зрения и	1	1
331	по себе	4	1
332	она по	1	1
333	счете только	1	1
334	еще раз	1	1
335	ни изменить	1	1
336	в любом	3	1
337	как будет	1	1
338	другой такой	1	1
339	сих пор	1	1
340	при условии	1	1
341	с ним	4	1
342	описания и	1	1
343	все три	1	1
344	и тогда	2	1
345	в обоих	1	1
346	свое время	2	1
347	в процессе	2	1
348	является ли	1	1
349	не является	2	1
350	указать на	1	1
351	и от	1	1
352	только не	2	1
353	никогда не	2	1
354	или в	1	1
355	это как	2	1
356	человек и	1	1
357	эта сторона	1	1
358	но отнюдь	1	1
359	хотя и	1	1
360	в отдельных	1	1
361	или другой	1	1
362	себя самого	1	1
363	не более	4	1
364	все они	1	1
365	и его	5	1
366	связи с	1	1
367	ничто не	2	1
368	ни было	4	1
369	же в	1	1
370	но это	1	1
371	на части	1	1
372	на которой	1	1
373	эту сторону	1	1
374	а о	1	1
375	между ними	1	1
376	не знает	1	1
377	и для	1	1
378	происходящего в	1	1
379	равно как	1	1
380	элементов а	2	1
381	не что	4	1
382	в то	9	1
383	в свое	2	1
384	мы по	1	1
385	в какой	2	1
386	современной биологии	1	1
387	просто не	1	1
388	той или	6	1
389	в своих	1	1
390	и эта	1	1
391	на это	1	1
392	все что	1	1
393	они не	1	1
