N	2gram	Losev_Prob_3	Morfolog
304	и художественной	2	1
305	друг к	1	1
306	мы еще	1	1
307	другой более	1	1
308	мы будем	2	1
309	но как	4	1
310	не то	2	1
311	же она	1	1
312	или другом	1	1
313	случай когда	1	1
314	значение и	5	1
315	а он	1	1
316	ответ на	1	1
317	отличие от	3	1
318	важны для	1	1
319	или иное	2	1
320	которые не	1	1
321	во что	1	1
322	герой при	1	1
323	особого акта	1	1
324	его не	2	1
325	дает нам	2	1
326	для всех	1	1
327	мы имели	1	1
328	третий раз	1	1
329	лес или	1	1
330	по пути	1	1
331	но эта	3	1
332	имеет в	1	1
333	в этот	1	1
334	значение сам	1	1
335	втором случае	1	1
336	в которой	2	1
337	из этих	1	1
338	одном случае	1	1
339	море и	1	1
340	не в	13	1
341	в этой	3	1
342	рассказ о	1	1
343	фигурировать и	1	1
344	остановиться на	1	1
345	нами в	2	1
346	отношение между	1	1
347	и тот	1	1
348	во многих	1	1
349	но ведь	1	1
350	этот вывод	1	1
351	на то	3	1
352	а вовсе	2	1
353	вообще не	1	1
354	что она	1	1
355	будет дано	1	1
356	время и	2	1
357	слова а	2	1
358	всех этих	2	1
359	момента в	1	1
360	свою собственную	3	1
361	море на	1	1
362	функционирует как	1	1
363	гл vi	1	1
364	несколько ниже	1	1
365	здесь для	1	1
366	и этот	1	1
367	собственно говоря	5	1
368	одно и	3	1
369	форма у	1	1
370	здесь мы	1	1
371	однако все	1	1
372	то ни	6	1
373	связанные с	1	1
374	и может	2	1
375	или ее	1	1
376	же касается	4	1
377	конечно в	1	1
378	к другу	1	1
379	них не	1	1
380	очень важны	1	1
381	с другими	3	1
382	может фигурировать	1	1
383	то все	1	1
384	и дает	1	1
385	отличать от	1	1
386	и тем	9	1
387	даже в	1	1
388	известным образом	1	1
389	по всему	1	1
390	нет в	1	1
391	о которых	3	1
392	между собою	2	1
393	нисколько не	2	1
394	в саду	1	1
395	том как	2	1
396	имеет ничего	3	1
397	точку а	1	1
398	теми или	3	1
399	это делает	1	1
400	в их	2	1
401	мы говорили	2	1
402	имеется и	1	1
403	не столько	2	1
404	могло бы	3	1
405	бы мы	2	1
406	предмета но	2	1
407	а есть	1	1
408	для данного	1	1
409	при этом	4	1
410	но он	1	1
411	все это	5	1
412	никак нельзя	2	1
413	без всяких	1	1
414	имеет свою	3	1
415	не должно	1	1
416	бы быть	3	1
417	для нее	2	1
418	мы пока	1	1
419	тому что	4	1
420	и очень	3	1
421	она не	3	1
422	точно и	1	1
423	и начинает	1	1
424	что с	1	1
425	то чего	2	1
426	из одной	1	1
427	и притом	4	1
428	и сама	2	1
429	в основе	2	1
430	как его	1	1
431	функцию в	1	1
432	дело не	2	1
433	иметь в	1	1
434	которая если	1	1
435	больше чем	1	1
436	или как	3	1
437	действительно в	1	1
438	в другую	1	1
439	как на	2	1
440	же он	1	1
441	это один	1	1
442	одним из	1	1
443	и животные	1	1
444	у нас	10	1
445	такие же	1	1
446	к таким	1	1
447	исходить из	1	1
448	другой и	1	1
449	и развития	1	1
450	на улицу	1	1
451	к тому	3	1
452	той или	12	1
453	не есть	35	1
454	выше как	1	1
455	что при	2	1
456	только одну	1	1
457	ничего общего	7	1
458	с ее	2	1
459	это будет	4	1
460	без всякого	3	1
461	же не	2	1
462	данном случае	7	1
463	ни стало	1	1
464	они ни	1	1
465	и получает	1	1
466	на основании	2	1
467	ее даже	1	1
468	путем приведения	1	1
469	в глаза	1	1
470	мог бы	1	1
471	когда в	3	1
472	и с	9	1
473	что от	1	1
474	практически это	1	1
475	иное как	4	1
476	но к	1	1
477	других вопросов	1	1
478	но мы	1	1
479	бы то	4	1
480	что указанная	2	1
481	там же	1	1
482	того или	6	1
483	как они	1	1
484	доходит до	2	1
485	том или	3	1
486	нечто иное	2	1
487	он обозначает	1	1
488	в его	9	1
489	а потому	1	1
490	во всей	3	1
491	язык есть	1	1
492	тот момент	1	1
493	что бы	1	1
494	целом и	1	1
495	если это	1	1
496	к ней	1	1
497	такие формы	1	1
498	в него	1	1
499	уже видели	1	1
500	в третий	1	1
501	образом как	1	1
502	д и	4	1
503	о его	2	1
504	или другого	3	1
505	говорить о	3	1
506	как нечто	9	1
507	и действительно	1	1
508	очень много	3	1
509	который в	2	1
510	самые разнообразные	1	1
511	их мы	1	1
512	все они	2	1
513	со всеми	1	1
514	сведений о	1	1
515	от одной	1	1
516	же и	4	1
517	есть в	3	1
518	испытание и	1	1
519	видели выше	2	1
520	и у	2	1
521	в нашей	2	1
522	что не	1	1
523	их как	1	1
524	а и	1	1
525	не преследует	1	1
526	не так	3	1
527	быть заменена	1	1
528	понимает что	1	1
529	всяком случае	6	1
530	в одном	1	1
531	здесь перед	2	1
532	оно так	1	1
533	и художественный	1	1
534	у него	1	1
535	которые могут	1	1
536	и никогда	1	1
537	между прочим	2	1
538	она имеет	1	1
539	он является	3	1
540	образом что	1	1
541	само собой	2	1
542	были бы	2	1
543	только на	5	1
544	обозначения однако	1	1
545	знаки и	1	1
546	другого и	1	1
547	и даже	14	1
548	или иной	8	1
549	даже не	2	1
550	себе представить	1	1
551	до сих	2	1
552	на ее	2	1
553	именно в	2	1
554	здесь нужно	1	1
555	а именно	8	1
556	еще и	7	1
557	такое же	1	1
558	самыми разнообразными	1	1
559	не нужна	1	1
560	что им	1	1
561	и своего	2	1
562	на этот	4	1
563	она является	1	1
564	ничем не	2	1
565	не на	1	1
566	они часто	1	1
567	на смерть	1	1
568	о чем	2	1
569	воды и	1	1
570	для их	1	1
571	д можно	1	1
572	уже давно	1	1
573	но оно	3	1
574	и начала	1	1
575	путь от	2	1
576	в брак	1	1
577	по своему	2	1
578	другу и	1	1
579	в данном	9	1
580	что за	1	1
581	на тот	1	1
582	этим мы	2	1
583	как таковыми	1	1
584	есть на	1	1
585	и там	2	1
586	до его	1	1
587	отношения к	3	1
588	это значит	4	1
589	как будто	3	1
590	быть не	1	1
591	что же	8	1
592	с этой	3	1
593	для тех	1	1
594	еще раз	1	1
595	сих пор	2	1
596	не будем	2	1
597	только для	1	1
598	пришлось бы	1	1
599	же самое	9	1
600	уже достаточно	1	1
601	рассматривать как	2	1
602	указать на	1	1
603	но на	1	1
604	она может	2	1
605	не подходит	1	1
606	которые хотя	1	1
607	связанные со	1	1
608	или другой	4	1
609	не представляет	1	1
610	то не	1	1
611	для нас	16	1
612	могли бы	4	1
613	и все	3	1
614	которую он	1	1
615	бы в	2	1
616	возникает вопрос	1	1
617	и ни	3	1
618	своих героев	2	1
619	у которого	1	1
620	буквой а	1	1
621	и предметом	1	1
622	значения для	1	1
623	бросается в	1	1
624	такое сопоставление	1	1
625	а н	1	1
626	здесь только	7	1
627	к самым	1	1
628	возможно ли	1	1
629	состоит из	5	1
630	а ведь	3	1
631	предмета к	1	1
632	равно как	1	1
633	мы действительно	3	1
634	остается на	1	1
635	одновременно и	1	1
636	не что	4	1
637	только о	3	1
638	чтобы ее	1	1
639	что таких	1	1
640	в таком	5	1
641	во всяком	9	1
642	самостоятельно и	1	1
