N	2gram	Potebnia_M_4	Vladivir
134	в котором	4	4
135	даже в	2	4
136	тому что	2	4
137	не имеет	5	4
138	или как	1	4
139	в каком	4	4
140	то время	1	4
141	в глаза	1	4
142	не с	2	4
143	и можно	1	4
144	по мнению	1	4
145	если мы	2	4
146	при помощи	3	4
147	от того	4	4
148	здесь в	1	4
149	а с	1	4
150	и все	4	4
151	как это	1	4
152	если оно	2	4
153	в течение	2	4
154	то следовательно	1	4
155	мы должны	2	4
156	есть и	2	4
157	точно так	2	4
158	на самом	3	3
159	мы имеем	4	3
160	я не	2	3
161	которое в	3	3
162	в чем	1	3
163	заметим что	3	3
164	не все	1	3
165	отличие от	1	3
166	за пределы	1	3
167	независимо от	6	3
168	перед нами	1	3
169	и у	2	3
170	уже в	5	3
171	из этих	2	3
172	в нем	7	3
173	при этом	15	3
174	но все	1	3
175	том случае	3	3
176	свойств и	1	3
177	в качестве	1	3
178	это было	2	3
179	это не	7	3
180	не прямо	1	3
181	далеко не	1	3
182	не в	11	3
183	что этот	1	3
184	что есть	3	3
185	и против	1	3
186	весь этот	1	3
187	и слишком	1	3
188	того чтобы	4	3
189	и притом	2	3
190	все то	1	3
191	всегда есть	1	3
192	оно не	2	3
193	в виду	3	3
194	если бы	13	3
195	и вообще	2	3
196	находится в	5	3
197	настоящее время	1	3
198	к нему	5	3
199	что бы	1	3
200	что здесь	1	3
201	как нечто	1	3
202	и тем	4	3
203	по этому	1	3
204	с одной	1	3
205	не так	2	3
206	всяком случае	3	3
207	само по	5	3
208	и только	3	3
209	человека и	3	3
210	даже не	2	3
211	истина и	1	3
212	именно в	3	3
213	и нельзя	2	3
214	но о	1	3
215	вещь и	1	3
216	процесс в	1	3
217	в связи	1	3
218	мы видели	1	3
219	одной стороны	1	3
220	как бы	5	3
221	же самое	4	3
222	но для	1	3
223	и для	2	3
224	нельзя сказать	3	3
225	в настоящее	1	3
226	или не	1	3
227	же в	1	3
228	только о	2	3
229	ее в	1	3
230	и эта	1	3
231	как на	1	3
232	в таком	4	3
233	во всяком	5	3
234	сам по	4	2
235	на ступени	2	2
236	должна быть	1	2
237	и за	1	2
238	есть не	4	2
239	мы не	8	2
240	имеет свою	2	2
241	в сущности	2	2
242	не вполне	2	2
243	мы и	2	2
244	это время	1	2
245	не нужно	2	2
246	он сам	1	2
247	без которой	1	2
248	быть в	1	2
249	нам представляется	2	2
250	что его	2	2
251	данном случае	2	2
252	а тем	1	2
253	могло быть	1	2
254	но как	1	2
255	этого последнего	2	2
256	и речи	1	2
257	которые не	2	2
258	как говорит	1	2
259	общего с	1	2
260	с этим	7	2
261	и к	6	2
262	о различии	1	2
263	в которой	6	2
264	так или	2	2
265	в нашем	2	2
266	иначе и	1	2
267	но на	1	2
268	дальше и	1	2
269	что она	2	2
270	он ни	1	2
271	и еще	1	2
272	как с	1	2
273	же это	1	2
274	не как	2	2
275	в силу	7	2
276	и по	3	2
277	случае если	1	2
278	в другом	1	2
279	ко второму	2	2
280	должен был	1	2
281	стоит на	1	2
282	в это	2	2
283	но уже	3	2
284	таком случае	2	2
285	на первый	1	2
286	в этих	3	2
287	к тем	1	2
288	что истина	1	2
289	взгляд на	1	2
290	в вопросе	1	2
291	в их	1	2
292	выше мы	2	2
293	и более	4	2
294	тем самым	4	2
295	о значении	1	2
296	что эта	1	2
297	она не	2	2
298	но что	2	2
299	иметь в	2	2
300	в разных	3	2
301	же время	3	2
302	связи с	3	2
303	что на	2	2
304	не могут	2	2
305	можно думать	2	2
306	и вполне	2	2
307	сравнении с	1	2
308	той или	1	2
309	бы это	1	2
310	не существует	2	2
311	что оба	1	2
312	всей своей	1	2
313	роль в	1	2
314	в мире	2	2
315	к первому	2	2
316	можно только	2	2
317	является в	1	2
318	которая в	1	2
319	возможна только	1	2
320	но мы	2	2
321	что каждый	1	2
322	его в	4	2
323	на отдельные	1	2
324	когда оно	2	2
325	бы в	2	2
326	я вижу	2	2
327	в теории	1	2
328	знания и	1	2
329	быть и	2	2
330	но с	1	2
331	одной из	1	2
332	что даже	2	2
333	и так	3	2
334	в обществе	2	2
335	не можем	5	2
336	то и	4	2
337	в нашей	1	2
338	свидетельствует о	1	2
339	из них	1	2
340	разума и	1	2
341	себе в	3	2
342	могло бы	1	2
343	друг друга	2	2
344	бытия и	1	2
345	только с	1	2
346	заметить что	6	2
347	и вместе	3	2
348	духовных сил	1	2
349	для того	6	2
350	со стороны	3	2
351	или иначе	2	2
352	эта работа	1	2
353	и самая	1	2
354	только к	1	2
355	больше и	1	2
356	то по	1	2
357	понятие о	1	2
358	еще до	3	2
359	что мы	10	2
360	как не	1	2
361	нет ничего	3	2
362	а есть	1	2
363	не дается	1	2
364	то можно	1	2
365	к своему	1	2
366	а если	2	2
367	думали что	1	2
368	для понимания	2	2
369	если эти	1	2
370	внимания на	1	2
371	это последнее	4	2
372	в одно	1	2
373	в с	1	2
374	об отношении	2	2
375	то не	1	2
376	но когда	1	2
377	ни к	2	2
378	этом отношении	1	2
379	только что	3	2
380	бы на	1	2
381	то необходимо	2	2
382	а о	1	2
383	другой стороны	1	2
384	но можно	1	2
385	того же	1	2
386	к его	2	2
387	в сравнении	4	2
388	из этого	2	2
389	но еще	1	2
390	нужно помнить	1	1
391	пор не	3	1
392	а между	4	1
393	можно говорить	1	1
394	также что	1	1
395	речь идет	1	1
396	например в	3	1
397	в сфере	1	1
398	до него	1	1
399	от самой	1	1
400	начинается с	1	1
401	себя как	1	1
402	только потому	4	1
403	науки о	1	1
404	и есть	3	1
405	не признает	1	1
406	основные категории	1	1
407	что слово	10	1
408	бы очень	1	1
409	человеческой души	1	1
410	каком отношении	1	1
411	рядом других	1	1
412	для своего	1	1
413	это совершенно	1	1
414	которую мы	1	1
415	та же	1	1
416	с самых	1	1
417	делать здесь	1	1
418	есть нечто	5	1
419	что иное	2	1
420	указывая на	2	1
421	природы то	1	1
422	себе что	1	1
423	в каждой	1	1
424	есть вместе	2	1
425	и говорить	2	1
426	иное как	2	1
427	в последних	1	1
428	есть развитие	1	1
429	мы указываем	2	1
430	во всех	1	1
431	без которого	2	1
432	то мы	3	1
433	а следовательно	1	1
434	сказать и	1	1
435	других источников	1	1
436	мысли если	1	1
437	не доходит	1	1
438	того чтоб	1	1
439	значение не	1	1
440	очевидно что	7	1
441	в новом	1	1
442	нет и	1	1
443	же раз	1	1
444	отличаются от	1	1
445	и чем	2	1
446	один и	5	1
447	относится к	1	1
448	как в	7	1
449	что действительно	1	1
450	от изучения	1	1
451	нового не	1	1
452	не другим	1	1
453	что по	2	1
454	и словом	2	1
455	духа и	2	1
456	не быть	1	1
457	стремится не	1	1
458	но отсюда	1	1
459	он в	1	1
460	бы не	3	1
461	которые в	1	1
462	а может	2	1
463	думать что	4	1
464	может считаться	1	1
465	в известном	1	1
466	им в	1	1
467	сказать чтобы	2	1
468	не годится	1	1
469	человек не	2	1
470	так сказать	5	1
471	намеки на	1	1
472	и легко	1	1
473	перестает быть	1	1
474	одно целое	1	1
475	есть таким	1	1
476	есть переход	1	1
477	зрения в	1	1
478	к одному	3	1
479	он пользуется	1	1
480	это если	1	1
481	их в	3	1
482	том и	2	1
483	чем она	1	1
484	что ни	1	1
485	на наш	1	1
486	вообще без	1	1
487	а вместе	1	1
488	начинать с	1	1
489	его не	1	1
490	все признаки	1	1
491	на все	1	1
492	что перед	1	1
493	лишь в	3	1
494	второй половины	1	1
495	заключается в	1	1
496	образом если	1	1
497	случае является	1	1
498	истории и	1	1
499	же отношении	1	1
500	из первых	1	1
501	с которого	1	1
502	поэтому можно	2	1
503	нечто общее	1	1
504	в них	3	1
505	рядом с	1	1
506	все равно	3	1
507	восприятие и	1	1
508	нетрудно заметить	2	1
509	чувствам и	1	1
510	не всегда	3	1
511	во внимание	1	1
512	развития так	1	1
513	менее этот	1	1
514	и такая	1	1
515	она мне	2	1
516	что такого	1	1
517	и прямо	1	1
518	бога и	1	1
519	обратимся к	1	1
520	для преобразования	1	1
521	во время	2	1
522	дошли до	1	1
523	от своего	1	1
524	и при	2	1
525	и их	3	1
526	я увидел	1	1
527	при изучении	1	1
528	мысль и	1	1
529	еще менее	1	1
530	в такой	1	1
531	и без	2	1
532	представить себе	2	1
533	живет только	1	1
534	то для	1	1
535	и понятия	2	1
536	в которых	3	1
537	бы мы	1	1
538	признать что	2	1
539	природы но	1	1
540	является только	1	1
541	но эта	2	1
542	образом и	1	1
543	слово для	3	1
544	но он	1	1
545	друг другу	1	1
546	есть именно	1	1
547	возможно только	3	1
548	том же	2	1
549	на всю	1	1
550	или если	2	1
551	же мы	2	1
552	случае мы	1	1
553	и второе	1	1
554	и науки	2	1
555	находим уже	1	1
556	виду что	2	1
557	участвует в	1	1
558	с которой	1	1
559	что с	1	1
560	имеет свое	1	1
561	и другое	2	1
562	самого начала	2	1
563	что их	1	1
564	в науке	3	1
565	на себе	3	1
566	к этим	1	1
567	но вместе	1	1
568	не отвлеченным	1	1
569	и имеет	1	1
570	какой бы	1	1
571	во всякой	1	1
572	слово по	1	1
573	следовательно и	1	1
574	если кто	1	1
575	того и	1	1
576	философия но	1	1
577	того как	6	1
578	под этим	1	1
579	это то	1	1
580	только из	1	1
581	того в	1	1
582	для сознательной	1	1
583	это слово	4	1
584	чем оно	1	1
585	в процессе	3	1
586	до того	3	1
587	внутреннюю форму	3	1
588	доказать что	1	1
589	раз как	2	1
590	как будто	1	1
591	настоящего времени	2	1
592	половины xix	1	1
593	освобождается от	2	1
594	если у	1	1
595	начиная с	1	1
596	и одного	1	1
597	относиться к	1	1
598	когда мы	6	1
599	ступени ее	1	1
600	и такие	1	1
601	направления мысли	1	1
602	так а	1	1
603	и другим	3	1
604	бы он	1	1
605	силу которого	2	1
606	указывает на	2	1
607	мне представлялась	1	1
608	что при	1	1
609	которые мы	2	1
610	самостоятельно и	1	1
611	указываем на	1	1
612	дать себе	1	1
613	удобно будет	1	1
614	без всякого	1	1
615	в ее	2	1
616	не природа	1	1
617	воля не	1	1
618	что делает	2	1
619	только не	3	1
620	в себя	1	1
621	такой взгляд	1	1
622	с самого	1	1
623	так в	3	1
624	вопрос что	2	1
625	имеет никакого	1	1
626	света к	1	1
627	материи и	1	1
628	слова а	1	1
629	буквально соответствует	1	1
630	и сам	1	1
631	это можно	2	1
632	те же	3	1
633	ясно что	1	1
634	мы только	1	1
635	потому выше	1	1
636	том как	1	1
637	что современное	1	1
638	не имели	2	1
639	образ или	2	1
640	ровно никакого	1	1
641	о ней	1	1
642	каждый раз	4	1
643	составляют ее	1	1
644	мы могли	2	1
645	в самой	2	1
646	на вопрос	4	1
647	и поэтому	1	1
648	внимание на	5	1
649	другими словами	8	1
650	более высокой	1	1
651	осталось бы	1	1
652	на что	1	1
653	что такой	1	1
654	можно сказать	4	1
655	как эта	1	1
656	ли она	1	1
657	может не	1	1
658	все в	2	1
659	совершенно самостоятельно	1	1
660	и откуда	1	1
661	доходит до	1	1
662	не могло	1	1
663	словом которое	1	1
664	и во	1	1
665	стояли на	1	1
666	а потому	1	1
667	в глазах	2	1
668	нас значение	1	1
669	непосредственно в	1	1
670	вслед за	1	1
671	вообще и	3	1
672	которая и	1	1
673	века и	1	1
674	действительности в	1	1
675	том почему	1	1
676	еще только	1	1
677	и следовательно	3	1
678	и всякое	1	1
679	если это	1	1
680	может иметь	2	1
681	религия в	1	1
682	выразил в	1	1
683	и мы	5	1
684	видим что	1	1
685	тех пор	6	1
686	с той	1	1
687	признаки а	1	1
688	один из	2	1
689	что только	2	1
690	ничего ни	1	1
691	мы видим	2	1
692	смысле и	1	1
693	к делу	1	1
694	и влияние	1	1
695	как нет	2	1
696	словом и	1	1
697	что одно	1	1
698	в человека	1	1
699	самые разнообразные	1	1
700	для нее	1	1
701	же при	1	1
702	говорит только	1	1
703	их не	1	1
704	тот что	1	1
705	не то	5	1
706	же он	1	1
707	самом деле	3	1
708	конечно не	2	1
709	а это	1	1
710	в душе	1	1
711	и других	3	1
712	за ним	2	1
713	человека на	1	1
714	это обстоятельство	2	1
715	не будут	1	1
716	тогда в	1	1
717	иначе как	1	1
718	случае когда	2	1
719	от тех	1	1
720	при всей	1	1
721	самостоятельно но	1	1
722	есть его	1	1
723	которое является	1	1
724	и никогда	1	1
725	указание на	1	1
726	известного рода	1	1
727	но из	1	1
728	развития которая	1	1
729	нужно было	1	1
730	и др	2	1
731	говорим о	1	1
732	и из	3	1
733	до сих	4	1
734	свою историю	2	1
735	влияние на	2	1
736	о влиянии	1	1
737	общее у	1	1
738	что человек	3	1
739	к которому	1	1
740	есть непосредственное	1	1
741	и прежде	2	1
742	есть представление	2	1
743	на чем	1	1
744	во второй	1	1
745	такое же	2	1
746	то значит	2	1
747	в природе	1	1
748	вопрос почему	2	1
749	к человеку	1	1
750	бы для	1	1
751	нужно сказать	1	1
752	на этот	2	1
753	здесь дело	1	1
754	целым рядом	1	1
755	науки не	1	1
756	тем смыслом	1	1
757	именно так	1	1
758	цельное и	1	1
759	его по	1	1
760	есть отношение	1	1
761	конечно на	1	1
762	человеческой жизни	1	1
763	только от	3	1
764	в приводимой	1	1
765	этим самым	1	1
766	с которым	2	1
767	и об	1	1
768	было в	3	1
769	я говорю	3	1
770	в частности	1	1
771	и красоты	1	1
772	с какою	1	1
773	мы говорим	7	1
774	было для	1	1
775	как всякое	2	1
776	процесс то	1	1
777	его на	1	1
778	того чем	1	1
779	из которых	2	1
780	в человеке	1	1
781	тех и	1	1
782	по своему	2	1
783	строгом смысле	1	1
784	он говорит	1	1
785	она есть	1	1
786	в последнем	1	1
787	на эту	1	1
788	если человек	1	1
789	это напоминает	1	1
790	эту мысль	2	1
791	для человека	4	1
792	в первой	1	1
793	этим мы	1	1
794	исходя из	1	1
795	в состоянии	2	1
796	никем не	2	1
797	том смысле	2	1
798	этого слова	7	1
799	слова и	5	1
800	конечно есть	1	1
801	на пути	1	1
802	этом случае	5	1
803	и нет	1	1
804	сих пор	4	1
805	как предмет	1	1
806	заметить и	1	1
807	но так	2	1
808	только для	2	1
809	заставляет нас	1	1
810	каждое из	1	1
811	все это	5	1
812	видно что	4	1
813	и таким	3	1
814	ничего кроме	1	1
815	от нас	1	1
816	всего для	1	1
817	должны быть	3	1
818	мире а	1	1
819	в более	2	1
820	мы найдем	1	1
821	только а	1	1
822	человек хочет	1	1
823	тем и	6	1
824	потому не	1	1
825	ему только	1	1
826	не подлежит	1	1
827	тождественно с	1	1
828	мира и	1	1
829	между ними	4	1
830	выше есть	1	1
831	чтобы понять	2	1
832	развития и	2	1
833	и самым	1	1
834	или другой	1	1
835	отсюда видно	1	1
836	у них	1	1
837	еще более	2	1
838	отношении не	2	1
839	и необходимо	1	1
840	есть уже	4	1
841	которым мы	1	1
842	отношении к	1	1
843	от всякого	1	1
844	к самому	1	1
845	есть то	4	1
846	и сила	1	1
847	в свою	2	1
848	утверждать что	1	1
849	только как	4	1
850	состоит из	1	1
851	природе то	1	1
852	легко заметить	1	1
853	этот третий	1	1
854	не что	2	1
855	чтобы он	1	1
856	и идеи	1	1
857	в действительности	3	1
858	если она	1	1
859	жизни и	1	1
860	нечто уже	1	1
861	том числе	1	1
862	то оно	1	1
863	по поводу	4	1
864	невозможна без	1	1
865	собою то	1	1
866	эти категории	1	1
867	все что	2	1
868	и сложно	1	1
