N	2gram	Berdyaev_V_1	Problema
175	вот в	1	2
176	не могут	2	2
177	могут быть	2	2
178	в окончательном	1	2
179	уже на	2	2
180	и всегда	1	2
181	это только	1	2
182	является в	2	2
183	смысле и	1	2
184	и который	1	2
185	между тем	2	2
186	крайней мере	1	2
187	мы видим	1	2
188	и так	1	2
189	а потому	1	2
190	для него	2	2
191	не для	1	2
192	но что	1	2
193	вместе с	1	2
194	а потом	1	2
195	поскольку он	1	2
196	что нет	1	2
197	в результате	1	2
198	тот кто	2	2
199	о своем	1	2
200	для нашего	1	2
201	ее в	2	2
202	а между	2	1
203	глубине его	1	1
204	он за	1	1
205	идея в	1	1
206	пусть не	1	1
207	в разные	1	1
208	ивана карамазова	2	1
209	которое может	1	1
210	до времени	1	1
211	идти в	1	1
212	который был	1	1
213	я не	1	1
214	то это	3	1
215	кто же	1	1
216	бы то	1	1
217	оно ни	1	1
218	во имя	32	1
219	другое и	1	1
220	и чем	1	1
221	во что	1	1
222	и я	4	1
223	и нет	1	1
224	все же	1	1
225	нас за	2	1
226	говорит что	1	1
227	на нас	2	1
228	его к	2	1
229	духа и	2	1
230	от этого	3	1
231	бы и	3	1
232	в известном	1	1
233	найти того	1	1
234	им в	1	1
235	ничего и	2	1
236	о которой	1	1
237	должна быть	3	1
238	не к	2	1
239	теперь еще	1	1
240	и будет	3	1
241	на этом	1	1
242	будем говорить	1	1
243	ни для	1	1
244	человека в	1	1
245	тут не	1	1
246	то ни	1	1
247	если нет	1	1
248	а его	1	1
249	много говорить	1	1
250	лишь в	3	1
251	на путь	1	1
252	землей в	1	1
253	от всякой	1	1
254	и было	1	1
255	и тогда	2	1
256	их на	1	1
257	не так	2	1
258	еще недостаточно	1	1
259	наших дней	1	1
260	а существует	1	1
261	всего только	1	1
262	вопрос о	1	1
263	которой они	2	1
264	мир и	2	1
265	что было	2	1
266	сознания или	1	1
267	есть прежде	1	1
268	на котором	1	1
269	если в	1	1
270	в процессе	1	1
271	одна из	2	1
272	то уж	1	1
273	много общего	1	1
274	было не	1	1
275	что на	1	1
276	иван карамазов	1	1
277	указать на	1	1
278	его с	1	1
279	ли что	1	1
280	отказаться от	1	1
281	могут и	1	1
282	ни стало	1	1
283	да неужто	1	1
284	если они	1	1
285	и сам	2	1
286	на нее	1	1
287	не с	2	1
288	нам уже	1	1
289	он был	1	1
290	и внешней	1	1
291	нас и	3	1
292	мы взяли	2	1
293	находится в	1	1
294	мы это	2	1
295	себя не	1	1
296	любви ко	1	1
297	ее и	2	1
298	нас а	1	1
299	это в	1	1
300	идет к	1	1
301	и можно	1	1
302	что бы	1	1
303	слова для	1	1
304	известном смысле	1	1
305	не случайно	1	1
306	но с	1	1
307	было что	1	1
308	вот что	1	1
309	конечно не	2	1
310	о смысле	4	1
311	его и	2	1
312	за ним	3	1
313	только это	1	1
314	и навсегда	1	1
315	в прошлом	2	1
316	бы это	1	1
317	без такого	1	1
318	для таких	1	1
319	хоть и	1	1
320	что человек	1	1
321	тоже ведь	1	1
322	и внешнее	1	1
323	к человеку	1	1
324	мы скажем	1	1
325	мы станем	1	1
326	мы так	1	1
327	с которым	1	1
328	его по	1	1
329	мира в	2	1
330	от этих	2	1
331	зачем же	2	1
332	человека к	1	1
333	у человека	1	1
334	и столь	1	1
335	к бытию	3	1
336	он говорит	1	1
337	образ и	1	1
338	это символ	1	1
339	это значит	1	1
340	который он	1	1
341	с этой	1	1
342	еще к	1	1
343	ничего кроме	1	1
344	что я	3	1
345	и от	1	1
346	которая в	1	1
347	от него	2	1
348	в третьем	1	1
349	и самое	1	1
350	будто бы	1	1
351	взятого в	1	1
352	основанной на	1	1
353	есть уже	2	1
354	сознания так	1	1
355	идти по	1	1
356	тот же	3	1
357	но вот	1	1
358	хотели бы	1	1
359	это все	2	1
360	не быть	1	1
361	есть то	1	1
362	в трех	1	1
363	жизни и	3	1
364	полетел в	1	1
365	и эта	1	1
366	в противоположность	1	1
367	к этому	1	1
