N	2gram	Potebnia_M_4	Problema
320	в их	1	1
321	хотя уже	1	1
322	мы уже	3	1
323	а как	2	1
324	пока он	1	1
325	надо было	1	1
326	что если	6	1
327	которую мы	1	1
328	вопрос о	2	1
329	при создании	1	1
330	когда люди	1	1
331	образом уже	1	1
332	их с	1	1
333	не вполне	2	1
334	из глубины	1	1
335	и понятия	2	1
336	не от	3	1
337	в xix	1	1
338	предметом и	1	1
339	не был	1	1
340	или от	3	1
341	нам представляется	2	1
342	только после	1	1
343	мысль что	3	1
344	не без	1	1
345	указание на	1	1
346	то мы	3	1
347	то он	2	1
348	заметим что	3	1
349	различные толкования	1	1
350	бы в	2	1
351	же она	1	1
352	искусство в	1	1
353	самого образа	1	1
354	у них	1	1
355	и разными	1	1
356	которые не	2	1
357	что хотя	3	1
358	первый взгляд	1	1
359	если она	1	1
360	с этим	7	1
361	перед нами	1	1
362	могли бы	4	1
363	что по	2	1
364	его к	2	1
365	духа и	2	1
366	и хотя	3	1
367	то в	3	1
368	человек со	1	1
369	бы и	5	1
370	и животных	1	1
371	что это	7	1
372	а во-вторых	1	1
373	формы в	3	1
374	так или	2	1
375	в нашем	2	1
376	из этих	2	1
377	если мы	2	1
378	и те	1	1
379	может считаться	1	1
380	тем он	1	1
381	необходимо сделать	1	1
382	говорят о	1	1
383	имеем в	1	1
384	это такая	1	1
385	имеет для	5	1
386	но на	1	1
387	и если	3	1
388	вообще не	1	1
389	что она	2	1
390	главным образом	1	1
391	птицы в	1	1
392	о начале	1	1
393	он ни	1	1
394	т д	3	1
395	ему такое	1	1
396	которые составляют	1	1
397	на одну	1	1
398	эта последняя	2	1
399	избавиться от	1	1
400	даже тогда	1	1
401	же это	1	1
402	состоит в	2	1
403	можем найти	1	1
404	самой сущности	2	1
405	него есть	1	1
406	что ни	1	1
407	и по	3	1
408	в образе	2	1
409	уже по	2	1
410	в нее	3	1
411	от нее	1	1
412	на всю	1	1
413	и сделал	1	1
414	дошедшего до	1	1
415	поэзии и	7	1
416	а по	1	1
417	времени и	1	1
418	она получила	1	1
419	времени в	1	1
420	входит в	1	1
421	образом если	1	1
422	от одного	3	1
423	но самый	1	1
424	мы приведем	1	1
425	должен был	1	1
426	например с	2	1
427	же раз	1	1
428	не ясно	1	1
429	же образом	1	1
430	является более	1	1
431	человеческое творчество	1	1
432	между собою	4	1
433	здесь можно	1	1
434	и такая	1	1
435	чем в	2	1
436	что такого	1	1
437	на первый	1	1
438	совсем другое	1	1
439	и при	2	1
440	что такое	7	1
441	в следующем	1	1
442	в такой	1	1
443	одним и	1	1
444	не как	2	1
445	далее в	1	1
446	своего рода	1	1
447	что я	11	1
448	элементов то	1	1
449	достигает этого	1	1
450	для приобретения	1	1
451	том чтобы	1	1
452	все это	5	1
453	видно что	4	1
454	их в	3	1
455	даже в	2	1
456	же мы	2	1
457	тому что	2	1
458	но вместо	1	1
459	если и	2	1
460	и науки	2	1
461	перед собою	2	1
462	тем самым	4	1
463	что эта	1	1
464	с которой	1	1
465	самого начала	2	1
466	мысли в	2	1
467	не имеет	5	1
468	на котором	4	1
469	что их	1	1
470	и имеет	1	1
471	и слишком	1	1
472	совершенно правильно	1	1
473	из него	2	1
474	что наша	2	1
475	же время	3	1
476	и по-видимому	1	1
477	глядя на	2	1
478	к ней	2	1
479	как она	2	1
480	возможно было	1	1
481	во всем	1	1
482	и звуки	1	1
483	и чувство	1	1
484	со своим	4	1
485	не принадлежит	1	1
486	если обратить	1	1
487	следует что	1	1
488	силы природы	1	1
489	бога и	1	1
490	до того	3	1
491	ему в	1	1
492	а мы	3	1
493	не потому	1	1
494	по ней	1	1
495	что представление	2	1
496	есть из	1	1
497	у гомера	1	1
498	когда мы	6	1
499	он лишен	1	1
500	уже было	2	1
501	в душе	1	1
502	его с	1	1
503	другое что	1	1
504	той или	1	1
505	силу которого	2	1
506	как человек	3	1
507	свое значение	1	1
508	только одно	1	1
509	она не	2	1
510	в наше	1	1
511	бы ни	2	1
512	правда не	1	1
513	и это	2	1
514	и самое	1	1
515	смысле что	1	1
516	меня в	1	1
517	говорит и	1	1
518	на основе	1	1
519	во мне	1	1
520	которые как	1	1
521	с самого	1	1
522	огромное количество	1	1
523	значение в	1	1
524	и когда	2	1
525	из двух	1	1
526	на нее	3	1
527	те же	3	1
528	настолько насколько	1	1
529	что никогда	1	1
530	том как	1	1
531	это только	1	1
532	основана на	1	1
533	силу того	1	1
534	со стороны	3	1
535	смысле и	1	1
536	образ этот	1	1
537	что огонь	1	1
538	но становится	1	1
539	только потому	4	1
540	это понимание	1	1
541	и здесь	2	1
542	мы могли	2	1
543	другими словами	8	1
544	весь этот	1	1
545	второй половины	1	1
546	науке и	1	1
547	образом мы	3	1
548	о пользе	1	1
549	обращается к	1	1
550	ее от	1	1
551	есть символ	1	1
552	который и	1	1
553	в другой	2	1
554	и можно	1	1
555	что бы	1	1
556	и следовательно	3	1
557	и об	1	1
558	следовало бы	1	1
559	судить по	2	1
560	тех пор	6	1
561	как из	1	1
562	эта для	1	1
563	но с	1	1
564	себя с	1	1
565	в двух	2	1
566	а если	2	1
567	именно что	1	1
568	время когда	2	1
569	менее в	1	1
570	одной из	1	1
571	этот вопрос	3	1
572	всем известно	1	1
573	сознание в	1	1
574	и так	3	1
575	было и	2	1
576	самые разнообразные	1	1
577	в обществе	2	1
578	что нам	1	1
579	некоторым образом	1	1
580	в большинстве	2	1
581	только на	4	1
582	стоит на	1	1
583	в поэзии	3	1
584	слова не	3	1
585	каким образом	2	1
586	большинстве случаев	2	1
587	по выражению	1	1
588	и других	3	1
589	но совершенно	1	1
590	на эту	1	1
591	ею путем	1	1
592	за ним	2	1
593	к своим	1	1
594	здесь мы	2	1
595	прикасается к	1	1
596	который как	1	1
597	одно из	1	1
598	себе в	3	1
599	в новом	1	1
600	с первым	1	1
601	никто не	2	1
602	внутреннюю форму	3	1
603	от тех	1	1
604	ее не	3	1
605	к ним	2	1
606	бытия и	1	1
607	которое является	1	1
608	заметить что	6	1
609	этом отношении	1	1
610	от того	4	1
611	и вместе	3	1
612	в форме	1	1
613	были бы	1	1
614	до самого	1	1
615	нет и	1	1
616	доходит до	1	1
617	нужно было	1	1
618	не были	2	1
619	даже не	2	1
620	и из	3	1
621	как у	1	1
622	или иначе	2	1
623	длинный ряд	1	1
624	что человек	3	1
625	и нельзя	2	1
626	к которым	3	1
627	мы его	3	1
628	в природе	1	1
629	и др	2	1
630	но о	1	1
631	больше и	1	1
632	другому и	1	1
633	ничего общего	1	1
634	превращается в	2	1
635	к науке	2	1
636	не было	12	1
637	света и	2	1
638	в ту	2	1
639	все человечество	1	1
640	его по	1	1
641	в одно	1	1
642	их самих	1	1
643	так называемых	3	1
644	у горация	1	1
645	на который	2	1
646	и красоты	1	1
647	а есть	1	1
648	в непрерывном	1	1
649	и потому	10	1
650	как это	1	1
651	выразил в	1	1
652	то можно	1	1
653	у человека	1	1
654	из которых	2	1
655	в человеке	1	1
656	к своему	1	1
657	же значение	1	1
658	xix века	1	1
659	одно с	1	1
660	не пришло	1	1
661	той и	2	1
662	могут быть	7	1
663	лишенным всякой	1	1
664	и природы	1	1
665	для человека	4	1
666	из этой	1	1
667	то уже	2	1
668	там где	3	1
669	я с	1	1
670	первобытной и	1	1
671	находим весьма	1	1
672	том смысле	2	1
673	стремления к	1	1
674	на другое	1	1
675	действительность в	1	1
676	но это	3	1
677	и таким	3	1
678	трудно отличить	1	1
679	между прочим	3	1
680	ничего кроме	1	1
681	числе и	1	1
682	однако не	1	1
683	под влиянием	1	1
684	никакой возможности	1	1
685	дать ему	1	1
686	в более	2	1
687	поводу этой	1	1
688	перед собой	1	1
689	слова но	1	1
690	а все	1	1
691	обе эти	1	1
692	человека это	1	1
693	уже известное	1	1
694	от него	2	1
695	из себя	2	1
696	или нет	1	1
697	тем более	5	1
698	отношении не	2	1
699	разве только	1	1
700	мы должны	2	1
701	зрения в	1	1
702	только что	3	1
703	я в	2	1
704	есть уже	4	1
705	то необходимо	2	1
706	от всякого	1	1
707	здесь только	1	1
708	с ними	3	1
709	а о	1	1
710	от своего	1	1
711	только как	4	1
712	состоит из	1	1
713	его таким	1	1
714	к его	2	1
715	но когда	1	1
716	почему он	1	1
717	только о	2	1
718	будет ли	1	1
719	таким же	5	1
720	себе но	1	1
721	до степени	1	1
722	и состоит	3	1
723	от огня	1	1
724	человеческой природы	2	1
725	в голову	2	1
726	в искусстве	3	1
727	в своих	2	1
728	и этого	1	1
729	это в	1	1
730	собою то	1	1
731	при изучении	1	1
732	в греции	1	1
