N	2gram	Ircho_Kome_2	Tvorches
120	нет не	1	2
121	если в	2	2
122	отличие от	2	2
123	человека его	1	2
124	в одной	2	2
125	свою вину	2	2
126	как к	1	2
127	когда он	1	2
128	к достижению	1	2
129	в себе	1	2
130	что она	2	2
131	тем не	1	2
132	в принципе	2	2
133	выступает против	2	2
134	а затем	5	2
135	о котором	1	2
136	а по	1	2
137	действительности в	1	2
138	ведет к	1	2
139	в один	2	2
140	в этих	4	2
141	этой связи	1	2
142	не столько	1	2
143	не в	2	2
144	т п	2	2
145	однако в	2	2
146	между людьми	1	2
147	одна из	2	2
148	в основе	1	2
149	от жизни	1	2
150	человека если	1	2
151	иными словами	1	2
152	свидетельствует о	1	2
153	в духе	2	2
154	нет ни	1	2
155	к тому	12	2
156	протяжении всего	1	2
157	в с	1	2
158	отказаться от	1	2
159	в жизни	1	2
160	это время	3	2
161	в виду	2	2
162	в в	4	2
163	с каким	1	2
164	мысль о	1	2
165	в себя	1	2
166	приводит к	1	2
167	так и	12	2
168	за то	4	2
169	здесь нет	1	2
170	об этом	2	2
171	еще в	4	2
172	во второй	1	2
173	из других	1	2
174	и та	1	2
175	и будет	1	2
176	одного из	1	2
177	что его	3	2
178	что и	7	2
179	во всей	1	2
180	вслед за	2	2
181	вот в	1	2
182	в лице	2	2
183	в литературе	1	2
184	в двух	6	2
185	тот же	2	2
186	наше время	1	2
187	больше чем	5	2
188	в качестве	5	2
189	человека с	1	2
190	так что	5	2
191	и у	2	2
192	следовало бы	1	2
193	от других	1	2
194	из них	7	2
195	не означает	1	2
196	мы находим	2	2
197	раз на	1	2
198	только на	1	2
199	но вполне	1	2
200	именно в	1	2
201	что не	1	2
202	что для	4	2
203	до конца	1	2
204	с которым	2	2
205	сам себе	1	2
206	мира в	4	2
207	было в	1	2
208	все более	1	2
209	в частности	4	2
210	вместе с	9	2
211	согласии с	1	2
212	времени а	1	2
213	надо было	3	2
214	еще более	2	2
215	на эти	1	2
216	не мог	1	2
217	в наше	1	2
218	в одно	1	2
219	ли в	1	2
220	для этой	2	2
221	или в	3	2
222	ее и	1	2
223	из себя	1	2
224	в стихах	1	2
225	не знает	1	2
226	сказать что	1	2
227	время он	1	2
228	к этому	5	2
229	точно так	1	2
230	гораздо более	1	2
231	как известно	2	1
232	ли можно	3	1
233	чем любой	1	1
234	к их	3	1
235	говорилось выше	1	1
236	и есть	2	1
237	очень много	1	1
238	из самых	2	1
239	в мыслях	1	1
240	сам автор	1	1
241	и этот	1	1
242	мы имеем	2	1
243	не слишком	1	1
244	чувствуют себя	1	1
245	в сущности	1	1
246	время как	2	1
247	говорить о	2	1
248	в полной	1	1
249	но даже	1	1
250	то это	2	1
251	большей частью	1	1
252	чем отличается	1	1
253	и самого	1	1
254	одно из	2	1
255	еще не	6	1
256	по этому	1	1
257	фрагмент из	1	1
258	он был	2	1
259	между собой	1	1
260	в а	1	1
261	столь же	9	1
262	бы то	2	1
263	во всех	3	1
264	в создании	1	1
265	как правило	3	1
266	наряду с	6	1
267	действия и	1	1
268	по отношению	3	1
269	от такого	1	1
270	человеку и	2	1
271	в истории	5	1
272	первый взгляд	1	1
273	государства и	1	1
274	с этим	5	1
275	для создания	1	1
276	в художественном	1	1
277	современников в	2	1
278	это был	1	1
279	выступают как	1	1
280	целый ряд	2	1
281	как уже	1	1
282	что по	2	1
283	и к	2	1
284	один ряд	1	1
285	в действительности	2	1
286	человек совершает	1	1
287	этой цели	1	1
288	для ее	1	1
289	за собой	2	1
290	при таком	1	1
291	для которого	1	1
292	со своей	3	1
293	внес в	1	1
294	из жизни	1	1
295	бы и	2	1
296	что это	4	1
297	погоня за	1	1
298	все эти	1	1
299	жизни так	2	1
300	чуть ли	2	1
301	связанного с	1	1
302	так в	2	1
303	человек стремится	1	1
304	многое в	1	1
305	почти одновременно	1	1
306	тому же	11	1
307	у а	1	1
308	и если	2	1
309	больше всего	1	1
310	три года	2	1
311	все тот	1	1
312	да и	3	1
313	отказа от	1	1
314	идет от	1	1
315	в первую	3	1
316	представлению о	1	1
317	совпадающее с	1	1
318	на этом	2	1
319	в большой	1	1
320	в основу	1	1
321	а вместе	1	1
322	то ни	2	1
323	же не	2	1
324	в хронологии	1	1
325	его не	1	1
326	по смыслу	1	1
327	на все	1	1
328	г в	1	1
329	его в	4	1
330	это было	4	1
331	идеал в	1	1
332	в глазах	2	1
333	было бы	8	1
334	роль в	2	1
335	ты мне	1	1
336	приходит в	1	1
337	нам по	1	1
338	к трагическому	1	1
339	ни в	5	1
340	люди не	1	1
341	но мы	1	1
342	в них	4	1
343	о которых	1	1
344	героя или	1	1
345	он же	1	1
346	их взаимоотношения	1	1
347	с этой	3	1
348	с тем	5	1
349	подальше от	1	1
350	и уже	1	1
351	одна и	1	1
352	он и	1	1
353	чем в	2	1
354	элемента в	1	1
355	укладывается ни	1	1
356	вопроса об	1	1
357	на первый	1	1
358	почти в	1	1
359	и ее	2	1
360	же это	1	1
361	однако до	1	1
362	еще с	1	1
363	а нередко	1	1
364	в биографии	1	1
365	эта ситуация	2	1
366	с использованием	1	1
367	сам же	1	1
368	для многих	1	1
369	образом и	1	1
370	времени не	1	1
371	в философии	2	1
372	оба они	1	1
373	и более	1	1
374	как от	1	1
375	его до	1	1
376	том же	1	1
377	человека чем	1	1
378	он выступает	2	1
379	по себе	1	1
380	тому что	4	1
381	человеку не	1	1
382	европейской культуры	1	1
383	этой области	1	1
384	власть в	1	1
385	дня и	1	1
386	что эта	1	1
387	не имеет	3	1
388	что их	2	1
389	у кого	1	1
390	даже как	1	1
391	взаимоотношения в	1	1
392	наглядно демонстрируют	1	1
393	обвинение в	1	1
394	не вполне	2	1
395	действительности но	1	1
396	в самой	3	1
397	трагедии в	1	1
398	на себя	7	1
399	через восприятие	1	1
400	всю историю	1	1
401	не похож	1	1
402	раннего творчества	1	1
403	со своим	1	1
404	женщине с	1	1
405	в области	1	1
406	человеком а	1	1
407	у нас	1	1
408	сюжета в	2	1
409	среди них	1	1
410	в трагедии	1	1
411	уже о	2	1
412	не одно	1	1
413	к себе	1	1
414	мало чем	1	1
415	но все	3	1
416	в других	2	1
417	пробудить в	1	1
418	стремлением к	1	1
419	бы он	1	1
420	что на	3	1
421	темы и	1	1
422	же его	2	1
423	и это	2	1
424	эта мысль	1	1
425	vii в	1	1
426	протяжении почти	2	1
427	в конце	2	1
428	свою очередь	1	1
429	внимание на	1	1
430	вывод что	1	1
431	всего этого	1	1
432	в ее	2	1
433	для характеристики	1	1
434	из окна	1	1
435	другой стороны	1	1
436	в собственном	1	1
437	если они	1	1
438	что у	4	1
439	в образе	3	1
440	и опирается	1	1
441	в социальном	1	1
442	маска и	1	1
443	но у	1	1
444	жизнь и	1	1
445	в эпоху	1	1
446	означает что	1	1
447	и здесь	6	1
448	никак не	1	1
449	и что	2	1
450	или на	2	1
451	даже у	1	1
452	смысл на	1	1
453	комический эффект	2	1
454	все его	1	1
455	нас в	1	1
456	мы понимаем	2	1
457	знает что	1	1
458	в положение	3	1
459	в которую	1	1
460	к нему	3	1
461	мира сего	1	1
462	между тем	4	1
463	от них	1	1
464	была бы	1	1
465	нуждается в	1	1
466	человека из	1	1
467	восходит к	4	1
468	выступает как	1	1
469	под именем	2	1
470	представления о	2	1
471	все время	2	1
472	в жизнь	2	1
473	в современной	1	1
474	как он	3	1
475	с ними	2	1
476	будь то	1	1
477	даже если	1	1
478	бы искать	2	1
479	тема в	1	1
480	человеческой натуры	1	1
481	с одной	2	1
482	по всей	1	1
483	себя в	3	1
484	для всех	3	1
485	нередко и	1	1
486	если мы	1	1
487	из шедевров	1	1
488	то и	1	1
489	не все	1	1
490	морали и	1	1
491	был прав	1	1
492	а вместо	1	1
493	к своим	1	1
494	на столе	1	1
495	нравственности и	1	1
496	мы знаем	3	1
497	могло бы	1	1
498	своего поведения	1	1
499	в одном	2	1
500	в диалоге	1	1
501	у нее	2	1
502	тем что	3	1
503	само собой	1	1
504	не было	3	1
505	не укладывается	1	1
506	и ассоциаций	1	1
507	никого не	1	1
508	уважение к	1	1
509	и из	1	1
510	до сих	2	1
511	мне не	1	1
512	ряд с	1	1
513	к которому	1	1
514	с той	2	1
515	эта сцена	1	1
516	на чем	1	1
517	наконец в	2	1
518	а с	1	1
519	опирался на	1	1
520	у других	2	1
521	и их	3	1
522	если сам	1	1
523	имя которого	2	1
524	одной стороны	2	1
525	связи с	3	1
526	а на	2	1
527	на этот	4	1
528	и самый	1	1
529	не на	1	1
530	жизнь в	1	1
531	впечатление от	1	1
532	в руках	4	1
533	так называемой	3	1
534	из героев	1	1
535	о чем	3	1
536	и я	2	1
537	идет в	1	1
538	поражение от	1	1
539	с помощью	1	1
540	связь с	1	1
541	него в	1	1
542	люди и	1	1
543	как это	4	1
544	в нравственном	1	1
545	основу сюжета	1	1
546	по своему	2	1
547	в изображении	2	1
548	в область	1	1
549	другие выводы	1	1
550	в сферу	1	1
551	не обманывает	1	1
552	что же	1	1
553	в золотых	1	1
554	считал что	1	1
555	не заметил	1	1
556	то к	1	1
557	событий в	1	1
558	его появления	1	1
559	материал для	1	1
560	ли не	7	1
561	и некоторые	1	1
562	сих пор	2	1
563	прибегает к	1	1
564	только для	1	1
565	о его	4	1
566	отличается от	1	1
567	является как	1	1
568	и тогда	1	1
569	как раз	1	1
570	в полном	1	1
571	конфликт в	1	1
572	в комедии	19	1
573	и сам	3	1
574	в более	1	1
575	всего они	1	1
576	из дома	1	1
577	в связи	3	1
578	еще раз	1	1
579	во время	6	1
580	признать человека	1	1
581	за три	1	1
582	тем более	1	1
583	чтобы его	1	1
584	особого внимания	1	1
585	человек из	1	1
586	в могилу	1	1
587	ни было	2	1
588	же в	4	1
589	хотя в	1	1
590	в искусстве	1	1
591	человека не	1	1
592	с людьми	1	1
593	только как	1	1
594	от всех	2	1
595	равно как	1	1
596	к его	2	1
597	отношению к	3	1
598	ко всему	1	1
599	т е	1	1
600	бы его	1	1
601	и жизнь	2	1
602	первую очередь	3	1
603	в какой	2	1
604	а может	1	1
605	для эпохи	1	1
606	как результат	1	1
607	в герое	1	1
