N	2gram	Propp_Russ_1	DiskursI
161	и он	1	2
162	не ограничивается	1	2
163	как мы	10	2
164	данном случае	1	2
165	в пределах	1	2
166	приводит к	3	2
167	на том	1	2
168	по этой	1	2
169	было в	1	2
170	своему происхождению	1	2
171	разного рода	1	2
172	и вообще	1	2
173	во всяком	1	2
174	и что	4	2
175	народного творчества	2	2
176	и во	1	2
177	в форме	1	2
178	них в	2	2
179	представления о	1	2
180	в какой	2	2
181	в разные	2	2
182	и ее	1	2
183	точка зрения	1	2
184	есть в	1	2
185	уже в	1	2
186	свидетельствует о	1	2
187	в равной	2	2
188	слова в	3	2
189	в одном	3	2
190	заметить что	1	2
191	следует признать	1	2
192	к которому	1	2
193	и др	4	2
194	однако и	1	2
195	его как	2	2
196	о чем	3	2
197	и было	1	2
198	в начале	1	2
199	рассматривать как	1	2
200	или в	2	2
201	о котором	1	2
202	и все	1	2
203	не более	1	2
204	будто бы	6	2
205	последовательность событий	1	2
206	они не	1	2
207	к этому	4	2
208	как известно	2	1
209	можно говорить	2	1
210	обычно в	1	1
211	таком случае	1	1
212	чтобы не	1	1
213	самом деле	1	1
214	на самом	2	1
215	переход от	2	1
216	и должны	1	1
217	и до	2	1
218	видеть в	1	1
219	и за	1	1
220	в и	17	1
221	собой как	1	1
222	из своих	1	1
223	вторая часть	1	1
224	говорить о	1	1
225	но она	2	1
226	его однако	1	1
227	и завершающей	1	1
228	они были	2	1
229	этого к	1	1
230	в xix	10	1
231	на них	1	1
232	истории в	1	1
233	особенно если	1	1
234	а только	1	1
235	оно в	1	1
236	только потому	1	1
237	иногда и	5	1
238	себе и	1	1
239	он пишет	1	1
240	тут же	2	1
241	отличаются от	1	1
242	что они	7	1
243	были не	1	1
244	что во	1	1
245	же с	1	1
246	независимо от	2	1
247	его на	1	1
248	в различные	1	1
249	овец и	1	1
250	там же	5	1
251	и различные	1	1
252	обращения к	1	1
253	в противном	1	1
254	тех случаях	1	1
255	в меру	1	1
256	тем же	1	1
257	к числу	1	1
258	следующим образом	4	1
259	состояло в	2	1
260	из мифа	1	1
261	в которой	1	1
262	что это	3	1
263	не был	1	1
264	в нашем	2	1
265	из этих	4	1
266	и те	3	1
267	по преимуществу	1	1
268	значение так	1	1
269	представлял собой	1	1
270	на то	1	1
271	в случае	1	1
272	что она	2	1
273	противном случае	1	1
274	он не	1	1
275	с ней	2	1
276	всех этих	2	1
277	чем у	2	1
278	не к	1	1
279	собой не	1	1
280	хорошо знали	1	1
281	но все	3	1
282	русском языке	1	1
283	которые уже	1	1
284	совпадают с	3	1
285	значение в	1	1
286	имелись в	1	1
287	принадлежит а	1	1
288	на все	2	1
289	с целью	2	1
290	и других	7	1
291	о народных	2	1
292	от одного	1	1
293	на почве	1	1
294	этой по	1	1
295	не соответствует	1	1
296	в жизни	2	1
297	который по	1	1
298	для них	3	1
299	с тем	8	1
300	со своими	1	1
301	которой он	1	1
302	мы видели	1	1
303	первых трех	1	1
304	перед своими	1	1
305	оно имеет	1	1
306	мы не	6	1
307	в этих	3	1
308	во время	14	1
309	и при	1	1
310	таким же	3	1
311	в изучении	2	1
312	с точки	3	1
313	представляла собой	2	1
314	не столько	1	1
315	в первый	4	1
316	что до	1	1
317	должны были	2	1
318	вплоть до	4	1
319	которые в	1	1
320	в россии	4	1
321	его к	2	1
322	что было	1	1
323	тем не	3	1
324	даже к	1	1
325	и эти	1	1
326	и более	2	1
327	лежит не	1	1
328	не могли	1	1
329	необходимо чтобы	1	1
330	между двумя	2	1
331	стоит в	2	1
332	будут рассмотрены	1	1
333	до конца	2	1
334	а иногда	4	1
335	как можно	2	1
336	виду что	1	1
337	для каждого	1	1
338	не имеет	6	1
339	дело в	1	1
340	не по	1	1
341	xv в	1	1
342	не полностью	1	1
343	не вполне	1	1
344	не все	1	1
345	впрочем в	1	1
346	это слово	1	1
347	и теперь	1	1
348	как будто	5	1
349	этом отношении	1	1
350	что на	4	1
351	такие же	1	1
352	ни о	1	1
353	не могут	1	1
354	и другим	2	1
355	его с	4	1
356	если же	1	1
357	были введены	1	1
358	время они	1	1
359	и это	1	1
360	основываясь на	1	1
361	подошел к	1	1
362	значения и	2	1
363	же относятся	1	1
364	и сами	1	1
365	россии в	1	1
366	так на	2	1
367	вполне определенное	1	1
368	и сам	1	1
369	что каждый	1	1
370	те же	1	1
371	во второй	1	1
372	основана на	1	1
373	если бы	1	1
374	собой и	1	1
375	быту и	1	1
376	одно это	1	1
377	но здесь	1	1
378	но имеют	1	1
379	было определено	1	1
380	при котором	1	1
381	на что	2	1
382	учения и	1	1
383	другими и	1	1
384	нас в	1	1
385	должно было	2	1
386	к нему	1	1
387	наконец в	1	1
388	в середине	3	1
389	и мы	1	1
390	это приводит	1	1
391	по содержанию	3	1
392	что здесь	1	1
393	он видел	1	1
394	согласиться с	1	1
395	с ними	5	1
396	существуют еще	1	1
397	в народе	1	1
398	и действительно	1	1
399	предков в	2	1
400	до нас	1	1
401	он уже	1	1
402	только при	1	1
403	одни и	1	1
404	чаще всего	3	1
405	не имеют	1	1
406	можно рассматривать	1	1
407	в большинстве	2	1
408	только на	3	1
409	в нашей	1	1
410	то и	1	1
411	в виде	6	1
412	если в	3	1
413	за счет	2	1
414	большинстве случаев	2	1
415	его и	2	1
416	но для	1	1
417	к своим	1	1
418	очевидно что	1	1
419	что означает	1	1
420	и их	4	1
421	всяком случае	1	1
422	имена которых	1	1
423	и один	1	1
424	в прошлом	2	1
425	не о	1	1
426	может служить	1	1
427	мы можем	2	1
428	не случайно	2	1
429	каждый из	1	1
430	не единственная	1	1
431	представляют собой	7	1
432	значение чем	1	1
433	своем значении	1	1
434	представление о	3	1
435	но эти	3	1
436	в области	3	1
437	связаны с	3	1
438	сюда же	1	1
439	с той	1	1
440	было бы	1	1
441	еще и	1	1
442	себя и	2	1
443	на которых	1	1
444	этому времени	1	1
445	i это	1	1
446	говорит о	1	1
447	равной степени	2	1
448	связано с	1	1
449	только по	2	1
450	от этого	1	1
451	в любой	1	1
452	которое как	1	1
453	не на	2	1
454	выступают в	1	1
455	и требования	1	1
456	этом случае	5	1
457	в одно	1	1
458	несмотря на	3	1
459	в связи	4	1
460	но оно	1	1
461	во плоти	1	1
462	вместе с	10	1
463	как это	8	1
464	некоторые из	1	1
465	в иных	1	1
466	их к	2	1
467	в область	1	1
468	целом ряде	1	1
469	наряду с	1	1
470	в той	1	1
471	принадлежащий к	1	1
472	что всякое	1	1
473	же их	1	1
474	и другой	3	1
475	поэтому они	1	1
476	этого слова	3	1
477	только о	1	1
478	однако он	1	1
479	в первые	2	1
480	быть и	2	1
481	в основном	3	1
482	в чем	1	1
483	ближе к	1	1
484	под названием	1	1
485	случаях когда	1	1
486	и условных	1	1
487	при таком	1	1
488	рассматриваются не	1	1
489	вопрос о	1	1
490	это как	1	1
491	а к	1	1
492	гораздо менее	1	1
493	или нет	1	1
494	от того	1	1
495	мы должны	2	1
496	но это	4	1
497	или не	1	1
498	в период	1	1
499	цель и	1	1
500	не знает	1	1
501	на более	1	1
502	легко заметить	1	1
503	в отдельности	2	1
504	и состоит	1	1
505	которому в	1	1
506	также не	1	1
507	и другие	13	1
508	именно здесь	1	1
509	по свидетельству	1	1
510	в таком	1	1
511	в роли	1	1
