N	2gram	Potebnia_M_3	Istorich
341	была бы	4	2
342	в виде	2	2
343	это было	3	2
344	к этому	3	2
345	можно назвать	1	2
346	не зависит	1	1
347	художественного произведения	5	1
348	что образ	1	1
349	не остается	1	1
350	все остальное	1	1
351	и то	8	1
352	сомнения что	1	1
353	на самом	1	1
354	он может	1	1
355	тех же	1	1
356	даже из	1	1
357	к своей	1	1
358	это и	2	1
359	но тем	2	1
360	непосредственно не	2	1
361	и есть	3	1
362	тем же	4	1
363	в первом	3	1
364	с огнем	1	1
365	из его	1	1
366	сторону от	1	1
367	те же	6	1
368	противном случае	1	1
369	едва ли	1	1
370	значение но	1	1
371	уже по	1	1
372	мы уже	2	1
373	его не	1	1
374	а как	2	1
375	есть не	7	1
376	из всего	1	1
377	отсюда видно	1	1
378	это знание	1	1
379	которую мы	1	1
380	та же	2	1
381	что уже	2	1
382	или с	2	1
383	имеет свою	1	1
384	он как	2	1
385	есть нечто	4	1
386	говорить о	3	1
387	их имена	1	1
388	д а	1	1
389	явление не	1	1
390	же что	6	1
391	происходит и	1	1
392	бы с	1	1
393	связи со	1	1
394	он был	1	1
395	мы читаем	1	1
396	не найдем	1	1
397	время в	3	1
398	ними в	1	1
399	значило бы	1	1
400	совсем не	1	1
401	но как	2	1
402	объеме и	1	1
403	только тогда	9	1
404	чтоб не	1	1
405	не входить	1	1
406	взятой из	1	1
407	тут же	2	1
408	нам право	1	1
409	основная задача	1	1
410	из таких	1	1
411	явление которое	1	1
412	и я	1	1
413	что хотя	2	1
414	как по	1	1
415	в истории	1	1
416	независимо от	5	1
417	это одно	1	1
418	что именно	4	1
419	из уст	1	1
420	дает нам	3	1
421	стороны и	1	1
422	что как	2	1
423	что ее	1	1
424	помнить что	1	1
425	в противном	1	1
426	целый ряд	2	1
427	сторона в	1	1
428	и прочно	1	1
429	образом они	1	1
430	имеет в	1	1
431	то в	1	1
432	со своей	2	1
433	случае они	1	1
434	в которой	3	1
435	образом и	3	1
436	свойственна не	1	1
437	бы не	4	1
438	из этих	9	1
439	действительности а	1	1
440	может считаться	1	1
441	из разных	1	1
442	что самые	1	1
443	словами для	2	1
444	но он	1	1
445	тому же	1	1
446	в наших	1	1
447	не получили	1	1
448	этого отражения	1	1
449	и таких	1	1
450	после этого	1	1
451	так сказать	2	1
452	что сказать	1	1
453	порах кажется	1	1
454	переходит от	1	1
455	именно из	1	1
456	что одно	1	1
457	на необходимость	1	1
458	ли эта	1	1
459	подобно тому	2	1
460	и говорить	1	1
461	собственно говоря	2	1
462	с такими	1	1
463	тождества с	1	1
464	могла бы	2	1
465	от ветра	1	1
466	главным образом	1	1
467	в совершенно	1	1
468	том случае	1	1
469	них не	1	1
470	на ту	1	1
471	времени и	1	1
472	понимания слова	1	1
473	и наша	1	1
474	окажется что	1	1
475	в жизни	1	1
476	кажется что	1	1
477	есть средство	3	1
478	соображения и	1	1
479	люди не	1	1
480	в них	5	1
481	этого не	3	1
482	первый шаг	1	1
483	которой он	1	1
484	для чего	1	1
485	между собою	6	1
486	был этот	1	1
487	одно целое	1	1
488	знает еще	1	1
489	многие другие	2	1
490	материал но	1	1
491	но нигде	1	1
492	в эту	1	1
493	нее все	1	1
494	искать в	1	1
495	в понимании	1	1
496	в своей	2	1
497	что рука	1	1
498	при существовании	1	1
499	себе а	4	1
500	в которых	2	1
501	знаем что	1	1
502	от его	1	1
503	всякий раз	1	1
504	может вызвать	1	1
505	силу того	1	1
506	друг другу	1	1
507	этом а	1	1
508	и наоборот	4	1
509	быть не	2	1
510	ничего нового	1	1
511	тому что	3	1
512	получает от	1	1
513	себя от	2	1
514	что происходит	1	1
515	нечто вроде	2	1
516	и развивается	1	1
517	без его	1	1
518	что эта	2	1
519	с которой	1	1
520	она не	2	1
521	мало того	1	1
522	и притом	2	1
523	тесная связь	1	1
524	ее с	1	1
525	иметь в	2	1
526	того чтобы	3	1
527	нам и	1	1
528	он с	1	1
529	если ему	1	1
530	на наш	1	1
531	с одним	1	1
532	к ней	5	1
533	на себе	1	1
534	заметить что	3	1
535	мы всегда	1	1
536	в каком	5	1
537	ему не	2	1
538	течением времени	1	1
539	например что	1	1
540	нужно ли	1	1
541	е при	1	1
542	относиться к	1	1
543	тогда и	3	1
544	способ каким	1	1
545	одно только	3	1
546	форме а	1	1
547	сверху и	1	1
548	может следовательно	1	1
549	что оно	11	1
550	от нее	2	1
551	известных нам	1	1
552	всего что	1	1
553	в поле	1	1
554	оно не	4	1
555	и это	4	1
556	приходит к	1	1
557	должно бы	1	1
558	в виду	1	1
559	и многие	1	1
560	говоря уже	1	1
561	каждой из	3	1
562	только то	1	1
563	словом и	5	1
564	с течением	1	1
565	на том	1	1
566	что у	1	1
567	слово есть	9	1
568	по некоторым	1	1
569	и сделал	1	1
570	здесь как	3	1
571	в непосредственном	1	1
572	уже на	2	1
573	труднее чем	1	1
574	этим в	1	1
575	можно только	2	1
576	к тем	2	1
577	нам известно	1	1
578	образом в	3	1
579	но здесь	1	1
580	именно эти	2	1
581	можно бы	4	1
582	видим не	1	1
583	сводится к	1	1
584	именно потому	1	1
585	читаем в	1	1
586	мы могли	1	1
587	который ему	1	1
588	своей форме	1	1
589	и та	2	1
590	при котором	1	1
591	никак не	3	1
592	в глаза	1	1
593	этой работе	1	1
594	после того	1	1
595	себе такие	1	1
596	знает что	1	1
597	должно было	2	1
598	все в	2	1
599	но столь	1	1
600	если например	2	1
601	однако с	1	1
602	стоит и	1	1
603	в языке	7	1
604	природы и	2	1
605	из своего	1	1
606	так нельзя	2	1
607	в другой	1	1
608	них в	1	1
609	ведьма и	1	1
610	говоря что	1	1
611	в земле	1	1
612	происходит в	1	1
613	конца то	1	1
614	значит что	1	1
615	как из	1	1
616	с вопросом	1	1
617	на которой	3	1
618	такое явление	1	1
619	мысли не	3	1
620	такая же	2	1
621	что конечно	3	1
622	к дереву	1	1
623	при всяком	1	1
624	было что	1	1
625	что страх	1	1
626	не само	1	1
627	скажем что	2	1
628	труд и	1	1
629	в самое	1	1
630	который в	1	1
631	или же	4	1
632	и ее	1	1
633	не мешает	1	1
634	ним но	1	1
635	по небу	1	1
636	чтобы найти	1	1
637	же и	3	1
638	к работе	1	1
639	только на	3	1
640	до появления	2	1
641	быть объяснены	1	1
642	за ним	3	1
643	одно из	5	1
644	свои действия	1	1
645	от другого	3	1
646	слова в	7	1
647	иначе как	1	1
648	сами по	1	1
649	и со	1	1
650	т п	2	1
651	в прошлом	1	1
652	случае когда	1	1
653	друг друга	3	1
654	меня то	2	1
655	мы можем	3	1
656	как его	1	1
657	но что	2	1
658	у него	2	1
659	каждый из	1	1
660	этом отношении	2	1
661	тот способ	1	1
662	понятие а	2	1
663	для того	4	1
664	но она	1	1
665	другие более	1	1
666	еще ничего	1	1
667	это будет	1	1
668	божество или	1	1
669	нужно было	1	1
670	но нельзя	1	1
671	чем он	1	1
672	но есть	1	1
673	что для	4	1
674	только по	5	1
675	быть названо	1	1
676	не было	4	1
677	не сама	1	1
678	может ли	1	1
679	быть только	4	1
680	представляются только	1	1
681	здесь найдем	1	1
682	переходит к	1	1
683	прямо на	1	1
684	тому как	5	1
685	если это	1	1
686	что эти	1	1
687	уже о	1	1
688	на который	1	1
689	не дается	4	1
690	быть объяснено	1	1
691	за тем	3	1
692	такой форме	1	1
693	животным и	1	1
694	как одно	1	1
695	света то	1	1
696	и приобретает	1	1
697	многих случаях	1	1
698	так мы	1	1
699	власть над	1	1
700	чем то	1	1
701	образ в	2	1
702	переданные нам	1	1
703	смысле этого	7	1
704	в страну	1	1
705	уже без	1	1
706	о человеке	1	1
707	в тот	1	1
708	да и	1	1
709	каких именно	1	1
710	как средство	2	1
711	то к	3	1
712	я с	1	1
713	тех пор	1	1
714	и более	1	1
715	указанием на	3	1
716	этого слова	11	1
717	находится под	1	1
718	на пути	1	1
719	природу и	1	1
720	и оно	3	1
721	в один	4	1
722	истории но	1	1
723	из ряда	1	1
724	в более	1	1
725	ни с	1	1
726	мышления в	1	1
727	почему именно	1	1
728	на время	1	1
729	если сравнить	1	1
730	об отношении	4	1
731	это можно	3	1
732	явление это	1	1
733	в результате	1	1
734	за словом	2	1
735	а все	1	1
736	именно такого	1	1
737	которая в	1	1
738	хотя и	1	1
739	то не	2	1
740	и все	3	1
741	это может	1	1
742	или нет	1	1
743	которое можно	1	1
744	хлеба и	1	1
745	в большей	2	1
746	а переходит	1	1
747	этом можно	1	1
748	или не	1	1
749	хотя в	1	1
750	очень хорошо	1	1
751	в системе	2	1
752	он видит	1	1
753	здесь только	3	1
754	с людьми	1	1
755	несмотря на	2	1
756	до тех	1	1
757	не говоря	3	1
758	скажем только	1	1
759	только как	5	1
760	лишь тогда	2	1
761	но можно	1	1
762	быть признано	1	1
763	равно как	1	1
764	по одному	1	1
765	нет но	1	1
766	первом случае	2	1
767	его образе	1	1
768	формы его	1	1
769	эти слова	2	1
770	таким же	1	1
771	себе не	4	1
772	уже есть	1	1
773	указывают на	1	1
774	а может	1	1
775	во всяком	1	1
776	него как	1	1
777	слова оказывается	1	1
778	гораздо более	1	1
