N	2gram	Tiupa_Narr_1	FransuaR
174	нельзя понять	1	2
175	точку зрения	1	2
176	на языке	1	2
177	что в	3	2
178	вплоть до	4	2
179	того как	1	2
180	того чтобы	4	2
181	ничего не	2	2
182	к ней	1	2
183	и после	2	2
184	связи с	2	2
185	здесь сохраняется	1	2
186	могут быть	1	2
187	в одну	1	2
188	здесь не	2	2
189	миром и	1	2
190	в пределах	2	2
191	на страницах	1	2
192	особенно в	2	2
193	еще в	3	2
194	в произведении	2	2
195	и т.д	6	2
196	в другом	1	2
197	одного из	6	2
198	можно сказать	5	2
199	они являются	1	2
200	на литературу	1	2
201	нуждается в	1	2
202	в формах	1	2
203	в новой	1	2
204	одной из	1	2
205	всяком случае	2	2
206	и оценку	1	2
207	со всеми	1	2
208	в качестве	14	2
209	в конце	2	2
210	мы можем	2	2
211	у него	7	2
212	и даже	2	2
213	как именно	1	2
214	мы еще	1	2
215	связано с	1	2
216	до конца	2	2
217	из наиболее	4	2
218	одну из	1	2
219	в связи	2	2
220	для них	2	2
221	вместе с	2	2
222	так же	1	2
223	в него	1	2
224	этого момента	1	2
225	такого рода	10	2
226	тому как	3	2
227	в тех	1	2
228	о человеке	1	2
229	но это	1	2
230	перед смертью	1	2
231	пор еще	1	2
232	не подлежит	2	2
233	сознания и	1	2
234	еще раз	3	2
235	хотя и	4	2
236	совершенно не	1	2
237	в противоположность	1	2
238	во всяком	2	2
239	все что	2	2
240	еще слишком	1	2
241	например в	1	1
242	и то	3	1
243	самом деле	3	1
244	только потому	1	1
245	к своей	1	1
246	тем же	2	1
247	сохраняется но	1	1
248	в котором	1	1
249	говоря о	1	1
250	той же	1	1
251	из всех	1	1
252	чего в	1	1
253	еще на	1	1
254	мы имеем	3	1
255	еще можно	1	1
256	с текстом	1	1
257	и ценит	1	1
258	время пребывания	1	1
259	не вполне	2	1
260	частным и	1	1
261	мы и	1	1
262	того же	1	1
263	о роли	1	1
264	и он	6	1
265	и самого	2	1
266	в чем	2	1
267	бы она	1	1
268	могло быть	1	1
269	мы будем	1	1
270	в противовес	3	1
271	значение и	1	1
272	по отношению	3	1
273	свое существование	1	1
274	в центре	3	1
275	как в	4	1
276	всех предшествующих	1	1
277	не сливаются	1	1
278	перед нами	5	1
279	и наконец	1	1
280	на улицах	1	1
281	именно эта	2	1
282	них как	2	1
283	в смысл	2	1
284	со своей	1	1
285	к чему	3	1
286	в которой	1	1
287	в целом	3	1
288	бы не	1	1
289	то я	1	1
290	что к	1	1
291	и тот	1	1
292	свой особый	1	1
293	мира но	1	1
294	не могла	2	1
295	так сказать	2	1
296	теми же	1	1
297	а более	1	1
298	главным образом	1	1
299	он не	3	1
300	в силу	1	1
301	в корне	1	1
302	новое и	1	1
303	к каждому	1	1
304	друг с	1	1
305	его от	1	1
306	и по	1	1
307	людей и	1	1
308	существенным моментом	1	1
309	в нее	1	1
310	говоря в	1	1
311	жить в	1	1
312	этом последнем	1	1
313	однако все	1	1
314	могла бы	1	1
315	об этом	6	1
316	была в	1	1
317	говорить не	1	1
318	его в	1	1
319	входит в	2	1
320	это не	3	1
321	это одна	1	1
322	он есть	1	1
323	что один	1	1
324	по мысли	3	1
325	любовь к	1	1
326	времен года	1	1
327	в итоге	1	1
328	лет в	1	1
329	характерные образцы	1	1
330	не всегда	3	1
331	нового рождения	1	1
332	кладет начало	1	1
333	так называемый	1	1
334	в один	1	1
335	не мог	6	1
336	с еще	1	1
337	и конец	3	1
338	его нельзя	1	1
339	не становится	1	1
340	человека который	2	1
341	что вся	1	1
342	в первый	1	1
343	оказывается что	1	1
344	должны были	1	1
345	рождение и	1	1
346	не менее	3	1
347	не понимает	1	1
348	не в	6	1
349	что этот	1	1
350	необходимо чтобы	1	1
351	он выступает	1	1
352	что эта	1	1
353	освободиться от	1	1
354	и вся	1	1
355	и есть	1	1
356	она не	2	1
357	вернемся к	1	1
358	из которых	1	1
359	один человек	1	1
360	до известной	1	1
361	как можно	1	1
362	истории о	2	1
363	дело в	2	1
364	своего существования	1	1
365	было не	1	1
366	построена так	1	1
367	чтобы стать	1	1
368	и смерть	1	1
369	для всего	1	1
370	преимущественно в	1	1
371	как формы	1	1
372	текста и	1	1
373	людей так	1	1
374	как она	2	1
375	определения как	1	1
376	потому что	5	1
377	со сменой	1	1
378	обратимся в	1	1
379	шире и	1	1
380	не столь	2	1
381	достаточно напомнить	1	1
382	с тем	1	1
383	однако это	1	1
384	с другом	1	1
385	к однозначности	1	1
386	события но	1	1
387	не существовало	1	1
388	была на	2	1
389	к себе	4	1
390	с и	1	1
391	далеко за	1	1
392	и сам	1	1
393	для развития	1	1
394	к тому	6	1
395	понять что	1	1
396	указывает на	1	1
397	они и	2	1
398	слова с	1	1
399	в строгом	1	1
400	для того	3	1
401	оно не	2	1
402	должен быть	1	1
403	значение это	1	1
404	всем миром	1	1
405	значения и	2	1
406	здесь говорить	1	1
407	как не	1	1
408	во вселенной	1	1
409	человеческого сознания	2	1
410	говорили что	1	1
411	начало и	3	1
412	и совершенно	1	1
413	и когда	1	1
414	о назначении	1	1
415	что может	2	1
416	в образе	1	1
417	и сознания	1	1
418	во второй	1	1
419	поэтому в	1	1
420	с этого	1	1
421	если бы	7	1
422	для этого	1	1
423	по мере	2	1
424	после рождения	1	1
425	о нем	3	1
426	и здесь	1	1
427	есть одновременно	1	1
428	и та	1	1
429	от последующих	1	1
430	в различных	1	1
431	а во	4	1
432	вся эта	1	1
433	подлежит сомнению	1	1
434	что и	1	1
435	или напротив	3	1
436	существенную роль	1	1
437	деле в	1	1
438	в художественной	1	1
439	как если	2	1
440	того что	4	1
441	хотя бы	2	1
442	ясно что	1	1
443	становления в	1	1
444	еще и	1	1
445	в разные	1	1
446	правда и	1	1
447	всех его	2	1
448	они могут	2	1
449	это означает	1	1
450	с будущим	1	1
451	и ее	3	1
452	одна и	1	1
453	все они	1	1
454	и событий	1	1
455	не входит	1	1
456	и у	1	1
457	своего рода	10	1
458	этом что	1	1
459	ни одного	1	1
460	такие определения	1	1
461	в данной	1	1
462	глава первая	2	1
463	христа в	1	1
464	слова в	4	1
465	художественная литература	1	1
466	к ним	2	1
467	не о	2	1
468	бытия и	1	1
469	как раз	6	1
470	него уже	1	1
471	где в	2	1
472	после него	1	1
473	только на	2	1
474	событие в	5	1
475	на уровне	1	1
476	о своей	2	1
477	свою историю	1	1
478	в обращении	1	1
479	о влиянии	1	1
480	а о	2	1
481	по своим	2	1
482	не слышит	2	1
483	после смерти	2	1
484	в ряде	1	1
485	один и	2	1
486	что не	2	1
487	всего мира	1	1
488	говорит о	1	1
489	на этот	1	1
490	не на	1	1
491	а не	13	1
492	а по	2	1
493	только от	2	1
494	когда она	1	1
495	реальности в	1	1
496	за нею	1	1
497	ближе к	1	1
498	не существует	3	1
499	он и	2	1
500	и ему	1	1
501	если не	2	1
502	и символы	1	1
503	с помощью	1	1
504	проникновения в	1	1
505	в диалогической	1	1
506	в частности	14	1
507	и будущего	2	1
508	корне изменилось	1	1
509	если она	2	1
510	произведении у	1	1
511	в человеке	1	1
512	над ним	1	1
513	по своему	2	1
514	что за	1	1
515	смеются над	1	1
516	есть на	1	1
517	и всей	1	1
518	они еще	1	1
519	на ранних	1	1
520	рассказ в	1	1
521	в церкви	1	1
522	материал для	1	1
523	своей жизни	1	1
524	о его	2	1
525	и где	1	1
526	в более	1	1
527	это уже	3	1
528	не является	3	1
529	известной степени	1	1
530	и для	2	1
531	случаях когда	1	1
532	и от	2	1
533	которая в	2	1
534	нас нет	1	1
535	она уже	1	1
536	для нас	1	1
537	к некоторым	1	1
538	не более	1	1
539	еще более	1	1
540	и как	3	1
541	стояла в	1	1
542	будто бы	1	1
543	для проникновения	1	1
544	своему существованию	1	1
545	прошлого и	2	1
546	исключительно в	2	1
547	с ними	2	1
548	и настоящего	2	1
549	первый раз	1	1
550	в свою	2	1
551	остается на	1	1
552	имеет место	4	1
553	отношению к	3	1
554	времени но	2	1
555	матери в	1	1
556	художественной литературе	1	1
557	к этому	1	1
