N	2gram	Bakhtin_fo_2	Istorich
157	и их	4	3
158	представлений о	2	3
159	то время	1	3
160	тем что	3	3
161	в форме	3	3
162	эти формы	2	3
163	именно в	2	3
164	мы еще	3	3
165	как это	2	3
166	наряду с	2	3
167	в целях	1	3
168	с природой	1	2
169	отношения к	4	2
170	и потому	2	2
171	тридевять земель	1	2
172	что если	1	2
173	большую роль	1	2
174	когда мы	1	2
175	подчеркнуть что	1	2
176	это время	1	2
177	во всех	11	2
178	точка зрения	3	2
179	значение и	4	2
180	отличие от	1	2
181	связи и	1	2
182	первый взгляд	1	2
183	как в	4	2
184	мы также	1	2
185	однако не	1	2
186	как уже	3	2
187	и как	3	2
188	от этого	2	2
189	в тех	1	2
190	которые в	1	2
191	в очень	1	2
192	и тот	1	2
193	в себе	4	2
194	как он	2	2
195	его но	1	2
196	вследствие этого	1	2
197	в нем	5	2
198	связанные с	5	2
199	он не	5	2
200	за тридевять	1	2
201	всех этих	7	2
202	и вот	2	2
203	а затем	3	2
204	и тем	1	2
205	смерть и	8	2
206	мы видели	2	2
207	должно быть	5	2
208	на первый	3	2
209	для него	3	2
210	античного материала	1	2
211	в отличие	1	2
212	только для	2	2
213	в эпоху	4	2
214	однако в	1	2
215	где нет	1	2
216	чистом виде	1	2
217	еще один	1	2
218	в таких	1	2
219	самого начала	1	2
220	одна из	1	2
221	можно видеть	1	2
222	по своей	1	2
223	не по	1	2
224	только с	1	2
225	особое внимание	1	2
226	не могут	1	2
227	всего в	3	2
228	всех случаях	1	2
229	в ее	1	2
230	и этим	1	2
231	царя и	1	2
232	с самого	1	2
233	это для	1	2
234	еще в	1	2
235	том как	3	2
236	что от	1	2
237	мы в	1	2
238	с ним	4	2
239	но мы	1	2
240	там же	1	2
241	не выходит	1	2
242	между тем	1	2
243	этот момент	1	2
244	и только	2	2
245	непосредственно в	1	2
246	здесь в	6	2
247	образов и	1	2
248	тот же	3	2
249	дело с	1	2
250	их не	2	2
251	по этому	1	2
252	именно на	1	2
253	себя в	1	2
254	для всех	1	2
255	то и	1	2
256	борьбы с	1	2
257	еще одну	1	2
258	здесь же	1	2
259	был бы	1	2
260	вовсе не	13	2
261	в особенности	6	2
262	еще и	1	2
263	что не	1	2
264	в некоторых	2	2
265	в немецкой	1	2
266	на этот	1	2
267	не на	3	2
268	смерти но	1	2
269	его как	1	2
270	конечно не	4	2
271	этих случаях	1	2
272	как бы	10	2
273	в основном	8	2
274	на смерть	3	2
275	нисколько не	1	2
276	рассматривать как	1	2
277	лучше всего	1	2
278	и от	2	2
279	бы в	1	2
280	всякого рода	1	2
281	между ними	2	2
282	их нельзя	1	2
283	же относится	1	2
284	в виде	1	2
285	в частности	5	2
286	это было	1	2
287	к этому	3	2
288	туда на	1	1
289	которых не	1	1
290	нарушается и	1	1
291	можно говорить	1	1
292	относится и	1	1
293	и то	1	1
294	их особенно	1	1
295	на самом	1	1
296	нас может	1	1
297	тех же	1	1
298	же был	1	1
299	это и	1	1
300	в средние	3	1
301	по этим	1	1
302	и есть	2	1
303	тем же	2	1
304	ту же	2	1
305	которую они	1	1
306	те же	6	1
307	и больше	1	1
308	кости и	1	1
309	и ясный	1	1
310	мы уже	9	1
311	а как	1	1
312	есть не	1	1
313	образы и	1	1
314	которую мы	1	1
315	та же	3	1
316	например у	1	1
317	что уже	1	1
318	или с	1	1
319	он как	1	1
320	есть нечто	1	1
321	представлением о	1	1
322	говорить о	2	1
323	в полной	1	1
324	же что	1	1
325	то смерть	1	1
326	весь остальной	1	1
327	все виды	1	1
328	более глубокий	1	1
329	которые он	1	1
330	связи со	1	1
331	своей жене	1	1
332	он был	2	1
333	время в	1	1
334	иной характер	1	1
335	и всего	1	1
336	совсем не	2	1
337	другой пример	3	1
338	образе а	1	1
339	но как	1	1
340	чтобы определить	1	1
341	а он	1	1
342	герой не	1	1
343	вступают в	2	1
344	друга и	1	1
345	между словом	1	1
346	отнюдь не	4	1
347	в истории	4	1
348	с процессами	1	1
349	не входят	1	1
350	из уст	1	1
351	что как	1	1
352	он часто	1	1
353	в полном	1	1
354	этом же	1	1
355	целый ряд	3	1
356	сторона в	1	1
357	и к	2	1
358	в фольклоре	2	1
359	смерти в	11	1
360	в этот	3	1
361	то в	2	1
362	них как	1	1
363	он дал	1	1
364	сказать по	1	1
365	мотивы и	1	1
366	в которой	1	1
367	ступени развития	1	1
368	и у	5	1
369	образом и	1	1
370	в нашем	1	1
371	бы не	1	1
372	из этих	4	1
373	связанного с	1	1
374	быть объяснена	1	1
375	но он	2	1
376	ее как	1	1
377	под землей	2	1
378	в наших	1	1
379	дальше и	1	1
380	над ними	2	1
381	после этого	2	1
382	так сказать	7	1
383	они в	1	1
384	и еще	1	1
385	сказал что	2	1
386	в мифах	1	1
387	гл vi	1	1
388	его от	1	1
389	и говорить	1	1
390	является не	1	1
391	иногда подчеркивается	1	1
392	в основу	1	1
393	же у	1	1
394	здесь он	1	1
395	в совершенно	3	1
396	связанных с	3	1
397	них не	1	1
398	времени и	1	1
399	бы нам	1	1
400	дело здесь	1	1
401	в преисподней	1	1
402	лучше чем	1	1
403	чаще всего	1	1
404	едой и	1	1
405	действий и	1	1
406	по всему	3	1
407	здесь однако	1	1
408	в них	7	1
409	в историческом	2	1
410	чем идти	1	1
411	очищен и	1	1
412	дело идет	2	1
413	со своими	2	1
414	и уже	1	1
415	которой он	2	1
416	для чего	2	1
417	или три	1	1
418	смерти имеет	1	1
419	чем в	1	1
420	не мог	2	1
421	в царстве	2	1
422	и выйти	1	1
423	не значит	1	1
424	в своей	1	1
425	лежат в	1	1
426	почему во	1	1
427	имеется и	1	1
428	представление о	2	1
429	в которых	3	1
430	от его	1	1
431	для всякого	1	1
432	одном из	2	1
433	вплоть до	2	1
434	живут в	1	1
435	и мотивов	1	1
436	друг другу	2	1
437	в прямом	2	1
438	ее так	1	1
439	войти в	1	1
440	не могли	3	1
441	чтобы это	1	1
442	в пропасть	1	1
443	случае мы	1	1
444	они сами	2	1
445	тому что	1	1
446	не представляют	1	1
447	нет никакого	1	1
448	в отношении	2	1
449	как можно	3	1
450	с которой	1	1
451	она не	2	1
452	действительностью прошлого	1	1
453	и притом	1	1
454	весь этот	1	1
455	фольклора но	3	1
456	материала в	1	1
457	они с	1	1
458	того чтобы	8	1
459	это мы	1	1
460	соседстве с	4	1
461	так много	1	1
462	через него	1	1
463	о природе	1	1
464	почему в	1	1
465	на землю	2	1
466	близки к	1	1
467	он хочет	1	1
468	одет в	1	1
469	нам важно	1	1
470	ссылаясь на	2	1
471	кроме того	3	1
472	входят в	1	1
473	у нас	2	1
474	чрезвычайно важно	1	1
475	и голос	1	1
476	непосредственном соседстве	5	1
477	герой и	1	1
478	сверху и	1	1
479	и дают	1	1
480	от нее	1	1
481	бы он	1	1
482	по сравнению	1	1
483	день и	1	1
484	оно не	1	1
485	раскрыт только	1	1
486	в идеологии	1	1
487	овидия и	1	1
488	в греческом	5	1
489	здесь еще	3	1
490	и это	2	1
491	они стали	1	1
492	приходит к	1	1
493	эти не	2	1
494	здесь необходимо	1	1
495	в виду	3	1
496	каждой из	1	1
497	в себя	2	1
498	зрения не	3	1
499	говорили что	1	1
500	словом и	2	1
501	так было	1	1
502	яркий пример	1	1
503	достаточно чтобы	1	1
504	с собой	1	1
505	здесь как	1	1
506	с едой	3	1
507	в непосредственном	5	1
508	уже на	1	1
509	другая форма	1	1
510	других и	1	1
511	этим в	1	1
512	имеется в	1	1
513	быть раскрыт	1	1
514	строго говоря	2	1
515	кроется еще	1	1
516	один человек	1	1
517	но здесь	2	1
518	все дело	1	1
519	сводится к	1	1
520	исторично но	1	1
521	а также	3	1
522	другом месте	2	1
523	ему нужно	1	1
524	в самой	2	1
525	внимание на	1	1
526	и та	2	1
527	никак не	1	1
528	надо было	1	1
529	в глаза	1	1
530	и силы	1	1
531	может не	1	1
532	в значительной	1	1
533	все в	2	1
534	и хорошо	1	1
535	причем они	1	1
536	д он	1	1
537	века и	2	1
538	у всех	2	1
539	и об	1	1
540	мертвых в	1	1
541	значит что	2	1
542	герой в	1	1
543	и история	1	1
544	в формах	1	1
545	и вопрос	1	1
546	такая же	1	1
547	приведенных выше	1	1
548	себя же	1	1
549	было что	1	1
550	возникает не	1	1
551	ниже все	1	1
552	и так	2	1
553	в самое	1	1
554	он действует	1	1
555	и ее	1	1
556	от целого	2	1
557	ним но	1	1
558	и жизни	1	1
559	чтобы найти	1	1
560	на своем	1	1
561	по другим	1	1
562	вот почему	1	1
563	оказывается в	1	1
564	и детей	2	1
565	и они	3	1
566	всем его	1	1
567	стороны оно	1	1
568	же к	1	1
569	сами по	2	1
570	т п	11	1
571	в прошлом	3	1
572	в конце	2	1
573	мы можем	1	1
574	это значило	1	1
575	как его	2	1
576	но что	1	1
577	у него	9	1
578	каждый из	2	1
579	широко и	1	1
580	этом отношении	2	1
581	ее на	1	1
582	для того	8	1
583	же еще	1	1
584	момент в	1	1
585	из приведенных	1	1
586	и неизвестно	2	1
587	связан с	1	1
588	и приказал	1	1
589	мы это	1	1
590	литературу и	1	1
591	которых мы	1	1
592	явления мира	1	1
593	и несколько	2	1
594	широте и	1	1
595	и затем	2	1
596	когда герой	1	1
597	отправиться в	1	1
598	показано в	1	1
599	не было	3	1
600	дать критический	1	1
601	быть только	1	1
602	на друга	2	1
603	ничем не	1	1
604	состоит из	1	1
605	так называемой	1	1
606	его по	1	1
607	а так	1	1
608	него не	1	1
609	вокруг них	1	1
610	здесь имеет	2	1
611	имеет свои	1	1
612	все основные	2	1
613	что во	1	1
614	будем их	1	1
615	ему или	1	1
616	других жанров	1	1
617	в земледельческом	1	1
618	найдем и	1	1
619	которые всегда	1	1
620	в страну	1	1
621	в тот	1	1
622	да и	1	1
623	раньше и	2	1
624	как средство	1	1
625	и мотивы	1	1
626	тех пор	1	1
627	и более	2	1
628	книгу и	1	1
629	цели не	1	1
630	в это	3	1
631	и всех	2	1
632	этого слова	1	1
633	с некоторым	1	1
634	дальше за	1	1
635	стремятся к	1	1
636	этом случае	2	1
637	аналогия между	1	1
638	друг на	2	1
639	в один	1	1
640	с большой	2	1
641	на одной	1	1
642	ни с	1	1
643	более поздние	1	1
644	но менее	1	1
645	отец его	1	1
646	где и	1	1
647	на время	1	1
648	основаны на	1	1
649	котором он	1	1
650	всем этим	1	1
651	в результате	1	1
652	а все	1	1
653	которая в	1	1
654	он за	1	1
655	чтобы понять	1	1
656	хотя и	3	1
657	и все	6	1
658	у них	2	1
659	и смысл	1	1
660	как явление	2	1
661	не решается	1	1
662	времени все	1	1
663	под рукой	1	1
664	хотя в	1	1
665	лежит в	2	1
666	все более	1	1
667	на фольклор	1	1
668	в системе	1	1
669	несмотря на	1	1
670	требует чтобы	1	1
671	средние века	3	1
672	по каждому	1	1
673	совершенно не	1	1
674	равно как	2	1
675	природе и	1	1
676	жизни а	2	1
677	нет но	1	1
678	что действие	1	1
679	его образе	1	1
680	значение которое	1	1
681	где он	1	1
682	уже есть	1	1
683	во всяком	2	1
