N	2gram	Vinokur_St_3	Marksizm
247	должен быть	2	2
248	и о	1	2
249	формы и	1	2
250	приводит к	1	2
251	являются лишь	1	2
252	здесь как	1	2
253	все то	1	2
254	поэтому в	1	2
255	чтобы понять	1	2
256	все его	1	2
257	в значительной	1	2
258	крайней мере	4	2
259	всяком случае	4	2
260	пр но	1	2
261	все время	2	2
262	но не	2	2
263	это же	1	2
264	и у	2	2
265	уже в	3	2
266	в виде	3	2
267	но для	1	2
268	мы знаем	1	2
269	не так	3	2
270	друг друга	1	2
271	но что	1	2
272	у него	9	2
273	социальная структура	1	2
274	тем что	19	2
275	даже и	1	2
276	в особенности	4	2
277	именно в	1	2
278	а с	2	2
279	что не	2	2
280	они не	1	2
281	до конца	3	2
282	не на	2	2
283	однако и	1	2
284	о чем	1	2
285	мы встречаем	1	2
286	в речи	4	2
287	все более	2	2
288	вместе с	2	2
289	границы между	1	2
290	xix века	4	2
291	то к	1	2
292	там где	1	2
293	того или	1	2
294	в начале	4	2
295	является как	2	2
296	или в	2	2
297	в системе	3	2
298	не знает	1	2
299	или иного	1	2
300	жизни и	1	2
301	что в	19	2
302	и эта	1	2
303	как на	6	2
304	как известно	1	1
305	выражено в	1	1
306	слова является	1	1
307	речь идет	2	1
308	также и	1	1
309	например в	4	1
310	как целому	1	1
311	xvii века	2	1
312	сам по	1	1
313	шансов на	1	1
314	то в	4	1
315	что тема	1	1
316	что эти	4	1
317	с темой	1	1
318	уже по	1	1
319	и за	2	1
320	в обычном	1	1
321	этом направлении	1	1
322	его не	2	1
323	себя здесь	1	1
324	это совершенно	1	1
325	дан в	1	1
326	не была	2	1
327	почти все	1	1
328	совпадает с	1	1
329	говорить о	3	1
330	эпохи в	1	1
331	мы и	1	1
332	то это	1	1
333	работе над	1	1
334	и со	1	1
335	моментом для	1	1
336	подчеркнуть что	3	1
337	произведение должно	1	1
338	состоят из	1	1
339	по линии	1	1
340	между собой	1	1
341	установку на	1	1
342	всего этого	1	1
343	что его	2	1
344	является таким	1	1
345	лингвистической интерпретации	1	1
346	такова точка	1	1
347	говорит языком	1	1
348	из этих	6	1
349	то он	2	1
350	точка зрения	4	1
351	только при	1	1
352	только тогда	2	1
353	не все	1	1
354	к слову	2	1
355	новые социальные	1	1
356	вступают в	2	1
357	не связанный	1	1
358	мы снова	1	1
359	и я	1	1
360	в центре	4	1
361	как в	6	1
362	что именно	2	1
363	и нет	1	1
364	что история	1	1
365	и различные	1	1
366	кроме того	3	1
367	и где	1	1
368	и абстрактный	1	1
369	когда он	1	1
370	и наконец	3	1
371	не являются	1	1
372	хронологически и	1	1
373	в каком-то	1	1
374	нет никакой	1	1
375	для которого	1	1
376	в которой	4	1
377	формы в	2	1
378	так или	1	1
379	элементов в	1	1
380	сюда относятся	2	1
381	социальными силами	3	1
382	как он	1	1
383	с языком	1	1
384	и если	3	1
385	что она	1	1
386	как оно	1	1
387	в статье	2	1
388	а просто	1	1
389	о которой	2	1
390	они в	1	1
391	всех этих	3	1
392	не связан	1	1
393	понятно если	1	1
394	этого вопроса	1	1
395	выражении таким	1	1
396	можно назвать	4	1
397	его темы	1	1
398	кто этот	1	1
399	и невозможно	1	1
400	в нее	1	1
401	форму не	1	1
402	но все	2	1
403	в каждом	4	1
404	как они	1	1
405	также является	1	1
406	связанные с	1	1
407	же касается	1	1
408	самого автора	1	1
409	со всеми	1	1
410	этапом в	2	1
411	литературного языка	1	1
412	ясно что	1	1
413	к теме	1	1
414	заключается в	2	1
415	ко второму	1	1
416	моменты в	1	1
417	как такие	1	1
418	только одно	1	1
419	но уже	1	1
420	он является	1	1
421	в них	5	1
422	нет в	3	1
423	о которых	3	1
424	социальные силы	1	1
425	с тем	4	1
426	несмотря на	3	1
427	значение принадлежит	1	1
428	все это	8	1
429	этих модификаций	1	1
430	какие же	1	1
431	места в	1	1
432	свою собственную	1	1
433	с различными	1	1
434	что такое	7	1
435	произносит это	1	1
436	к истории	1	1
437	почти не	1	1
438	мере не	1	1
439	не столько	2	1
440	в особых	1	1
441	напр в	1	1
442	не менее	2	1
443	и последнее	1	1
444	не понимает	1	1
445	особого рода	1	1
446	но он	3	1
447	но во	1	1
448	друг другу	1	1
449	с объективностью	1	1
450	тем не	2	1
451	не могли	1	1
452	т.е на	1	1
453	это выражение	2	1
454	этого мало	1	1
455	нет никакого	3	1
456	цели и	2	1
457	бы на	1	1
458	и какие	1	1
459	что эта	2	1
460	иной раз	1	1
461	в русской	6	1
462	тогда когда	2	1
463	во время	3	1
464	было не	1	1
465	языка с	1	1
466	для кого	1	1
467	идет в	1	1
468	не могло	1	1
469	находится в	1	1
470	вообще нет	1	1
471	и всегда	2	1
472	в разных	1	1
473	в самой	1	1
474	на себя	1	1
475	языка это	2	1
476	такая же	1	1
477	быть таков	1	1
478	а лишь	1	1
479	это слово	3	1
480	именно этой	1	1
481	этом отношении	4	1
482	тесно связана	3	1
483	не совсем	2	1
484	уже о	1	1
485	что можно	1	1
486	но там	1	1
487	в духе	2	1
488	когда мы	1	1
489	что все	3	1
490	и другой	1	1
491	и такие	2	1
492	его с	1	1
493	но также	2	1
494	и свое	1	1
495	слова с	1	1
496	него как	1	1
497	судьбу на	1	1
498	т.е в	1	1
499	того времени	3	1
500	в некоторых	3	1
501	говоря уже	1	1
502	здесь не	1	1
503	синтаксиса в	1	1
504	последнее время	1	1
505	в первоначальной	1	1
506	так в	1	1
507	на том	1	1
508	и когда	1	1
509	и сам	1	1
510	на нее	2	1
511	здесь нет	2	1
512	элементов речи	1	1
513	внешнего выражения	1	1
514	русского литературного	1	1
515	и вообще	1	1
516	с ним	1	1
517	до нас	2	1
518	он говорил	5	1
519	но может	1	1
520	образом в	1	1
521	этого языка	1	1
522	разговорной речи	1	1
523	приближается к	1	1
524	обращении с	1	1
525	развития как	1	1
526	внимание на	2	1
527	и что	3	1
528	всеми теми	1	1
529	его жизни	1	1
530	можно сказать	4	1
531	которое он	2	1
532	этих двух	2	1
533	вопросу о	1	1
534	должно было	1	1
535	в немногих	1	1
536	форме они	1	1
537	с одним	1	1
538	тем или	1	1
539	являются в	1	1
540	русской литературе	1	1
541	на границах	1	1
542	эти два	1	1
543	находит свое	3	1
544	ним и	1	1
545	читателя и	1	1
546	во всей	1	1
547	и только	2	1
548	язык в	1	1
549	сомнения в	1	1
550	о единстве	1	1
551	самим автором	1	1
552	всегда в	1	1
553	что здесь	4	1
554	на судьбу	2	1
555	интереса к	1	1
556	является элементом	1	1
557	мы видим	4	1
558	которым мы	1	1
559	менее в	1	1
560	тема как	1	1
561	бы из	1	1
562	и так	1	1
563	о значении	1	1
564	в обществе	1	1
565	в выражении	1	1
566	тот или	1	1
567	именно на	1	1
568	с которыми	2	1
569	так что	11	1
570	есть в	2	1
571	элементов не	1	1
572	и др	4	1
573	оказывается в	1	1
574	уже не	3	1
575	в следующих	2	1
576	ни одного	1	1
577	еще одно	1	1
578	время является	1	1
579	если в	2	1
580	здесь же	1	1
581	не из	1	1
582	не дает	1	1
583	автора в	1	1
584	и других	2	1
585	не стал	1	1
586	из них	1	1
587	в языковую	1	1
588	одно из	2	1
589	могло бы	1	1
590	говорить об	1	1
591	в одном	1	1
592	в современном	1	1
593	гораздо большей	1	1
594	не о	1	1
595	свое выражение	1	1
596	эти методы	1	1
597	от того	2	1
598	в других	1	1
599	со стороны	3	1
600	в данный	1	1
601	и из	1	1
602	раньше у	1	1
603	или иначе	1	1
604	связаны с	1	1
605	стороны он	1	1
606	а именно	1	1
607	к которому	3	1
608	соответствии с	1	1
609	в ряде	2	1
610	характерно для	1	1
611	еще и	1	1
612	на которые	1	1
613	себя и	2	1
614	говорит о	1	1
615	к более	1	1
616	в обращении	1	1
617	не говоря	1	1
618	в стиле	1	1
619	этого не	1	1
620	стихотворной речи	1	1
621	другой стороны	5	1
622	его как	3	1
623	дело в	1	1
624	во внимание	1	1
625	случайным и	1	1
626	более глубокое	1	1
627	если не	1	1
628	на фоне	1	1
629	нет ничего	1	1
630	ни на	2	1
631	ответить на	1	1
632	и xix	1	1
633	важным этапом	1	1
634	этот смысл	1	1
635	он говорит	4	1
636	к жизни	1	1
637	это приводит	1	1
638	в течение	4	1
639	в памятниках	1	1
640	статье о	1	1
641	что же	1	1
642	и лежащее	1	1
643	этот язык	2	1
644	два основных	1	1
645	в состоянии	1	1
646	быть не	2	1
647	в это	2	1
648	несколько слов	2	1
649	в целом	4	1
650	но это	4	1
651	направления в	1	1
652	его же	1	1
653	этом и	1	1
654	однако не	1	1
655	говорить что	1	1
656	к вопросу	1	1
657	каждой из	1	1
658	этих формах	2	1
659	известной степени	1	1
660	но помимо	1	1
661	этого рода	3	1
662	исключительных случаях	1	1
663	об отношении	1	1
664	о котором	1	1
665	пр в	2	1
666	у них	1	1
667	или нет	1	1
668	указания на	1	1
669	и ни	2	1
670	мы как	1	1
671	этой форме	1	1
672	на нем	1	1
673	потому что	5	1
674	все они	3	1
675	укладывается в	1	1
676	мы в	1	1
677	работы и	1	1
678	существует в	2	1
679	но можно	1	1
680	данном отношении	1	1
681	является и	1	1
682	было ли	1	1
683	в последнем	2	1
684	этом мы	1	1
685	из этого	4	1
686	были и	2	1
687	или иным	1	1
688	пути к	1	1
689	ее в	2	1
690	и другие	1	1
691	также не	1	1
692	гораздо более	2	1
693	смысле что	1	1
