N	2gram	Propp_Russ_2	Problemy
336	в русской	1	1
337	не имеет	3	1
338	дело в	1	1
339	и притом	1	1
340	ее с	1	1
341	так именно	1	1
342	всей их	1	1
343	подходят к	1	1
344	иметь в	1	1
345	того чтобы	6	1
346	земли в	1	1
347	найти в	1	1
348	не всякий	1	1
349	с одним	1	1
350	того в	2	1
351	на этом	3	1
352	наоборот он	1	1
353	то это	1	1
354	у нас	4	1
355	и веселья	1	1
356	в момент	2	1
357	чтобы сделать	1	1
358	все еще	1	1
359	быть назван	1	1
360	должен быть	2	1
361	свою очередь	1	1
362	и сами	1	1
363	здесь не	1	1
364	в ее	3	1
365	то время	2	1
366	земли можно	1	1
367	и когда	1	1
368	что у	1	1
369	достаточно чтобы	1	1
370	в другом	1	1
371	оно как	2	1
372	он по	1	1
373	была сделана	1	1
374	для этого	5	1
375	в настоящее	1	1
376	но эту	1	1
377	даже не	1	1
378	образом в	2	1
379	в виду	2	1
380	место с	1	1
381	он здесь	1	1
382	другом месте	1	1
383	о том	9	1
384	другой вопрос	1	1
385	настоящее время	1	1
386	за пределами	2	1
387	что каждый	1	1
388	утверждает что	1	1
389	можно сказать	1	1
390	был уверен	1	1
391	и всех	1	1
392	на которых	1	1
393	того как	2	1
394	ее от	2	1
395	как его	1	1
396	не надо	1	1
397	если это	1	1
398	она может	1	1
399	того что	3	1
400	быть и	1	1
401	духе а	1	1
402	на которой	1	1
403	из окошка	2	1
404	мы увидим	1	1
405	ли он	1	1
406	в какой	1	1
407	и действительно	1	1
408	и так	1	1
409	а с	2	1
410	по этому	2	1
411	вся эта	2	1
412	с нею	1	1
413	не все	4	1
414	как более	1	1
415	и других	3	1
416	на столе	1	1
417	не так	1	1
418	себе в	1	1
419	могло бы	1	1
420	это предположение	1	1
421	чтобы она	1	1
422	части и	2	1
423	к ним	1	1
424	из нее	2	1
425	случае не	1	1
426	того или	1	1
427	сидеть и	1	1
428	ее на	2	1
429	в других	15	1
430	нет в	1	1
431	такова концепция	1	1
432	для того	6	1
433	до самого	1	1
434	в особенности	1	1
435	ней и	1	1
436	как у	1	1
437	здесь в	2	1
438	а именно	3	1
439	человека а	2	1
440	но есть	1	1
441	что для	3	1
442	от другого	1	1
443	притом не	1	1
444	а на	9	1
445	его смерти	1	1
446	зависит от	1	1
447	на этих	1	1
448	и оно	1	1
449	а так	1	1
450	самой проблемы	1	1
451	под влиянием	1	1
452	в одно	1	1
453	не раскрывает	1	1
454	в руках	2	1
455	где есть	3	1
456	этой же	1	1
457	или другого	1	1
458	на который	1	1
459	и особенно	1	1
460	которая для	1	1
461	от других	1	1
462	фигурируют и	1	1
463	что за	1	1
464	которая у	1	1
465	что весь	1	1
466	в тех	1	1
467	и там	3	1
468	в человеческом	1	1
469	в состоянии	1	1
470	одно общее	1	1
471	этого слова	1	1
472	активности и	1	1
473	этот не	1	1
474	этом случае	6	1
475	и одна	1	1
476	в основном	1	1
477	он видел	1	1
478	так будто	1	1
479	и другими	1	1
480	совершенно иной	1	1
481	своей книге	2	1
482	ее и	2	1
483	и все	4	1
484	же степени	1	1
485	у них	2	1
486	не непосредственно	1	1
487	будто бы	5	1
488	только что	1	1
489	ее в	8	1
490	мы видели	7	1
491	св иоанна	1	1
492	в свою	1	1
493	но если	3	1
494	себе дело	1	1
495	с ней	5	1
496	это в	2	1
497	совершенно не	2	1
498	как за	1	1
499	на ней	1	1
500	к этой	1	1
501	и другие	14	1
502	и эта	1	1
503	к этому	5	1
504	в таком	4	1
505	такой же	1	1
