N	2gram	Nazirov_Vr_1	Problemy
215	чтоб я	1	2
216	тем не	1	2
217	однако в	1	2
218	в той	2	2
219	во время	2	2
220	и лишь	1	2
221	такая же	1	2
222	как на	1	2
223	же он	1	2
224	о нем	6	2
225	к запискам	1	2
226	ли это	1	2
227	отнюдь не	2	2
228	отличается от	1	2
229	этого и	1	2
230	вы не	1	2
231	так в	2	2
232	стремится быть	1	2
233	конечно в	1	2
234	жизнь и	1	2
235	и вообще	1	2
236	о том	4	2
237	на нее	1	2
238	мыслей и	1	2
239	в форме	1	2
240	еще более	1	2
241	достоевского это	1	2
242	не знаю	1	2
243	быть и	1	2
244	один из	1	2
245	но с	1	2
246	то в	1	2
247	и ее	2	2
248	в эти	2	2
249	уже не	2	2
250	записках из	1	2
251	в душе	1	2
252	мы знаем	2	2
253	в роман	2	2
254	друг друга	1	2
255	каждый из	1	2
256	связан с	1	2
257	о своей	1	2
258	к которому	1	2
259	говорит о	1	2
260	не было	5	2
261	у человека	1	2
262	о чем	2	2
263	человек в	1	2
264	без труда	1	2
265	не знал	1	2
266	это в	2	2
267	у вас	1	2
268	которой он	1	2
269	мире а	1	2
270	более того	1	2
271	в другой	1	2
272	человек и	1	2
273	не с	1	2
274	я хотел	3	2
275	которых он	1	2
276	сам в	1	2
277	ставрогина и	3	2
278	петра верховенского	2	2
279	ну что	1	1
280	можно говорить	1	1
281	одним из	3	1
282	также и	1	1
283	человека и	1	1
284	начинается с	1	1
285	не имел	1	1
286	стиле рассказа	1	1
287	идет о	1	1
288	он добивается	1	1
289	ему что	1	1
290	ясно что	1	1
291	по преимуществу	1	1
292	отношения к	2	1
293	в их	1	1
294	по его	1	1
295	из всех	1	1
296	раскольникова с	1	1
297	что уже	1	1
298	которой достоевский	1	1
299	что никто	1	1
300	к бесам	4	1
301	не совсем	1	1
302	из которых	1	1
303	такое же	1	1
304	и был	1	1
305	свою очередь	1	1
306	собой в	1	1
307	он был	3	1
308	а еще	1	1
309	то он	1	1
310	всего он	1	1
311	не все	1	1
312	тут же	1	1
313	не просто	1	1
314	я только	1	1
315	руку и	1	1
316	сих пор	1	1
317	независимо от	1	1
318	судьбу его	1	1
319	достоевского этот	1	1
320	почувствовал что	1	1
321	как нам	1	1
322	не являются	1	1
323	верховенского с	1	1
324	что слово	1	1
325	нему с	1	1
326	и отчасти	1	1
327	в письмах	2	1
328	письма достоевского	1	1
329	за это	1	1
330	в ответ	1	1
331	романа это	1	1
332	в этой	2	1
333	роль в	1	1
334	во многих	1	1
335	но ведь	1	1
336	не могла	1	1
337	этот процесс	1	1
338	после этого	2	1
339	одному из	1	1
340	же это	1	1
341	ведь не	1	1
342	из него	1	1
343	он одновременно	1	1
344	выражение его	1	1
345	на то	3	1
346	одно и	1	1
347	человека в	3	1
348	совпадают с	1	1
349	достоевским как	1	1
350	об этом	5	1
351	в глубине	1	1
352	как тот	1	1
353	в итоге	1	1
354	был очень	1	1
355	не ясно	1	1
356	достоевского нашим	1	1
357	достоевский и	8	1
358	его отношения	1	1
359	достоевского вот	1	1
360	меня но	2	1
361	в москве	1	1
362	теперь это	1	1
363	в романе	6	1
364	одного и	1	1
365	в эту	2	1
366	которую он	1	1
367	в этих	1	1
368	время своих	1	1
369	можно найти	1	1
370	тут вдруг	1	1
371	человеком и	1	1
372	он тоже	2	1
373	ну если	1	1
374	есть еще	1	1
375	ставрогина в	4	1
376	том же	2	1
377	что этот	1	1
378	в повести	2	1
379	возвращается к	1	1
380	имел в	3	1
381	от нас	1	1
382	правда в	1	1
383	одна из	2	1
384	первая часть	1	1
385	достоевский не	3	1
386	в процессе	1	1
387	героев и	1	1
388	творчества достоевского	1	1
389	не лучше	1	1
390	и твердо	1	1
391	того в	1	1
392	в виноградов	2	1
393	за исключением	1	1
394	ему и	1	1
395	связи с	3	1
396	мы бы	1	1
397	всего то	1	1
398	по первому	1	1
399	некоторое время	1	1
400	этом отношении	1	1
401	эту сторону	1	1
402	подполья но	1	1
403	вот в	1	1
404	среди них	1	1
405	легенда о	1	1
406	в среде	2	1
407	это конечно	1	1
408	все ясно	1	1
409	об одном	1	1
410	за что	1	1
411	время он	2	1
412	из их	1	1
413	и о	3	1
414	но при	1	1
415	на основе	2	1
416	достоевского к	3	1
417	в особенности	1	1
418	только не	1	1
419	ставрогин не	1	1
420	верит в	1	1
421	принимая его	1	1
422	как ему	1	1
423	но у	1	1
424	всеми силами	1	1
425	другой не	1	1
426	можно бы	1	1
427	приближается к	1	1
428	я очень	1	1
429	барыня и	1	1
430	служит для	1	1
431	все в	1	1
432	преступлении и	1	1
433	во всей	1	1
434	в ту	1	1
435	неожиданно для	1	1
436	у которого	1	1
437	навсегда и	1	1
438	по своей	1	1
439	в петербурге	1	1
440	сразу же	1	1
441	что только	1	1
442	и резкое	1	1
443	и кончая	1	1
444	по мнению	2	1
445	в предшествующей	1	1
446	себя в	1	1
447	из которого	1	1
448	николай ставрогин	2	1
449	сколько в	1	1
450	для всех	1	1
451	чтобы он	3	1
452	и крайняя	1	1
453	этот момент	2	1
454	на свое	1	1
455	о великом	1	1
456	это такая	1	1
457	мог знать	2	1
458	этот раз	1	1
459	вдруг поднял	1	1
460	ответ на	2	1
461	и их	1	1
462	никто не	1	1
463	в письме	5	1
464	до того	1	1
465	слово его	1	1
466	для правильного	1	1
467	своих собственных	1	1
468	записки из	2	1
469	был без	1	1
470	не хотел	1	1
471	лишь один	1	1
472	десять лет	1	1
473	событий и	1	1
474	никого не	1	1
475	до сих	1	1
476	и речи	1	1
477	всех их	1	1
478	достоевского с	9	1
479	на этот	1	1
480	выше и	1	1
481	в рассказе	1	1
482	так это	1	1
483	и считает	1	1
484	уже давно	1	1
485	одну из	1	1
486	вечере у	1	1
487	безо всякой	1	1
488	себя на	1	1
489	пришел к	2	1
490	в те	3	1
491	нет ничего	1	1
492	него в	1	1
493	время с	1	1
494	ко всем	1	1
495	человека к	1	1
496	да я	1	1
497	что первая	1	1
498	я с	1	1
499	ко мне	2	1
500	в бесах	10	1
501	глаза в	1	1
502	князь с	2	1
503	в основном	1	1
504	сам же	1	1
505	глубине души	1	1
506	так он	1	1
507	котором он	1	1
508	еще раз	1	1
509	тургенева как	1	1
510	меня под	1	1
511	несмотря на	4	1
512	хотя в	1	1
513	давно уже	3	1
514	о своем	1	1
515	в свою	2	1
516	из этого	1	1
517	который не	1	1
518	себе не	1	1
519	два человека	1	1
520	в своих	4	1
521	с первого	1	1
522	по прочтении	1	1
