N	2gram	Tiupa_Anal_3	VerxiiNi
185	нами и	1	2
186	в начале	6	2
187	одно из	1	2
188	мы можем	2	2
189	не исключая	1	2
190	или иной	5	2
191	именно в	3	2
192	к которому	1	2
193	прежде всего	5	2
194	превращается в	1	2
195	не было	3	2
196	и все	2	2
197	когда же	1	2
198	в одно	1	2
199	уже давно	1	2
200	связь с	2	2
201	требует от	1	2
202	и мир	1	2
203	по своему	2	2
204	на пути	2	2
205	что мы	2	2
206	в эту	1	2
207	в свою	5	2
208	сказать что	2	2
209	к его	1	2
210	ко всему	1	2
211	из этого	1	2
212	жизни и	1	2
213	все что	1	2
214	с новыми	3	1
215	как известно	1	1
216	речь идет	1	1
217	таком случае	1	1
218	начинается с	1	1
219	которого в	1	1
220	а между	1	1
221	самом деле	2	1
222	или к	1	1
223	это и	2	1
224	мере в	2	1
225	и есть	1	1
226	тем же	1	1
227	в первом	2	1
228	и до	1	1
229	и развитие	1	1
230	мы уже	1	1
231	той же	5	1
232	далее в	1	1
233	мы не	3	1
234	и взаимное	1	1
235	что уже	1	1
236	бы и	2	1
237	этого момента	1	1
238	он как	1	1
239	ввести в	1	1
240	в сущности	5	1
241	совпадает с	1	1
242	оно есть	1	1
243	мы и	1	1
244	к общему	1	1
245	в ней	2	1
246	на них	1	1
247	мы читаем	1	1
248	в широком	1	1
249	общем контексте	1	1
250	так для	1	1
251	целого так	1	1
252	по отношению	7	1
253	а и	4	1
254	уже как	1	1
255	вступают в	1	1
256	отличие от	2	1
257	что они	3	1
258	себя в	4	1
259	один и	1	1
260	которые могли	1	1
261	идет о	1	1
262	русского и	1	1
263	как в	3	1
264	как к	2	1
265	с их	3	1
266	что касается	3	1
267	своей ролью	2	1
268	могли бы	2	1
269	после исчезновения	1	1
270	себе не	1	1
271	лицу с	1	1
272	от этого	1	1
273	и отчасти	1	1
274	жизни после	1	1
275	то в	2	1
276	к чему	1	1
277	та же	1	1
278	в ритмическом	1	1
279	не более	2	1
280	и тот	1	1
281	вследствие этого	1	1
282	так сказать	2	1
283	роли в	3	1
284	на его	2	1
285	время и	1	1
286	о полку	3	1
287	всех этих	1	1
288	когда на	1	1
289	что она	2	1
290	на бранном	1	1
291	человека в	1	1
292	не следует	1	1
293	в одну	1	1
294	факт что	1	1
295	бы быть	1	1
296	а по	1	1
297	себя не	1	1
298	его в	3	1
299	входит в	2	1
300	это было	1	1
301	заключается в	1	1
302	есть не	2	1
303	это не	2	1
304	было бы	3	1
305	на почве	1	1
306	лишь на	3	1
307	между отдельными	1	1
308	чаще всего	1	1
309	как объекты	1	1
310	в жизни	2	1
311	из первых	1	1
312	смерть и	1	1
313	нет в	1	1
314	о которых	2	1
315	в слове	5	1
316	видел в	1	1
317	как и	14	1
318	во внимание	1	1
319	которой не	1	1
320	должно быть	1	1
321	и того	3	1
322	одного и	3	1
323	от своего	1	1
324	в своей	1	1
325	таким же	1	1
326	в их	6	1
327	место в	1	1
328	однако этот	1	1
329	однако еще	1	1
330	в отличие	2	1
331	должны были	1	1
332	одном из	1	1
333	однако в	5	1
334	ничего предосудительного	1	1
335	не должно	3	1
336	он выступает	1	1
337	по себе	4	1
338	даже в	2	1
339	случае мы	1	1
340	этих трех	1	1
341	чистом виде	2	1
342	но они	2	1
343	дело не	3	1
344	на себе	1	1
345	судя по	2	1
346	этому что	1	1
347	казалось бы	1	1
348	ничего не	3	1
349	под этим	1	1
350	не удовлетворяясь	1	1
351	не принадлежат	1	1
352	русский человек	1	1
353	то у	1	1
354	другой стороны	5	1
355	исключая и	1	1
356	и делает	1	1
357	у нас	1	1
358	и далее	1	1
359	когда мы	2	1
360	могут быть	2	1
361	не есть	4	1
362	ролью в	2	1
363	слова с	1	1
364	своего отца	1	1
365	пор как	1	1
366	собственное имя	1	1
367	для себя	1	1
368	с ее	3	1
369	свою очередь	4	1
370	здесь не	3	1
371	всего этого	1	1
372	в ее	3	1
373	данном случае	3	1
374	как субъекты	1	1
375	нет никакой	1	1
376	в себя	2	1
377	роль в	3	1
378	разрыва с	1	1
379	единое целое	1	1
380	живет в	1	1
381	чем у	1	1
382	между собой	1	1
383	с этого	1	1
384	он сам	1	1
385	собой и	1	1
386	с ним	1	1
387	культура есть	1	1
388	именно потому	1	1
389	первом случае	1	1
390	и должно	1	1
391	в состав	1	1
392	характер этого	1	1
393	картина мира	4	1
394	в глаза	2	1
395	одного из	1	1
396	не позволяет	1	1
397	любви к	2	1
398	до известной	3	1
399	каждом из	1	1
400	связь между	1	1
401	а у	1	1
402	тем или	2	1
403	впрочем достаточно	1	1
404	во втором	4	1
405	а потому	1	1
406	ними в	2	1
407	во всей	1	1
408	встречается лишь	1	1
409	в сферу	1	1
410	внутренней стороны	1	1
411	и прежде	2	1
412	обе эти	2	1
413	души это	1	1
414	ценностей и	1	1
415	с ними	1	1
416	этот вопрос	1	1
417	дело с	3	1
418	в миропорядке	8	1
419	еще и	3	1
420	между этим	1	1
421	и так	1	1
422	и ее	2	1
423	в уста	1	1
424	и его	13	1
425	по воле	3	1
426	не имеющие	1	1
427	полку игореве	3	1
428	не можем	1	1
429	чем с	1	1
430	личность с	1	1
431	ибо он	1	1
432	мы знаем	1	1
433	который как	2	1
434	себе в	1	1
435	и их	1	1
436	ритмическом отношении	1	1
437	могло бы	1	1
438	не для	2	1
439	с этими	1	1
440	у него	1	1
441	и никогда	1	1
442	жизни на	1	1
443	как раз	7	1
444	тем что	2	1
445	тогда как	20	1
446	это по	2	1
447	из двух	1	1
448	другой с	1	1
449	при рассмотрении	1	1
450	а именно	1	1
451	этой роли	1	1
452	в самую	1	1
453	в соответствии	2	1
454	по тем	1	1
455	их можно	1	1
456	слове о	2	1
457	она является	1	1
458	целым рядом	1	1
459	которой со	1	1
460	зависит от	1	1
461	так когда	1	1
462	жизнь в	1	1
463	в ничто	1	1
464	всей своей	1	1
465	одну из	2	1
466	о чем	4	1
467	он становится	1	1
468	на эту	2	1
469	с помощью	1	1
470	в момент	2	1
471	к лицу	1	1
472	их с	1	1
473	в старом	1	1
474	знаем о	1	1
475	тот факт	1	1
476	или из	2	1
477	с этим	3	1
478	в данном	4	1
479	лицом к	1	1
480	в той	2	1
481	первое место	1	1
482	т.д в	1	1
483	да и	2	1
484	отношения к	2	1
485	там где	2	1
486	человека и	1	1
487	стороны с	1	1
488	ли не	4	1
489	этого слова	2	1
490	но это	1	1
491	о его	2	1
492	не является	5	1
493	известной степени	3	1
494	бесследно но	1	1
495	живет и	1	1
496	мира и	2	1
497	или иным	2	1
498	это уже	1	1
499	бы в	1	1
500	тем более	1	1
501	же есть	1	1
502	миропорядка и	3	1
503	все они	2	1
504	указывает на	3	1
505	же в	2	1
506	как показывает	2	1
507	в связь	1	1
508	к ее	1	1
509	может и	1	1
510	только как	1	1
511	впервые в	3	1
512	совершенно не	2	1
513	по одному	1	1
514	в свое	2	1
515	к этой	1	1
516	в своих	1	1
517	они не	1	1
