N	2gram	Potebnia_M_2	StatiiOP
693	этом смысле	2	1
694	в наше	1	1
695	еще для	1	1
696	указать на	1	1
697	целого то	1	1
698	мой взгляд	1	1
699	факт что	2	1
700	от той	1	1
701	содержанием и	1	1
702	и от	3	1
703	в пример	2	1
704	или в	2	1
705	тот кто	1	1
706	виде в	1	1
707	но еще	1	1
708	бы в	2	1
709	вообще в	1	1
710	которое должно	1	1
711	уже давно	1	1
712	красоту в	1	1
713	отношении к	2	1
714	и начинается	1	1
715	значения в	1	1
716	слово в	1	1
717	но эта	1	1
718	но всякий	1	1
719	на более	2	1
720	состоит из	1	1
721	от всех	1	1
722	оно не	3	1
723	ему самому	1	1
724	время не	1	1
725	просто не	1	1
726	и б	2	1
727	кто считает	1	1
728	но эти	2	1
729	подобные слова	1	1
730	к этому	2	1
731	как на	3	1
732	точно так	9	1
733	только путем	1	1
734	они не	4	1
735	смысле что	1	1
