N	2gram	Tiupa_Vved_1	formyVre
342	высшей степени	2	1
343	в зависимости	1	1
344	в доме	1	1
345	мотивы как	1	1
346	из всех	1	1
347	мы имеем	5	1
348	и само	1	1
349	сюжета истории	1	1
350	бы в	3	1
351	и последующих	1	1
352	нам в	1	1
353	именно к	1	1
354	бы и	4	1
355	только благодаря	1	1
356	развернуть в	1	1
357	на себе	1	1
358	не вполне	3	1
359	это отношение	1	1
360	и чужого	2	1
361	из того	1	1
362	не совсем	1	1
363	всего романа	1	1
364	пространство и	2	1
365	зависимости от	1	1
366	отступление от	1	1
367	и он	1	1
368	он сам	1	1
369	романе вообще	1	1
370	события в	1	1
371	место слияние	1	1
372	самом деле	3	1
373	данном случае	6	1
374	то он	2	1
375	но как	1	1
376	преимущественно как	1	1
377	же времени	1	1
378	втягивается в	1	1
379	его развития	1	1
380	нет как	1	1
381	второй план	1	1
382	отрезок жизни	1	1
383	к истинному	1	1
384	к данному	1	1
385	о жизни	2	1
386	что касается	5	1
387	однако не	1	1
388	перед нами	6	1
389	в событие	1	1
390	же интенсифицируется	1	1
391	могли бы	1	1
392	и наконец	2	1
393	и сам	1	1
394	и сюжета	1	1
395	них но	1	1
396	та же	1	1
397	из жизни	2	1
398	в разнообразных	1	1
399	что это	1	1
400	применительно к	1	1
401	бы не	2	1
402	и принять	1	1
403	из этих	3	1
404	тоже не	2	1
405	в этой	1	1
406	и тот	1	1
407	времени сюжета	1	1
408	на то	1	1
409	смыслом и	1	1
410	не следует	3	1
411	художественно-зримым пространство	1	1
412	о которой	2	1
413	заключительные замечания	1	1
414	в корне	1	1
415	в человеческой	1	1
416	авантюры в	1	1
417	встречаются в	1	1
418	в большой	1	1
419	без исключения	2	1
420	значительной степени	1	1
421	интенсифицируется втягивается	1	1
422	здесь мы	1	1
423	могла бы	3	1
424	хода жизни	1	1
425	в совершенно	1	1
426	в мире	8	1
427	мире не	1	1
428	времени если	1	1
429	них не	1	1
430	на протяжении	1	1
431	особенно в	1	1
432	например с	1	1
433	целостности и	1	1
434	времен года	1	1
435	ближе к	1	1
436	по всему	1	1
437	на полноту	2	1
438	и понимание	1	1
439	о которых	1	1
440	на второй	1	1
441	в высшей	2	1
442	интереса для	1	1
443	героини в	1	1
444	глубоко и	1	1
445	которой он	1	1
446	во время	1	1
447	этом случае	1	1
448	всяком случае	1	1
449	самый момент	1	1
450	но сами	1	1
451	не столько	4	1
452	далее в	1	1
453	своего рода	10	1
454	должны были	2	1
455	оказывается здесь	1	1
456	литературно-художественном хронотопе	1	1
457	остается вне	1	1
458	приобретает в	2	1
459	и более	3	1
460	из которых	1	1
461	что происходит	1	1
462	вплоть до	1	1
463	до известной	1	1
464	как о	2	1
465	движение времени	1	1
466	дело не	1	1
467	события как	1	1
468	и вместо	1	1
469	и сама	1	1
470	как его	2	1
471	все без	1	1
472	слияние пространственных	1	1
473	с нами	1	1
474	своей природе	2	1
475	по своей	3	1
476	и после	1	1
477	жизни как	1	1
478	даже самая	1	1
479	с которой	1	1
480	у нас	1	1
481	от их	1	1
482	характер этой	1	1
483	в событии	4	1
484	в осмысленном	1	1
485	его с	2	1
486	бы он	1	1
487	для его	1	1
488	опыта и	1	1
489	уплотняется становится	1	1
490	времени но	1	1
491	т.п в	1	1
492	существенное значение	1	1
493	свою очередь	4	1
494	и сами	2	1
495	напротив они	1	1
496	это опыт	1	1
497	миром и	1	1
498	но роман	1	1
499	его поступки	1	1
500	эти свойства	1	1
501	степени и	1	1
502	так в	4	1
503	приводит к	2	1
504	как с	1	1
505	на том	1	1
506	становится лишь	1	1
507	жизни без	1	1
508	с собой	1	1
509	не говорится	1	1
510	было в	1	1
511	в последующих	1	1
512	событие как	2	1
513	оно как	1	1
514	в новом	1	1
515	в чужом	1	1
516	вошел в	1	1
517	раз не	1	1
518	вследствие которых	1	1
519	этим событием	1	1
520	с человеком	2	1
521	целом время	1	1
522	в состав	4	1
523	и т.д	5	1
524	то они	1	1
525	о том	5	1
526	нашем случае	2	1
527	внимание на	3	1
528	находятся в	1	1
529	мира а	2	1
530	связанными в	1	1
531	всего на	1	1
532	и откуда	1	1
533	путь к	1	1
534	от них	1	1
535	осмысленном и	1	1
536	души к	1	1
537	начале и	1	1
538	сюда же	1	1
539	и только	1	1
540	этом ряду	2	1
541	наконец в	1	1
542	также в	1	1
543	человека как	1	1
544	вся жизнь	1	1
545	в него	1	1
546	жизни его	1	1
547	понятийное мышление	1	1
548	время у	1	1
549	ведь эти	1	1
550	тот же	1	1
551	действие в	1	1
552	и представляет	2	1
553	имеющего в	1	1
554	природой и	1	1
555	что он	1	1
556	мы увидим	1	1
557	ходит по	1	1
558	должен быть	1	1
559	и целостность	1	1
560	очень много	1	1
561	он достаточно	1	1
562	иной степени	1	1
563	всех его	1	1
564	их не	1	1
565	точка зрения	3	1
566	в окружающем	1	1
567	себя в	1	1
568	так что	1	1
569	проникнуть в	1	1
570	и солнце	1	1
571	ни одного	1	1
572	вернуться к	1	1
573	за пределами	3	1
574	конкретном целом	1	1
575	или даже	1	1
576	из них	1	1
577	него нет	1	1
578	и воскресение	1	1
579	могло бы	3	1
580	сами по	1	1
581	при всей	2	1
582	далек от	1	1
583	мы можем	2	1
584	которые могут	1	1
585	человек как	1	1
586	пространство же	1	1
587	тут же	1	1
588	и оценки	1	1
589	также необходимо	1	1
590	и конкретном	1	1
591	события эти	1	1
592	это развитие	1	1
593	это будет	1	1
594	где в	3	1
595	приобретает здесь	1	1
596	событие в	1	1
597	осмысления и	1	1
598	более существенных	1	1
599	действующих лиц	2	1
600	почти уже	1	1
601	к человеку	1	1
602	то и	2	1
603	а на	2	1
604	которых мы	1	1
605	и составляет	3	1
606	не на	1	1
607	и внутренне	1	1
608	о чем	2	1
609	разных местах	1	1
610	особенностей и	1	1
611	их самих	1	1
612	в литературно-художественном	1	1
613	в те	1	1
614	играть роль	1	1
615	начиная с	3	1
616	смысл который	2	1
617	случаю ее	1	1
618	по своему	2	1
619	и вот	1	1
620	объединены в	1	1
621	быть как	1	1
622	ведет не	1	1
623	у этого	1	1
624	в ряду	2	1
625	в остальном	1	1
626	ко мне	1	1
627	плачут и	2	1
628	распадается на	1	1
629	на самый	1	1
630	один день	1	1
631	специальный смысл	1	1
632	сказать не	1	1
633	не предполагает	1	1
634	становится художественно-зримым	1	1
635	и оно	2	1
636	между прочим	1	1
637	этом и	2	1
638	к другим	1	1
639	при всем	1	1
640	это уже	1	1
641	известной степени	1	1
642	примет в	1	1
643	слова но	2	1
644	могло не	1	1
645	не существует	2	1
646	и от	2	1
647	жениха и	1	1
648	она может	1	1
649	не подлежит	1	1
650	циклическое время	1	1
651	это он	1	1
652	которой можно	1	1
653	и пространстве	1	1
654	или другой	1	1
655	на первый	1	1
656	но эти	1	1
657	в последовательности	1	1
658	но зато	1	1
659	все они	2	1
660	человека не	1	1
661	он видит	1	1
662	здесь сгущается	1	1
663	это делает	1	1
664	является и	1	1
665	забывать что	1	1
666	что ты	1	1
667	культуры в	1	1
668	к моменту	1	1
669	героя в	1	1
670	на свет	1	1
671	к этой	1	1
672	в искусстве	1	1
673	в своих	2	1
674	он лишь	1	1
675	гораздо более	1	1
