N	2gram	Losev_Prob_1	Sovremen
266	он уже	1	1
267	не приходится	1	1
268	до наших	1	1
269	но ведь	3	1
270	построение которое	1	1
271	в известном	1	1
272	нами в	1	1
273	явлений и	1	1
274	этот вопрос	1	1
275	конечно не	1	1
276	xviii и	1	1
277	и те	1	1
278	только на	4	1
279	ни одного	1	1
280	в начале	1	1
281	и если	6	1
282	и чисто	3	1
283	чем ее	1	1
284	а это	2	1
285	в данной	1	1
286	чтобы он	1	1
287	он не	3	1
288	его и	1	1
289	этот раз	2	1
290	и еще	3	1
291	сводится только	1	1
292	и их	1	1
293	необходимо сказать	2	1
294	и навсегда	1	1
295	по существу	2	1
296	сами по	3	1
297	вовсе не	35	1
298	с последней	1	1
299	для них	2	1
300	как его	2	1
301	но что	2	1
302	прошлого века	1	1
303	не случайно	1	1
304	случае не	3	1
305	много и	1	1
306	мало для	1	1
307	по его	2	1
308	о каком	1	1
309	это значит	1	1
310	не из	1	1
311	и только	4	1
312	не будет	2	1
313	факт что	1	1
314	и может	2	1
315	в совершенно	1	1
316	в другом	1	1
317	мы это	1	1
318	до сих	3	1
319	с другой	3	1
320	на ее	1	1
321	это пока	1	1
322	и эту	2	1
323	дальнейшем и	1	1
324	понимают все	1	1
325	нельзя сказать	2	1
326	именно в	4	1
327	здесь в	3	1
328	этом смысле	6	1
329	его с	1	1
330	ведь если	2	1
331	на ней	1	1
332	ни в	7	1
333	от другого	2	1
334	но уже	5	1
335	нет в	1	1
336	нужно сказать	3	1
337	не было	4	1
338	ей не	1	1
339	все равно	5	1
340	для своего	2	1
341	позиции в	1	1
342	и вся	1	1
343	на друга	1	1
344	несмотря на	3	1
345	для чего	2	1
346	бы ее	1	1
347	не важно	2	1
348	должно быть	2	1
349	и ничего	2	1
350	и следовательно	3	1
351	понятия и	2	1
352	их на	1	1
353	в связи	4	1
354	и становится	1	1
355	том что	12	1
356	в эту	2	1
357	нет никаких	1	1
358	этом случае	2	1
359	но если	2	1
360	том как	2	1
361	и при	2	1
362	так же	9	1
363	и особенно	2	1
364	в такой	1	1
365	мы конечно	1	1
366	означало бы	1	1
367	мы говорим	3	1
368	науки чрезвычайно	1	1
369	представление о	1	1
370	направление в	2	1
371	xix века	1	1
372	и значит	1	1
373	в данном	9	1
374	природы но	1	1
375	в течение	1	1
376	является только	1	1
377	но обладает	1	1
378	и той	1	1
379	начале нашего	1	1
380	науке а	1	1
381	которые в	2	1
382	а потом	2	1
383	силу и	1	1
384	по крайней	2	1
385	предмета ни	1	1
386	образом на	1	1
387	именно к	1	1
388	без всяких	2	1
389	ее отдельных	1	1
390	общего и	1	1
391	если нет	1	1
392	вообще на	1	1
393	по себе	15	1
394	в своем	5	1
395	можем сказать	1	1
396	несколько слов	1	1
397	и нет	1	1
398	но вопрос	1	1
399	сих пор	3	1
400	с ним	3	1
401	что эта	1	1
402	она не	2	1
403	делится на	1	1
404	и тогда	1	1
405	но для	3	1
406	системы этот	1	1
407	говорить что	2	1
408	не имеет	2	1
409	дело в	3	1
410	в процессе	1	1
411	не является	5	1
412	которых она	1	1
413	указать на	1	1
414	уже на	2	1
415	всегда будет	1	1
416	но только	2	1
417	и от	1	1
418	не составляют	1	1
419	только не	3	1
420	никогда не	7	1
421	или в	4	1
422	и всегда	2	1
423	это совершенно	4	1
424	на язык	1	1
425	но отнюдь	3	1
426	хотя и	6	1
427	только и	3	1
428	это то	1	1
429	или другой	1	1
430	не представляет	1	1
431	не более	1	1
432	ровно ничего	4	1
433	эта для	1	1
434	вполне достаточно	1	1
435	все они	1	1
436	и его	3	1
437	связи с	5	1
438	ни было	1	1
439	же в	4	1
440	наших дней	1	1
441	но это	8	1
442	этой области	2	1
443	не знает	1	1
444	сказать что	13	1
445	не быть	1	1
446	ни о	5	1
447	не сказано	1	1
448	и для	4	1
449	очень часто	1	1
450	они все	1	1
451	если у	1	1
452	сколько угодно	3	1
453	не что	2	1
454	человека в	1	1
455	в то	6	1
456	есть то	1	1
457	состояния в	1	1
458	что наш	1	1
459	в окончательном	2	1
460	этого и	1	1
461	просто не	1	1
462	но еще	2	1
463	той или	5	1
464	и эта	1	1
465	которая не	1	1
466	ничего общего	11	1
