N	2gram	Losev_Vlad_3	Hudozhes
383	то ни	3	1
384	что все	7	1
385	этом он	1	1
386	том случае	3	1
387	следующими словами	1	1
388	была в	1	1
389	на этой	1	1
390	который так	1	1
391	этом смысле	3	1
392	роль в	2	1
393	растворяется в	1	1
394	истории и	1	1
395	всю его	1	1
396	личность в	1	1
397	и тем	3	1
398	то сердце	1	1
399	которым он	1	1
400	не чем	1	1
401	для них	1	1
402	но уже	2	1
403	но мы	2	1
404	далеко не	3	1
405	как об	1	1
406	этого не	3	1
407	с тем	7	1
408	и вопреки	1	1
409	которой он	1	1
410	можно считать	5	1
411	нисколько не	3	1
412	смысл и	1	1
413	когда в	1	1
414	на первый	2	1
415	или менее	5	1
416	свое назначение	1	1
417	имеет ничего	2	1
418	она сама	1	1
419	в гораздо	1	1
420	ли можно	2	1
421	и без	1	1
422	вне всякого	2	1
423	молодого человека	1	1
424	каким был	1	1
425	место в	1	1
426	ничего в	1	1
427	себе а	1	1
428	в отличие	3	1
429	в которых	1	1
430	знаем что	2	1
431	не исчерпывается	1	1
432	и нельзя	3	1
433	признать что	1	1
434	впадая в	1	1
435	есть его	1	1
436	в одном	5	1
437	не будем	1	1
438	другом и	1	1
439	друг другу	1	1
440	и более	2	1
441	их в	1	1
442	не тем	1	1
443	том и	1	1
444	что этот	3	1
445	на всю	1	1
446	на работу	1	1
447	между прочим	5	1
448	этой работы	1	1
449	сам он	1	1
450	раз и	8	1
451	иной раз	6	1
452	вовсе не	13	1
453	в отношении	5	1
454	так как	7	1
455	и такого	2	1
456	тем самым	2	1
457	как можно	2	1
458	возможным и	1	1
459	что эта	2	1
460	таков был	2	1
461	самого начала	1	1
462	дело в	5	1
463	что их	1	1
464	в науке	1	1
465	удивительным образом	1	1
466	а тогда	1	1
467	в плане	1	1
468	в основе	1	1
469	и имеет	1	1
470	нельзя ли	1	1
471	это еще	1	1
472	не могло	1	1
473	только не	1	1
474	и всегда	2	1
475	в самой	1	1
476	и весь	1	1
477	или как	4	1
478	ничего такого	1	1
479	и чувства	1	1
480	добру и	1	1
481	был и	2	1
482	с но	1	1
483	же он	1	1
484	одной лишь	1	1
485	бытия как	1	1
486	только от	1	1
487	к отдельным	1	1
488	была на	1	1
489	не могут	2	1
490	когда мы	1	1
491	и вполне	2	1
492	же самое	3	1
493	только еще	1	1
494	всегда есть	3	1
495	всего в	1	1
496	за что	1	1
497	но также	1	1
498	для его	1	1
499	и мне	1	1
500	было уже	1	1
501	но из	1	1
502	никуда не	1	1
503	всего во	2	1
504	ничего общего	5	1
505	говорит о	4	1
506	то во	1	1
507	не делает	1	1
508	это вполне	2	1
509	в виду	3	1
510	того времени	1	1
511	принадлежал к	1	1
512	же не	2	1
513	данном случае	2	1
514	в в	2	1
515	в тонах	2	1
516	от изучения	1	1
517	с самого	1	1
518	в дальнейшем	4	1
519	различие между	1	1
520	другое в	1	1
521	что ведь	1	1
522	того и	1	1
523	здесь нет	2	1
524	мог бы	4	1
525	во многом	2	1
526	историю своей	1	1
527	третья как	1	1
528	на примере	1	1
529	но у	2	1
530	жизнь и	3	1
531	внутреннюю опору	1	1
532	он сам	2	1
533	она легко	1	1
534	даже не	3	1
535	находится в	3	1
536	все дело	1	1
537	сводится к	3	1
538	в личности	1	1
539	может не	1	1
540	смысла жизни	1	1
541	одного из	1	1
542	самому себе	1	1
543	сознания есть	1	1
544	для нас	5	1
545	с другой	5	1
546	все та	1	1
547	а во	1	1
548	все в	1	1
549	исток и	1	1
550	мы о	1	1
551	во всех	1	1
552	путь к	2	1
553	какие были	1	1
554	творчества в	1	1
555	находит свое	1	1
556	и только	3	1
557	считаем необходимым	1	1
558	непосредственно в	1	1
559	что бы	3	1
560	с а	1	1
561	и она	1	1
562	но так	1	1
563	но тут	2	1
564	другое не	1	1
565	как например	2	1
566	не личность	1	1
567	человека именно	1	1
568	в какой	2	1
569	это очень	1	1
570	всяком случае	3	1
571	их не	1	1
572	с одной	3	1
573	нечто иное	2	1
574	человеческой личности	1	1
575	же и	2	1
576	литературы в	1	1
577	однако здесь	3	1
578	более или	5	1
579	и у	3	1
580	уже в	3	1
581	свою жизнь	1	1
582	в жизни	2	1
583	него и	1	1
584	является не	3	1
585	оно всегда	1	1
586	не дает	1	1
587	когда оно	2	1
588	то чего	1	1
589	но для	3	1
590	человека на	1	1
591	их как	1	1
592	эти два	1	1
593	ни с	3	1
594	не будут	1	1
595	в письме	1	1
596	представить себе	1	1
597	могло бы	2	1
598	которая может	1	1
599	как основное	1	1
600	иначе как	1	1
601	должны в	1	1
602	мнению с	1	1
603	письма т	2	1
604	никакого отношения	5	1
605	его внутренний	1	1
606	и никогда	1	1
607	отличие от	3	1
608	есть именно	1	1
609	но вероятно	1	1
610	тогда в	1	1
611	то а	1	1
612	он один	1	1
613	а она	1	1
614	и отрицает	2	1
615	что они	1	1
616	рядом с	1	1
617	в изучение	1	1
618	говорится что	1	1
619	тотчас же	1	1
620	и правде	1	1
621	и из	1	1
622	говорить и	1	1
623	по своим	1	1
624	вслед за	1	1
625	еще и	18	1
626	всякого человека	1	1
627	что для	1	1
628	к человеку	1	1
629	свое проявление	1	1
630	церкви и	3	1
631	одной стороны	3	1
632	потом в	1	1
633	имеют никакого	1	1
634	не на	2	1
635	имеет к	1	1
636	вопросе о	3	1
637	для человека	1	1
638	января г	1	1
639	что мы	2	1
640	с л	1	1
641	которого она	1	1
642	уверенность в	1	1
643	по необходимости	1	1
644	другого для	2	1
645	как это	4	1
646	противоречие с	1	1
647	то можно	2	1
648	однако для	1	1
649	но все	3	1
650	из которых	1	1
651	в природе	1	1
652	xix века	6	1
653	о чем	1	1
654	нам видится	1	1
655	в данном	5	1
656	если оно	4	1
657	мы считаем	1	1
658	относиться к	1	1
659	она есть	1	1
660	пишет в	1	1
661	себя то	1	1
662	века и	1	1
663	от раннего	1	1
664	реакции на	1	1
665	каждой отдельной	1	1
666	том смысле	1	1
667	претендуя на	1	1
668	внешнего мира	1	1
669	только о	3	1
670	в контексте	1	1
671	было ни	1	1
672	него в	4	1
673	самом же	2	1
674	на пути	1	1
675	является для	2	1
676	но это	6	1
677	в смысле	6	1
678	тут тоже	2	1
679	в существовании	1	1
680	письме к	1	1
681	не мог	6	1
682	под названием	9	1
683	о человечности	1	1
684	уже на	1	1
685	имеют для	1	1
686	его творчества	2	1
687	его нет	1	1
688	относительно понимания	1	1
689	не впадая	1	1
690	об этих	2	1
691	когда он	1	1
692	которой я	1	1
693	но когда	2	1
694	души в	1	1
695	у которого	1	1
696	конце концов	5	1
697	мы должны	4	1
698	зрения в	1	1
699	же деле	2	1
700	но вот	3	1
701	здесь даже	1	1
702	нами не	1	1
703	и прямо	1	1
704	от своего	1	1
705	сказать что	12	1
706	а ведь	1	1
707	в свою	1	1
708	него то	1	1
709	мы здесь	1	1
710	к его	2	1
711	в последнем	1	1
712	с такой	2	1
713	какая же	1	1
714	из этого	2	1
715	еще предстоит	1	1
716	в трех	1	1
717	категорий как	1	1
718	ни на	2	1
719	мышления не	1	1
720	и другие	1	1
721	случае если	2	1
722	кажется ему	1	1
723	нельзя назвать	2	1
724	и эта	3	1
725	молодой человек	1	1
726	который не	1	1
727	например его	1	1
728	во всяком	3	1
729	все что	1	1
730	этой точки	1	1
