N	2gram	Tiupa_Anal_3	Vladivir
182	мы уже	1	2
183	его не	3	2
184	на первом	1	2
185	что если	1	2
186	единство и	1	2
187	как я	1	2
188	ему в	1	2
189	по своему	2	2
190	в общем	2	2
191	как к	2	2
192	первых двух	1	2
193	году но	1	2
194	из письма	1	2
195	к числу	2	2
196	и хотя	1	2
197	в самом	5	2
198	во многих	1	2
199	на то	1	2
200	не могла	2	2
201	в статье	1	2
202	мысли и	1	2
203	которой не	1	2
204	же году	1	2
205	том чтобы	1	2
206	и сам	4	2
207	и по	2	2
208	но дело	1	2
209	и может	1	2
210	о в	2	2
211	заключается в	1	2
212	это не	2	2
213	на свои	1	2
214	он же	1	2
215	с тем	2	2
216	а за	1	2
217	которой он	1	2
218	мы не	3	2
219	он меня	1	2
220	в их	6	2
221	говорил о	1	2
222	к той	1	2
223	однако в	5	2
224	даже в	2	2
225	а вот	2	2
226	то с	1	2
227	само по	1	2
228	того чтобы	1	2
229	дружеских отношениях	1	2
230	на меня	2	2
231	казалось бы	1	2
232	не о	1	2
233	как будто	1	2
234	уже о	1	2
235	к тому	6	2
236	будто бы	1	2
237	дальнейшем мы	1	2
238	свою очередь	4	2
239	говоря уже	1	2
240	данном случае	3	2
241	и ту	2	2
242	ничего не	3	2
243	со своей	8	2
244	нам представляется	2	2
245	в сущности	5	2
246	или как	1	2
247	от нас	1	2
248	себя в	4	2
249	он сам	1	2
250	его и	1	2
251	себе в	1	2
252	в новом	2	2
253	для того	1	2
254	как у	1	2
255	и прежде	2	2
256	во второй	7	2
257	что не	3	2
258	был в	1	2
259	стремится к	1	2
260	на эту	2	2
261	уже давно	1	2
262	в частности	12	2
263	к его	1	2
264	и потому	2	2
265	в той	2	2
266	такого рода	5	2
267	в трех	1	2
268	не любил	1	2
269	в стихотворении	1	2
270	и от	2	2
271	к этой	1	2
272	же в	2	2
273	жизни в	1	2
274	о своем	2	2
275	в сравнении	2	2
276	есть и	1	2
277	в своих	1	2
278	во сне	3	2
279	гораздо более	2	2
280	с новыми	3	1
281	как известно	1	1
282	например в	2	1
283	в тех	2	1
284	и др	1	1
285	я перед	1	1
286	мере в	2	1
287	думал о	1	1
288	своей первой	1	1
289	по преимуществу	2	1
290	с таким	1	1
291	жизни здесь	1	1
292	по его	3	1
293	отметить и	1	1
294	чем он	1	1
295	есть не	2	1
296	что между	1	1
297	над переводом	1	1
298	он как	1	1
299	говорить о	3	1
300	что иное	1	1
301	а для	2	1
302	требует от	1	1
303	оно есть	1	1
304	в полной	1	1
305	был молод	1	1
306	о судьбе	1	1
307	и самого	6	1
308	освобождения от	2	1
309	иное как	1	1
310	истории в	1	1
311	самом деле	2	1
312	все больше	1	1
313	и л	1	1
314	б с	1	1
315	но как	3	1
316	к богу	1	1
317	не все	1	1
318	если в	3	1
319	что они	3	1
320	но без	1	1
321	как говорит	3	1
322	более чем	2	1
323	независимо от	1	1
324	человеческого бытия	1	1
325	как нам	5	1
326	этой стороны	1	1
327	еще больше	1	1
328	этом же	1	1
329	когда он	2	1
330	как уже	2	1
331	что по	4	1
332	по пути	4	1
333	самом начале	1	1
334	себе не	1	1
335	сам бог	1	1
336	в противоположность	2	1
337	и свою	1	1
338	и отчасти	1	1
339	что произведение	1	1
340	к чему	1	1
341	та же	1	1
342	бы и	2	1
343	отношения с	1	1
344	без учета	1	1
345	тут и	1	1
346	это разделение	1	1
347	право на	1	1
348	времени не	1	1
349	о ее	1	1
350	тому же	3	1
351	так сказать	2	1
352	что каждая	1	1
353	теми же	1	1
354	что она	2	1
355	в свет	1	1
356	однако при	2	1
357	пушкина и	2	1
358	они в	1	1
359	и еще	1	1
360	свою собственную	1	1
361	чем у	1	1
362	возвращение к	1	1
363	свое время	2	1
364	или вовсе	1	1
365	всех своих	1	1
366	его можно	1	1
367	с позиций	1	1
368	связанных с	1	1
369	будто в	1	1
370	а по	1	1
371	лишь в	5	1
372	мог он	1	1
373	в свое	2	1
374	он есть	1	1
375	отца и	1	1
376	по мысли	1	1
377	целостности и	1	1
378	в жизни	2	1
379	так называемого	1	1
380	основания для	1	1
381	из нее	1	1
382	далеко не	4	1
383	в общей	1	1
384	но лишь	1	1
385	мы имеем	5	1
386	во внимание	1	1
387	вот о	1	1
388	года и	1	1
389	старшего брата	1	1
390	и того	3	1
391	миросозерцания в	1	1
392	с я	1	1
393	известие о	1	1
394	но я	1	1
395	с первых	1	1
396	в г	1	1
397	но если	1	1
398	от своего	1	1
399	никаких оснований	1	1
400	к истории	1	1
401	и без	3	1
402	это делает	1	1
403	место в	1	1
404	далее в	1	1
405	бы мы	1	1
406	своего рода	8	1
407	не путем	1	1
408	однако он	1	1
409	мир и	1	1
410	не будем	1	1
411	имеем не	1	1
412	если бы	1	1
413	далека от	1	1
414	иметь возможность	1	1
415	для нее	1	1
416	случае мы	1	1
417	считал своею	1	1
418	произведения как	2	1
419	но они	2	1
420	будем рассматривать	1	1
421	с теми	1	1
422	в русской	7	1
423	дело не	3	1
424	на него	1	1
425	как о	1	1
426	не могло	1	1
427	только не	3	1
428	к тебе	1	1
429	каждый из	1	1
430	судя по	2	1
431	достаточно ясно	1	1
432	нам известно	1	1
433	ним не	1	1
434	в самой	1	1
435	этих двух	1	1
436	преимущественно на	1	1
437	и является	1	1
438	во всем	3	1
439	прибегать к	1	1
440	перед ним	1	1
441	и здесь	2	1
442	очень часто	1	1
443	не столь	1	1
444	сравнении с	2	1
445	с явным	1	1
446	ли не	4	1
447	заметил что	1	1
448	что со	1	1
449	пребывание в	1	1
450	все еще	1	1
451	своего отца	1	1
452	к индивидуальной	1	1
453	не будет	3	1
454	такое что	1	1
455	прежнее время	1	1
456	только при	1	1
457	трех лет	1	1
458	никто из	1	1
459	и будем	1	1
460	него самого	1	1
461	нет никакой	1	1
462	в себя	2	1
463	в произведении	3	1
464	всей своей	1	1
465	так в	3	1
466	здесь как	1	1
467	особенно в	1	1
468	с самим	2	1
469	еще не	6	1
470	отчасти в	1	1
471	раз не	1	1
472	поэтому в	2	1
473	собой и	1	1
474	для этого	1	1
475	внимание к	1	1
476	лицо его	2	1
477	сводится к	2	1
478	уже было	1	1
479	и должно	1	1
480	на их	1	1
481	есть бог	1	1
482	все его	1	1
483	до известной	3	1
484	а напротив	2	1
485	во втором	4	1
486	в глазах	2	1
487	обстоятельства жизни	1	1
488	с неопубликованным	1	1
489	о своих	2	1
490	этого письма	1	1
491	в литературе	1	1
492	глубоко не	2	1
493	и е	3	1
494	но с	2	1
495	который хочет	1	1
496	я со	1	1
497	этот вопрос	1	1
498	дело с	3	1
499	добрый и	2	1
500	и ее	2	1
501	по этому	1	1
502	со всеми	2	1
503	в качестве	12	1
504	человека с	1	1
505	сколько в	1	1
506	для всех	2	1
507	оказывается в	1	1
508	с нею	2	1
509	ни одного	1	1
510	хотя в	2	1
511	слова не	1	1
512	или даже	1	1
513	исключая и	1	1
514	характерно что	1	1
515	и их	1	1
516	в одном	4	1
517	с этими	1	1
518	содержания а	1	1
519	к ним	1	1
520	не исключая	1	1
521	как раз	7	1
522	тем что	2	1
523	этом отношении	3	1
524	до тех	1	1
525	невозможно не	1	1
526	как можно	1	1
527	рядом с	1	1
528	в подобном	1	1
529	о своей	2	1
530	до сих	1	1
531	было и	1	1
532	мы и	1	1
533	что несмотря	2	1
534	было сказано	1	1
535	я из	1	1
536	что мы	2	1
537	молод и	1	1
538	не покидал	1	1
539	то она	1	1
540	и обращается	1	1
541	ни за	1	1
542	время с	1	1
543	что во	1	1
544	до этого	1	1
545	его как	3	1
546	осени в	1	1
547	не могут	1	1
548	в столь	1	1
549	последующих его	1	1
550	но сам	2	1
551	и ведет	1	1
552	перед нами	4	1
553	из стихотворений	1	1
554	не отступал	1	1
555	не что	1	1
556	в первой	8	1
557	внешние обстоятельства	1	1
558	есть непосредственно	1	1
559	тех пор	2	1
560	дело здесь	1	1
561	этом случае	1	1
562	сих пор	1	1
563	оба они	1	1
564	пока еще	3	1
565	этом смысле	1	1
566	в книге	1	1
567	известной степени	3	1
568	и большим	1	1
569	мира и	2	1
570	меня к	1	1
571	время и	1	1
572	не с	2	1
573	от него	1	1
574	от всего	1	1
575	второй и	2	1
576	и последовательность	1	1
577	он во	1	1
578	бы на	1	1
579	утверждал что	1	1
580	личности и	2	1
581	он оказывается	1	1
582	между ними	1	1
583	только как	1	1
584	от всех	1	1
585	же самой	1	1
586	по одному	1	1
587	любви к	2	1
588	отношении он	1	1
589	конце его	1	1
590	никогда в	2	1
591	которая уже	1	1
592	ее в	1	1
593	и другие	1	1
594	оказывается уже	2	1
595	они не	1	1
